parentPoiId,merchantCount,sampleMerchants,reason
B0FFG9WH4I,1,凉都青瓦房烙锅(白宫店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGA0YGP,1,大米和小米儿童成长中心(贵阳云岩中心),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGA8Y76,1,黔融一品烟酒茶(云凯熙园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGAERIZ,1,食在好·筒子骨清水烫(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGAFGIE,1,武松醉鹅(清镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGAHQND,1,来咖啡(花果园b区南区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGAJU6R,1,雪桃大方豆干火锅(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGBIQ2R,1,安顺丝娃娃(恒大城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGCIE1K,1,任记遵义豆花面(优品城邦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGCYLFV,1,筷子篼·思南米豆腐(花果园S区2区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGD3KGH,1,独与茶亭,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGDJ6SI,1,和韵茶坊(金阳合肥路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGDJ74T,1,蜜雪冰城(世纪城小学福建路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGK1J1H,1,化工厂烤鸡(花果园T区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGKC37G,1,贵州乌江烤鱼(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGMVIPE,1,蜜雪冰城(花果园Q区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGQGDSF,1,老贵阳湖南面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGTMBZX,1,杨勇幺铺毛肚火锅店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGTWB0L,1,老贵阳无名烤鸡总店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGU0ZXQ,1,他先生豆米豆豉酸辣烫(国际中心店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGV2GRP,1,武警贵州总队医院医院食堂,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGZIMBQ,1,遵义虾子羊肉粉(花果园T2区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFGZQ75V,1,唐不虎安顺烤小肠(花果园J区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH24RRQ,1,龚哥烤鱼(花果园Q区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH26RLT,1,功夫卤味(大唐果店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH2HCE1,1,董小姐素粉(小河店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH2JZNR,1,沙家清真兰州拉面大盘鸡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH2LAUW,1,爽東東酒饮(花果园C区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH2LNMK,1,正新鸡排(万科花样店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH7Y73I,1,you家厨房,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFH83A9D,1,U缘食府(U区商业街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHBT5T9,1,瑞幸咖啡(贵州大学西校区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHCYP8Z,1,杨铭宇黄焖鸡(花果园国际中心店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHCYQ2F,1,暖燕·姨妈热饮·鲜炖燕窝(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHE7UL3,1,姐妹碳火烧烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHGYBXN,1,李大娘织金酸汤饭·毕节汤圆(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHJQ326,1,小黄蜂的豆腐摊摊,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHL34FR,1,囍崽麻辣(半山小镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKA4C,1,谢记筒骨酸辣烫,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKA9A,1,山水颐和(银海元隆广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKDOM,1,德克士(财富广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKEZ7,1,陈氏人家豆米火锅(世纪金源店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKNAC,1,鼎记啫啫煲(红岩桥店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKNF5,1,七时芝士(贵山苑店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKO7B,1,珍珍海鲜夜食,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLKT1R,1,美味轩餐馆(印象康城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLLIWX,1,一手创酸汤饭,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLLPG1,1,梅姐广式汤粉店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLLQIA,1,小黔柜地摊火锅(班芙商业广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLLR35,1,芝麻老素粉(碧海花园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLNN6B,1,周记留一手烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLNQ7L,1,小院(中天花园·叠翠谷店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLNQUC,1,山水黔厨(山水黔城五组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLNS2J,1,鼎蒸烩(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLO2XR,1,马兴发铁板烧,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLOIPX,1,甜枫觅纯牛奶蛋糕,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLOMVP,1,东二婆烤肉(东宝花园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLOWSY,1,瑞幸咖啡(大数据广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLOYJJ,1,川府柴火鸡(大营坡店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLP227,1,伦会砂锅粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLP39I,1,金顶山幺鸡清水烫(欣欣房开店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPCUT,1,鸿福铁板烧(麦架店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPGLF,1,不可炸鸡BOOCUR CHICKEN(贵阳花溪公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPGP3,1,袁记片片鱼(息烽店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPMPN,1,三味牛肉粉(富水南路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPNFG,1,惠诚滋知(会展城一店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPUJE,1,时光茶楼(碧翠红枫店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLPVP3,1,贵州龙(保利云山店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQ2PO,1,三桥陈家脆哨,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQ7B5,1,清镇冰粉(息烽开磷城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQC31,1,冉林禾土黄牛肉粉(会展城总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQGZT,1,上海灌汤小笼包,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLQQHD,1,中黔惠民杀猪饭(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLRQDB,1,悦江南足疗养生馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLVSWB,1,山水私厨,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLVY06,1,花语咖啡(山水黔城五组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLX0V3,1,果囤万众源水果批发(原果然哆老店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLXB6R,1,麻辣四方习水特色豆腐皮火锅(数博大道长岭南路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLYSGP,1,土滋土味(中天花园·叠翠谷店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLZ3ZQ,1,花花烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHLZDU8,1,净点烘焙工作室(兴隆城市花园桃源居店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM28M2,1,青菜牛肉(阳光花园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM2E81,1,全方味铜仁思南特色小吃·绿豆粉·思南米豆腐,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM2M91,1,麻爪爪(贵阳乌当悦景新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM3AAK,1,农家包谷饭(中创联合大厦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM460T,1,锅里捞清水烫,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM6NVZ,1,息烽特色酱爆烤肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM6OCU,1,母记参鱼片(绿地·联盛国际店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM71ZJ,1,野生菌肉饼鸡(悦景新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHM78YQ,1,湘约农家木桶饭(碧园花城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMDL2Q,1,甜甜圈(文华路15号院店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMDSIQ,1,榴小汐品质千层(贵阳开阳店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMGBZL,1,吴记麻辣香锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMGH67,1,云上蒸笼·酱肉大包,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMM2AP,1,品三米粥铺(会展城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHMODL0,1,檀亭美学空间(檀亭茶舍),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNF0KZ,1,中意原汤牛肉粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNHSH2,1,黔惠园老牌鹅肉粉(金阳新世界店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNIFJL,1,Orin Coffee·欧林可啡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNJWTC,1,高原家咖啡(金融城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNK99L,1,朱记留一手特色烤鱼(美成新都店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNKKU4,1,品螺鲜柳州螺丝粉(金晟长山丽景店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNMCSO,1,渝味童年火锅串串(青山小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNMK6F,1,品茗阁(南窗雅舍店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNOM8K,1,瑞幸咖啡(花果园财富广场1号楼店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNQDVK,1,李大勺重庆万州烤鱼(花溪总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHNRNLH,1,河间驴肉火烧(购物中心店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHO7D4D,1,锦州烧烤(阳明大道店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHP9DON,1,巴比馒头(贵阳花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHPZ3ZM,1,黔鲜小集金华园店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHVNXZU,1,CC披萨,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHW79YT,1,贵阳市观山湖区财富美食店(世纪金源国际财富中心E栋店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHWB3DH,1,庭院小厨(金狮小区顺海苑店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHXOBJD,1,黔城牛肉粉(半山小镇店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFHZZT3T,1,米兰西饼生日蛋糕(息烽店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI1C123,1,冉林禾土黄牛肉粉(K区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI291BL,1,众园私房菜(兰花广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI29B97,1,鸡情渔意火锅店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI5GWSC,1,牛三爷嫩牛五方(花果园J区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFI8PKHF,1,5号隆江猪脚饭·肠粉·广式烧腊,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIBSZ98,1,老香港炸鸡(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFID9R25,1,欧洲田园纯正欧式蛋糕(花果园q区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFILBWPF,1,常孃烤肉(E1组团),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFILCOAQ,1,长久香芝麻素粉(红街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFILMFSS,1,一碗粥,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIN81S1,1,沙县小吃(驾驶员公寓店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIOT8Y3,1,巴比鲜包(小车河路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIP4QU1,1,马记麻辣牛肉香锅(金龙国际花园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIP69KC,1,白小甜手工酸奶金龙国际店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIPE6YR,1,一颗法棍Bakery,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIPH8N0,1,老四肠旺面(金元国际新城南区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIPIN8D,1,云山下息烽阳朗辣子鸡(华润店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIPT7WX,1,亿碗牛肉粉(中天甜蜜小镇2组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIQZ3LC,1,缘来手撕豆腐,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIS3M0H,1,锅圈食汇火锅烧烤食材超市(花果园K区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIT941U,1,大嫂农家小院,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIUOJSM,1,云里雾都音乐火锅(云城尚品店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFIZRN1G,1,食德天(花果园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ1E835,1,金顶山小梅嬢清水烫半山小镇店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ45WRL,1,上海留香包(贵阳绕城高速店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ4INQP,1,金沙羊肉粉(羊肉火锅),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJ4INQV,1,甑香卤鹅(优品城邦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJAA4K5,1,百步香小豆腐,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJEOMTQ,1,古茗(小河万科大都会店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJHJIJY,1,小瑾烧烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJHQS2R,1,正宗四川地烤,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJJUU4W,1,香辣园酒楼(云城尚品A3-2组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJMMREJ,1,菌山生·汽锅鸡·野生菌·山珍餐厅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJN9YBM,1,明堂肠旺面湖南面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJTA08H,1,几度三酉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJV73BE,1,黔老奶馋嘴熊精品水果店(云城尚品店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFJWKKZK,1,熊二小菜馆(甘平路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK087O5,1,老兵铁签碳烤鲜肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK090Z6,1,豆豆妈炸货铺,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK51GI7,1,李燕春卷(渝鑫·西班牙风情街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK5OJC9,1,盘县普田铜锅牛肉(俊发城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7LNJD,1,老杨素粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7MBV1,1,四哥酸辣烫,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7N4CW,1,盘县普田铜锅牛肉(香江路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7OHOL,1,豫贵和香饺(新添大道北段店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7WTDM,1,奇香园·辣子鸡原生态文化餐厅(多彩贵州城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7WVP0,1,小白+参鱼片自助火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK7ZLED,1,忆虾缘(深港商贸城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK800VV,1,食趣快餐(麒龙金翠湾店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK80ZHH,1,香遇乐厨(香江路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK86FQ2,1,迎宾饭店(北大资源梦想城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK872GD,1,杨记老一中素粉(金翠湾店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK8BZCG,1,贵大毕活油烙锅(北站店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK8D19F,1,川黔土菜馆(水云布依家园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFK8HIGD,1,王厂长重庆老火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKAU4B7,1,陈记肠旺面,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKC2TOC,1,还是老原味火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKCBR7B,1,福东来黔西土黄牛肉粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKCLDNH,1,往香百味(方源广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKCSMRF,1,兰州牛肉拉面(阳关大道店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKDSM90,1,老好吃烤坊留一手烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKEBQNS,1,黔旺角烟酒店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKEUYDZ,1,李与白((贵阳万科大都会店)),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKI3N0W,1,香客来豆干火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKJVVTF,1,陆喜饭店(滨湖俊园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKK2JJD,1,鹊有巢咖啡精品艺术民宿(贵阳观山湖会展城金融城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKBSEJ,1,香香富硒食府,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKEZY8,1,森咖啡(金融大厦店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKGCIB,1,惠诚滋知(新添商业街店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKGY9A,1,夏姨妈素粉馆(观山湖区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKNO33,1,红砖房(绿地新都会店)(暂停营业),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKKTIPS,1,郑记遵义豆花面(美的·林城时代店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKL35ML,1,邱氏梦想法式西点店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKL52FC,1,烧烤匠(阳光地带店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKLETEZ,1,东湖小苑(休闲山庄),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKLZUKY,1,金顶山小梅孃清水烫(万科大都会分店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKM6KDH,1,开阳特色土豆片,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKM7UU9,1,华莱士·全鸡汉堡(湿地公园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKUWZD8,1,TAKE獭客壹玖烘焙店(中天未来方舟店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKW9K0O,1,慢漫咖啡馆(北大资源缤纷广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKWPQ0M,1,云成土灶烙锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKWS3SQ,1,爸比爸爸辅食馆(总店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFKXVV8Q,1,卤小念牛肉粉(青山店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL0ETCY,1,兰州拉面(陆航汽配城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL1ZJUH,1,贵州龙(乌当广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL2V7F2,1,司马烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL4DUBS,1,周二大青山清真牛肉馆(贵阳分店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL5B04D,1,鱼米厢火锅家常菜(中铁逸都店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL6O8KY,1,杨家豆花面馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL827UM,1,菌山珍野生菌土菜馆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFL88SYD,1,王记特色烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFLAZZQ8,1,香满园(珠江路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFLEWZWI,1,果沐冰浆,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFLJHHMZ,1,塔斯汀中国汉堡,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM1VIZY,1,尤记烫菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM4HBKP,1,火火丝娃娃飘锅爆炒(青山小区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM526NT,1,胖妹乌江豆腐鱼(贵水黔鱼店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM54XFR,1,许记裹卷,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM58J97,1,新疆特色羔羊串,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM5HMIW,1,山滋羊火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0FFM9YMTB,1,楼脚酸汤牛肉(恒大中央广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0G19M9A34,1,九品香辣素粉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0G1SA7VY4,1,盘县普田牛肉火锅城(金阳三分店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0G1SA9IXT,1,水城有家羊肉粉(龙泉新村店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0G26SLVE5,1,甲丁记烤鹅掌翅(乌当店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0G3OA94W3,1,兄弟石磨嫩豆花火锅(世纪佳苑店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0GKGA5PST,1,野人烤肉(保利溪湖店)(暂停营业),高德 ID 查询未返回该父 POI；不从地址猜名称
B0GR3HHJ78,1,巷子里私房菜馆(万科悦城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0GRT9GSOR,1,尚膳·黔味坊,高德 ID 查询未返回该父 POI；不从地址猜名称
B0H2TSNHFS,1,清和轩茶艺休闲棋牌室(中天未来方舟F2组团店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0H3HAY1JO,1,正宗沙县小吃(双龙御景新城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0H3YC7F9F,1,湘府相诚餐饮店(天一国际广场店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0H60ZIV68,1,黔春食府(恒大帝景店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0H6Y6590Y,1,老贵阳烧洋芋烤豆干(贵钢店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HB3M774O,1,回头客餐馆(青山路店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HDMHUDP0,1,符记老奶烤肉,高德 ID 查询未返回该父 POI；不从地址猜名称
B0HDNRF9BP,1,金沙袁记羊肉粉·火锅(华润店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HGA51DUP,1,遵义化工厂烤鸡(小河店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HGPAS12M,1,福耳烤鱼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0HKUHUM39,1,花溪牛肉粉(华润悦府H区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HUNZ9HQ6,1,殷大厨鲜牛肉火锅·炒菜(阅山湖店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0HUVA11VR,1,淳燕姨妈现炖燕窝观山湖店,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK0490,1,蚝门炒蟹(花溪店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK0CQT,1,唐老五酒楼,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK0CXN,1,张记红焖牛肉粉(融创九樾府B区店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK16QC,1,蜜雪冰城(肉联厂店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK1ZWK,1,925香辣蟹,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK28QX,1,子一餐厅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OK2O2Z,1,葛姨妈·私房菜,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OKXBNJ,1,cj娇点心,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OKYE5Y,1,华莱士·全鸡汉堡(黄河店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OKYNQ6,1,栖西炸串小吃(天娇欣园店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OKYV2A,1,江海干锅肥肠鸡火锅,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I0OKZH9M,1,脆霸酱爆烤肉小豆腐(珠江公寓店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I10749MI,1,新康乐园饼业,高德 ID 查询未返回该父 POI；不从地址猜名称
B0I1076LC3,1,正宗遵义虾子肖老大羊肉粉(华丰食品城店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I1FHMNVP,1,凤港咖啡(天一店),高德 ID 查询未返回该父 POI；不从地址猜名称
B0I1FHNY1H,1,黔中傩厨,高德 ID 查询未返回该父 POI；不从地址猜名称
