id,name,type,amapPoiId,amapTypecode,address,district,adcode,rating,averageSpend,openingHours,locatedInAdminArea,latitude,longitude,coordinateSystem,h3Index,h3IndexCoarse,geoPrecision,identityStatus,identityResolutionMethod,sourceId,batchId,externalIds,lastVerifiedAt,dataQuality,contentHash,lastSeenAt,placeAliasId,normalizedAlias,targetCellR8,targetCellR9
food_edf4f11d-6918-4e80-a893-a4df33f8476a,陈家大院,正餐,B0H24MNNQX,050000,牛场乡黄官村一组63号,白云区,520113,4.2,,周一至周日 08:00-22:00,admin_520113_f1397b22,26.787912,106.74565,GCJ02,89400c71377ffff,87400c713ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0H24MNNQX""]",2026-09-16 07:26:50.841000,needs_review,599f6cb568450469f1d2d895200594844cad797a7d7bcb6e8e1538d8f8bdcfdf,2026-09-16 07:26:50.841000,alias_f4e34e08-abb1-458e-b795-6e2a26c6f14d,陈家大院,88400c7137fffff,89400c71377ffff
food_242791af-b991-419c-a27b-f7c81531e166,川川夜市,正餐,B0L6VDK9DV,050100,麦沙大道与沙子哨南街交叉口西60米,白云区,520113,4.2,22,,admin_520113_f1397b22,26.729491,106.69016,GCJ02,89400c70e83ffff,87400c70effffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L6VDK9DV""]",2026-09-16 07:26:50.841000,needs_review,b3fe1a295a21c25ec3d5ee2b4811ba1dd9f9ae3dfca5d3dd232cc62968ef1da5,2026-09-16 07:26:50.841000,alias_efa9f4a1-ad11-4158-a270-d6c9286f2bd3,川川夜市,88400c70e9fffff,89400c70e83ffff
food_7b80b805-22be-469d-8198-9c53d66ce0fd,大方油渣豆豉火锅(幸福大院店),火锅,B0J02UOQC7,050117,金塘北街9号,白云区,520113,4.2,34,周一至周日 10:00-22:00,admin_520113_f1397b22,26.688029,106.657517,GCJ02,89400c776c3ffff,87400c776ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0J02UOQC7""]",2026-09-16 07:44:20.521000,needs_review,a417888fc8520fb35f482f4378a15c908bea4015ff58f88a79602dbdc43f1db2,2026-09-16 07:44:20.521000,alias_86e5477a-5146-4b4f-ab6a-bae89fca97ea,大方油渣豆豉火锅幸福大院店,88400c776dfffff,89400c776c3ffff
food_51a8b94f-d1ad-4e73-b050-1ab74e2676be,大贵州地摊火锅优品城邦店,火锅,B0K1U58U9K,050117,泉湖街道云环路757号一期4-16栋,白云区,520113,4.2,28,周一至周日 11:00-21:00,admin_520113_f1397b22,26.681162,106.607971,GCJ02,89400c771c3ffff,87400c771ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K1U58U9K""]",2026-09-16 07:44:20.521000,needs_review,0c9907b76e42ac7ac4825d1734e8f1685145d5fd5903a22ffbbfbd4585e35b03,2026-09-16 07:44:20.521000,alias_30ce7da5-4829-4dca-b5e5-23e767806ec2,大贵州地摊火锅优品城邦店,88400c771dfffff,89400c771c3ffff
food_e154ac10-7c1a-497e-aa53-b3ef18e57c2a,大叔家小肥猪地摊火锅(白云店),火锅,B0KD71QHM1,050117,泉湖街道建设南路4号1层51号52号53号,白云区,520113,4.2,23,周一至周日 11:00-21:00,admin_520113_f1397b22,26.675298,106.633821,GCJ02,89400c7742bffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0KD71QHM1""]",2026-09-16 07:44:20.521000,needs_review,2ca74a0c4e7ca48a26ef5288dafa228779b672589fa0113b394c18347079b4a2,2026-09-16 07:44:20.521000,alias_222e2f83-b1e7-4bd2-acf4-8e500d17192c,大叔家小肥猪地摊火锅白云店,88400c7747fffff,89400c7742bffff
food_2387997a-d571-4922-b6ae-eb1507b8e68c,大嘴冷锅美蛙鱼头火锅店(绿地新都会北区店),火锅,B0FFL9P69D,050117,沙文镇高新技术产业开发区金苏大道342号绿地新都会17栋3-33号,白云区,520113,4.2,96,周一至周日 11:00-22:00,admin_520113_f1397b22,26.707501,106.662065,GCJ02,89400c70dd7ffff,87400c70dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFL9P69D""]",2026-09-16 07:26:50.841000,needs_review,71a0a1e788ea51dfecbb6ce1e85a2a366a151a15e4946a4b5643a646ba146b42,2026-09-16 07:26:50.841000,alias_1ba85059-eb57-4564-8e45-3be639875e1c,大嘴冷锅美蛙鱼头火锅店绿地新都会北区店,88400c70ddfffff,89400c70dd7ffff
food_3eea0810-a2b3-4db9-a5ff-8de2b930f001,道味活油烙锅火锅,正餐,B0KD0R3B32,050100,龚家寨街道铝兴社区退役军人服务站东北侧50米,白云区,520113,4.2,34,周一至周日 16:00-02:00,admin_520113_f1397b22,26.683425,106.657875,GCJ02,89400c7296fffff,87400c729ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0KD0R3B32""]",2026-09-16 07:44:20.521000,needs_review,423554519f372f954dd2704a6c9d230a6757b0bfd8829070faaafb372ddf0a14,2026-09-16 07:44:20.521000,alias_605aba03-366d-4e92-a8eb-0083ec5cdccf,道味活油烙锅火锅,88400c7297fffff,89400c7296fffff
food_2ad13432-68f1-4599-8893-96bb2f00f13b,邓记牛肉馆(温馨家园二店),正餐,B0FFG10RGV,050100,车辆厂教育路14号门面,白云区,520113,4.2,55,周一至周日 10:00-20:00,admin_520113_f1397b22,26.683065,106.730903,GCJ02,89400c72333ffff,87400c723ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFG10RGV""]",2026-09-16 07:26:50.841000,needs_review,b7fc7011757a31ee3b5d835eac91a24ea24ac7e7e42bbe920a9ecd0c67bf7e84,2026-09-16 07:26:50.841000,alias_2fdf7a17-4754-46cc-aa7c-b1e1281bd18b,邓记牛肉馆温馨家园二店,88400c7233fffff,89400c72333ffff
food_a7479dca-1fe9-42bd-92aa-f33f9a6c19bf,靛山森林全羊庄,小吃,B0JUAR2KMB,050300,沙文镇靛山村金家山组24号,白云区,520113,4.2,65,周一至周日 08:00-22:00,admin_520113_f1397b22,26.767394,106.633806,GCJ02,89400c62557ffff,87400c625ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0JUAR2KMB""]",2026-09-16 07:26:50.841000,needs_review,f56ba450ff0f7f83f738fb6705735c7d9d7aae937c5c08bf9202f72d10a87a0a,2026-09-16 07:26:50.841000,alias_07924652-3717-4cd8-9bab-85c05502b98f,靛山森林全羊庄,88400c6255fffff,89400c62557ffff
food_29066f31-0c44-4e58-9872-8bcc4ff6c79f,饭点私房菜(绿地新都会店),正餐,B0GRYCV7BY,050102,绿地新都会12栋1-64,白云区,520113,4.2,39,"周一至周日 11:00-14:00,16:00-21:30",admin_520113_f1397b22,26.707205,106.663312,GCJ02,89400c70dd7ffff,87400c70dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0GRYCV7BY""]",2026-09-16 07:26:50.841000,needs_review,5a1f9796a30c153d9e48e680bf840e5945f92a6922a408d8aea280c582ad63b5,2026-09-16 07:26:50.841000,alias_0a4da240-e5b6-403e-8271-bee582324888,饭点私房菜绿地新都会店,88400c70ddfffff,89400c70dd7ffff
food_21c7fe5d-8ec9-40cc-8624-da1b2e2b7581,方记小笼包(旭辉观云·魔立方店),正餐,B0IG2RBXPN,050100,龙井路99号旭辉观云·魔立方,白云区,520113,4.2,14,周一至周日 07:00-17:00,admin_520113_f1397b22,26.668166,106.612658,GCJ02,89400c7750fffff,87400c775ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0IG2RBXPN""]",2026-09-16 07:44:20.521000,needs_review,e45643c69f50fe061ce695c699633bbae43f653df9aa70fd11d3e68874c6cf81,2026-09-16 07:44:20.521000,alias_ac9f1574-b886-498e-b8a6-3841c002c7ec,方记小笼包旭辉观云魔立方店,88400c7751fffff,89400c7750fffff
food_ca1ff48f-5e0c-4c8d-88c6-20456fe882cf,芳湘图文广告(高新旗舰店),火锅,B0H0U6KEDB,050117,绿地·新都会四期,白云区,520113,4.2,,,admin_520113_f1397b22,26.705846,106.659068,GCJ02,89400c70d8bffff,87400c70dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0H0U6KEDB""]",2026-09-16 07:44:20.521000,needs_review,b3a97a9b9de8cb7db41d17800deaade1c29571c483f71c3a8e5f801ee02408f0,2026-09-16 07:44:20.521000,alias_f6794599-5397-4b8b-9d5d-c21a5ab6dff0,芳湘图文广告高新旗舰店,88400c70d9fffff,89400c70d8bffff
food_ea09b1a3-eca0-44a9-9aa2-5f2fd3a6ed17,放原土菜馆,正餐,B0FFGO1D2A,050100,云环中路碧桃街黔北食城内1层1号,白云区,520113,4.2,44,周一至周日 10:00-21:00,admin_520113_f1397b22,26.694823,106.631226,GCJ02,89400c7705bffff,87400c770ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFGO1D2A""]",2026-09-16 07:44:20.521000,needs_review,00ec87ddba8d6403ee513c14637822289cd37f68c21f8dc390ab23885408583b,2026-09-16 07:44:20.521000,alias_26ff6edf-644f-4411-b65a-64818943982f,放原土菜馆,88400c7705fffff,89400c7705bffff
food_6357bdac-466b-45d0-88e0-044e771af8eb,风顺小吃店,小吃,B0FFHQFCMW,050100,艳山红镇鸡场街治安岗亭旁,白云区,520113,4.2,18,,admin_520113_f1397b22,26.677762,106.641185,GCJ02,89400c7747bffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFHQFCMW""]",2026-09-16 07:44:20.521000,needs_review,3b08c19a888518d42934582ca2b72591de5072e6e0c7ccee424b51cf1d9183c6,2026-09-16 07:44:20.521000,alias_9b0a256d-2538-4a07-86df-b6973fa721a7,风顺小吃店,88400c7747fffff,89400c7747bffff
food_e3ec13f2-1c89-4118-a6e7-a609b1f6b4d9,福源佳食府自助火锅,火锅,B0FFKLE3ZR,050100,教育路东北40米,白云区,520113,4.2,47,周一至周日 09:00-23:00,admin_520113_f1397b22,26.683216,106.731467,GCJ02,89400c72333ffff,87400c723ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFKLE3ZR""]",2026-09-16 07:26:50.841000,needs_review,6aed70b81e91d3241d0024bce3e0a59c7e34fd40de2376a111704961c285a010,2026-09-16 07:26:50.841000,alias_3a5c030b-8aa9-4089-b0d3-0acd170a0dab,福源佳食府自助火锅,88400c7233fffff,89400c72333ffff
food_b9fe5f24-9848-4dc1-921a-046eca8816f1,高记肠旺面,正餐,B0L2MLYPAT,050100,中环路143号,白云区,520113,4.2,14,周一至周日 07:00-20:30,admin_520113_f1397b22,26.683025,106.617475,GCJ02,89400c770abffff,87400c770ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L2MLYPAT""]",2026-09-16 07:44:20.521000,needs_review,381d960dce1e006bfc68f6f41922e3033c16cad3226dc367f044b05bd10b5361,2026-09-16 07:44:20.521000,alias_474a129d-c12c-413e-b07b-b36430c27876,高记肠旺面,88400c770bfffff,89400c770abffff
food_d9ceaf19-851f-47a9-8c39-0c4e855fb8c4,高支书羊肉,正餐,B0L0MA945A,050114,龚家寨街道白沙关居委会旁单车棚,白云区,520113,4.2,48,周一至周日 06:30-21:00 2026-02-14至2026-02-18 周一至周日 全天关闭,admin_520113_f1397b22,26.693475,106.650225,GCJ02,89400c7760bffff,87400c776ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L0MA945A""]",2026-09-16 07:44:20.521000,needs_review,e470f1958e41712db0b22571ac1dc6d398ffdf55461a2a6e48d56506d1077144,2026-09-16 07:44:20.521000,alias_d9813a4f-42b9-4976-acd7-0661709a2747,高支书羊肉,88400c7761fffff,89400c7760bffff
food_83507226-c8d8-4518-bdc3-07356d67bcf3,贵府牛牛家平坝红豆牛肉火锅,火锅,B0MGP11SH9,050117,黎阳大道1000号绿地·新都会第12栋-1层66号,白云区,520113,4.2,36,周一至周日 10:00-22:00,admin_520113_f1397b22,26.707251,106.665106,GCJ02,89400c70dd7ffff,87400c70dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MGP11SH9""]",2026-09-16 07:26:50.841000,needs_review,46d101dfc144f54fad01e3ef6f6cf5767c6f9305abb9675cbef3bb6aac7f5e6a,2026-09-16 07:26:50.841000,alias_07399963-296b-40bb-b588-f33fb94ce9b9,贵府牛牛家平坝红豆牛肉火锅,88400c70ddfffff,89400c70dd7ffff
food_a68c99e5-b0f2-4edf-a830-af0e9445f8a3,贵贵铁板烧,正餐,B0LUA7MGJ7,050118,大兴路8号2栋102,白云区,520113,4.2,37,周一至周日 13:00-24:00,admin_520113_f1397b22,26.710617,106.624227,GCJ02,89400c7723bffff,87400c772ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LUA7MGJ7""]",2026-09-16 07:44:20.521000,needs_review,0743ccdf52bc43e7bd0e4d19c21a261f6625a1c8ee6758ca849d0d48eeaf4990,2026-09-16 07:44:20.521000,alias_f9d4bb94-7202-4d2a-8dc2-7a9efffa1989,贵贵铁板烧,88400c7723fffff,89400c7723bffff
food_3ed3d2bb-aa5a-454a-ab0e-a617aa910385,贵阳白云北高铁站亚朵酒店·自助餐厅,正餐,B0JA7NW6D1,050000,绿地新都会12栋,白云区,520113,4.2,153,周一至周日 00:00-24:00,admin_520113_f1397b22,26.707403,106.664505,GCJ02,89400c70dd7ffff,87400c70dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0JA7NW6D1""]",2026-09-16 07:26:50.841000,needs_review,b972f246ca0a61c45cf0905084e3e277a6e009113eea7c37256ee6b0e2b0cf53,2026-09-16 07:26:50.841000,alias_9250c6c6-eb93-45df-b957-98a1e50a4963,贵阳白云北高铁站亚朵酒店自助餐厅,88400c70ddfffff,89400c70dd7ffff
food_47dc5bad-3e43-404a-9e53-aaf19d08bd77,贵阳老素粉(兰海高速店),小吃,B0FFKUI8L8,050100,沙子哨东街与盐沙路交叉口西120米,白云区,520113,4.2,,周一至周日 06:30-18:00,admin_520113_f1397b22,26.730634,106.693766,GCJ02,89400c70ed7ffff,87400c70effffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFKUI8L8""]",2026-09-16 07:26:50.841000,needs_review,5c58ba225c6213f545a8f5a3a9bcdc1736d19a2f7b99034960e7b245690b22ee,2026-09-16 07:26:50.841000,alias_56b35035-d48b-46c3-845a-0175367547f4,贵阳老素粉兰海高速店,88400c70e9fffff,89400c70ed7ffff
food_5a14064c-95a7-4cef-9e72-b1ae1164bbd8,过把瘾美蛙鱼(俊发城店)(暂停营业),火锅,B0K241HSOK,050117,俊发城A3栋1层7号,白云区,520113,4.2,40,周一至周日 10:00-23:00,admin_520113_f1397b22,26.648441,106.680607,GCJ02,89400c72db3ffff,87400c72dffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K241HSOK""]",2026-09-16 07:26:50.841000,needs_review,b351e5ee4e418c745325b7fc8551b0f4e928db06cd524be4a08afb7d3dcae820,2026-09-16 07:26:50.841000,alias_e7fd8416-83d7-4dd1-a00e-7ce4597a2240,过把瘾美蛙鱼俊发城店暂停营业,88400c72dbfffff,89400c72db3ffff
food_96e09dd1-b5e6-4aef-b2b3-56b1eb05acc6,好魏道思南米豆腐,小吃,B0MAKZNDEI,050100,云环路189号,白云区,520113,4.2,,周一至周日 09:30-20:00,admin_520113_f1397b22,26.684348,106.609096,GCJ02,89400c771cbffff,87400c771ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MAKZNDEI""]",2026-09-16 07:44:20.521000,needs_review,f6573ac9ef8af28e01f3c2b1e39b8db253add1dcba126feee9219d7fa01d3657,2026-09-16 07:44:20.521000,alias_fadc442f-21ad-47cc-8a4c-03c864cb7ebf,好魏道思南米豆腐,88400c771dfffff,89400c771cbffff
food_d13a37c2-7c7b-4c71-ab12-0b625c89c3f1,何记烤鲜牛肉,正餐,B0MAMO8D9T,050100,铝兴东路建发央著16栋B106号商铺,白云区,520113,4.2,45,周一至周日 17:30-02:30,admin_520113_f1397b22,26.686702,106.663099,GCJ02,89400c72ba7ffff,87400c72bffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MAMO8D9T""]",2026-09-16 07:44:20.521000,needs_review,a55cc6ba2669032cdfbda04d06183f9552f6b4886dd0f93fc998d987bea4144b,2026-09-16 07:44:20.521000,alias_6da99d37-ec71-4161-a5c2-3979e2668374,何记烤鲜牛肉,88400c72bbfffff,89400c72ba7ffff
food_a93a73cf-47c1-4efc-8ddd-95cdb156da2e,荷城羊肉粉(太阳湖人才小镇店),正餐,B0LGDUIR7V,050000,麦沙大道与科育路交叉口西南260米海伦堡·太阳湖人才小镇20栋1层14号,白云区,520113,4.2,13,周一至周日 07:00-20:00,admin_520113_f1397b22,26.725942,106.666563,GCJ02,89400c7088bffff,87400c708ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0LGDUIR7V""]",2026-09-16 07:26:50.841000,needs_review,9741c67cbe16285703320578eeefcc1ae0a8ed6acdc8c3ce2421b0f371d24fea,2026-09-16 07:26:50.841000,alias_c479813a-6899-40ca-9e69-270269769619,荷城羊肉粉太阳湖人才小镇店,88400c7089fffff,89400c7088bffff
food_da4182ec-e94e-46d4-ad11-5ccca74807db,黑豆花烤鱼(S107店),正餐,B0L6UHYEPJ,050100,212国道与麦沙大道交叉口西北200米,白云区,520113,4.2,57,,admin_520113_f1397b22,26.722204,106.622976,GCJ02,89400c754c3ffff,87400c754ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L6UHYEPJ""]",2026-09-16 07:44:20.521000,needs_review,f428dcc8034d57d8dece9323a62bbc62a4521c6e20cab5f7c1096be33143abe2,2026-09-16 07:44:20.521000,alias_46f7edd5-8d0b-4f1f-9824-be89c9e54504,黑豆花烤鱼s107店,88400c754dfffff,89400c754c3ffff
food_a7c298de-1856-475c-875c-03f8251752d3,红油牛肉小包(金晟长山丽景店),小吃,B0K0JR3E59,050100,长山路381号金晟长山丽景,白云区,520113,4.2,13,周一至周日 06:05-15:30,admin_520113_f1397b22,26.673686,106.629977,GCJ02,89400c7742fffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K0JR3E59""]",2026-09-16 07:44:20.521000,needs_review,975a7463c76ceaa860b73140f882c3d90f8a2aa8fe61cf83e9da1217b8d28a8c,2026-09-16 07:44:20.521000,alias_9dec5a5e-e748-40c0-82b7-fda3093d69fd,红油牛肉小包金晟长山丽景店,88400c7743fffff,89400c7742fffff
food_da9d2476-5e2f-4904-a8a7-b022e6df6e5b,胡扯蛋辣卤烧烤(七彩湖花园店),正餐,B0FFKUZ99P,050100,七彩湖花园南5门旁,白云区,520113,4.2,,,admin_520113_f1397b22,26.680759,106.644518,GCJ02,89400c776b3ffff,87400c776ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFKUZ99P""]",2026-09-16 07:44:20.521000,needs_review,ef15aa1d920ef2438a9eefdf80d4ff9dfedf888f93d1571dc3298079b0c7d3d7,2026-09-16 07:44:20.521000,alias_7fe55275-5615-4624-9eb2-12fe3b9743a7,胡扯蛋辣卤烧烤七彩湖花园店,88400c776bfffff,89400c776b3ffff
food_fbb7f6c7-1c68-4ad2-8eb4-beb5087c0bbe,华汉庄园,正餐,B0K2TZPSU4,050000,麦架镇大坝路口上面恒达信旁边文熏便利店,白云区,520113,4.2,69,,admin_520113_f1397b22,26.704696,106.630727,GCJ02,89400c77217ffff,87400c772ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K2TZPSU4""]",2026-09-16 07:44:20.521000,needs_review,1e813fb3c7307c9ed5b937cce5bb06603ff8517556725f4be470c8e57fa4df44,2026-09-16 07:44:20.521000,alias_1c9d7ebb-a927-482b-a204-f5758ad3c844,华汉庄园,88400c7721fffff,89400c77217ffff
food_93b6118a-50ec-44ab-9819-0e6b2e1f24e0,华莱士·全鸡汉堡(白云优品城邦店),小吃,B0J2KU8TSE,050300,泉湖街道云环路757号优品新城4-16栋负2层34号,白云区,520113,4.2,18,周一至周日 09:30-22:30,admin_520113_f1397b22,26.680846,106.609066,GCJ02,89400c771c3ffff,87400c771ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0J2KU8TSE""]",2026-09-16 07:44:20.521000,needs_review,17073bb2f5255e12fee07e899f17b6c1dd49843f62ceaa19986753dfdebc2ede,2026-09-16 07:44:20.521000,alias_c16e99bc-4fa7-435c-912e-baf26b80faa0,华莱士全鸡汉堡白云优品城邦店,88400c771dfffff,89400c771c3ffff
food_f019dfa1-852f-4c5c-8100-4d732fa0ea2e,华莱士·全鸡汉堡(白云育才店),小吃,B0FFIS7F32,050300,育才路110号负一层9号,白云区,520113,4.2,18,周一至周五 09:30-22:00；周六至周日 09:30-22:30,admin_520113_f1397b22,26.68544,106.629507,GCJ02,89400c770c7ffff,87400c770ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFIS7F32""]",2026-09-16 07:44:20.521000,needs_review,c59beb3c865570002717b6cf1705c5348c5e02ab4654397a5828df0a7bdc6434,2026-09-16 07:44:20.521000,alias_cb666a29-482a-41f8-a742-ad79d76c78ac,华莱士全鸡汉堡白云育才店,88400c770dfffff,89400c770c7ffff
food_b7d5d1af-4d35-4197-aacb-3dc541f849dd,皇鹅娘·鲜鹅铺,火锅,B0L22C03PT,050100,云中路156号71栋1层10号,白云区,520113,4.2,43,周一至周日 10:00-22:00,admin_520113_f1397b22,26.687074,106.614221,GCJ02,89400c77023ffff,87400c770ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0L22C03PT""]",2026-09-16 07:44:20.521000,needs_review,86bf15154b4da521d96e80062b43f447280d86a8adba5f6731b3085e3db7501e,2026-09-16 07:44:20.521000,alias_d259a41d-5104-4ee6-838e-9ddb69822afd,皇鹅娘鲜鹅铺,88400c7703fffff,89400c77023ffff
food_41c8843b-1195-4a68-9e95-6ed7723f1f40,惠诚滋知(白云一店),正餐,B035301MZB,050800,白云南路213号(白云中路地铁站11号口步行460米),白云区,520113,4.2,22,周一至周日 07:30-22:30,admin_520113_f1397b22,26.678444,106.634588,GCJ02,89400c77467ffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B035301MZB""]",2026-09-16 07:44:20.521000,needs_review,47d50064f6f28f60562a3df083076f29126628660d9efa9a31bc11847feb83aa,2026-09-16 07:44:20.521000,alias_34c047b9-fefa-4422-b4e1-01bf11ec5bf2,惠诚滋知白云一店,88400c7747fffff,89400c77467ffff
food_2615d67c-999f-4c5f-9b97-3262f5109689,鸡场街小吃,小吃,B0FFHZ2T8J,050100,鸡场街与同心西路交叉口西南100米,白云区,520113,4.2,,,admin_520113_f1397b22,26.681824,106.638486,GCJ02,89400c7746bffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFHZ2T8J""]",2026-09-16 07:44:20.521000,needs_review,03386da7bc62727219f2eb3dae78928784cccd854379eac68c16ef34f19da578,2026-09-16 07:44:20.521000,alias_91002553-2f2c-4814-a8c9-4aabc1cc8b5b,鸡场街小吃,88400c7747fffff,89400c7746bffff
food_a5e272b1-936d-4c39-9e65-b08515e308f3,家门口烧烤,正餐,B0JAHZHKRM,050101,圣龙华府东北1门西北70米,白云区,520113,4.2,,周一至周日 08:00-03:00,admin_520113_f1397b22,26.674742,106.634375,GCJ02,89400c77477ffff,87400c774ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0JAHZHKRM""]",2026-09-16 07:44:20.521000,needs_review,8e58d8288d453e8bc6b8015b3f46821492d50e35dea85019e376d1fd71ecf5a7,2026-09-16 07:44:20.521000,alias_379e1999-9711-4c52-b231-e8424fdebeb1,家门口烧烤,88400c7747fffff,89400c77477ffff
food_bd8d8398-d0a6-4ac9-a64c-5f54d12288c9,家乡小菜馆(龚西路店),正餐,B0FFGRKIXP,050100,龚西路31号B-9号,白云区,520113,4.2,33,周一至周日 10:30-21:30,admin_520113_f1397b22,26.686845,106.650049,GCJ02,89400c7768fffff,87400c776ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0FFGRKIXP""]",2026-09-16 07:44:20.521000,needs_review,ab1764802128cd644049b0069812d3f5dc0be007ad1bf7597fcb790473b2f6ee,2026-09-16 07:44:20.521000,alias_6c35b36e-9dad-4abd-9fa3-cb16af9ea2c9,家乡小菜馆龚西路店,88400c7769fffff,89400c7768fffff
food_f83ea199-878f-4fb4-8f9b-c2774eb8ab96,家宴菜馆,正餐,B0M63C9CK3,050100,云峰大道与南湖路交叉口南160米,白云区,520113,4.2,60,周一至周日 09:00-22:00,admin_520113_f1397b22,26.672775,106.623575,GCJ02,89400c77543ffff,87400c775ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0M63C9CK3""]",2026-09-16 07:44:20.521000,needs_review,cbd9da83bb329ed0e10e411439623c15a1e50f7583b993074dc4419354ffc977,2026-09-16 07:44:20.521000,alias_81313a6b-bf8a-4398-b441-f7f86fa4843b,家宴菜馆,88400c7755fffff,89400c77543ffff
food_37921ded-de19-4099-b116-6e942537e6dd,街客豆米火锅,火锅,B0MAZHDS7S,050117,麦沙大道与白云北路交叉口东140米,白云区,520113,4.2,25,,admin_520113_f1397b22,26.721556,106.628478,GCJ02,89400c709a7ffff,87400c709ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0MAZHDS7S""]",2026-09-16 07:44:20.521000,needs_review,0fabf006b200c6513da17e7c38f8db061e4e21aa1ad580c869c7d151c4503d15,2026-09-16 07:44:20.521000,alias_6bb0719a-06ef-482a-90ab-4efe473feb6d,街客豆米火锅,88400c709bfffff,89400c709a7ffff
food_b0753f92-16b4-416d-a7de-0c23166be0c2,金沙羊肉粉(白云店),正餐,B0K07S9QRU,050100,中环路41号天林花园东区,白云区,520113,4.2,15,周一至周日 07:00-21:00,admin_520113_f1397b22,26.680485,106.623239,GCJ02,89400c77087ffff,87400c770ffffff,exact,source_only,source_external_id,src_amap,batch_amap_food_rating35_20260916,"[""amap:B0K07S9QRU""]",2026-09-16 07:44:20.521000,needs_review,efe11a15be000dcc32eb9b8ce730da0e0b7d26ef2b7dbedcc653fe8cac601493,2026-09-16 07:44:20.521000,alias_71b2016f-4159-41c8-9bb3-e781a2fa60f0,金沙羊肉粉白云店,88400c7709fffff,89400c77087ffff
