sourceId,sourceType,sourceName,relationType,targetId,targetType,targetName,seq,direction,isTerminal,routeId,role,propertiesJson
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,NextStop,transitstop_bus_5ae22bccc900d8c751ee,TransitStop,金博广场,14,,,transitroute_bus_91be4d35768599e0fa0f,,"{""routeId"":""transitroute_bus_91be4d35768599e0fa0f"",""seq"":14}"
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,NextStop,transitstop_bus_22b3b9ab117c42acb163,TransitStop,滚动河小区,16,,,transitroute_bus_fe29f6bd48e9c03a5bee,,"{""routeId"":""transitroute_bus_fe29f6bd48e9c03a5bee"",""seq"":16}"
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,NextStop,transitstop_bus_0d6b060966f63ccb7ae0,TransitStop,开阳一中,26,,,transitroute_bus_d1aac8ecf582fcf6c6c9,,"{""routeId"":""transitroute_bus_d1aac8ecf582fcf6c6c9"",""seq"":26}"
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,REF_SPATIAL_FACILITY,transitfacility_amap_BV11085885,TransitFacility,优胜美地(公交站),,,,,,{}
transitstop_bus_294989c01b1ca269a3b5,TransitStop,优胜美地,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_294c85d8577079e3effa,TransitStop,大营坡,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_294c85d8577079e3effa,TransitStop,大营坡,NextStop,transitstop_bus_ac72d326da454adcbdcc,TransitStop,贵开路,1,,,transitroute_bus_40ceb1bff57996d16ae4,,"{""routeId"":""transitroute_bus_40ceb1bff57996d16ae4"",""seq"":1}"
transitstop_bus_294c85d8577079e3effa,TransitStop,大营坡,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_294c85d8577079e3effa,TransitStop,大营坡,REF_SPATIAL_FACILITY,transitfacility_amap_BV11137439,TransitFacility,大营坡(公交站),,,,,,{}
transitstop_bus_294c85d8577079e3effa,TransitStop,大营坡,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2954835e015fbad45d53,TransitStop,和平路,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2954835e015fbad45d53,TransitStop,和平路,NextStop,transitstop_bus_a499b03a9d48edb7deee,TransitStop,红边门2,11,,,transitroute_bus_30335da63503d3173df9,,"{""routeId"":""transitroute_bus_30335da63503d3173df9"",""seq"":11}"
transitstop_bus_2954835e015fbad45d53,TransitStop,和平路,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2954835e015fbad45d53,TransitStop,和平路,REF_SPATIAL_FACILITY,transitfacility_amap_BV10284698,TransitFacility,和平路(公交站),,,,,,{}
transitstop_bus_2954835e015fbad45d53,TransitStop,和平路,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_296352a54c112857c9f4,TransitStop,金湖中心,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_296352a54c112857c9f4,TransitStop,金湖中心,NextStop,transitstop_bus_a9b475c00004f0c50ba5,TransitStop,杨公桥,13,,,transitroute_bus_fe29f6bd48e9c03a5bee,,"{""routeId"":""transitroute_bus_fe29f6bd48e9c03a5bee"",""seq"":13}"
transitstop_bus_296352a54c112857c9f4,TransitStop,金湖中心,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_296352a54c112857c9f4,TransitStop,金湖中心,REF_SPATIAL_FACILITY,transitfacility_amap_BV11457269,TransitFacility,金湖中心(公交站),,,,,,{}
transitstop_bus_296352a54c112857c9f4,TransitStop,金湖中心,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_297687422c98307434f1,TransitStop,招呼站,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_297687422c98307434f1,TransitStop,招呼站,NextStop,transitstop_bus_da438734f0053264d072,TransitStop,城市魔方,12,,,transitroute_bus_2ad438142ebf1dc03b00,,"{""routeId"":""transitroute_bus_2ad438142ebf1dc03b00"",""seq"":12}"
transitstop_bus_297687422c98307434f1,TransitStop,招呼站,REF_LOCATED_IN_ADMIN_AREA,admin_520112,AdminArea,乌当区,,,,,,{}
transitstop_bus_297687422c98307434f1,TransitStop,招呼站,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitstop_bus_297687422c98307434f1,TransitStop,招呼站,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""coordinateSystem"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceMode"",""sourcePlaceId"",""type""]}"
transitstop_bus_297dc499f45331c833c7,TransitStop,交警五大队(西行),COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_297dc499f45331c833c7,TransitStop,交警五大队(西行),NextStop,transitstop_bus_26af0fcb7a3f002cb9b5,TransitStop,一八三厂,3,,,transitroute_bus_04dfe11a73c707028aa8,,"{""routeId"":""transitroute_bus_04dfe11a73c707028aa8"",""seq"":3}"
transitstop_bus_297dc499f45331c833c7,TransitStop,交警五大队(西行),REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitstop_bus_297dc499f45331c833c7,TransitStop,交警五大队(西行),SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitstop_bus_297dc499f45331c833c7,TransitStop,交警五大队(西行),SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""coordinateSystem"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceMode"",""sourcePlaceId"",""type""]}"
transitstop_bus_29847b917682f89148f5,TransitStop,一号井,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_29847b917682f89148f5,TransitStop,一号井,NextStop,transitstop_bus_2f48dee93bc589728625,TransitStop,翁井村,5,,,transitroute_bus_b65b3bdc863bcca752ac,,"{""routeId"":""transitroute_bus_b65b3bdc863bcca752ac"",""seq"":5}"
transitstop_bus_29847b917682f89148f5,TransitStop,一号井,REF_LOCATED_IN_ADMIN_AREA,admin_520115,AdminArea,观山湖区,,,,,,{}
transitstop_bus_29847b917682f89148f5,TransitStop,一号井,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitstop_bus_29847b917682f89148f5,TransitStop,一号井,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""coordinateSystem"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceMode"",""sourcePlaceId"",""type""]}"
transitstop_bus_29950e0e3dd0d939cfca,TransitStop,招呼站(青岩镇新哨小学),COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_29950e0e3dd0d939cfca,TransitStop,招呼站(青岩镇新哨小学),NextStop,transitstop_bus_6d4c2b7ad8e751adcd77,TransitStop,青岩小学,3,,,transitroute_bus_6f1c0bdf5be5ce41cb2e,,"{""routeId"":""transitroute_bus_6f1c0bdf5be5ce41cb2e"",""seq"":3}"
transitstop_bus_29950e0e3dd0d939cfca,TransitStop,招呼站(青岩镇新哨小学),REF_LOCATED_IN_ADMIN_AREA,admin_520111,AdminArea,花溪区,,,,,,{}
transitstop_bus_29950e0e3dd0d939cfca,TransitStop,招呼站(青岩镇新哨小学),SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitstop_bus_29950e0e3dd0d939cfca,TransitStop,招呼站(青岩镇新哨小学),SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""coordinateSystem"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceMode"",""sourcePlaceId"",""type""]}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),NextStop,transitstop_bus_87b53d8ff81bcafcd571,TransitStop,金阳北路,3,,,transitroute_bus_5d275affd4040d224a66,,"{""routeId"":""transitroute_bus_5d275affd4040d224a66"",""seq"":3}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),NextStop,transitstop_bus_87b53d8ff81bcafcd571,TransitStop,金阳北路,10,,,transitroute_bus_44cff4605c579b245ce3,,"{""routeId"":""transitroute_bus_44cff4605c579b245ce3"",""seq"":10}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),NextStop,transitstop_bus_d69ddeebbd044688c132,TransitStop,枫林路,14,,,transitroute_bus_182db2607df12b1b12a0,,"{""routeId"":""transitroute_bus_182db2607df12b1b12a0"",""seq"":14}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),NextStop,transitstop_bus_87b53d8ff81bcafcd571,TransitStop,金阳北路,19,,,transitroute_bus_0d78b2a6c6854db1d0b7,,"{""routeId"":""transitroute_bus_0d78b2a6c6854db1d0b7"",""seq"":19}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),NextStop,transitstop_bus_87b53d8ff81bcafcd571,TransitStop,金阳北路,20,,,transitroute_bus_a3bde7593dff304f6e84,,"{""routeId"":""transitroute_bus_a3bde7593dff304f6e84"",""seq"":20}"
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),REF_SPATIAL_FACILITY,transitfacility_amap_BV11117297,TransitFacility,金阳北路(北)(公交站),,,,,,{}
transitstop_bus_2997a659df38e2315908,TransitStop,金阳北路(北),SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,NextStop,transitstop_bus_74b85de4dd5bf1706277,TransitStop,息烽高铁站,2,,,transitroute_bus_6237b58321be85050e81,,"{""routeId"":""transitroute_bus_6237b58321be85050e81"",""seq"":2}"
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,NextStop,transitstop_bus_e3b0855b8f8f4fbed0bf,TransitStop,新华社区,2,,,transitroute_bus_0445e344018beac16400,,"{""routeId"":""transitroute_bus_0445e344018beac16400"",""seq"":2}"
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,NextStop,transitstop_bus_786def0ee01694088218,TransitStop,火炬转盘,22,,,transitroute_bus_9a7b74598cdba25069b0,,"{""routeId"":""transitroute_bus_9a7b74598cdba25069b0"",""seq"":22}"
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,REF_SPATIAL_FACILITY,transitfacility_amap_BV09313489,TransitFacility,息烽县政务大厅站(公交站),,,,,,{}
transitstop_bus_29bd4373b14db8608c85,TransitStop,息烽县政务大厅站,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_29d86cc173a37092d4af,TransitStop,花桐北路,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_29d86cc173a37092d4af,TransitStop,花桐北路,NextStop,transitstop_bus_220c01a321a40abd965b,TransitStop,明珠大道,13,,,transitroute_bus_456187f47977b1240290,,"{""routeId"":""transitroute_bus_456187f47977b1240290"",""seq"":13}"
transitstop_bus_29d86cc173a37092d4af,TransitStop,花桐北路,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_29d86cc173a37092d4af,TransitStop,花桐北路,REF_SPATIAL_FACILITY,transitfacility_amap_BV11125255,TransitFacility,花桐北路(公交站),,,,,,{}
transitstop_bus_29d86cc173a37092d4af,TransitStop,花桐北路,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,NextStop,transitstop_bus_95e9be7c0e7cf7e3ef35,TransitStop,新添寨,9,,,transitroute_bus_b86c4480186f4e8ea554,,"{""routeId"":""transitroute_bus_b86c4480186f4e8ea554"",""seq"":9}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,NextStop,transitstop_bus_9dc27e20653c451ddadb,TransitStop,顺海,13,,,transitroute_bus_2f9e37376826dde7fb31,,"{""routeId"":""transitroute_bus_2f9e37376826dde7fb31"",""seq"":13}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,NextStop,transitstop_bus_9e75925cdf18e61d661a,TransitStop,新添寨(商业街),20,,,transitroute_bus_32e3c1b2253268e67d40,,"{""routeId"":""transitroute_bus_32e3c1b2253268e67d40"",""seq"":20}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,REF_LOCATED_IN_ADMIN_AREA,admin_520112,AdminArea,乌当区,,,,,,{}
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,SOURCED_FROM,src_grid_derive,DataSource,H3 网格派生,,,,,字段来源,"{""role"":""字段来源"",""fields"":[""locatedInAdminArea""]}"
transitstop_bus_29de35c55772145bee58,TransitStop,新添立交桥,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""coordinateSystem"",""externalIds"",""geoPrecision"",""h3Index"",""h3IndexCoarse"",""latitude"",""longitude"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceMode"",""sourcePlaceId"",""type""]}"
transitstop_bus_2a020083cfac6d549660,TransitStop,枫叶工业,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a020083cfac6d549660,TransitStop,枫叶工业,NextStop,transitstop_bus_304990d1824f8471ec87,TransitStop,翁岩,17,,,transitroute_bus_38db4c637b54fddb12ec,,"{""routeId"":""transitroute_bus_38db4c637b54fddb12ec"",""seq"":17}"
transitstop_bus_2a020083cfac6d549660,TransitStop,枫叶工业,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2a020083cfac6d549660,TransitStop,枫叶工业,REF_SPATIAL_FACILITY,transitfacility_amap_BV11567133,TransitFacility,枫叶工业(公交站),,,,,,{}
transitstop_bus_2a020083cfac6d549660,TransitStop,枫叶工业,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,NextStop,transitstop_bus_bb34280af2ac2464284b,TransitStop,油榨街,1,,,transitroute_bus_28f2e610b07420539cb5,,"{""routeId"":""transitroute_bus_28f2e610b07420539cb5"",""seq"":1}"
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,NextStop,transitstop_bus_02a19b5435abd45cf23b,TransitStop,油榨街站,3,,,transitroute_bus_8a7e759a3946916231ad,,"{""routeId"":""transitroute_bus_8a7e759a3946916231ad"",""seq"":3}"
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,NextStop,transitstop_bus_44f47d988843653b3122,TransitStop,油榨街,12,,,transitroute_bus_35dc2fc0f1adcbe161bc,,"{""routeId"":""transitroute_bus_35dc2fc0f1adcbe161bc"",""seq"":12}"
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,REF_SPATIAL_FACILITY,transitfacility_amap_BV10284672,TransitFacility,油榨街口(公交站),,,,,,{}
transitstop_bus_2a1514a044d64e49e184,TransitStop,油榨街口,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2a15adf0868c5a4a9b97,TransitStop,保利明玥半山,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a15adf0868c5a4a9b97,TransitStop,保利明玥半山,NextStop,transitstop_bus_08fac2a2b436b3a5b8c0,TransitStop,市委党校,12,,,transitroute_bus_c431c1ff9e6fa481bb96,,"{""routeId"":""transitroute_bus_c431c1ff9e6fa481bb96"",""seq"":12}"
transitstop_bus_2a15adf0868c5a4a9b97,TransitStop,保利明玥半山,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2a15adf0868c5a4a9b97,TransitStop,保利明玥半山,REF_SPATIAL_FACILITY,transitfacility_amap_BV09253427,TransitFacility,保利明玥半山(公交站),,,,,,{}
transitstop_bus_2a15adf0868c5a4a9b97,TransitStop,保利明玥半山,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,NextStop,transitstop_bus_70cd79148965138512e8,TransitStop,贵州大学,21,,,transitroute_bus_9ddea1603ddc89b50b84,,"{""routeId"":""transitroute_bus_9ddea1603ddc89b50b84"",""seq"":21}"
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,NextStop,transitstop_bus_70cd79148965138512e8,TransitStop,贵州大学,23,,,transitroute_bus_fe2519caebe616d0b365,,"{""routeId"":""transitroute_bus_fe2519caebe616d0b365"",""seq"":23}"
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,REF_SPATIAL_FACILITY,transitfacility_amap_BV09127743,TransitFacility,轨道贵州大学站(公交站),,,,,,{}
transitstop_bus_2a1c02eb0a1afe5baab3,TransitStop,轨道贵州大学站,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityNotes"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2a2fc81536edf9f8f30d,TransitStop,新添立交站,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a2fc81536edf9f8f30d,TransitStop,新添立交站,NextStop,transitstop_bus_c141e17017552e03a40f,TransitStop,招呼站,12,,,transitroute_bus_62c8ca447709ff53bac1,,"{""routeId"":""transitroute_bus_62c8ca447709ff53bac1"",""seq"":12}"
transitstop_bus_2a2fc81536edf9f8f30d,TransitStop,新添立交站,REF_LOCATED_IN_ADMIN_AREA,admin_520100,AdminArea,贵阳市,,,,,,{}
transitstop_bus_2a2fc81536edf9f8f30d,TransitStop,新添立交站,REF_SPATIAL_FACILITY,transitfacility_amap_BV11386106,TransitFacility,新添立交站(快速公交站),,,,,,{}
transitstop_bus_2a2fc81536edf9f8f30d,TransitStop,新添立交站,SOURCED_FROM,src_transport_dataset,DataSource,贵阳城市交通结构化本地数据集,,,,,主来源,"{""role"":""主来源"",""fields"":[""amapPoiId"",""city"",""coordinateMethod"",""coordinateSource"",""externalIds"",""geoPrecision"",""locatedInAdminArea"",""name"",""province"",""qualityStatus"",""routeShortNames"",""servedDirectionCount"",""servedLineCount"",""sourceCoordinateText"",""sourceMode"",""sourcePlaceId"",""spatialFacility"",""type""]}"
transitstop_bus_2a44b6622e9297bdf435,TransitStop,黎阳家园,COLLECTED_IN,batch_transport_structured_20260907,CollectionBatch,贵阳交通结构化数据集,,,,,主批次,"{""role"":""主批次""}"
transitstop_bus_2a44b6622e9297bdf435,TransitStop,黎阳家园,NextStop,transitstop_bus_605e59c3ee5a8494a7ec,TransitStop,八匹马(南),4,,,transitroute_bus_160fcac4904e6426b1a8,,"{""routeId"":""transitroute_bus_160fcac4904e6426b1a8"",""seq"":4}"
transitstop_bus_2a44b6622e9297bdf435,TransitStop,黎阳家园,NextStop,transitstop_bus_a8f9af80d5cfe1553857,TransitStop,八匹马(北),4,,,transitroute_bus_23f00ecd8f9dad45298d,,"{""routeId"":""transitroute_bus_23f00ecd8f9dad45298d"",""seq"":4}"
