行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
巴蜀府,景点观光,燧石山观景台,自然景观与户外,Khao Hin Lek Fai,华欣市区,自然观光/户外体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a92d393000000002303fbb0?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：逃离曼谷 被云海包围
正文：景点3燧石山观景台
鸟瞰整个华欣。山上猴子极多，注意小物件不要放摩托车斗。

交通远好于曼谷，可以租摩托车，就算没驾照不懂交规也不影响。我租的250ba一天，无押金。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
巴蜀府,景点观光,Kui Buri 国家公园,自然景观与户外,Kui Buri National Park,华欣市区 1 小时车程,自然观光/户外体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/69f348730000000022028084?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：泰国｜华欣小众线路～看野生大象🐘看🦀爬山
正文：🐘 Kui Buri国家公园｜看野生大象
华欣市区出发1小时到达
门票：大人200🐷 儿童100🐷 皮卡🛻800🐷
营业时间：14:00-17:00
坐皮卡车进保护区，中途有两三个观景台
沿途能看到野生鸟类
看野象要看运气
我们远远看到了🐘和🐃
但感觉这就是它们的家啊
远远的不打扰，挺好
回程路上看到了超级大的雨后彩虹
也是一种不一样的体验",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,爱侣湾国家公园(七层瀑布),自然景观与户外,Erawan National Park / อุทยานแห่งชาติเอราวัณ,桂河支流,自然观光/户外体验,8,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69f3447e000000001a037b52?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69bf6145000000001a031883?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a675395000000001102e9b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6964922f000000000a02cb1a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6989f632000000001d012071?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷周边冷门小城北碧|真的好玩便宜又好吃
正文：✔ Erawan七层瀑布（重头戏！）
✔ 丛林/河上漂流（可选）
✔️ 虎窟寺

「2」
标题：🇹🇭 泰国小众地｜北碧府游玩攻略🫧
正文：到北碧府我们选择的是从曼谷坐小火车到桂河大桥。
Grab打车出发前往吞武里火车站🚉
车站名：Thon Buri Railway Station

🔔每天只有两趟发车，分别是 早上7:45和下午13:55 建议提前半小时到现场买票，无座位号，先上车先得座位，坐靠左车厢，景色更多，容易出片。
周末选择：周六日还有从曼谷华蓝蓬站出发的观光专列，提供一日游往返。

抵达桂河大桥后先到酒店放行李，下午4点左右过再次前往大桥处拍桂河日落🌅
晚间餐厅推荐：Zab Zab แซบ แซบ
便宜又好吃😋

吞武里火车站 图3
车厢内部 图4
桂河大桥 图5

第二天可以包车去爱侣湾国家公园 看七层瀑布
我们一早就出发了，从第一层爬到了第七层。
原始的树林里，清晨的阳光刚刚好，对于一个超级不户外的人来说，爬坡的强度还行，泡在水里的一瞬间，刚刚上山的所有疲惫都消失了，非常疗愈充电。
不过会有小鱼儿会啃的你的手手脚脚，痒酥酥，特别好玩，躺着没事的时候主动喂手，观察它们，时间仿佛静止。

🔔一定要注意穿溯溪鞋，湿地石头刺脚，防滑防划伤，步行下山的时候，感觉脚底也在被按摩，很是接地气。

爱侣湾国家公园 图6
第五层瀑布 图7-10（比较推荐，如果实在不想爬了就在这层泡）
第七层瀑布 图11（最蓝的一个“汤池”哈哈哈哈，抱歉我这个相机参数没拍出来实际颜色）

最后 乱入一张茉莉之城 图12
不推荐 像一个文旅打卡影视基地 需要买门票换装进去
还原了拉玛五世时期的仿古民俗村 一键穿越回古代暹罗 适合喜欢拍照体验的朋友
蚊虫比较多 吃的味道也不太可 我们去的那一下午好像就我们三游客 闲庭散步之真的在逛一大片茉莉园
不过工作人员态度是真的好！如果能调整一下商业模式，也许会氛围会蓬勃活跃一些。

秉持着来都来了的态度 那就存一张照片吧～🤓

#泰国[话题]# #小众旅行[话题]# #北碧府[话题]# #桂河大桥[话题]# #爱侣湾瀑布[话题]# #北碧茉莉之城[话题]#

「3*混合贴」
标题：📍北碧3天2夜怎么玩？保姆级攻略🚗⛰️🏡
正文：📍爱侣湾国家公园（Erawan National Park）🌊🌿
北碧必去景点之一！

✔️ 爱侣湾七层瀑布
✔️ 可以玩水、看小鱼
✔️ 越往上风景越美
✔️ 路不算难走，新手也可以挑战

💰门票：60泰铢/人

「4」
标题：Erawan太好玩啦🏊🏻♀️
正文：新年的九天假期和朋友们去了北碧府玩了3天曼谷玩了3天刚下车落地北碧府有点失望感觉进村儿里面了[捂脸R][捂脸R]因为没看到像central这样的商场，没看到高层建筑和想象中完全不一样，是很安静并且没有夜生活的一个府。
首先北碧旅行第一站来到了爱侣湾国家公园，外国人门票是300铢，同行的泰国朋友是60铢，另外还有停车费30铢
反正真的超好玩哒！我和朋友们都喜欢玩水，但水里有鱼会亲吻你的脚，可做天然的鱼疗（像我这种对于害怕鱼的人不友好），不过可以去鱼少的地方玩儿。爬瀑布的时候每一层的景色都不一样，要小心走路有些石头路会滑，欧美人居多，几乎没看到国人，我们是全程包车酒店景点往返，体验感对于喜欢户外运动的人来说超级好！！！[派对R]
#小众但好玩的地方[话题]#  #北碧府旅行[话题]##爱侣湾瀑布[话题]#

「5*混合贴」
标题：曼谷周边｜小众宝藏地北碧府2日游攻略
正文：Day2: 桂河大桥[向右R]爱侣湾国家公园[向右R]曼谷",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,北碧府爱侣湾瀑布,自然景观与户外,erawan waterfalls national park,曼谷车程约3小时,自然观光/户外体验,0,既有全量候选,https://www.xiaohongshu.com/explore/6a6d794a00000000330347f1?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：曼谷周边｜北碧府爱侣湾瀑布去了2点到4点回
正文：来北碧府一定要去的爱律湾瀑布公园，如果从北碧府城镇中心开车过去的话大概一个多小时。

泰国人只需要70株，外国人要300株。如果是开车进去一辆车多收30株。但是如果你会说泰语的话，其实也有可能拿到70株的门票，只是刚好我们在放中文歌，所以就被他问是不是中国人，最后还是付了300株。

看攻略说从一层玩到七层要玩三到四个小时，所以原本我和我朋友是说今天早点出门留多一点的时间玩耍。但是由于贪睡，所以最终还是2pm才到达。

五至七层的瀑布，3:30pm就关门，要把游客全部赶下山，否则不安全。我们从一层一直爬到六层瀑布，然后在六层瀑布玩了一下水，基本上也就往回走了。如果很喜欢玩水的话，可以再多预留一些时间，如果只是想要走一走，看一看的话，两个小时也够了。

全程爬下来还是有一点能量消耗的，但不算太累。我们全程都是穿着拖鞋爬，也可以爬得下来。如果家里面有老人小孩的话，还是要多照顾一下。

第一层第二层野餐和玩水的人比较多，另外第五层瀑布就是可以划滑梯的，那个瀑布玩水的人也很多。再往上人就不是特别多了，也有分有一些瀑布比较适合下水，有一些瀑布比较不适合下水，大家按照自己的需求来定夺吧。

#泰国[话题]# #曼谷[话题]# #曼谷生活[话题]# #泰国北碧府[话题]# #爱侣湾瀑布[话题]# #爱侣湾国家公园[话题]# #泰国瀑布[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,北碧府茉莉之城,文化古迹与宗教,Mallika The City of Jasmine,桂河,文化参观/宗教打卡,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,北碧战争公墓,文化古迹与宗教,Kanchanaburi War Cemetery / สุสานทหารสัมพันธมิตรดอนรัก,桂河,文化参观/宗教打卡,5,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69b8023b000000001d01d140?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f3447e000000001a037b52?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f1b9c3000000000703bd16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67b32c9e000000001902dd02?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67ac16a9000000002903d056?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：桂河大桥一日打卡全攻略
正文：北碧战争公墓
✨打卡点真实体验

「2*混合贴」
标题：曼谷周边冷门小城北碧|真的好玩便宜又好吃
正文：✔️ Kanchanaburi War Cemetery，死亡铁路俘虏墓园，旁边是华人和部分远中国征军墓园
✔ 返回曼谷

「3*混合贴」
标题：泰缅铁路战争公墓，二战英灵的名字与世长存
正文：第四站，Kanchanaburi，中文名北碧府。

「4*混合贴」
标题：3.北碧府1
正文：联军公墓（Kanchanaburi War Cemetery）
特点：埋葬了近 7,000 名 在死亡铁路建造过程中去世的盟军战俘，是历史爱好者必访之地。
门票：免费。
开放时间：08:00 - 18:00。
---

「5」
标题：泰国小众出行丨🇹🇭北碧府墓地 死亡铁路
正文：“Memories is the golden chain that binds us till we meet agian.”
这里是我去过最温暖的墓地，连同行的泰国人都说这处墓地就算半夜也完全不会让人感到恐怖，因为人们将这里照料得很好。
泰国北碧府Kanchanaburi War Cemetery DonRak（สุสานทหารสัมพันธมิตรดอนรัก），二战军人纪念墓地，位于北碧府市区，交通相对便利。
这里是军事迷历史迷，以及对二战历史感兴趣的朋友绝对不能错过的地方。这块墓地埋葬了二战期间为日军修筑泰缅死亡铁路的战俘，一个共同特点是他们都相当年轻，大部分人20多岁，死亡于1943年居多，骸骨已找不到，因此修筑了这片墓园作为纪念。
对大部分中国游客来说应该有些陌生，从下午到傍晚，我看到一辆辆西方游客的大巴来到这里。泰国朋友说，他们中有些人不远万里来纪念自己的曾祖父，果然有几处墓碑前有小花和国旗。每块墓碑旁都有一株绿意盎然的植物，和家人给长眠于此的军人的话，我们还发现一块特殊的墓碑，上面有一只小鸟[爱心R]一切，是为了忘却的纪念，也是为了不忘却的纪念……
[玫瑰R]怎么去？坐车前往北碧府，打车即可，车费不贵，旁边有泰缅铁路纪念馆，外国人门票170🐷，泰国人130🐷（别问我咋知道的），参观完可以喝免费咖啡，非常值得一去的历史遗迹，后续我会更新博物馆详细内容 #考古[话题]#   #世界文化遗产[话题]#   #冷门目的地[话题]#   #二战[话题]#   #历史[话题]#   #泰国[话题]#   #泰国旅行[话题]#   #带着考古去旅行[话题]#   #历史文化[话题]#   #二战历史[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,观音福寿宫,文化古迹与宗教,Kuan Im Fu Shou Gong,桂河,文化参观/宗教打卡,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6989f632000000001d012071?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6785b8a3000000002001b314?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷周边｜小众宝藏地北碧府2日游攻略
正文：二战铁路桥一部分，早上桥上有僧侣往返布施。对面是观音福寿宫，潮汕风格庙宇

「2」
标题：泰国游记-4（北碧府桂河大桥和战争博物馆）
正文：Nam Tok坐小火车出来在北碧府下车就好，100b，我还下早了一站，桂河大桥Saphan Kwae Yai下的。
本里觉得河边风景很美，待了两天发现其实是很沉重的地方。桂河大桥上有个卖鱼的老婆婆，塑料袋装的鱼，还骂骂咧咧，一坐就是一天，也不知道把鱼卖给谁。
桂河大桥是死亡铁路的主要站点。死亡铁路，又称缅甸铁路或泰缅铁路，是日本在第二次世界大战期间为了占领缅甸修建连结泰国曼谷和缅甸仰光的铁路。
1942年6月开工，工程在泰国和缅甸两边一起开工，泰国的工程起点为北碧府，缅甸的起点为丹彪扎亚。原计划6年完工的铁路在1943年10月17日就完成了全长415公里的建设，仅用时17个月。
修建这条铁路的工人约40万人，包括12000名日军、62000名盟军俘虏以及数万泰国人、18万缅甸人、8万马来亚人、4万5千印尼人等。据不完全统计，在修建过程中先后有10多万人死亡。
而这些盟军战俘其中英国士兵死亡人数接近7000人，澳大利亚士兵近3000人，荷兰士兵近3000人，美国士兵100多人。英国战俘的死亡率约为23%，澳大利亚战俘的死亡率约为36%。所以名字叫JEATH War Museum，“JEATH”是日本（Japan）、英国（England）、美国（America）、泰国（Thailand）和荷兰（Holland）国家首字母的缩写。博物馆外观像战俘居住过的小竹屋，馆内收藏了大量二战文物，如饭盒、钱、纸笔、信笺、地图等，均由幸存战俘捐赠。很有趣的是，这些东西都是可以售卖的。
博物馆旁边是日军的纪念碑，并没有看到认错相关的文字。
博物馆对面就是当时的战俘营，我去走了一圈心情很复杂，想象着当年血染桂河的场面心情更加沉重。
桂河另一边还有中国华侨办的观音福寿宫，大大的慈面观音望着战争博物馆方向，不知道有没有超度这些亡灵。
观音福寿宫异常的富丽堂皇，和国内的寺庙完全不同，但是又特别的安静祥和，这是我在北碧府感受到心静的地方。旁边还有中国军队的纪念碑，想去祭拜下，可惜围起来了。
桂河上还有水上运动，桨板一类，500b随便滑，700b有人拍照有人带着玩，5.5km。还是泰国朋友推荐的，想到要和河里的亡灵们一起玩，怕怕的，放弃。
#泰国游记[话题]# #泰国旅行笔记[话题]# #Alice的泰国游记[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,桂河大桥,文化古迹与宗教,River Kwai Bridge / สะพานข้ามแม่น้ําแคว,桂河,文化参观/宗教打卡,24,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b8023b000000001d01d140?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6cab400000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f3447e000000001a037b52?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a648900000000000100f5bc?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：北碧府tips
正文：桂河大桥
酒店游乐、早餐

「2*混合贴」
标题：桂河大桥一日打卡全攻略
正文：桂河大桥
✨打卡点真实体验

「3*混合贴」
标题：曼谷近郊I 北碧府就是要这么玩I 一日游
正文：🌉 第二站｜桂河大桥（River Kwai Bridge）

「4*混合贴」
标题：曼谷周边冷门小城北碧|真的好玩便宜又好吃
正文：奔着电影《桂河大桥》去了“死亡铁路”
这条由生命垒砌的铁路线夺走了16万人的生命

「5*混合贴」
标题：花200泰铢，坐上泰国最美铁路！
正文：很多人住北碧市区，只能去桂河大桥。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,虎穴寺,文化古迹与宗教,Wat Tham Suea / วัดถ้ําเสือ,桂河东岸,文化参观/宗教打卡,5,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a6cab400000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a675395000000001102e9b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69cf9ef0000000001f0066b4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/685936f7000000001202f8af?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/696fa18600000000220323b5?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：曼谷近郊I 北碧府就是要这么玩I 一日游
正文：🐉 第三站｜虎穴寺（Wat Tham Suea）
这里是我当天最喜欢的景点之一。超大的金色佛像，加上俯瞰整个田野景色。
⚠️ 记得穿着要符合寺庙规定，肩膀和膝盖都需要遮住。

「2*混合贴」
标题：📍北碧3天2夜怎么玩？保姆级攻略🚗⛰️🏡
正文：📍虎穴寺（Wat Tham Suea）🙏✨
来北碧一定要去拜拜～

✔️ 山顶寺庙
✔️ 可以俯瞰整片绿色田野
✔️ 风景很震撼，非常适合拍照

「3*混合贴」
标题：北碧府一日游｜神树+寺庙+咖啡+桂河大桥
正文：2. 虎穴寺 Wat Tham Suea
北碧必去山顶寺庙，超级可爱的寺庙，157级台阶登顶，俯瞰稻田与远山，巨型金佛庄严出片，记得穿得体衣物

「4*混合贴」
标题：🇹🇭 北碧俯 ｜Kanchanburi 攻略
正文：12:30 虎穴寺（wat tham suea)
很漂亮的寺庙 可以捐瓦 捐金身 捐瓦会送龙婆托的佛牌 是新牌哦 龙婆托传说是可以保平安的 很多泰国人会挂在车里

「5*混合贴」
标题：北碧府2天1夜行程
正文：爱侣湾公园出来我们就往回走了，不着急的朋友可以顺道去虎窟寺（Wat Tham Suea）和旁边的网红稻田咖啡打卡休息一下。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,茉莉之城,复古主题公园,Mallika R.E 124 เมืองมัลลิกา,市区外,文化体验游客,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/6a843ae000000000250002fa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65aa6faa000000002d030535?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：北碧府tips
正文：下午Mallika茉莉之城
傍晚酒店码头🏨 入住The Float House水上漂浮酒店（看地图🗺️P3，上下船都会帮忙提行李👍）
*酒店预约项目：药草球按摩、20:00孟族表演（20-30分钟）、酒店河畔泰式晚餐（21点前点餐）

「2*混合贴」
标题：曼谷出发🚗2.5h 打卡这座小众宝藏小城
正文：6️⃣ 茉莉之城Mallika R.E 124🏰
想要穿越时空，亲身感受泰国古代生活吗？穿上泰服，品尝传统小吃，用古钱币交易，仿佛回到了拉玛五世的时代！

来北碧府体验一下泰国超特别的水上屋吧，这家Air❤️bnb爱彼迎民宿就在桂河上哦！",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
北碧府,景点观光,赛约克国家公园,自然景观与户外,Sai Yok National Park,桂河,自然观光/户外体验,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6837cb44000000000f038ae6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66e90b8d000000001e01bfc6?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：北碧府隐藏仙境！Sai Yok国家公园必打卡
正文：🌿北碧府隐藏仙境！Sai Yok国家公园必打卡攻略✨
瀑布从悬崖飞泻而下，如丝绸般坠入翡翠池💦，这里就是泰版""小九寨""！原始雨林徒步、竹筏漂流、探秘溶洞...随手拍都是ins风大片📸！

「2*混合贴」
标题：花了5块钱，从曼谷坐火车去北碧看神仙瀑布
正文：Sai Yok Noi瀑布是自然景点，在泰国的泰罗喀国家公园（Sai Yok National Park）。
瀑布有大约15米高，虽然不算很大，但非常适合观赏和游泳。
·
✅火车起始站",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,赛约克诺伊瀑布,自然景观与户外,Sai Yok Noi Waterfall / น้ําตกไทรโยคน้อย,桂河,自然观光/户外体验,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6837cb44000000000f038ae6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/695d57f5000000001a02b693?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：北碧府隐藏仙境！Sai Yok国家公园必打卡
正文：✅在Sai Yok Noi瀑布下游泳
✅打卡百年老树根盘踞的洞穴
✅乘长尾船寻找野生大象踪迹

「2*混合贴」
标题：北碧府| 2天1夜无痛休闲局
正文：📍 Sai Yok Noi Waterfall  ⭐️4.4",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,死亡铁路(悬崖栈道),文化古迹与宗教,Death Railway / Wampo Viaduct / ทางรถไฟสายมรณะ,桂河,文化参观/宗教打卡,22,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69b8023b000000001d01d140?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6cab400000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69f3447e000000001a037b52?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6967736c000000001a02ef26?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a648900000000000100f5bc?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：桂河大桥一日打卡全攻略
正文：死亡铁路
✨打卡点真实体验

「2*混合贴」
标题：曼谷近郊I 北碧府就是要这么玩I 一日游
正文：二战历史的遗迹-死亡铁路。就体验一下走上桥。不过这里对面都寺庙，途中会有人问要不要乘船到对面。
午餐就直接在这里解决了，正巧附近有餐馆！

「3*混合贴」
标题：曼谷周边冷门小城北碧|真的好玩便宜又好吃
正文：奔着电影《桂河大桥》去了“死亡铁路”
这条由生命垒砌的铁路线夺走了16万人的生命
虽然现在人们坐在运营在“死亡铁路”的列车上充满欢声笑语
但因为了解过那段血腥的历史
在看到这段“挂壁铁路”时似乎能够嗅到八十多年前的历史血腥味
还有长眠在铁路沿线的中国远征军俘虏，那是一群永远归不了家的英雄灵魂

这个曼谷周边的小城北碧真的非常值得探索
没有嘈杂的游客，物价也远低于曼谷
火车🚞🉑直达，安排起来吧

「4」
标题：🌿 曼谷周边一日游推荐｜北碧府 Kancha
正文：如果在曼谷时间充裕，真的很推荐抽一天去北碧府走走！自然风景＋历史打卡，一天刚刚好[棒R] 我选择的是包车，主要是真的为了省心，可以随时停车拍照、灵活调整行程

🚗 交通方式
包车（推荐）：TB 订的，4个人约 600RMB
火车：时间充裕、想体验慢旅行也可以选

⚠️ 小提醒
尽量别周末去！ 周末晚上回曼谷会堵到怀疑人生[抓狂R][抓狂R]

📍 主要景点打卡
1️⃣ 死亡铁路（Death Railway）必打卡景点‼️(p2)
铁轨一侧是悬崖，另一侧是桂河，风景很震撼
逛完可以顺路吃一碗当地雪糕🍦，解暑又治愈（p4）
2️⃣ Erawan 瀑布（p6-10)
北碧府的颜值担当✨瀑布一共有多层，水是超梦幻的薄荷绿
建议穿防滑鞋，可以一路慢慢爬＋拍照（时间不够的话选前几层就很美了）天气不好的话在前两层打卡就行
3️⃣ 北碧府动物园一日游🐘（可选）
本来也想去的，但时间不够了，大家可以按照自己时间选择

#我的小众旅行地[话题]# #泰国[话题]# #曼谷[话题]# #北碧府[话题]# #travel[话题]# #出游好去处[话题]#

「5*混合贴」
标题：花200泰铢，坐上泰国最美铁路！
正文：第一次来北碧府，不建议包团！花不到两百泰铢，坐上泰国最美的一段火车——死亡铁路（Death Railway），一路穿过山谷",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
北碧府,景点观光,泰缅铁路博物馆,文化古迹与宗教,Thailand-Burma Railway Centre / พิพิธภัณฑ์ทางรถไฟไทย-พม่า,桂河,文化参观/宗教打卡,3,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/68f1b9c3000000000703bd16?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0171f4000000003503a13a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67b32c9e000000001902dd02?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：泰缅铁路战争公墓，二战英灵的名字与世长存
正文：列车在这里停车1小时，可以到车站附近的泰缅铁路博物馆，以及战争公墓转转。

逛完了泰缅铁路博物馆，来到了对面的北碧府战争公墓。
这是与泰缅死亡铁路相关的最主要、访问量最大的战争公墓。
公墓内安葬着大约 6,982 名 盟军战俘，其中大部分是英国、荷兰和澳大利亚籍。
公墓环境宁静、维护得非常好，绿草如茵，墓碑整齐排列，每一块墓碑上都刻有死者的姓名、所属部队和一段简短的悼词。

这些烈士本来埋葬在泰缅铁路沿线100多个地点，战后盟军认为维护这些埋葬点成本太高，因此将这些烈士遗骨统一迁移到了3个集中的战争公墓。
2座公墓在泰国，1座公墓在缅甸。北碧府的公墓就是其中之一。

公墓里环境很好，庄严肃穆。让人深刻感受到那段历史的沉重。
纪念碑上写着，他们的名字与世长存。

除了这些有名有姓的士兵，还有更多平民在泰缅铁路修建过程中，以及对抗日军的侵略中牺牲。
他们的名字无人知晓，他们的功绩与世长存。

「2*混合贴」
标题：曼谷至北碧一日往返火车旅行体验
正文：[六R]15:53: 列车先慢速通过桂河大桥，车头门打开供游客拍照。接着到达北碧府站（Kanchanaburi Station），留停1小时，有战争公墓和泰缅铁路博物馆（图10
[七R]19:10回到曼谷华南蓬站。

「3*混合贴」
标题：3.北碧府1
正文：战争博物馆（พิพิธภัณฑ์ทางรถไฟไทย-พม่า, Thailand-Burma Railway Centre）
特点：展示二战历史，包括死亡铁路的建造过程、战俘的生活、历史照片和文物。
门票：150 泰铢。
开放时间：09:00 - 17:00。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
