酒店ID,Google地点ID,Google地图要素ID,Google_CID,酒店名称,Google原始类别,住宿类型,酒店星级,评分,评价数量,价格范围,完整地址,纬度,经度,曼谷区代码,曼谷区中文名,曼谷区英文名,曼谷区泰文名,行政范围核验,营业状态,营业时间,入住时间,退房时间,电话,官方网站,位置代码,无障碍信息,设施与服务,图片链接,Google地图链接,发现查询,数据来源,采集时间,酒店中文名,酒店英文名,酒店泰文名,官网主域名,热度等级,整理批次ID,记录哈希
ChIJj62QNXiZ4jARfViwDOSk__g,ChIJj62QNXiZ4jARfViwDOSk__g,0x30e299783590ad8f:0xf8ffa4e40cb0587d,17942240739839727741,สุณีรัตน์ อพาร์ทเม้นท์,lodging,住宿,,,,,"190 Soi Charan Sanitwong 40, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.7722933,100.48724670000001,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QFCP+WV,,,,https://maps.google.com/?cid=17942240739839727741&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,สุณีรัตน์ อพาร์ทเม้นท์,,B,20260907-003922-csv-f52bd5d0,d873c18acd27a694b24832c08ffdaa5a01248a5ceded8c06310aa709b50566ec
ChIJF5I9cXeZ4jAR8F9SGLeEYYo,ChIJF5I9cXeZ4jAR8F9SGLeEYYo,0x30e29977713d9217:0x8a6184b718525ff0,9971396971896922096,สุธิวงศ์ แมนชั่น,lodging,住宿,,,,,"38/1 Thanon Arun Amarin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.769811899999999,100.4878812,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF9Q+W5,,,,https://maps.google.com/?cid=9971396971896922096&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,สุธิวงศ์ แมนชั่น,,B,20260907-003922-csv-f52bd5d0,002d92eb2a4f9e89e9b4de2c99592ea034810a752bfabd7a8da26d095add207d
ChIJ9bE2i3CZ4jARwWZ7a79BmQs,ChIJ9bE2i3CZ4jARwWZ7a79BmQs,0x30e299708b36b1f5:0xb9941bf6b7b66c1,835771496251745985,สุริยมาศ แมนชั่น,lodging,住宿,,,,,"1482/2 Soi Suwannin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.7693459,100.49294359999999,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF9V+P5,,,,https://maps.google.com/?cid=835771496251745985&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,สุริยมาศ แมนชั่น,,B,20260907-003922-csv-f52bd5d0,d195332775458d803e002851e60c513232a9233030bba65bb8e53d08b99cc9c7
ChIJH91sSQCZ4jARHuQ3pld1geE,ChIJH91sSQCZ4jARHuQ3pld1geE,0x30e29900496cdd1f:0xe1817557a637e41e,16249397949840745502,หอ8ห้อง,inn,客栈,,,,,"หอด้านหลังบ้าน เลขที่ 367 Wat Daowaduengsaram, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.767239400000001,100.4920221,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF8R+VR,,,,https://maps.google.com/?cid=16249397949840745502&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอ8ห้อง,,B,20260907-003922-csv-f52bd5d0,769937d2006a98e3f0df5aaa0e312ef1314b6b72981d0e09a3033287293d91d3
ChIJ34NXpZKZ4jAR7nUJAtOHK8M,ChIJ34NXpZKZ4jAR7nUJAtOHK8M,0x30e29992a55783df:0xc32b87d3020975ee,14063483601736529390,หอพัก,private_guest_room,民宿,,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.7563309,100.5017651,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,,,,,https://maps.google.com/?cid=14063483601736529390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,,,,หอพัก,,B,20260907-003922-csv-f52bd5d0,debf3e01474e50fe5b2c84822023d4d53ff232fc0820dc12e3e71b91a680851d
ChIJiXfaZiaZ4jAREwWUk-25cZk,ChIJiXfaZiaZ4jAREwWUk-25cZk,0x30e2992666da7789:0x9971b9ed93940513,11056822990205617427,หอพัก ป.เจ๊อุไร,hostel,青年旅舍,,,,,"93/4 Thanon Arun Amarin, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.754088,100.48428729999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF3M+JP,,,,https://maps.google.com/?cid=11056822990205617427&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอพัก ป.เจ๊อุไร,,B,20260907-003922-csv-f52bd5d0,f81c95109d90cd33c69ed68d706dbc9ca0bb202fd41fd25d94def01c0704a51e
ChIJUQ3HCACZ4jARdDnyAq_l6m4,ChIJUQ3HCACZ4jARdDnyAq_l6m4,0x30e2990008c70d51:0x6eeae5af02f23974,7992453028553832820,หอพักบ้านสราญสุข,lodging,住宿,,,,,"647/1 Khong Than, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.766507299999999,100.49057379999999,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF8R+J6,,,,https://maps.google.com/?cid=7992453028553832820&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอพักบ้านสราญ​สุข,,B,20260907-003922-csv-f52bd5d0,96ba24d808fb709df8b26ad390b15c386a8b6c3cbb3630b8c2157d6c82e0e89e
ChIJnx8gVZCZ4jAR0Whkvi_VCX0,ChIJnx8gVZCZ4jAR0Whkvi_VCX0,0x30e2999055201f9f:0x7d09d52fbe6468d1,9009966930565818577,หอพักอาคารภักดีวงศ์ 105/8 ถ.สมเด็จพระปิ่นเกล้า อรุณอมรินทร์ บางกอกน้อย กรุงเทพ ฯ 10700,lodging,住宿,,,,,"105 8 Thanon Somdet Phra Pin Klao, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.765916700000002,100.4872472,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF8P+9V,,,,https://maps.google.com/?cid=9009966930565818577&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอพักอาคารภักดีวงศ์ 105/8 ถ.สมเด็จพระปิ่นเกล้า อรุณอมรินทร์ บางกอกน้อย กรุงเทพ ฯ 10700,,B,20260907-003922-csv-f52bd5d0,1fbbc1616b8030d95e0ee8c1e64c742d032d535cdf4a2bb307bced03026d44a9
ChIJ0YNPSQCZ4jAR1mPods8_Sro,ChIJ0YNPSQCZ4jAR1mPods8_Sro,0x30e29900494f83d1:0xba4a3fcf76e863d6,13423611799616906198,หอพี่ว่าน,hotel,酒店,,,,,"2 Trok Khian Niwat, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763068299999999,100.496415,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7W+6H,,,,https://maps.google.com/?cid=13423611799616906198&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอพี่ว่าน,,B,20260907-003922-csv-f52bd5d0,b97f183ea9a7c2f98b7c8f0251bd1d6f38078f51bd9b516d4a81463e962f45d2
ChIJB72LFUuZ4jARok8XnQQYpOc,ChIJB72LFUuZ4jARok8XnQQYpOc,0x30e2994b158bbd07:0xe7a418049d174fa2,16691492527036387234,หอพี่อ้อ,motel,汽车旅馆,,,,,"173 4 Thanon Itsaraphap, Khwaeng Ban Chang Lo, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.754425,100.47735109999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF3G+QW,,,,https://maps.google.com/?cid=16691492527036387234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,,,,หอพี่อ้อ,,B,20260907-003922-csv-f52bd5d0,75b877d37063868a8a564ba2d4b2892c5ceb5c7a70bf18099e7f94e5b6305c69
ChIJxbociKGZ4jARM7WOkbzXsxI,ChIJxbociKGZ4jARM7WOkbzXsxI,0x30e299a1881cbac5:0x12b3d7bc918eb533,1347657918409782579,หอหญิงราชมงคล,hostel,青年旅舍,,,,,"170/5 Phitsanulok Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.761811499999999,100.51496709999999,1002,都实县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG67+PX,,,,https://maps.google.com/?cid=1347657918409782579&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอหญิงราชมงคล,,B,20260907-003922-csv-f52bd5d0,d4e8cee4f486cb2990d595ae889946cc31e66813d01382fa4fdbe9e00d8690d0
ChIJqUAx9L-Z4jARDarCdTFig-w,ChIJqUAx9L-Z4jARDarCdTFig-w,0x30e299bff43140a9:0xec83623175c2aa0d,17042573379468700173,หออีมุก,hotel,酒店,,,,,"102 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7652362,100.50633889999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG84+3G,,,,https://maps.google.com/?cid=17042573379468700173&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หออีมุก,,B,20260907-003922-csv-f52bd5d0,b40fa2cd6fe3175ddc2652f435b77ede599272fb7e62ca90f0389de3ed7fe180
ChIJw1SVZxWZ4jARE-czBOxPQAg,ChIJw1SVZxWZ4jARE-czBOxPQAg,0x30e29915679554c3:0x8404fec0433e713,594563025914291987,หอแม่แดง ตึกดิน,hotel,宾馆,,,,,"123 Soi Damnoen Klang Nuea, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758097099999999,100.49992879999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 282 6060,,7P52QF5X+6X,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDF64Wqbw!2e10!4m2!3m1!1s0x30e29915679554c3:0x8404fec0433e713,https://maps.google.com/?cid=594563025914291987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,หอแม่แดง ตึกดิน,,B,20260907-003922-csv-f52bd5d0,78173491248bae00619468f55a85a73af2ad8c208b154bac2339661f633a6c3b
ChIJae6xj8CZ4jARJm4iFxQ_O0U,ChIJae6xj8CZ4jARJm4iFxQ_O0U,0x30e299c08fb1ee69:0x453b3f1417226e26,4988650367762984486,ห้องทดลองลึกลับ,lodging,室内住宿,,,,,"ห้าง Mega Plaza เลขที่ 900 ชั้น2 Maha Chai Rd, วังบูรพาภิรมณ์ Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745510999999999,100.5025048,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 61 894 1024,,7P52PGW3+62,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgID4oo-4SQ!2e10!4m2!3m1!1s0x30e299c08fb1ee69:0x453b3f1417226e26,https://maps.google.com/?cid=4988650367762984486&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,,ห้องทดลองลึกลับ,,B,20260907-003922-csv-f52bd5d0,b303c79ecda958694c68b345e1ff562b562e2b15ddc10c58225e7016f3856fc1
ChIJJ17GWB6Z4jARwEONK_wyApU,ChIJJ17GWB6Z4jARwEONK_wyApU,0x30e2991e58c65e27:0x950232fc2b8d43c0,10737200520248509376,ห้องพัก,hotel,酒店,,,,,"7 Thanon Wang Lang, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755940299999999,100.48472129999999,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF4M+9V,,,,https://maps.google.com/?cid=10737200520248509376&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,ห้องพัก,,B,20260907-003922-csv-f52bd5d0,987a31d4c0a0410bc9885ed14daade0d9436e97b62336f33221603f52da494fc
ChIJB1_t9w2Z4jART6xND8coAdI,ChIJB1_t9w2Z4jART6xND8coAdI,0x30e2990df7ed5f07:0xd20128c70f4dac4f,15132421058361928783,ห้องพักเติ้ลอ้นต้นวันนี้,hotel,酒店,,,,,"8/3 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7641336,100.4998019,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7X+MW,,,,https://maps.google.com/?cid=15132421058361928783&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,ห้องพักเติ้ลอ้นต้นวันนี้,,B,20260907-003922-csv-f52bd5d0,184d7aa8bae3a3a4858f61a67879a9160a7dd8306ba95f3d2695dfb88cd2c2aa
ChIJIyEO6WqZ4jAR8Qlu2DVMt5U,ChIJIyEO6WqZ4jAR8Qlu2DVMt5U,0x30e2996ae90e2123:0x95b74c35d86e09f1,10788175226537380337,ห้องเช่า,lodging,住宿,,,,,"114/5 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762683299999999,100.49553619999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF7W+36,,,,https://maps.google.com/?cid=10788175226537380337&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,ห้องเช่า,,B,20260907-003922-csv-f52bd5d0,c961fa8b3f186513bb1541f73cb7a17cd584f81eddc904394bd70bcc95acf158
ChIJ64TnSWuZ4jARPW0BJid6ZRg,ChIJ64TnSWuZ4jARPW0BJid6ZRg,0x30e2996b49e784eb:0x18657a2726016d3d,1757945538117987645,ห้างหุ้นส่วนจำกัด โอลด์ บางกอก อินน์,hotel,酒店,,,,,"607, ตรอกบ้านพานถม 609 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760525099999999,100.5010077,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG62+6C,,,,https://maps.google.com/?cid=1757945538117987645&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,ห้างหุ้นส่วนจำกัด โอลด์ บางกอก อินน์,,B,20260907-003922-csv-f52bd5d0,f6e3e194db45ded39b4a3b1440c6975cfe96f7e049e6d42c57981e923cca2bb6
ChIJUbw6m3CZ4jARL-iSrDZ1x0w,ChIJUbw6m3CZ4jARL-iSrDZ1x0w,0x30e299709b3abc51:0x4cc77536ac92e82f,5532519544931936303,อพารต์เมนท์บ้านสองศรี,lodging,住宿,,,,,"1328 Soi Suwannin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.7701698,100.4923561,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QFCR+3W,,,,https://maps.google.com/?cid=5532519544931936303&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,อพารต์เมนท์บ้านสองศรี,,B,20260907-003922-csv-f52bd5d0,de29f931976cf37665e953a6b2d50348df23e5539d0faac39c7788472b1945d6
ChIJ7eOWKXWZ4jAROa_MRRICdI8,ChIJ7eOWKXWZ4jAROa_MRRICdI8,0x30e299752996e3ed:0x8f74021245ccaf39,10336889322225839929,อพาร์ตเมนต์ บ้านโกยี,lodging,住宿,,,,,"32 Borommaratchachonnani Rd, Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.761768799999999,100.4870601,1020,曼谷蓮縣,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF6P+PR,,,,https://maps.google.com/?cid=10336889322225839929&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,อพาร์ตเมนต์ บ้านโกยี,,B,20260907-003922-csv-f52bd5d0,b018270ad2e73e11991cf6bf454ae7c5dd47d069cab4224b1f0fb1241b423587
ChIJtfFlDfGZ4jARnqTAtoANJZ0,ChIJtfFlDfGZ4jARnqTAtoANJZ0,0x30e299f10d65f1b5:0x9d250d80b6c0a49e,11323471684566033566,อาคารจอดรถโรงแรมปรินซ์พาเลซ,hotel,酒店,,,,,"488 BoBae Tower 800 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.7539356,100.5158333,1008,邦巴沙都拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG38+H8,,,,https://maps.google.com/?cid=11323471684566033566&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,อาคารจอดรถโรงแรมปรินซ์พาเลซ,,B,20260907-003922-csv-f52bd5d0,df48836fb2e1f2be482fc0d0b6b4911927cf1724ea6fe16ad0141741ee8a74fe
ChIJk6tXGQCZ4jAR0X9cUy6LzXA,ChIJk6tXGQCZ4jAR0X9cUy6LzXA,0x30e299001957ab93:0x70cd8b2e535c7fd1,8128305933556940753,อาณาจักรทอง อพาร์ทเมนท์,private_guest_room,民宿,,,,,"121, 14 ถ. เจริญกรุง Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7477801,100.5022407,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52PGX2+4V,,,,https://maps.google.com/?cid=8128305933556940753&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次A | Places历史批次B,,,,อาณาจักรทอง อพาร์ทเมนท์,,B,20260907-003922-csv-f52bd5d0,efe6f3b7873a41a0dbaf0b6b60b8f53bedb11a5b4adfa157390dafaa7ae88616
ChIJE5nRWJ2Z4jARFTiadF3gwLQ,ChIJE5nRWJ2Z4jARFTiadF3gwLQ,0x30e2999d58d19913:0xb4c0e05d749a3815,13024656814348318741,ฺบ้านปิ่นเกล้า17 - Baan Pinklao 17,lodging,住宿,,,,,"泰国曼谷都会区 Bangkok Noi, 曼谷邮政编码: 10700",13.769880299999999,100.4844818,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QF9M+XQ,,,,https://maps.google.com/?cid=13024656814348318741&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,ฺบ้านปิ่นเกล้า17 - Baan Pinklao 17,,B,20260907-003922-csv-f52bd5d0,c5d7cb61b162b76e3c97c9d867f0879602f03f6ee5cb4b114b643ceb59e30660
ChIJr7pzPHiZ4jARwoRUCNE6y_g,ChIJr7pzPHiZ4jARwoRUCNE6y_g,0x30e299783c73baaf:0xf8cb3ad1085484c2,17927487411140723906,เปรมสุข อพาร์ทเม้นท์,lodging,住宿,,,,,"136 Soi Charan Sanitwong 40, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771814299999999,100.4863496,1025,挽拍县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QFCP+PG,,,,https://maps.google.com/?cid=17927487411140723906&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,เปรมสุข อพาร์ทเม้นท์,,B,20260907-003922-csv-f52bd5d0,4dd0f004ff0477431f8a93607aa68345524c1dfebf330773e144094064310692
ChIJmWhi4BOZ4jARlLn7ydRzhI8,ChIJmWhi4BOZ4jARlLn7ydRzhI8,0x30e29913e0626899:0x8f8473d4c9fbb994,10341518002108479892,เอกฉัตร อพาร์ทเม้นท์,lodging,寄宿房,,,,,"16-2 Thanon Mahannop, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7533991,100.50000440000001,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG32+92,,,,https://maps.google.com/?cid=10341518002108479892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,เอกฉัตร อพาร์ทเม้นท์,,B,20260907-003922-csv-f52bd5d0,1a10b1ce3ab7bd780d09211435026bd63341ad17fc652e88c2bb5e8bfc749326
ChIJT95iHQCZ4jARfEkodE1-UeI,ChIJT95iHQCZ4jARfEkodE1-UeI,0x30e299001d62de4f:0xe2517e4d7428497c,16307954596811655548,โครงการ Grande Centre Point Chinatown,hotel,宾馆,,,,,"PGR5+F9C, Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.7411905,100.5084048,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,,,,,https://maps.google.com/?cid=16307954596811655548&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次B,,,,โครงการ Grande Centre Point Chinatown,,B,20260907-003922-csv-f52bd5d0,5f8509827098ab22c589ec7cfca362615d68a4d02ecdcb5fad580abfb64a4f5e
ChIJkXWxLwCZ4jARrlCxFcR4Gv0,ChIJkXWxLwCZ4jARrlCxFcR4Gv0,0x30e299002fb17591:0xfd1a78c415b150ae,18238022424563110062,โรงแรม 28 พัฒนา,hotel,酒店,,,,,"233 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7667779,100.500514,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG82+P6,,,,https://maps.google.com/?cid=18238022424563110062&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,โรงแรม 28 พัฒนา,,B,20260907-003922-csv-f52bd5d0,dfb81f28dbc6b6133d101785a027ac667018ba6efa432f29afcb61ae6bcbd3c8
ChIJhXS2bgCZ4jAR2Rss4g3JDtc,ChIJhXS2bgCZ4jAR2Rss4g3JDtc,0x30e299006eb67485:0xd70ec90de22c1bd9,15496544429294754777,โรงแรม RBT,hotel,酒店,,,,,"QF6X+98P, Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760973499999999,100.4983252,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,,,,,https://maps.google.com/?cid=15496544429294754777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,โรงแรม RBT,,B,20260907-003922-csv-f52bd5d0,b6804e67b8239381e8ae21ddc60a48f1437153427f4da81c81fc51fb45bbda5f
ChIJz_etUACZ4jARheJJY2LwXj8,ChIJz_etUACZ4jARheJJY2LwXj8,0x30e2990050adf7cf:0x3f5ef0626349e285,4566351377563509381,โรงแรม ลส.,hostel,青年旅舍,,,,,"267 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766765999999999,100.500748,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,,,7P52QG82+P7,,,,https://maps.google.com/?cid=4566351377563509381&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,โรงแรม ลส.,,B,20260907-003922-csv-f52bd5d0,98e4e3db15ea8a3340e9d011b7faaa66103dde2e051bde5200f5761c217dbbd8
ChIJIdn8KRKZ4jARQsCERywB66E,ChIJIdn8KRKZ4jARQsCERywB66E,0x30e2991229fcd921:0xa1eb012c4784c042,11667420549323472962,โรงแรม วีเอส,hotel,宾馆,,,,,"136 ตะนาว Thanon Tanao, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7531945,100.4982878,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 281 2078,,,,,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDrj5OzZw!2e10!4m2!3m1!1s0x30e2991229fcd921:0xa1eb012c4784c042,https://maps.google.com/?cid=11667420549323472962&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次B,,,,โรงแรม วีเอส,,B,20260907-003922-csv-f52bd5d0,41b6e174e0bf7883bac28afd5a8000f032802e9e19d138dcad8d3f91abb637cc
