Google地点ID,地点名称,票券类型,标题,供应商,是否官方,价格数值,币种,评分,评价数量,时长,备注,票券链接
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,阿嬷同款大佛丨曼谷大皇宫+郑王庙+水门寺一日游可选湄南河游船,Trip.com,否,63,USD,5.0,30,5小时12分钟,,https://trip.com/things-to-do/experiences/Bangkok-gujiyoulan?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=73701318&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,必试行程：曼谷隐藏版单车美食之旅,Trip.com,否,58,USD,4.9,468,4小时30分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=107042627&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,泰国曼谷大皇宫+玉佛寺+郑王庙+水门寺一日游【中文小团】,Trip.com,否,70,USD,,,5小时36分钟,,https://trip.com/things-to-do/experiences/Bangkok-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=109909503&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,【车船联运】大皇宫 + 郑王庙 + 网红河口寺新大佛一日游,Trip.com,否,61,USD,,,6小时18分钟,,https://trip.com/things-to-do/experiences/Bangkok-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=108953276&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷-大皇宫+郑王庙+文青市集+水门寺大佛一日游,Trip.com,否,65,USD,,,5小时6分钟,,https://trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=110355056&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,曼谷私人包团：巨型金佛（Wat Paknam）与暹罗古城,Trip.com,否,159,USD,,,7小时42分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=107827707&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,私人隐藏版吞武里步行导览 + 长尾船体验：街头美食与运河生活,Trip.com,否,118,USD,,,3小时30分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-1daytrip?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=103895033&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJvwXXwEWY4jARC2dj117syBA,Wat Paknam Phasi Charoen,门票,私人长尾船探索之旅：郑王庙、北榄寺与邦兰运河,Trip.com,否,125,USD,,,3小时18分钟,,https://us.trip.com/things-to-do/experiences/Bangkok-DayTourProducts?locale=zh-Hans-US&allianceid=1076145&sid=28350764&metaproductid=104301026&utm_medium=meta&source=maps&curr=USD&funnel=nav&adsource=&s-googlever=MjYwODI3LjIwMDAwMC4xMC45Ni4zNC4xNzcuMTE2LjI5NzkzNjEyN182
ChIJnyXs5dGY4jARxAURliWpDZg,马里安曼印度庙,门票,,Headout,否,52.06,USD,,,,电子票,https://www.headout.com/ancient-siam/combo-ancient-city-mahanakhon-skywalk-tickets-e-32125/?utm_source=google&channel=ttd&utm_medium=ttd&utm_term=32125&product_id=32125&option_id=69116&language=zh-Hans-US&currencyCode=USD&ci=6&cm=maps_nav__32125_69116_zh-Hans-US_USD
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷最精彩的景点。与有趣的当地导游一起徒步游览！,Agoda,否,68,USD,5.0,5,,,https://www.agoda.com/activities/search?cid=1909882&cityId=9395&selectedActivity=745022&mseOfferId=2009536&currency=USD&gl=zh-Hans-US&gs=maps&gf=nav&gacs=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：后街美食之旅，品尝 15 种以上美食,GetYourGuide,否,63,USD,4.9,3361,4小时,,https://www.getyourguide.com/bangkok-l169/chef-designed-bangkok-food-tour-for-8-exclusive-guests-t177729/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=177729&option_id=270486&partner_id=CD951
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷最精彩的景点。与有趣的当地导游一起徒步游览！,Tripadvisor,否,78,USD,5.0,4,5小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d19530759-Top_Highlight_Bangkok_Sights_Walking_tour_with_Fun_Local_Guide-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷奇妙的珍珠豪华晚餐巡航与现场音乐,Booking.com,否,50,USD,5.0,1,2小时,,https://www.booking.com/attractions/th/prz3l0xd1eiq-bangkok-wonderful-pearl-luxury-dinner-cruise-with-live-music.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRZ3l0xD1eiq_oiOFIYvT7pd54C_sc
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷日落或晚宴游轮在这个星球上,Viator,否,30,USD,3.8,43,2小时,,https://www.viator.com/Bangkok/d343/p-350014P8?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷电动自行车冒险之旅与当地向导者,Agoda,否,53,USD,5.0,3,,,https://www.agoda.com/activities/search?cid=1909882&cityId=9395&selectedActivity=1481630&mseOfferId=2211984&currency=USD&gl=zh-Hans-US&gs=maps&gf=nav&gacs=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：乘坐嘟嘟车游览市场、寺庙和美食夜,GetYourGuide,否,38,USD,4.9,2619,2小时,,https://www.getyourguide.com/bangkok-l169/bangkok-tuk-tuk-tour-by-night-t52629/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=52629&option_id=2211561&partner_id=CD951
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：神奇的唐人街，晚上与当地主人在一起,Viator,否,144,USD,5.0,3,4小时,,https://www.viator.com/Bangkok/d343/p-30791P401?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷日落或晚宴游轮(星球游轮),Booking.com,否,30,USD,4.3,26,2小时,,https://www.booking.com/attractions/th/prl8ahhyx90a-bangkok-sunset-or-evening-dinner-cruise-the-planet-cruise.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRL8aHHyX90a_oiOFZqA3fgHN1o_sc
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷电动滑板车之旅,Tripadvisor,否,35,USD,5.0,4,3小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d15126655-Electric_Scooter_Tour_of_Bangkok-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：大城府寺庙导览游（德语）,GetYourGuide,否,61,USD,4.6,1105,7小时,,https://www.getyourguide.com/bangkok-l169/the-old-siam-ayutthaya-temples-small-group-tour-with-lunch-t731878/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=731878&option_id=1187699&partner_id=CD951
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷半日小团电动滑板车之旅,Viator,否,35,USD,4.7,6,3小时,,https://www.viator.com/Bangkok/d343/p-8111P9?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：神奇的唐人街，晚上与当地主人在一起,Tripadvisor,否,144,USD,5.0,1,4小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d15075018-Bangkok_Magical_Chinatown_At_Night_With_A_Local_Host-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷景点徒步游，当地导游带队！,Booking.com,否,78,USD,,,3小时,,https://www.booking.com/attractions/th/pr179gl1uo73-see-20-bangkok-sights-with-private-guide.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPR179GL1uo73_oiOFGcHSSMKJIQ_sc
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷奇妙的珍珠豪华晚餐巡航与现场音乐,Viator,否,50,USD,3.8,6,2小时,,https://www.viator.com/Bangkok/d343/p-350014P14?googlettd=true&src=papi&campaign=&surface=maps&funnel=nav
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：电动滑板车夜游与当地街头美食,GetYourGuide,否,32,USD,4.9,504,3小时,,https://www.getyourguide.com/bangkok-l169/bangkok-e-scooter-night-tour-with-local-street-food-t311958/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=311958&option_id=549148&partner_id=CD951
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷惊人的中国城之旅,Tripadvisor,否,78,USD,,,3小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d19530758-Bangkoks_Amazing_China_Town_Tour-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷精彩唐人街之旅 + 美食之旅,Booking.com,否,219,USD,,,6小时,,https://www.booking.com/attractions/th/prst1p0ci9fs-bangkoks-amazing-chinatown-tour-food-tour.zh-cn.html?aid=2421090&adplat=www-gttd-option-attractions-product&label=lgzh-Hans-US_crUSD_sfmaps_fnnav_piPRst1p0Ci9Fs_oiOFn1nOK2qeCl_sc
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷：夜间街头美食品尝之旅,GetYourGuide,否,47,USD,4.6,53,2小时30分钟,,https://www.getyourguide.com/bangkok-l169/bangkok-street-food-tasting-tour-at-night-t434397/?locale=zh-Hans-US&currency=USD&surface=maps&funnel=nav&google_ads_click_source=&product_id=434397&option_id=782651&partner_id=CD951
ChIJXcCcKxmZ4jARrxccBExkbdc,Wat Chakrawatrachawat Woramahawihan,门票,曼谷精彩唐人街之旅 + 美食之旅,Tripadvisor,否,219,USD,,,6小时,,https://cn.tripadvisor.com/AttractionProductHighlight-g293916-d28664838-Bangkok_s_Amazing_Chinatown_Tour_Food_tour-Bangkok.html?supul=zh-Hans-US&supsf=maps&supfn=nav&supas=
