泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）
TH,4,村,43010102,430101,4301,43,,ชัยพร,,村级暂无可靠中文标准名,ในเมือง,เมืองหนองคาย,หนองคาย,,,未匹配公开点位,625,714,1339,1157,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,43010103,430101,4301,43,,หายโศก,,村级暂无可靠中文标准名,ในเมือง,เมืองหนองคาย,หนองคาย,,,未匹配公开点位,430,423,853,755,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,43010104,430101,4301,43,,ศรีชมชื่น,,村级暂无可靠中文标准名,ในเมือง,เมืองหนองคาย,หนองคาย,,,未匹配公开点位,434,489,923,750,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,43010105,430101,4301,43,,ศรีษะเกษ-ศรีเมือง,,村级暂无可靠中文标准名,ในเมือง,เมืองหนองคาย,หนองคาย,,,未匹配公开点位,367,421,788,832,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,44010201,440102,4401,44,,เขวา,,村级暂无可靠中文标准名,เขวา,เมืองมหาสารคาม,มหาสารคาม,16.1489109,103.401703,历史点位匹配；上线前抽样复核,321,369,690,290,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,44010202,440102,4401,44,,ดอนดู่,,村级暂无可靠中文标准名,เขวา,เมืองมหาสารคาม,มหาสารคาม,16.1688971,103.4155696,历史点位匹配；上线前抽样复核,323,336,659,214,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,44010203,440102,4401,44,,เชียงเหียน,,村级暂无可靠中文标准名,เขวา,เมืองมหาสารคาม,มหาสารคาม,16.157693,103.3679697,历史点位匹配；上线前抽样复核,372,369,741,279,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,44010204,440102,4401,44,,หัน,,村级暂无可靠中文标准名,เขวา,เมืองมหาสารคาม,มหาสารคาม,16.1523494,103.3782989,历史点位匹配；上线前抽样复核,317,310,627,194,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,44010205,440102,4401,44,,เอียด,,村级暂无可靠中文标准名,เขวา,เมืองมหาสารคาม,มหาสารคาม,16.1397477,103.3849464,历史点位匹配；上线前抽样复核,432,452,884,255,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,45010201,450102,4501,45,,หนองหญ้าม้า,,村级暂无可靠中文标准名,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0358034,103.6841603,历史点位匹配；上线前抽样复核,571,468,1039,282,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,45010202,450102,4501,45,,เขวา,,村级暂无可靠中文标准名,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0242432,103.6843163,历史点位匹配；上线前抽样复核,461,485,946,262,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,45010203,450102,4501,45,,หัวแฮด,,村级暂无可靠中文标准名,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0337776,103.6693988,历史点位匹配；上线前抽样复核,626,721,1347,496,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,45010204,450102,4501,45,,รอบเมือง,,村级暂无可靠中文标准名,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0283691,103.6558725,历史点位匹配；上线前抽样复核,491,604,1095,535,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,45010205,450102,4501,45,,ทุ่งนาหลวง,,村级暂无可靠中文标准名,รอบเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,16.0397234,103.6546281,历史点位匹配；上线前抽样复核,584,660,1244,720,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,46010201,460102,4601,46,,โนนสำราญ,,村级暂无可靠中文标准名,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.4266017,103.5605111,历史点位匹配；上线前抽样复核,303,345,648,266,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,46010202,460102,4601,46,,สิมลี,,村级暂无可靠中文标准名,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.4311394,103.5632871,历史点位匹配；上线前抽样复核,362,352,714,216,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,46010203,460102,4601,46,,หนาดใต้,,村级暂无可靠中文标准名,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.4492783,103.5725187,历史点位匹配；上线前抽样复核,300,304,604,175,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,46010204,460102,4601,46,,สะอาดใต้,,村级暂无可靠中文标准名,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.4194165,103.5671185,历史点位匹配；上线前抽样复核,167,144,311,98,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,46010205,460102,4601,46,,หนาด,,村级暂无可靠中文标准名,เหนือ,เมืองกาฬสินธุ์,กาฬสินธุ์,16.4501691,103.570639,历史点位匹配；上线前抽样复核,491,537,1028,330,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,47010201,470102,4701,47,,ดงมะไฟ,,村级暂无可靠中文标准名,ขมิ้น,เมืองสกลนคร,สกลนคร,17.2805542,103.9924027,历史点位匹配；上线前抽样复核,506,513,1019,663,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,47010202,470102,4701,47,,ขมิ้น,,村级暂无可靠中文标准名,ขมิ้น,เมืองสกลนคร,สกลนคร,17.2815843,104.0177981,历史点位匹配；上线前抽样复核,664,662,1326,513,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,47010203,470102,4701,47,,ผักขะยา,,村级暂无可靠中文标准名,ขมิ้น,เมืองสกลนคร,สกลนคร,17.2743947,104.0263027,历史点位匹配；上线前抽样复核,339,347,686,261,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,47010204,470102,4701,47,,โคกเลาะใหญ่,,村级暂无可靠中文标准名,ขมิ้น,เมืองสกลนคร,สกลนคร,17.2591115,104.0433152,历史点位匹配；上线前抽样复核,525,534,1059,454,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,47010205,470102,4701,47,,โคกเลาะน้อย,,村级暂无可靠中文标准名,ขมิ้น,เมืองสกลนคร,สกลนคร,17.2564315,104.0499136,历史点位匹配；上线前抽样复核,360,357,717,315,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,48010301,480103,4801,48,,ดอนยานาง,,村级暂无可靠中文标准名,นาทราย,เมืองนครพนม,นครพนม,,,未匹配公开点位,472,524,996,382,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,48010302,480103,4801,48,,นามูลฮิ้น,,村级暂无可靠中文标准名,นาทราย,เมืองนครพนม,นครพนม,17.3992468,104.6806666,历史点位匹配；上线前抽样复核,342,337,679,213,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,48010303,480103,4801,48,,โพนงาม,,村级暂无可靠中文标准名,นาทราย,เมืองนครพนม,นครพนม,,,未匹配公开点位,299,298,597,186,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,48010304,480103,4801,48,,นาคำกลาง,,村级暂无可靠中文标准名,นาทราย,เมืองนครพนม,นครพนม,17.3880424,104.6777354,历史点位匹配；上线前抽样复核,179,193,372,114,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,48010305,480103,4801,48,,อ่างคำ,,村级暂无可靠中文标准名,นาทราย,เมืองนครพนม,นครพนม,17.3902826,104.6827553,历史点位匹配；上线前抽样复核,240,228,468,154,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,49010101,490101,4901,49,,คำตุนาง,,村级暂无可靠中文标准名,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,16.567926,104.6520907,历史点位匹配；上线前抽样复核,384,333,717,251,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,49010102,490101,4901,49,,นาคำน้อย,,村级暂无可靠中文标准名,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,16.5597738,104.6266331,历史点位匹配；上线前抽样复核,386,397,783,395,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,49010103,490101,4901,49,,ศูนย์ไหม,,村级暂无可靠中文标准名,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,16.54824,104.6593348,历史点位匹配；上线前抽样复核,642,684,1326,987,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,49010104,490101,4901,49,,กุดโง้งน้อย,,村级暂无可靠中文标准名,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,16.5632706,104.6415251,历史点位匹配；上线前抽样复核,507,506,1013,422,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,49010105,490101,4901,49,,กุดโง้งใหญ่,,村级暂无可靠中文标准名,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,16.573475,104.645352,历史点位匹配；上线前抽样复核,384,372,756,297,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,50010701,500107,5001,50,,ช่างเคี่ยน,,村级暂无可靠中文标准名,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,18.8059061,98.9365553,历史点位匹配；上线前抽样复核,1803,1983,3786,4233,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,50010702,500107,5001,50,,เจ็ดยอด,,村级暂无可靠中文标准名,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,18.8096145,98.9699701,历史点位匹配；上线前抽样复核,1726,2014,3740,4064,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,50010703,500107,5001,50,,ข่วงสิงห์,,村级暂无可靠中文标准名,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,18.8132105,98.9783016,历史点位匹配；上线前抽样复核,400,509,909,898,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,50010704,500107,5001,50,,ขุนช่างเคี่ยน,,村级暂无可靠中文标准名,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,18.8360397,98.9030905,历史点位匹配；上线前抽样复核,554,567,1121,188,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,50010705,500107,5001,50,,สันติธรรม,,村级暂无可靠中文标准名,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,18.8041907,98.9642105,历史点位匹配；上线前抽样复核,72,96,168,353,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,51010201,510102,5101,51,,ต้นผึ้ง,,村级暂无可靠中文标准名,เหมืองง่า,เมืองลำพูน,ลำพูน,18.6206379,99.0188009,历史点位匹配；上线前抽样复核,1185,1451,2636,1489,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,51010202,510102,5101,51,,เหมืองง่า,,村级暂无可靠中文标准名,เหมืองง่า,เมืองลำพูน,ลำพูน,18.6070804,99.0225911,历史点位匹配；上线前抽样复核,704,877,1581,693,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,51010203,510102,5101,51,,ศรีบุญยืน,,村级暂无可靠中文标准名,เหมืองง่า,เมืองลำพูน,ลำพูน,18.5990898,99.0028382,历史点位匹配；上线前抽样复核,680,868,1548,1110,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,51010204,510102,5101,51,,วังทอง,,村级暂无可靠中文标准名,เหมืองง่า,เมืองลำพูน,ลำพูน,,,未匹配公开点位,493,572,1065,794,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,51010205,510102,5101,51,,ป่าขาม,,村级暂无可靠中文标准名,เหมืองง่า,เมืองลำพูน,ลำพูน,18.6369067,99.0150103,历史点位匹配；上线前抽样复核,685,804,1489,629,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,52010501,520105,5201,52,,ป่าขาม,,村级暂无可靠中文标准名,พระบาท,เมืองลำปาง,ลำปาง,,,未匹配公开点位,636,682,1318,746,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,52010502,520105,5201,52,,บุญเกิด,,村级暂无可靠中文标准名,พระบาท,เมืองลำปาง,ลำปาง,,,未匹配公开点位,1547,1761,3308,1941,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,52010503,520105,5201,52,,โทกหัวช้าง,,村级暂无可靠中文标准名,พระบาท,เมืองลำปาง,ลำปาง,18.2448727,99.5106419,历史点位匹配；上线前抽样复核,825,901,1726,729,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,52010504,520105,5201,52,,ผาลาด,,村级暂无可靠中文标准名,พระบาท,เมืองลำปาง,ลำปาง,18.2428282,99.5929282,历史点位匹配；上线前抽样复核,587,604,1191,644,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,52010505,520105,5201,52,,พระบาท,,村级暂无可靠中文标准名,พระบาท,เมืองลำปาง,ลำปาง,18.2810374,99.506017,历史点位匹配；上线前抽样复核,451,517,968,507,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,53010201,530102,5301,53,,คลองห้วยไผ่,,村级暂无可靠中文标准名,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,17.6655675,100.143471,历史点位匹配；上线前抽样复核,509,579,1088,641,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,53010202,530102,5301,53,,หนองบัว,,村级暂无可靠中文标准名,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,17.6278481,100.0753718,历史点位匹配；上线前抽样复核,441,520,961,580,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,53010203,530102,5301,53,,นาโปร่ง,,村级暂无可靠中文标准名,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,,,未匹配公开点位,991,1141,2132,1391,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,53010204,530102,5301,53,,หนองคำฮ้อย,,村级暂无可靠中文标准名,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,17.6333687,100.0838875,历史点位匹配；上线前抽样复核,1042,1273,2315,1123,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,53010205,530102,5301,53,,ม่อนดินแดง,,村级暂无可靠中文标准名,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,17.6658511,100.0935089,历史点位匹配；上线前抽样复核,823,1027,1850,873,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,54010201,540102,5401,54,,แต,,村级暂无可靠中文标准名,นาจักร,เมืองแพร่,แพร่,,,未匹配公开点位,324,420,744,311,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,54010202,540102,5401,54,,โกศัยประชาพัฒนา,,村级暂无可靠中文标准名,นาจักร,เมืองแพร่,แพร่,18.1291164,100.1540044,历史点位匹配；上线前抽样复核,328,395,723,478,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,54010203,540102,5401,54,,นาจักร,,村级暂无可靠中文标准名,นาจักร,เมืองแพร่,แพร่,18.1127536,100.1699633,历史点位匹配；上线前抽样复核,212,245,457,173,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,54010204,540102,5401,54,,ตอน,,村级暂无可靠中文标准名,นาจักร,เมืองแพร่,แพร่,18.1272237,100.1681691,历史点位匹配；上线前抽样复核,198,207,405,174,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,54010205,540102,5401,54,,เหล่า,,村级暂无可靠中文标准名,นาจักร,เมืองแพร่,แพร่,18.1200229,100.1633959,历史点位匹配；上线前抽样复核,251,306,557,397,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,55010201,550102,5501,55,,วังหมอ,,村级暂无可靠中文标准名,บ่อ,เมืองน่าน,น่าน,18.9673359,100.774092,历史点位匹配；上线前抽样复核,282,292,574,227,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,55010202,550102,5501,55,,ห้วยยื่น,,村级暂无可靠中文标准名,บ่อ,เมืองน่าน,น่าน,18.9222684,100.7631735,历史点位匹配；上线前抽样复核,295,286,581,218,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,55010203,550102,5501,55,,ภูเวียง,,村级暂无可靠中文标准名,บ่อ,เมืองน่าน,น่าน,18.9505141,100.7378338,历史点位匹配；上线前抽样复核,111,132,243,96,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,55010204,550102,5501,55,,ผาขวาง,,村级暂无可靠中文标准名,บ่อ,เมืองน่าน,น่าน,18.9860118,100.8293413,历史点位匹配；上线前抽样复核,243,256,499,191,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,55010205,550102,5501,55,,น้ำงาว,,村级暂无可靠中文标准名,บ่อ,เมืองน่าน,น่าน,18.9656199,100.7645782,历史点位匹配；上线前抽样复核,367,366,733,164,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,56010401,560104,5601,56,,สันขี้เหล็ก,,村级暂无可靠中文标准名,แม่นาเรือ,เมืองพะเยา,พะเยา,19.120312,99.8422286,历史点位匹配；上线前抽样复核,209,202,411,176,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,56010402,560104,5601,56,,โซ้,,村级暂无可靠中文标准名,แม่นาเรือ,เมืองพะเยา,พะเยา,19.0704332,99.8799938,历史点位匹配；上线前抽样复核,500,487,987,505,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,56010403,560104,5601,56,,ร่องคำหลวง,,村级暂无可靠中文标准名,แม่นาเรือ,เมืองพะเยา,พะเยา,19.0885783,99.864881,历史点位匹配；上线前抽样复核,248,272,520,281,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,56010404,560104,5601,56,,ร่องคำน้อย,,村级暂无可靠中文标准名,แม่นาเรือ,เมืองพะเยา,พะเยา,19.1021598,99.8592478,历史点位匹配；上线前抽样复核,135,135,270,141,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,56010405,560104,5601,56,,ไร่,,村级暂无可靠中文标准名,แม่นาเรือ,เมืองพะเยา,พะเยา,19.1112184,99.8545413,历史点位匹配；上线前抽样复核,245,243,488,225,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,57010201,570102,5701,57,,หนองด่าน,,村级暂无可靠中文标准名,รอบเวียง,เมืองเชียงราย,เชียงราย,19.8757731,99.8388472,历史点位匹配；上线前抽样复核,891,1012,1903,1038,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,57010202,570102,5701,57,,ป่ายางมนต์,,村级暂无可靠中文标准名,รอบเวียง,เมืองเชียงราย,เชียงราย,19.9135362,99.8778723,历史点位匹配；上线前抽样复核,717,808,1525,829,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,57010203,570102,5701,57,,สันหนอง,,村级暂无可靠中文标准名,รอบเวียง,เมืองเชียงราย,เชียงราย,19.9197995,99.8903271,历史点位匹配；上线前抽样复核,1497,1765,3262,2231,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,57010204,570102,5701,57,,ป่างิ้ว,,村级暂无可靠中文标准名,รอบเวียง,เมืองเชียงราย,เชียงราย,19.9112118,99.7956984,历史点位匹配；上线前抽样复核,613,645,1258,1052,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,57010205,570102,5701,57,,ป่ายางมนใหม่,,村级暂无可靠中文标准名,รอบเวียง,เมืองเชียงราย,เชียงราย,,,未匹配公开点位,1387,1651,3038,1748,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,58010201,580102,5801,58,,ห้วยโป่ง,,村级暂无可靠中文标准名,ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,19.0321479,97.9833709,历史点位匹配；上线前抽样复核,332,324,656,381,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,58010202,580102,5801,58,,แก่นฟ้า,,村级暂无可靠中文标准名,ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,19.0576364,97.9230326,历史点位匹配；上线前抽样复核,245,251,496,239,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,58010203,580102,5801,58,,ป่าลาน,,村级暂无可靠中文标准名,ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,19.0685128,97.9286646,历史点位匹配；上线前抽样复核,601,569,1170,443,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,58010204,580102,5801,58,,ห้วยหมากกลาง,,村级暂无可靠中文标准名,ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,19.0044379,98.1152825,历史点位匹配；上线前抽样复核,133,101,234,135,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,58010205,580102,5801,58,,ไม้ฮุง,,村级暂无可靠中文标准名,ห้วยโป่ง,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,19.0585455,97.9239771,历史点位匹配；上线前抽样复核,284,249,533,254,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,60010201,600102,6001,60,,ศาลเจ้า,,村级暂无可靠中文标准名,กลางแดด,เมืองนครสวรรค์,นครสวรรค์,15.6781731,100.1177357,历史点位匹配；上线前抽样复核,264,334,598,251,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
