清单序号,酒店ID,清单酒店名称,携程详情酒店名称,Trip酒店ID,Trip酒店名称,房型ID,房型名称,床型,可住人数,面积,楼层,窗户,吸烟政策,房型设施,房型图片数,房型首图URL,房型图片URLs,入住日期,离店日期,来源URL,房型数据性质,采集方法,采集时间
556,702065,曼谷尊贵比左特尔酒店,乐浩思SUKHUMVIT超级套房酒店(Lohas Residences Sukhumvit),702065,Lohas Residences Sukhumvit,10450662,One Bedroom Lohas Suite,1 King bed,2,60m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 60m² | Has window | Non-smoking | Free Wi-Fi,20,https://aw-d.tripcdn.com/images/0222p1200082n0o5n4330.jpg,https://aw-d.tripcdn.com/images/0222p1200082n0o5n4330.jpg | https://aw-d.tripcdn.com/images/220p0x000000ks5ho29B4.jpg | https://aw-d.tripcdn.com/images/0223a12000abdxwll1FE1.jpg | https://aw-d.tripcdn.com/images/0583z12000skd88sjBFC2.jpg | https://aw-d.tripcdn.com/images/0581z12000sk9zh9530BD.jpg | https://aw-d.tripcdn.com/images/220s0x000000kzwca1E44.jpg | https://aw-d.tripcdn.com/images/220f0x000000kt1de080E.jpg | https://aw-d.tripcdn.com/images/220i0y000000lpwpo5867.jpg | https://aw-d.tripcdn.com/images/22060x000000ktn1eB48E.jpg | https://aw-d.tripcdn.com/images/220a0y000000lses709AB.jpg | https://aw-d.tripcdn.com/images/220q0y000000lsdmm748D.jpg | https://aw-d.tripcdn.com/images/22050y000000ltlgoBCCB.jpg | https://aw-d.tripcdn.com/images/220u0x000000ksznf4585.jpg | https://aw-d.tripcdn.com/images/220u0y000000macxaEBDB.jpg | https://aw-d.tripcdn.com/images/22070y000000m7rudF185.jpg | https://aw-d.tripcdn.com/images/0586p12000sp8onsp5073.jpg | https://aw-d.tripcdn.com/images/0585212000sp8vym15A97.jpg | https://aw-d.tripcdn.com/images/0586o12000snkyko9CC5C.jpg | https://aw-d.tripcdn.com/images/0581c12000shdunqd79FB.jpg | https://aw-d.tripcdn.com/images/0586m12000sznwqi9A23A.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:17
556,702065,曼谷尊贵比左特尔酒店,乐浩思SUKHUMVIT超级套房酒店(Lohas Residences Sukhumvit),702065,Lohas Residences Sukhumvit,10450684,Two Bedroom Lohas Suite,2 Single bed and 1 King bed,4,85m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 85m² | Has window | Non-smoking | Free Wi-Fi,22,https://aw-d.tripcdn.com/images/220k0x000000kx75r9816.jpg,https://aw-d.tripcdn.com/images/220k0x000000kx75r9816.jpg | https://aw-d.tripcdn.com/images/22040x000000ks00w0559.jpg | https://aw-d.tripcdn.com/images/0581l12000tbduqfi6E90.jpg | https://aw-d.tripcdn.com/images/22040x000000ks00v1538.jpg | https://aw-d.tripcdn.com/images/220b0x000000kven378D1.jpg | https://aw-d.tripcdn.com/images/22020x000000l03je8CE5.jpg | https://aw-d.tripcdn.com/images/220r0x000000krfu5FFFF.jpg | https://aw-d.tripcdn.com/images/220g0x000000ktpj7CF3D.jpg | https://aw-d.tripcdn.com/images/0584r12000sma7g1l6746.jpg | https://aw-d.tripcdn.com/images/220q0y000000lsdmm748D.jpg | https://aw-d.tripcdn.com/images/220u0y000000macxaEBDB.jpg | https://aw-d.tripcdn.com/images/22070y000000m7rudF185.jpg | https://aw-d.tripcdn.com/images/220u0x000000ksznb8601.jpg | https://aw-d.tripcdn.com/images/22050x000000kviw1FEBF.jpg | https://aw-d.tripcdn.com/images/22050y000000ltlgoBCCB.jpg | https://aw-d.tripcdn.com/images/0581q12000skeh7lw97D2.jpg | https://aw-d.tripcdn.com/images/0585l12000spc6i7g8686.jpg | https://aw-d.tripcdn.com/images/0585a12000spc6lhq668E.jpg | https://aw-d.tripcdn.com/images/0224h12000a151g0v3F34.jpg | https://aw-d.tripcdn.com/images/0584312000sn5vtdr6989.jpg | https://aw-d.tripcdn.com/images/0585f12000tc0bu1pA6EC.jpg | https://aw-d.tripcdn.com/images/0585012000tbjgiqf974D.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:17
556,702065,曼谷尊贵比左特尔酒店,乐浩思SUKHUMVIT超级套房酒店(Lohas Residences Sukhumvit),702065,Lohas Residences Sukhumvit,23070841,Lohas Premier Balcony,1 King bed,2,55m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 55m² | Has window | Non-smoking | Free Wi-Fi,12,https://aw-d.tripcdn.com/images/0584712000spbiumzA279.jpg,https://aw-d.tripcdn.com/images/0584712000spbiumzA279.jpg | https://aw-d.tripcdn.com/images/0226k12000a151mt7631B.jpg | https://aw-d.tripcdn.com/images/0582n12000snrcir68ABA.jpg | https://aw-d.tripcdn.com/images/220h0x000000kulbj15F4.jpg | https://aw-d.tripcdn.com/images/220d0x000000krjgc0433.jpg | https://aw-d.tripcdn.com/images/220h0x000000kulbk0615.jpg | https://aw-d.tripcdn.com/images/220r0y000000m8t3wECBF.jpg | https://aw-d.tripcdn.com/images/0581g12000speezn92F95.jpg | https://aw-d.tripcdn.com/images/0584412000spef3jdF694.jpg | https://aw-d.tripcdn.com/images/0586v12000spaigi1282D.jpg | https://aw-d.tripcdn.com/images/0586812000spcx5seD279.jpg | https://aw-d.tripcdn.com/images/0583z12000skd88sjBFC2.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:17
556,702065,曼谷尊贵比左特尔酒店,乐浩思SUKHUMVIT超级套房酒店(Lohas Residences Sukhumvit),702065,Lohas Residences Sukhumvit,496898979,Executive Suite,1 King bed,2,48m²,Floor: 3-9,No window,,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 48m² | Floor: 3-9 | No window | Free Wi-Fi,3,https://aw-d.tripcdn.com/images/0581312000srjmi16B8EB.jpg,https://aw-d.tripcdn.com/images/0581312000srjmi16B8EB.jpg | https://aw-d.tripcdn.com/images/0583b12000srjow27CA9D.jpg | https://aw-d.tripcdn.com/images/0582h12000srjlo940CD3.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-702065/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:17
557,113408029,曼谷尊贵比左特尔酒店,德博坦班纳(De Botan Bangna),113408029,De Botan Bangna,460250792,Superior King Room,1 King bed,2,22m²,Floor: 2-4,Has window,Non-smoking,Private bathroom | Refrigerator | Minibar | TV | Daily housekeeping | 22m² | Floor: 2-4 | Has window | Non-smoking | Free Wi-Fi,4,https://aw-d.tripcdn.com/images/1mc0p12000sna2m1j80FD.jpg,https://aw-d.tripcdn.com/images/1mc0p12000sna2m1j80FD.jpg | https://aw-d.tripcdn.com/images/1mc0212000sna39upD881.jpg | https://aw-d.tripcdn.com/images/1mc3j12000sna3bec05CA.jpg | https://aw-d.tripcdn.com/images/1mc6i12000sna37pk59D6.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-113408029/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:21
557,113408029,曼谷尊贵比左特尔酒店,德博坦班纳(De Botan Bangna),113408029,De Botan Bangna,460250807,Superior Twin Room,2 Single bed,2,22m²,Floor: 2-4,Fixed window,Non-smoking,Private bathroom | Refrigerator | TV | Daily housekeeping | Bath towels | 22m² | Floor: 2-4 | Fixed window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc1w12000sna3r2h154A.jpg,https://aw-d.tripcdn.com/images/1mc1w12000sna3r2h154A.jpg | https://aw-d.tripcdn.com/images/1mc6a12000sna40ke03ED.jpg | https://aw-d.tripcdn.com/images/1mc6i12000sna37pk59D6.jpg | https://aw-d.tripcdn.com/images/1mc3j12000sna3bec05CA.jpg | https://aw-d.tripcdn.com/images/0224m12000tfc2g07F91F.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-113408029/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:21
557,113408029,曼谷尊贵比左特尔酒店,德博坦班纳(De Botan Bangna),113408029,De Botan Bangna,460250819,Deluxe King Room,1 King bed,2,24m²,Floor: 2-7,Has window,Non-smoking,Private bathroom | Refrigerator | Minibar | TV | Daily housekeeping | 24m² | Floor: 2-7 | Has window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc2712000sna5jxv1B69.jpg,https://aw-d.tripcdn.com/images/1mc2712000sna5jxv1B69.jpg | https://aw-d.tripcdn.com/images/1mc3k12000sna4x8dE27E.jpg | https://aw-d.tripcdn.com/images/1mc3a12000sna5iuv9544.jpg | https://aw-d.tripcdn.com/images/1mc2h12000sna4twn38BA.jpg | https://aw-d.tripcdn.com/images/1ik6q12000skvi4k3F53E.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-113408029/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:21
557,113408029,曼谷尊贵比左特尔酒店,德博坦班纳(De Botan Bangna),113408029,De Botan Bangna,568725616,Junior Suite King Room,1 King bed,2,23m²,Floor: 5,Fixed window,Non-smoking,Private bathroom | TV | Daily housekeeping | Bath towels | Chairs | 23m² | Floor: 5 | Fixed window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc0s12000sna6d3u58C9.jpg,https://aw-d.tripcdn.com/images/1mc0s12000sna6d3u58C9.jpg | https://aw-d.tripcdn.com/images/1mc0w12000sna6hkg56B6.jpg | https://aw-d.tripcdn.com/images/1mc3a12000sna66qf3D40.jpg | https://aw-d.tripcdn.com/images/1mc6v12000sna7t4t6139.jpg | https://aw-d.tripcdn.com/images/0223x12000tfc352xE591.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-113408029/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:21
557,113408029,曼谷尊贵比左特尔酒店,德博坦班纳(De Botan Bangna),113408029,De Botan Bangna,568726697,Family Suite Room,2 Queen bed,4,27m²,Floor: 5,Fixed window,Non-smoking,Private bathroom | TV | Daily housekeeping | Bath towels | Chairs | 27m² | Floor: 5 | Fixed window | Non-smoking | Free Wi-Fi,5,https://aw-d.tripcdn.com/images/1mc4y12000sna8e9g22D7.jpg,https://aw-d.tripcdn.com/images/1mc4y12000sna8e9g22D7.jpg | https://aw-d.tripcdn.com/images/1mc5c12000sna7qqzCD0D.jpg | https://aw-d.tripcdn.com/images/1mc4n12000sna887cF412.jpg | https://aw-d.tripcdn.com/images/1mc6v12000sna7t4t6139.jpg | https://aw-d.tripcdn.com/images/1mc4412000sna84e24B0B.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-113408029/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:21
558,108803350,曼谷尊贵比左特尔酒店,曼谷加住酒店(Stay Plus Hotel Bangkok),108803350,Stay Plus Hotel Bangkok,442450736,Standard Room,2 Single bed,2,30m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 30m² | Has window | Non-smoking,10,https://aw-d.tripcdn.com/images/0220c12000lq1abud43E6.jpg,https://aw-d.tripcdn.com/images/0220c12000lq1abud43E6.jpg | https://aw-d.tripcdn.com/images/0221112000k3jq8d8E924.jpg | https://aw-d.tripcdn.com/images/0220712000lbt1g9h7B18.jpg | https://aw-d.tripcdn.com/images/0220s12000k3jq8679DE1.jpg | https://aw-d.tripcdn.com/images/0584g12000t0poj26E2EF.jpg | https://aw-d.tripcdn.com/images/0224812000k3jqcbbB6C7.jpg | https://aw-d.tripcdn.com/images/0221712000k3jqbau7337.jpg | https://aw-d.tripcdn.com/images/1ik0g12000t76pu9x939B.jpg | https://aw-d.tripcdn.com/images/0222f12000k3jqe1vCA10.jpg | https://aw-d.tripcdn.com/images/1ik3812000sl15t7z05B5.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-108803350/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:25
558,108803350,曼谷尊贵比左特尔酒店,曼谷加住酒店(Stay Plus Hotel Bangkok),108803350,Stay Plus Hotel Bangkok,442971034,Suite Room,1 Double bed,2,96m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 96m² | Has window | Non-smoking,6,https://aw-d.tripcdn.com/images/1ik0y12000o97j2f390CD.jpg,https://aw-d.tripcdn.com/images/1ik0y12000o97j2f390CD.jpg | https://aw-d.tripcdn.com/images/0225p12000to6js3w17BB.jpg | https://aw-d.tripcdn.com/images/0222l12000lbt1p4xA1CA.jpg | https://aw-d.tripcdn.com/images/0582o12000t0poj241AC2.jpg | https://aw-d.tripcdn.com/images/1ik5p12000skg5cm37D6B.jpg | https://aw-d.tripcdn.com/images/0226b12000to6jp4kE67E.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-108803350/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:25
558,108803350,曼谷尊贵比左特尔酒店,曼谷加住酒店(Stay Plus Hotel Bangkok),108803350,Stay Plus Hotel Bangkok,442971035,Duplex Room,1 Double bed,2,76m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 76m² | Has window | Non-smoking,9,https://aw-d.tripcdn.com/images/0226i12000lbt1ijsC58F.jpg,https://aw-d.tripcdn.com/images/0226i12000lbt1ijsC58F.jpg | https://aw-d.tripcdn.com/images/0222012000lbv2p0765F8.jpg | https://aw-d.tripcdn.com/images/0225012000lbv2va9D0C0.jpg | https://aw-d.tripcdn.com/images/0221t12000lbt1je84BA9.jpg | https://aw-d.tripcdn.com/images/0220s12000lbt1p4d8925.jpg | https://aw-d.tripcdn.com/images/0221y12000lbt1o6h4C82.jpg | https://aw-d.tripcdn.com/images/0220j12000lbt1lwf3C8F.jpg | https://aw-d.tripcdn.com/images/0221u12000lbv2wlhA723.jpg | https://aw-d.tripcdn.com/images/0220512000lbt1g8kCE7D.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-108803350/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:25
558,108803350,曼谷尊贵比左特尔酒店,曼谷加住酒店(Stay Plus Hotel Bangkok),108803350,Stay Plus Hotel Bangkok,446697919,5 Bed Room,5 Single bed,5,68m²,Floor: 1,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Minibar | TV | 68m² | Floor: 1 | Has window | Non-smoking,7,https://aw-d.tripcdn.com/images/0225h12000lbt1o6997BE.jpg,https://aw-d.tripcdn.com/images/0225h12000lbt1o6997BE.jpg | https://aw-d.tripcdn.com/images/0221812000n0ipwkwF1FA.jpg | https://aw-d.tripcdn.com/images/1ik4012000tf0ett29711.jpg | https://aw-d.tripcdn.com/images/0222i12000lbt1i4m77E4.jpg | https://aw-d.tripcdn.com/images/0223712000k71yx090ED1.jpg | https://aw-d.tripcdn.com/images/0224712000k71zj0b255E.jpg | https://aw-d.tripcdn.com/images/0224r12000k71yubbDDD4.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-108803350/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:25
558,108803350,曼谷尊贵比左特尔酒店,曼谷加住酒店(Stay Plus Hotel Bangkok),108803350,Stay Plus Hotel Bangkok,477696105,Superior Double Room,1 King bed,2,30m²,Floor: 4-5,Has window,Non-smoking,30m² | Floor: 4-5 | Has window | Non-smoking,8,https://aw-d.tripcdn.com/images/1mc2j12000d5zvssz796E.jpg,https://aw-d.tripcdn.com/images/1mc2j12000d5zvssz796E.jpg | https://aw-d.tripcdn.com/images/1mc6r12000d5zuayzE307.jpg | https://aw-d.tripcdn.com/images/1mc0q12000d5zvv74B9D8.jpg | https://aw-d.tripcdn.com/images/0581q12000stfas92C12B.jpg | https://aw-d.tripcdn.com/images/1mc0d12000d5zwrcz090D.jpg | https://aw-d.tripcdn.com/images/0586p12000stegxikC4B3.jpg | https://aw-d.tripcdn.com/images/1mc5u12000d5zuxet8B9D.jpg | https://aw-d.tripcdn.com/images/0581112000sniukzgA9B3.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-108803350/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:25
559,996730,曼谷尊贵比左特尔酒店,易思廷大酒店-沙吞(Eastin Grand Hotel Sathorn),996730,Eastin Grand Hotel Sathorn,10245427,Executive Superior Sky Room With Lounge Access,1 King bed or 2 Single bed,2,32m²,Floor: 30-32,Has window,Non-smoking,Private bathroom | Refrigerator | Shower | Tea bags | Toothbrushes | 32m² | Floor: 30-32 | Has window | Non-smoking | Free Wi-Fi,29,https://aw-d.tripcdn.com/images/02061120009hl8hvwA885.jpg,https://aw-d.tripcdn.com/images/02061120009hl8hvwA885.jpg | https://aw-d.tripcdn.com/images/02048120009hl97fz9E59.jpg | https://aw-d.tripcdn.com/images/02015120009hl88x6C41E.jpg | https://aw-d.tripcdn.com/images/0205a120009hl8h98FE95.jpg | https://aw-d.tripcdn.com/images/1mc2612000di2klbgE4BD.jpg | https://aw-d.tripcdn.com/images/1mc0m12000di2l51oA4F8.jpg | https://aw-d.tripcdn.com/images/1mc1912000di2l9ipB967.jpg | https://aw-d.tripcdn.com/images/1mc1z12000di2ku056F4A.jpg | https://aw-d.tripcdn.com/images/1mc0g12000di2l1skF08D.jpg | https://aw-d.tripcdn.com/images/1mc2112000di2krxw5D14.jpg | https://aw-d.tripcdn.com/images/1mc1v12000di2kqr720DA.jpg | https://aw-d.tripcdn.com/images/0222912000kvohq7k6665.jpg | https://aw-d.tripcdn.com/images/0226p12000dlvbwd49F38.jpg | https://aw-d.tripcdn.com/images/0221812000dlvbuah1391.jpg | https://aw-d.tripcdn.com/images/0584712000snayt7w54AE.jpg | https://aw-d.tripcdn.com/images/0584912000sqqk6rt9D92.jpg | https://aw-d.tripcdn.com/images/0581712000sqqjqbl743A.jpg | https://aw-d.tripcdn.com/images/0583m12000sql3obo9BA5.jpg | https://aw-d.tripcdn.com/images/0583e12000sql35mq9D7B.jpg | https://aw-d.tripcdn.com/images/0221y12000k5nkbztC66A.jpg | https://aw-d.tripcdn.com/images/0224u12000lpkf37sEE2D.jpg | https://aw-d.tripcdn.com/images/0224312000kzslfqsA981.jpg | https://aw-d.tripcdn.com/images/0226u12000k5opb313E98.jpg | https://aw-d.tripcdn.com/images/0223112000sxdl7d0AAA2.jpg | https://aw-d.tripcdn.com/images/0587012000sql3hoaF908.jpg | https://aw-d.tripcdn.com/images/0221g12000n9iedfrEE56.jpg | https://aw-d.tripcdn.com/images/0225k12000n9i78a35D8E.jpg | https://aw-d.tripcdn.com/images/0225o12000kvog1ms3106.jpg | https://aw-d.tripcdn.com/images/0226w12000sxdl2w42E42.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996730/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:30
559,996730,曼谷尊贵比左特尔酒店,易思廷大酒店-沙吞(Eastin Grand Hotel Sathorn),996730,Eastin Grand Hotel Sathorn,3998134,Superior Room,1 Double bed or 2 Single bed,2,32m²,Floor: 15-20,Has window,Non-smoking,Private bathroom | Refrigerator | Shower | Tea bags | Doorbell and phone alerts | 32m² | Floor: 15-20 | Has window | Non-smoking | Free Wi-Fi,23,https://aw-d.tripcdn.com/images/0200w120009hl858i85A2.jpg,https://aw-d.tripcdn.com/images/0200w120009hl858i85A2.jpg | https://aw-d.tripcdn.com/images/1mc1p12000di2j5krD4F0.jpg | https://aw-d.tripcdn.com/images/1mc3712000di2jgd4FE58.jpg | https://aw-d.tripcdn.com/images/1mc2j12000di2iafk38D5.jpg | https://aw-d.tripcdn.com/images/1mc3r12000di2j74tCDC0.jpg | https://aw-d.tripcdn.com/images/1mc0d12000di2j1g76824.jpg | https://aw-d.tripcdn.com/images/0222p12000dlvbsgd75CC.jpg | https://aw-d.tripcdn.com/images/0222y12000dlvbvrhFE08.jpg | https://aw-d.tripcdn.com/images/0227112000k2247we10FC.jpg | https://aw-d.tripcdn.com/images/0221y12000k5nkbztC66A.jpg | https://aw-d.tripcdn.com/images/0224312000kzslfqsA981.jpg | https://aw-d.tripcdn.com/images/0221t12000k5opplvD105.jpg | https://aw-d.tripcdn.com/images/0226o12000spf5k9z5860.jpg | https://aw-d.tripcdn.com/images/0223212000k2255n20664.jpg | https://aw-d.tripcdn.com/images/0226u12000k5opb313E98.jpg | https://aw-d.tripcdn.com/images/0220312000k5nl1ez79B5.jpg | https://aw-d.tripcdn.com/images/0226q12000kwyb43pBAE1.jpg | https://aw-d.tripcdn.com/images/1ik1g12000nyvn5ntABDB.jpg | https://aw-d.tripcdn.com/images/0226w12000sxdl2w42E42.jpg | https://aw-d.tripcdn.com/images/0222z12000dlvbua5285D.jpg | https://aw-d.tripcdn.com/images/0585c12000sqhueyzEC2A.jpg | https://aw-d.tripcdn.com/images/0226y12000rqpffz660FC.jpg | https://aw-d.tripcdn.com/images/0581b12000sqmkk9w53E1.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996730/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:30
559,996730,曼谷尊贵比左特尔酒店,易思廷大酒店-沙吞(Eastin Grand Hotel Sathorn),996730,Eastin Grand Hotel Sathorn,3998135,Superior Sky Room,1 Double bed or 2 Single bed,2,32m²,Floor: 21-27,Has window,Non-smoking,Private bathroom | Refrigerator | Shower | Tea bags | Toothbrushes | 32m² | Floor: 21-27 | Has window | Non-smoking | Free Wi-Fi,22,https://aw-d.tripcdn.com/images/02068120009hl8cd05DEF.jpg,https://aw-d.tripcdn.com/images/02068120009hl8cd05DEF.jpg | https://aw-d.tripcdn.com/images/02063120009hl8v0hB897.jpg | https://aw-d.tripcdn.com/images/0202w120009hl8cep638C.jpg | https://aw-d.tripcdn.com/images/0206m120009hl8ei59423.jpg | https://aw-d.tripcdn.com/images/1mc1v12000di2ki7oF2BC.jpg | https://aw-d.tripcdn.com/images/1mc4n12000di2kdl604E4.jpg | https://aw-d.tripcdn.com/images/0222512000kz4u35aFBE8.jpg | https://aw-d.tripcdn.com/images/0221t12000k5opplvD105.jpg | https://aw-d.tripcdn.com/images/0224312000kzslfqsA981.jpg | https://aw-d.tripcdn.com/images/0223212000k2255n20664.jpg | https://aw-d.tripcdn.com/images/0221y12000k5nkbztC66A.jpg | https://aw-d.tripcdn.com/images/0226u12000k5opb313E98.jpg | https://aw-d.tripcdn.com/images/0226q12000kwyb43pBAE1.jpg | https://aw-d.tripcdn.com/images/0581712000stsqpefB235.jpg | https://aw-d.tripcdn.com/images/0220212000n9i2cqg2C6B.jpg | https://aw-d.tripcdn.com/images/0225n12000n9i2hc7A9CD.jpg | https://aw-d.tripcdn.com/images/0226s12000n9i2gzhAF22.jpg | https://aw-d.tripcdn.com/images/0224s12000cdix844BEE6.jpg | https://aw-d.tripcdn.com/images/0222y12000kvognhn9763.jpg | https://aw-d.tripcdn.com/images/0586112000stlm80g9364.jpg | https://aw-d.tripcdn.com/images/0223512000sxezete909E.jpg | https://aw-d.tripcdn.com/images/0226w12000sxdl2w42E42.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996730/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-05 16:54:30
