酒店ID,房型ID,房型名称,房型价格,币种,房型URL,床型,窗户,面积,楼层,可住人数,加床政策,吸烟政策,网络,剩余数量,房型设施,房型图片数,来源URL
32763472,1606596557,康体双床套房,1889,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=32763472&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1米单人床,有窗,74平方米,1-5层,3,,禁烟,Wi-Fi免费,7,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|无障碍设施:无障碍通道、无障碍淋浴、浴缸 - 带扶手、坐便器-带扶手、浴室 - 带紧急按钮、卧室紧急按钮、无障碍客房、视觉火灾报警器|清洁服务:每日打扫、熨衣设备|客房布局和家具:沙发、衣柜/衣橱、书桌、茶几、休闲椅、连通门、阳台、露台|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、冲洗器|食品饮品:咖啡机、咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|儿童设施服务:儿童洗漱用品、儿童浴巾、儿童马桶圈、儿童防滑凳、儿童帐篷、跳跳球、儿童餐具、儿童餐椅、婴儿浴盆、儿童拖鞋、儿童浴袍|客房设施:空调、手动窗帘、遮光窗帘、床具：羽绒被|媒体科技:电视机、卫星频道、音响、电影服务|室外景观:花园景、庭院景、城景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、针线包、开夜床、衣架、单一规格电源插座、220V电压插座、雨伞、行政酒廊待遇,9,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
32763472,1550351480,两卧室家庭套房,4410,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=32763472&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张特大床 及 1张上下铺,有窗,99平方米,5层,2,,禁烟,Wi-Fi免费,7,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|无障碍设施:无障碍通道|清洁服务:每日打扫、熨衣设备|客房布局和家具:沙发、衣柜/衣橱、书桌、茶几、休闲椅、餐桌、阳台、露台|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、冲洗器|食品饮品:咖啡机、咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|儿童设施服务:儿童洗漱用品、儿童浴巾、儿童马桶圈、儿童防滑凳、儿童帐篷、跳跳球、儿童餐具、儿童餐椅、婴儿浴盆、儿童拖鞋、儿童浴袍|客房设施:空调、手动窗帘、遮光窗帘、床具：羽绒被|媒体科技:电视机、卫星频道、音响、电影服务|室外景观:花园景、庭院景、城景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、针线包、开夜床、衣架、单一规格电源插座、220V电压插座、雨伞、行政酒廊待遇,13,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
32763472,1561631857,总统套房,8713,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=32763472&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,164平方米,5层,3,,禁烟,Wi-Fi免费,7,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|无障碍设施:无障碍通道、无障碍淋浴、浴缸 - 带扶手、浴室 - 带紧急按钮|清洁服务:每日打扫、熨衣设备|客房布局和家具:沙发、衣柜/衣橱、书桌、茶几、休闲椅、餐桌、阳台、露台|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、按摩浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、浴巾、24小时热水、拖鞋、冲洗器|食品饮品:咖啡机、咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|儿童设施服务:儿童洗漱用品、儿童浴巾、儿童马桶圈、儿童防滑凳、跳跳球、儿童餐具、儿童餐椅、婴儿浴盆、儿童拖鞋、儿童浴袍|客房设施:空调、手动窗帘、遮光窗帘、床具：羽绒被|媒体科技:电视机、卫星频道、音响、电影服务|室外景观:花园景、庭院景、城景|厨房用品:冰箱|便利设施:电子秤、房内保险箱、针线包、开夜床、衣架、单一规格电源插座、220V电压插座、雨伞、行政酒廊待遇,13,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
3485539,485550209,双人房,217,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3485539&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.52米大床,有窗,15平方米,2-7层,2,,禁烟,Wi-Fi免费,113,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂|无障碍设施:无障碍通道、坐便器-带扶手、盥洗盆较低、淋浴座椅、浴室 - 带紧急按钮|清洁服务:每日打扫|客房布局和家具:书桌、连通门|网络与通讯:客房WIFI、电话|食品饮品:咖啡壶/茶壶、电热水壶|卫浴设施:浴缸或淋浴、私人浴室、私人卫生间、吹风机、毛巾、24小时热水、拖鞋|客房设施:空调、电风扇、遮光窗帘、床具：毯子或被子、备用床具|媒体科技:电视机、有线频道|室外景观:城景|厨房用品:冰箱|便利设施:房内保险箱、衣架、110V电压插座、220V电压插座,11,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
3485539,485550229,双床房,217,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3485539&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张0.8米单人床,有窗,15平方米,,2,,禁烟,Wi-Fi免费,72,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂|无障碍设施:无障碍通道、坐便器-带扶手、盥洗盆较低、淋浴座椅、浴室 - 带紧急按钮|清洁服务:每日打扫|客房布局和家具:书桌、连通门|网络与通讯:客房WIFI、电话|食品饮品:咖啡壶/茶壶、电热水壶|卫浴设施:浴缸或淋浴、私人浴室、私人卫生间、吹风机、毛巾、24小时热水、拖鞋|客房设施:空调、电风扇、遮光窗帘、床具：毯子或被子、备用床具|媒体科技:电视机、有线频道|室外景观:城景|厨房用品:冰箱|便利设施:房内保险箱、衣架、110V电压插座、220V电压插座,7,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634928,河滨特大床房,7207,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,61平方米,1-4层,3,,禁烟,Wi-Fi免费,6,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、剃须刀|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、拖鞋、雨淋花洒喷头|无障碍设施:盥洗盆较低、淋浴栏杆、隐藏式字幕电视、无障碍卫生间、门铃/电话提示、无障碍电话工具|客房设施:空调、电风扇、地毯、床具：羽绒被、床具：毯子或被子|客房布局和家具:连通门、阳台|媒体科技:卫星频道、iPad、智能门锁|便利设施:电子秤、衣架、行政酒廊待遇、欢迎礼品,12,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634936,河滨房两张双人床房,7207,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.2米单人床,有窗,61平方米,1-4层,3,,禁烟,Wi-Fi免费,6,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、剃须刀|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、隐藏式字幕电视、门铃/电话提示|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、地毯、床具：羽绒被、床具：毯子或被子|客房布局和家具:连通门、阳台|媒体科技:卫星频道、iPad、智能门锁|便利设施:电子秤、衣架、行政酒廊待遇、欢迎礼品,11,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634889,高级河滨特大床房,7529,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,61平方米,5-10层,3,,禁烟,Wi-Fi免费,10,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、连通门、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,10,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634922,高级河滨双床房,7529,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张0.8米单人床,有窗,61平方米,5-10层,3,,禁烟,Wi-Fi免费,3,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、连通门、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,10,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634908,河滨套房,15660,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,95平方米,1-10层,3,,禁烟,Wi-Fi免费,8,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634896,COURTYARD 套房,12004,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,101平方米,1-2层,3,,禁烟,Wi-Fi免费,1,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、餐桌、用餐区、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|室外景观:游泳池景|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,9,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634902,嘉佩乐套房,17811,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,153平方米,1-2层,3,,禁烟,Wi-Fi免费,2,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、餐桌、用餐区、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634886,别墅,19317,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.83米特大床,有窗,259平方米,1层,3,,禁烟,Wi-Fi免费,5,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、剃须刀|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、隐藏式字幕电视、门铃/电话提示|网络与通讯:客房WIFI|卫浴设施:浴缸、按摩浴缸、私人浴室、吹风机、淋浴、浴室化妆放大镜、毛巾、浴巾、拖鞋|室外景观:游泳池景|客房设施:空调、电风扇、地毯、床具：羽绒被、床具：毯子或被子|客房布局和家具:阳台、露台|媒体科技:卫星频道、iPad、智能门锁|便利设施:电子秤、衣架、行政酒廊待遇、欢迎礼品,10,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634933,高级河滨套房,16736,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,110平方米,2-3层,3,,禁烟,Wi-Fi免费,2,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|无障碍设施:无障碍淋浴、盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房布局和家具:衣柜/衣橱、书桌、阳台|网络与通讯:客房WIFI|卫浴设施:浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋、雨淋花洒喷头|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,10,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634867,露台套房,19102,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,209平方米,3层,3,,禁烟,Wi-Fi免费,1,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|室外景观:江/河景、游泳池景|客房布局和家具:衣柜/衣橱、书桌、阳台、露台|网络与通讯:客房WIFI|卫浴设施:浴缸、按摩浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋|无障碍设施:盥洗盆较低、淋浴栏杆、淋浴座椅、隐藏式字幕电视、门铃/电话提示|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|媒体科技:电视机、卫星频道、iPad、智能门锁|便利设施:房内保险箱、行政酒廊待遇,8,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
35898426,1554634872,河滨露台房 (Verandah),14585,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=35898426&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,137平方米,3层,3,,禁烟,Wi-Fi免费,6,洗浴用品:牙刷、牙膏、洗发水、香皂|清洁服务:每日打扫、熨衣设备|食品饮品:小食、咖啡机、咖啡壶/茶壶、茶包、电热水壶、迷你吧|网络与通讯:客房WIFI|卫浴设施:浴缸、按摩浴缸、私人浴室、吹风机、淋浴、毛巾、拖鞋|无障碍设施:盥洗盆较低、淋浴栏杆、隐藏式字幕电视、门铃/电话提示|室外景观:游泳池景|客房设施:空调、电风扇、床具：羽绒被、床具：毯子或被子|客房布局和家具:阳台、露台|媒体科技:卫星频道、iPad、智能门锁|便利设施:行政酒廊待遇,9,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,2239817044,高级双床房,871,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1.05米单人床,有窗,26平方米,9-21层,3,,禁烟,Wi-Fi免费,51,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍通道、无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|食品饮品:咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|卫浴设施:私人浴室、智能马桶、吹风机、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋、按摩花洒喷头|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、220V电压插座、雨伞,5,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1531267718,高级天际线双床房,667,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,2张1米单人床,有窗,26平方米,9-33层,3,,禁烟,Wi-Fi免费,89,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍通道、无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|食品饮品:咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|卫浴设施:私人浴室、智能马桶、吹风机、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋、按摩花洒喷头|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、220V电压插座、雨伞,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1598509017,天际线高级特大床房,708,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,26平方米,21-33层,3,,禁烟,Wi-Fi免费,75,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|食品饮品:咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|卫浴设施:智能马桶、吹风机、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、220V电压插座、雨伞,7,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1807961204,高级天际线房,717,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张特大床 或 2张单人床,有窗,26平方米,,2,,禁烟,Wi-Fi免费,1,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|食品饮品:咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|卫浴设施:智能马桶、吹风机、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、220V电压插座、雨伞,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1724811254,豪华特大床房,963,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,37平方米,9-21层,3,,禁烟,Wi-Fi免费,3,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍通道、无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋、深泡浴缸、按摩花洒喷头|食品饮品:咖啡机、咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、开夜床、220V电压插座、雨伞,5,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1724630968,天际线豪华特大床房,1119,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,37平方米,21-33层,3,,禁烟,Wi-Fi免费,14,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍通道、无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|卫浴设施:浴缸、私人浴室、私人卫生间、智能马桶、吹风机、淋浴、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋、深泡浴缸、按摩花洒喷头|食品饮品:咖啡机、咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、开夜床、220V电压插座、雨伞,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
36058806,1591499092,高级特大床房,660,CNY,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=36058806&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,1张1.81米特大床,有窗,26平方米,,2,,禁烟,Wi-Fi免费,,洗浴用品:牙刷、牙膏、沐浴露、洗发水、护发素、香皂、浴帽、梳子、剃须刀|客房布局和家具:沙发、衣柜/衣橱、书桌、休闲椅、壁炉、连通门|无障碍设施:无障碍淋浴|网络与通讯:客房WIFI、电话、国际长途电话|食品饮品:咖啡壶/茶壶、茶包、瓶装水、电热水壶、迷你吧|媒体科技:智能客控、电视机、有线频道|客房设施:空调、手动窗帘、遮光窗帘、地毯、床具：羽绒被、床具：毯子或被子|卫浴设施:智能马桶、吹风机、浴室化妆放大镜、浴袍、毛巾、24小时热水、拖鞋|室外景观:城景|厨房用品:冰箱|清洁服务:打扫工具、熨衣设备|便利设施:房内保险箱、针线包、220V电压插座、雨伞,6,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
