酒店ID,房型ID,售卖方案ID,方案序号,早餐,取消政策,确认政策,支付方式,入住人数,原价,当前价,税费,币种,优惠标签,其他权益,库存提示,来源URL
1500162,1222354546,1222354546_JFRKYX-1-Z-1,175,2份早餐,不可取消,立即确认,到店付,2,,964,,CNY,到店付(需担保)|立即确认|消费凭证|担保|2张0.8米单人床|2人入住|2份早餐|不可取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836990,1548836990_OHDXMQ-1-Z-1,176,2份早餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,2,950,907,,CNY,惊喜特惠|优惠43|在线付|立即确认|可开普通发票|2张0.8米单人床|2人入住|2份早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840513,1833840513_T9SJ4M-1-Z-1-BEVOTB,177,无早餐,当地时间09月27日 23:59前取消收取¥159.65,立即确认,在线付,2,836,799,,CNY,惊喜特惠|优惠37|在线付|立即确认|可开普通发票|2张0.8米单人床|2人入住|无早餐|有条件取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 23:59前取消收取¥159.65,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840551,1833840551_T9SJ69-1-Z-1-BEVOTB,178,2份早餐,当地时间09月27日 23:59前取消收取¥180.76,立即确认,在线付,2,945,904,,CNY,惊喜特惠|优惠41|在线付|立即确认|可开普通发票|2张0.8米单人床|2人入住|2份早餐|有条件取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 23:59前取消收取¥180.76,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840551,1833840551_T9SJ69-C-U-C-BEVOTB,179,2份早餐,当地时间09月27日 23:59前取消收取¥264.54,立即确认,在线付,3,1383,1323,,CNY,惊喜特惠|优惠60|在线付|立即确认|可开普通发票|2张0.8米单人床|3人入住|2份早餐|有条件取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 23:59前取消收取¥264.54,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1870948770,1870948770_TWVW9E-H-1,180,2份早餐,当地时间09月25日 12:00前可免费取消,立即确认,在线付,2,693,661,,CNY,优惠32|该价格不适用于澳大利亚客人|仅剩2间|在线付|立即确认|可开普通发票|1张特大床 或 2张单人床|2人入住|2份早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 12:00前可免费取消,仅剩2间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1870947986,1870947986_TWVVO4-H-1,181,无早餐,当地时间09月25日 12:00前可免费取消,立即确认,在线付,2,622,594,,CNY,优惠28|该价格不适用于澳大利亚客人|仅剩2间|在线付|立即确认|可开普通发票|1张特大床 或 2张单人床|2人入住|无早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 12:00前可免费取消,仅剩2间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1620173851,1620173851_QYZX5F-1-Z-1,182,2份两餐(以酒店提供为准),不可取消,立即确认,在线付,2,,1262,,CNY,封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份两餐(以酒店提供为准)|不可取消|代理,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩10间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1620173851,1620173851_QYZX5F-C-U-C,183,3份两餐(以酒店提供为准),不可取消,立即确认,在线付,3,,1808,,CNY,封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|3人入住|3份两餐(以酒店提供为准)|不可取消|代理,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩10间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1870948767,1870948767_TWVW9C-H-1,184,2份早餐,当地时间09月25日 12:00前可免费取消,立即确认,在线付,2,719,662,,CNY,优惠57|封闭窗|该价格不适用于澳大利亚客人|仅剩2间|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 12:00前可免费取消,仅剩2间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1870947988,1870947988_TWVVO7-H-1,185,无早餐,当地时间09月25日 12:00前可免费取消,立即确认,在线付,2,644,593,,CNY,优惠51|封闭窗|该价格不适用于澳大利亚客人|仅剩2间|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|无早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 12:00前可免费取消,仅剩2间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579099,968579099_73N34P-1-Z-1,186,2份早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,2,,933,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579099,968579099_73N34P-C-U-C,187,2份早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,3,,1291,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|3人入住|2份早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579096,968579096_73N34V-1-Z-1,188,2份早餐,不可取消,立即确认,到店付,2,,892,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|不可取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579096,968579096_73N34V-C-U-C,189,2份早餐,不可取消,立即确认,到店付,3,,1251,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|3人入住|2份早餐|不可取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579090,968579090_73N34Q-1-Z-1,190,无早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,2,,813,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|无早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579090,968579090_73N34Q-C-U-C,191,无早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,3,,1052,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|3人入住|无早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,968579093,968579093_73N34S-1-Z-1,192,无早餐,不可取消,立即确认,到店付,2,,773,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|无早餐|不可取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1592193860,1592193860_Q9XLAL-EHMN28,193,无早餐,当地时间09月22日 23:59前可免费取消,立即确认,在线付,3,1007,927,,CNY,优惠80|封闭窗|该价格不适用于泰国客人|仅剩3间|在线付|立即确认|可开普通发票|1张1.81米特大床|3人入住|无早餐|限时取消|代理,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月22日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩3间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1592193149,1592193149_Q9XLCG-HF6PLU,194,3份早餐,当地时间09月22日 23:59前可免费取消,立即确认,在线付,3,1083,997,,CNY,优惠86|封闭窗|该价格不适用于泰国客人|仅剩3间|在线付|立即确认|可开普通发票|1张1.81米特大床|3人入住|3份早餐|限时取消|代理,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月22日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩3间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840511,1833840511_T9SJ4F-1-Z-1,195,无早餐,不可取消,立即确认,在线付,2,742,708,,CNY,惊喜特惠|优惠34|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|无早餐|不可取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840538,1833840538_T9SJ4X-1-Z-1,196,2份早餐,不可取消,立即确认,在线付,2,847,808,,CNY,惊喜特惠|优惠39|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐|不可取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,2258206985,2258206985_BB0GFAS-1-Z-1,197,2份早餐,不可取消,立即确认,到店付,2,,912,,CNY,洲际优悦会会员价|封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|不可取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,2258207017,2258207017_BB0GFNO-1-Z-1,198,无早餐,不可取消,立即确认,到店付,2,,799,,CNY,洲际优悦会会员价|封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|无早餐|不可取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1613967427,1613967427_QNVWL8-DS97ZQ-Z-1,199,2份两餐(以酒店提供为准),当地时间09月26日 23:59前可免费取消,立即确认,在线付,2,,1669,,CNY,封闭窗|仅剩5间|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份两餐(以酒店提供为准)|限时取消|代理,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月26日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩5间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,2258203487,2258203487_BB0GDXA-1-Z-1,200,无早餐,当地时间09月27日 16:00前可免费取消,立即确认,到店付,2,,841,,CNY,洲际优悦会会员价|封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|无早餐|限时取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836958,1548836958_OHDXLT-1-Z-1,201,2份早餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,2,886,846,,CNY,惊喜特惠|优惠40|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836928,1548836928_OHDXL3-1-Z-1,202,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,到店付,2,,1451,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836934,1548836934_OHDXLE-1-Z-1,203,无早餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,2,781,745,,CNY,惊喜特惠|优惠36|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|无早餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836918,1548836918_OHDXFQ-1-Z-1,204,2份早餐,当地时间09月27日 16:00前可免费取消,立即确认,到店付,2,,1004,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|限时取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548836901,1548836901_OHDXFM-1-Z-1,205,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,2,1451,1385,,CNY,优惠66|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840511,1833840511_T9SJ4F-1-Z-1-BEVOTB,206,无早餐,当地时间09月27日 23:59前取消收取¥147.12,立即确认,在线付,2,770,736,,CNY,惊喜特惠|优惠34|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|无早餐|有条件取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 23:59前取消收取¥147.12,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833840538,1833840538_T9SJ4X-1-Z-1-BEVOTB,207,2份早餐,当地时间09月27日 23:59前取消收取¥168.01,立即确认,在线付,2,880,841,,CNY,惊喜特惠|优惠39|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐|有条件取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 23:59前取消收取¥168.01,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1325658342,1325658342_ZWM7IT-1-Z-1,208,2份早餐,当地时间09月25日 23:59前可免费取消,5分钟内确认,在线付,2,1248,1191,,CNY,白银贵宾价|优惠57|封闭窗|在线付|需等待确认(5分钟)|可开普通发票|1张1.81米特大床|2人入住|2份早餐|限时取消|代理,通过代理商进行确认，近期大多数订单需要5分钟才能确认是否预订成功|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1325658342,1325658342_ZWM7IT-C-U-C,209,3份早餐,当地时间09月25日 23:59前可免费取消,5分钟内确认,在线付,3,1710,1633,,CNY,白银贵宾价|优惠77|封闭窗|在线付|需等待确认(5分钟)|可开普通发票|1张1.81米特大床|3人入住|3份早餐|限时取消|代理,通过代理商进行确认，近期大多数订单需要5分钟才能确认是否预订成功|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1325658349,1325658349_ZWM78B-1-Z-1,210,无早餐,当地时间09月25日 23:59前可免费取消,5分钟内确认,在线付,2,1133,1082,,CNY,白银贵宾价|优惠51|封闭窗|在线付|需等待确认(5分钟)|可开普通发票|1张1.81米特大床|2人入住|无早餐|限时取消|代理,通过代理商进行确认，近期大多数订单需要5分钟才能确认是否预订成功|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1325658349,1325658349_ZWM78B-C-U-C,211,无早餐,当地时间09月25日 23:59前可免费取消,5分钟内确认,在线付,3,1441,1376,,CNY,白银贵宾价|优惠65|封闭窗|在线付|需等待确认(5分钟)|可开普通发票|1张1.81米特大床|3人入住|无早餐|限时取消|代理,通过代理商进行确认，近期大多数订单需要5分钟才能确认是否预订成功|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1735255960,1735255960_YODJ17-C,212,3份早餐,当地时间09月25日 23:59前可免费取消,5分钟内确认,在线付,3,1707,1630,,CNY,优惠77|封闭窗|在线付|需等待确认(5分钟)|可开普通发票|1张1.81米特大床|3人入住|3份早餐|限时取消|代理,通过代理商进行确认，近期大多数订单需要5分钟才能确认是否预订成功|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月25日 23:59前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1222350993,1222350993_JFRL1M-1-Z-1,213,无早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,2,,1172,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|无早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1222351282,1222351282_JFRLKK-1-Z-1,214,2份早餐,不可取消,立即确认,到店付,2,,1251,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|不可取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|不可取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833959289,1833959289_T9VDBZ-1-Z-1,215,2份早餐,不可取消,立即确认,在线付,2,1164,1111,,CNY,惊喜特惠|优惠53|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐|不可取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833959289,1833959289_T9VDBZ-C-U-C,216,2份早餐,不可取消,立即确认,在线付,3,1585,1513,,CNY,惊喜特惠|优惠72|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|3人入住|2份早餐|不可取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1833959281,1833959281_T9VDB2-1-Z-1,217,无早餐,不可取消,立即确认,在线付,2,1058,1010,,CNY,惊喜特惠|优惠48|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|无早餐|不可取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|不可取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548947350,1548947350_OHF96K-1-Z-1,218,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,到店付,2,,1810,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548947350,1548947350_OHF96K-C-U-C,219,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,到店付,3,,2288,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|3人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548947357,1548947357_OHF96G-1-Z-1,220,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,2,1810,1728,,CNY,优惠82|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|2人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1548947357,1548947357_OHF96G-C-U-C,221,2份早餐及晚餐,当地时间09月27日 16:00前可免费取消,立即确认,在线付,3,2288,2265,,CNY,优惠23|封闭窗|在线付|立即确认|可开普通发票|1张1.81米特大床|3人入住|2份早餐及晚餐|限时取消,预订此房型后可快速确认订单。|发票由赫程国际旅行社或其分公司开具，仅支持普通发票，订单确认后可在订单页开具。|当地时间09月27日 16:00前可免费取消,仅剩9间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
1500162,1222352052,1222352052_JFRLUN-1-Z-1,222,2份早餐,当地时间09月26日 18:00前可免费取消,立即确认,到店付,2,,1291,,CNY,封闭窗|到店付(需担保)|立即确认|消费凭证|担保|1张1.81米特大床|2人入住|2份早餐|限时取消|代理,预订此房型后可快速确认订单。|如需消费凭证（水单或收据），可向酒店索取|担保是酒店从账户中暂扣或冻结一部分金额用于提前锁定房源，离店后由酒店操作解冻，额度预计30个自然日内恢复。房费需到店另付，部分酒店可能会直接扣取担保金作为房费。|当地时间09月26日 18:00前可免费取消|酒店或代理商提供的限时低价房型，房价和数量随时有变。,仅剩8间,https://m.ctrip.com/restapi/soa2/33278/getHotelRoomListInland
