证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-5B6D8DA09D2D4783,POICAND-4E4BA07890C529A7,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉,6a93ce45000000000b025b51,还在贵阳！迫不及待分享好吃的🥹,https://www.xiaohongshu.com/explore/6a93ce45000000000b025b51?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳真的太好吃了😋
提前做了功课 没有一家踩雷
1⃣️最夯给到味香苑
一点多到店等了一个半小时上菜
宫爆板筋是什么部位的肉呀 又嫩又弹
炒毛肚麻麻辣辣 配菜都光盘的程度
盗汗🐔也很香 我不怎么吃鸡肉的都觉得好吃
虽然店里环境不好 等位最久 价格也不便宜 六个人500多但是真的好吃
2⃣️红姐烧椒牛肉性价比之王！
点了烧椒牛肉➕干锅牛肉
烧椒牛肉更好吃 里面的烧番茄和茄子配上嫩嫩的牛肉 汤汁拌两碗饭 六个人200多吃到撑
3⃣️最好吃的牛肉粉老贵阳金明牛肉粉
类似于地下的位置 周围全是本地人
原来清汤牛肉粉也能这么好吃
13元一碗的牛肉份量也太多 加上胡辣椒香晕了
4⃣️期待最高的大头烤鸡还行
当天早上六点定闹钟预约的
招牌的烤鸡还行 没什么调料味 就是炭烤的原汁原味 最好吃的是炒米豆腐 点了两盘 价格正常
5⃣️最火的贵厨酸汤牛肉还行
锅底的酸汤还是可以 但是配菜一般
牛肉就是普通的牛肉 蔬菜都是自助品类很多 价格正常
6⃣️最小众的老奶烧烤惊艳
在小区楼下 70岁的老奶奶亲自烤
被价格惊呆了 贵阳烧烤这么便宜吗
肉串焦香 一口两串太爽了
不要蘸水更好吃
6⃣️烙锅吃的聚君源的 必须要蘸中间的蘸水吃 不然味道有点淡
7⃣️冰浆只喝了巧八角的 还行 就是正常的味道
气候上贵阳太凉快了 晚上甚至有点冷 本湖北人真的羡慕 吃的东西都挺合胃口 价格也不贵
就是城市环境一般😷
#贵阳美食[话题]# #贵阳旅游吃[话题]# #贵阳本地人推荐[话题]#",贵厨酸汤牛肉,混合贴候选,,"当天早上六点定闹钟预约的
招牌的烤鸡还行 没什么调料味 就是炭烤的原汁原味 最好吃的是炒米豆腐 点了两盘 价格正常
5⃣️最火的贵厨酸汤牛肉还行
锅底的酸汤还是可以 但是配菜一般
牛肉就是普通的牛肉 蔬菜都是自助品类很多 价格正常",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-4EE848D6ABE1E1CA,POICAND-4E4BA07890C529A7,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,贵厨酸汤牛肉,6aa795a000000000290113b1,🌶️贵州美食大赏！本地人私藏不踩雷,https://www.xiaohongshu.com/explore/6aa795a000000000290113b1?xsec_token_redacted=1&xsec_source=pc_dots,"🌶️去贵州只知道酸汤火锅？那你可亏大了！这份手写笔记里藏着太多宝藏店铺，从早餐到夜宵，从街头小吃到特色火锅，每一家都是精华。🌶️
🍜 碳水星人的快乐老家（早餐篇）
- 🏆 金牌罗记肠旺面
- 推荐理由：贵阳早餐界的“扛把子”！金牌老字号，面条劲道，肥肠处理得干净软糯，血旺嫩滑，红油香而不燥。早起排队也要吃的一碗面！
- 必点：肠旺面 + 卤蛋/豆腐果。
- 🥣 羊牛肉米粉（街边随缘吃）
- 推荐理由：贵州人的早晨是从一碗粉开始的。汤底浓郁，肉量实在，嗦一口粉喝一口汤，浑身通透。随便哪家街边老店都好吃！
🥘 无辣不欢的火锅盛宴（正餐篇）
- 🔥 贵厨酸汤牛肉
- 关键词：排队王、本土品牌
- 特色：来贵州必吃酸汤！这家是本地人都排队的店。酸汤锅底开胃神鲜，现切黄牛肉涮几秒就熟，蘸上折耳根蘸水，绝了！
- 🌿 玉珍酸笋火锅
- 特色：结合了日系风格和本地口味，一口惊艳！酸笋的味道独特，越煮越香，非常有记忆点。
- 🫘 君君特色红豆牛肉火锅
- 特色：红豆煮得绵密起沙，和牛肉简直是神仙CP！汤底浓稠，拌饭一绝。建议早点去，去晚了可能卖光哦！
- 🍲 城市人家豆米火锅
- 特色：豆米火锅是贵州特色，汤汁浓郁得像粥一样，喝一碗暖胃又暖心。四季豆米软糯，非常下饭。
- 🍢 金顶山小耳朵清水烫
- 特色：“清水烫”其实就是清淡版的麻辣烫/串串，主打食材新鲜。蘸水是灵魂，香辣爽口。
- 🦐 毛辣果虾酸牛肉火锅
- 特色：进阶版挑战！“虾酸”闻着臭吃着香，类似螺蛳粉的原理，一旦接受这个设定，你会爱死这种独特的发酵酸臭味，非常下饭！
- 🥘 布依梅姐地摊火锅
- 特色：很多家店，找一家离得近的就行，经济实惠，性价比高。

🍛 黔菜篇
- 🍽️ 阿叻餐桌
- 特色：融合菜的代表，环境好，菜品精致。既有贵州特色又有创新口味，适合喜欢拍照打卡的姐妹。
- 🏡 四合院
- 特色：黔菜家常菜，老派正宗。
- 🌳 树厨地道黔菜餐厅
- 特色：地道贵州菜，挑一家尝一尝。
- ⛰️ 黔山肴贵州菜
- 特色：本地人常去正宗黔菜，饭点需要排队。

🍢 街头巷尾的宝藏小店（特色/甜品篇）
- 🍧 甜品：巧八角冰浆冰粉
- 特色：吃完辣的必须来点甜的解辣！冰浆是贵州特色，水果加冰打成的沙冰，口感绵密。冰粉料足清爽。外卖也可以点到哦！
- 🍷 小酒馆：兮禾酒馆
- 特色：小吃基本都好吃，特调酒很有特色，适合三五好友小酌一杯，情侣约会，人均150左右。
#贵阳美食[话题]# #贵厨酸汤[话题]# #玉珍酸笋[话题]#",贵厨酸汤牛肉,混合贴候选,,"- 推荐理由：贵州人的早晨是从一碗粉开始的。汤底浓郁，肉量实在，嗦一口粉喝一口汤，浑身通透。随便哪家街边老店都好吃！
🥘 无辣不欢的火锅盛宴（正餐篇）
- 🔥 贵厨酸汤牛肉
- 关键词：排队王、本土品牌
- 特色：来贵州必吃酸汤！这家是本地人都排队的店。酸汤锅底开胃神鲜，现切黄牛肉涮几秒就熟，蘸上折耳根蘸水，绝了！",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-D9BA76A6DCFD897A,POICAND-4F14E96961A070ED,GYTRAVEL-S4-F002,1,20260914_贵阳特色热门美食体验_六区一市,醉贵州酸汤牛肉,6a98f0f8000000002a006222,贵阳酸汤火锅 | 5家非网红老店,https://www.xiaohongshu.com/explore/6a98f0f8000000002a006222?xsec_token_redacted=1&xsec_source=pc_dots,"1. 古粮辰酸汤牛肉
人均:75元 位置:观山湖区恒大中央公园/会展城
特色:牛肉新鲜扎实,白酸汤清鲜不掩肉味,红酸汤配鱼。吊龙、五花趾现切厚实,牛背筋糯糯口感佳。性价比高,老板热情劝点适量。
短板:吃牛肉选白酸汤,吃鱼选红酸汤;牛背筋需煮久些更糯。

2. 小高山酸汤牛肉
人均:70-90元 位置:云岩区普陀路沙河街
特色:米汤自然发酵,不加添加剂,酸味柔和。鲜切黄牛肉,涮十几秒即熟。
建议:先喝一碗酸汤当汤喝。

3. 黔上黔
人均:80-100元 位置:观山湖区阿云朵仓
特色:野果酸汤清新自然,果香层次丰富。高级民族风环境,停车便利,免费主题布置。招牌:野果酸汤火锅、贵阳烤鸡、糟辣银鳕鱼。
适合:朋友聚会、家庭聚餐、情侣约会

4. 醉贵州酸汤牛肉
人均:70-90元 位置:贵阳(需电话确认)
特色:发酵30天+,凌晨屠宰场直供,隐藏菜单牛脊髓、带皮牛肉。卖完关门,夜宵党首选。
建议:七点前到不用排队。

5. 张记凯里味正酸汤
人均:60-80元 位置:乌当区新添寨
特色:23年老店,凯里人主理,传统红酸汤,社区食堂烟火气。#贵阳美食[话题]# #酸汤火锅[话题]# #本地人推荐[话题]# #非网红餐厅[话题]# #地道风味[话题]#",醉贵州酸汤牛肉,混合贴候选,,"适合:朋友聚会、家庭聚餐、情侣约会

4. 醉贵州酸汤牛肉
人均:70-90元 位置:贵阳(需电话确认)
特色:发酵30天+,凌晨屠宰场直供,隐藏菜单牛脊髓、带皮牛肉。卖完关门,夜宵党首选。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-E3E36247418366D5,POICAND-F1B3692710E73F87,GYTRAVEL-S4-F008,1,20260914_贵阳特色热门美食体验_六区一市,银项圈民族风情大酒楼（翠柳路店）,6a6ebd820000000029030311,⭐️推荐贵阳朋友招待的餐厅,https://www.xiaohongshu.com/explore/6a6ebd820000000029030311?xsec_token_redacted=1&xsec_source=pc_dots,"第五次来贵阳，此行受到了朋友的热情招待，分享几个比较特色地道的餐厅（特色小吃在上篇）：

1️⃣龙大哥辣子鸡风味馆（龙洞堡一分店）
是每次一下飞机奔赴的第一次正餐
❗️辣子鸡❗️香糯，一大盘有滋有味

2️⃣ 银项圈民族风情大酒楼（翠柳路店）
很有❗️民族特色❗️进门有身着民族服饰的人吹笙夹道欢迎。就餐时还有少数民族特色歌舞表演。店内装潢也古色古香，宽敞舒适。
适合多人聚餐，食物味道多样，选择丰富。

3️⃣西江传说酸汤鱼村（方圆荟 海豚广场）
推荐 ❗️酸汤鱼和鸡丝米皮❗️
包房多，高大上。旁边是花果园和❗️贵阳白宫❗️
地标位置，夜景灿烂，吃完可以逛海豚广场。

4️⃣七里香 精致黔味（亨特城市广场）
环境很文艺雅致，❗️味道相对清淡❗️
离东山和甲秀楼都不太远

5️⃣鸿福记 喜宴贵州菜（贵开路）
环境味道比较家常，适合小聚
推荐❗️蛋黄蟹味菇和鸿福鸡❗️

6️⃣红玲肉饼野生菌火锅店（龙里）
如果时间充裕，强烈推荐去离贵阳驱车一小时的龙里油画大草原。适合亲子游。
这家店的菌子很鲜美！❗️野生菌肉饼鸡❗️yyds
美中不足是晚上八点还需排队

#本地人推荐的餐厅[话题]# #朋友小聚就去这儿[话题]# #贵阳美食[话题]#",银项圈民族风情大酒楼（翠柳路店,混合贴候选,,"❗️辣子鸡❗️香糯，一大盘有滋有味

2️⃣ 银项圈民族风情大酒楼（翠柳路店）
很有❗️民族特色❗️进门有身着民族服饰的人吹笙夹道欢迎。就餐时还有少数民族特色歌舞表演。店内装潢也古色古香，宽敞舒适。
适合多人聚餐，食物味道多样，选择丰富。",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-0EDE8C94C7CC746B,POICAND-1D283B6E19660F7B,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,陈氏人家豆米火锅,6a2fef2d000000001c027afa,贵阳必吃榜！（游客版）,https://www.xiaohongshu.com/explore/6a2fef2d000000001c027afa?xsec_token_redacted=1&xsec_source=pc_dots,"前情提要：以下皆是个人口味，仅供参考（免挨骂声明），如果有更好吃的饭欢迎补充！
🏆 【红榜：好吃到破防，闭眼冲！】
☆玉珍酸笋酸汤火锅（全场最佳！）
点了酸汤酸笋锅底，浓郁又入味，酸笋开胃到不行！搭配他家的西红柿蘸料，风味直接拉满🍅。贡菜丸子绝对是必点，口感脆脆的，酸笋绝对是精髓，爱吃螺蛳粉的人包爱吃玉珍！
🌟 巴倒烫烤鱼（全场最佳！）
✨ 等待是煎熬的，但吃上那一刻全值了！活鱼现杀，点了江团，看着别人的鱼上桌口水都要流下来了🤤。鱼肉极其紧实，此鱼生前肯定很爱健身，而且刺非常少！海量美味配菜，嫩瓜瓜在浓郁的汤汁里依旧清甜！年糕巨软糯，土豆也非常入味，荣登这趟旅行吃得最撑的一顿！
🌟 笔记安顺夺夺粉火锅
✨ 碳水脑袋的快乐老家，冰浆有惊喜！锅底加肉沫再拌上米饭🍚，这口直接香迷糊！他家的8秒土豆丝和卤洋芋非常有特色，鸡爪软烂脱骨，可以少点牛肉，多点特色菜！另外，他家的冰浆口味丰富度甚至超越了外面的专卖店，必吃！
🌟 陈氏人家豆米火锅
✨ 落地第一顿，软哨封神！选了鲜肉丸风味的豆米火锅，一定要点糟辣味！肉丸Q弹，最特色的是软哨，肥而不腻，越吃越香。蔬菜是自助的，各种野菜风味十足。 胡辣椒蘸水个人不太感冒，感觉糊味有点过了。
🌟 蛋包洋芋（甜院冰浆旁边的小店）
✨ 街头小吃里的宝藏！洋芋口感超级绵密，火腿、蔬菜、洋芋混合在一起，外面再裹上一层煎蛋，一口咬下去体验感极佳，路过千万别错过！
💣 【黑榜 & 吐槽】
🖤 凯里白酸汤火锅
❌此次吃得最痛苦的一顿，牛肉柴到根本嚼不动，完全靠吞咽进食。白酸汤没味道，严重怀疑在吃清水煮肉！拿勺子单独尝了一口锅底，确实是酸的，但煮菜就是不入味。。
🤔 大胖刘烙锅
❌ 环境闷热，口味平平无奇
人挺多的，可是店里非常热！吃一会就开始狂冒汗💦。团购的套餐感觉没什么特色菜，整体吃下来像是一家普通的烤肉店，鸡脚筋还不错吃，总体感觉中规中矩。
⚠️ 大避雷： 他家的辣子鸡千万别点！油多肉少，鸡肉很柴，没有什么辣味，味道非常一般。
💭 写在最后：
番外：景区点了丝娃娃，感觉是打开方式不对。。不咋好吃捏
酒店里点的烧烤还不错，蔬菜清甜，烤肉味道也很足，不过可能会有点咸～
总体来说，给贵阳美食打到一个夯！#贵阳美食攻略[话题]# #贵阳必吃榜[话题]# #陈氏豆米火锅[话题]# #玉珍酸笋酸汤[话题]# #笔记安顺夺夺粉[话题]# #巴倒烫烤鱼[话题]# #贵阳旅游攻略[话题]#",陈氏人家豆米火锅,混合贴候选,,"🌟 笔记安顺夺夺粉火锅
✨ 碳水脑袋的快乐老家，冰浆有惊喜！锅底加肉沫再拌上米饭🍚，这口直接香迷糊！他家的8秒土豆丝和卤洋芋非常有特色，鸡爪软烂脱骨，可以少点牛肉，多点特色菜！另外，他家的冰浆口味丰富度甚至超越了外面的专卖店，必吃！
🌟 陈氏人家豆米火锅
✨ 落地第一顿，软哨封神！选了鲜肉丸风味的豆米火锅，一定要点糟辣味！肉丸Q弹，最特色的是软哨，肥而不腻，越吃越香。蔬菜是自助的，各种野菜风味十足。 胡辣椒蘸水个人不太感冒，感觉糊味有点过了。
🌟 蛋包洋芋（甜院冰浆旁边的小店）",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-520C131F72E4D03A,POICAND-1D283B6E19660F7B,GYTRAVEL-S4-F001,1,20260914_贵阳特色热门美食体验_六区一市,陈氏人家豆米火锅,6aa5740d000000002502fb11,J人总结😋吃过的贵阳好饭（合集）,https://www.xiaohongshu.com/explore/6aa5740d000000002502fb11?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳真的不用乱做攻略😭
熬夜整理本地人常吃、平价无广、闭眼冲美食合集！😅
1️⃣民生路
火锅正餐：阿黔酸笋酸汤牛肉、三只小黄鸭火锅、陈氏人家豆米火锅
小吃：但家香酥鸭、丁家脆哨、六广门毛阿姨糯米饭
2⃣甲秀楼
正餐：粟多能花园烧烤、黔大叔大牌档、黔渔翁豆花渎鱼、毛辣果虾酸牛肉火锅
小吃：糯米饭、炸洋芋、老贵阳糕粑稀饭、恋爱豆腐果
3⃣醒狮路
正餐：笔记安顺夺夺粉火锅、王素荣老素粉、有间油渣火锅、黔诚酸汤牛肉
小吃：丝娃娃、豆腐圆子、董家现炸土豆片、锅巴糍粑
4⃣喷水池
正餐：三三铁板烧、小娴番茄鸡、老凯俚酸汤鱼、卢姐炸串
小吃：小舒冰浆、宝妈蛋包洋芋、破酥包、洋芋粑
5️⃣太平路
火锅正餐：熊二娘豆豉豆米火锅、罗小二烙锅烤肉、老贵阳地摊火锅、黔贝藤椒豆花鸡
小吃：举糕糕面包、脆皮洋芋粑、红油米皮、卤味拼盘

⭐本地人反复打卡宝藏店铺
✅阿黔酸笋酸汤牛肉：招牌酸笋香气浓郁，鲜切牛肉涮进酸汤吸满汤汁，酸辣鲜爽，先喝汤再吃肉越煮越入味。
✅粟多能花园烧烤：手锤薄荷肥牛、爆浆小豆腐必点，搭配秘制活油蘸水，逛完甲秀楼顺路吃夜宵刚刚好。
✅三只小黄鸭火锅：肉质软嫩奶香十足，米糟黄酸汤锅底酸辣开胃，还有自助甜品炸物，拍照出片，约会、亲子聚餐首选。
✅陈氏人家豆米火锅：豆米熬煮至绵密起沙，汤汁浓稠，豆香十足，配上软哨、腊味，拌米饭直接炫两碗，地道家常黔味。
✅笔记安顺夺夺粉火锅：安顺特色夺夺粉，粉条软糯滑溜，老坛毛辣果酸汤果香浓郁，酸辣开胃，越煮味道越厚重。
✅三三铁板烧：铁板现炒现煎，肉类焦香入味，蔬菜带着锅气，香辣过瘾，氛围感十足，适合朋友聚餐。
✅黔大叔大牌档：地道贵州江湖菜，菜品丰富分量扎实，锅气十足，麻辣鲜香层次饱满，烟火气拉满。
#本地人做的攻略[话题]##贵阳旅游[话题]##贵阳美食[话题]##本地人爱吃的[话题]##本地人会吃的店[话题]##本地人才知道的美食[话题]##大声安利本地美食[话题]##贵阳美食合集[话题]##贵阳美食攻略[话题]##贵阳特色美食[话题]##贵阳美食必吃榜[话题]##贵阳火锅[话题]#",陈氏人家豆米火锅,混合贴候选,,"熬夜整理本地人常吃、平价无广、闭眼冲美食合集！😅
1️⃣民生路
火锅正餐：阿黔酸笋酸汤牛肉、三只小黄鸭火锅、陈氏人家豆米火锅
小吃：但家香酥鸭、丁家脆哨、六广门毛阿姨糯米饭
2⃣甲秀楼",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-B770E3331FAD6F68,POICAND-18647C29E4C08A9B,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,顺友烤肉,68d95add0000000013029747,👉本地土著推荐，8家不踩雷的烤肉店❤️❤️❤️,https://www.xiaohongshu.com/explore/68d95add0000000013029747?xsec_token_redacted=1&xsec_source=pc_dots,"📍杨记胡子烤肉老店，地址：瑞金北路128号附4号院大门（紫林庵地铁站C口步行480米）
👉这家店在网上很火，去晚了几乎没有位置，从早上11:00多开始营业到下午六七点左右就打烊了✅
肉都是1块钱一串，环境也没有什么环境，就在路边防雨棚下面吃烤肉那种😋
📍阿甘铁签烤肉(烟草局小区店)
某评上5🌟门店👍，不是朋友带来还真找不到‼️
👅口味：他们家烤肉是湿烤的，烤龙骨，烤得很入味，肉香很足，在别的地方几乎没有，也吃不到这种味道，价格的话38一份‼️
🍖烤肉：烤肉有1元的、1.5元的，
👉对咯，这家店听说周日休息，不要跑空了额

📍店名:顺友烤肉
记得第一来吃他们家，是同事带来吃午饭，我从来没想过这个咔咔里面还有烤肉
烤串😋能吃的出来肉是好的猪肉，他家是按数量烤的烤上来的不退不换，每串烤肉都是两三个烤肉一片筋，0.8/串
这个店已经开了差不多快二十年咯，~折耳根辣椒蘸水也是很贵阳的啦必须有!我最喜欢他家的酱爆烤肉!
但是他们家绿豆汤个人觉得味道一般‼️
💯总结：个人认为肉还是很不错，他们晚上不营业，千万不要跑空了，

📍店名：淼淼老贵阳烤肉
🌿在一个小院里面，看起来不咋滴，小桌子大概有5张，装修简单。
👉菜品：折耳根蘸水配上黄喉、牛肉猪肉都好吃，炒饭和贵州特色烫饭在这里都可以吃到，价格也不高，综合来说是值得推荐的👍

📍店名：烟厂烤肉
这家店特意强调一下，不注意看不到店招‼️
🌿环境:收缩桌一摆，等着老板烤出来，问你要多少，拿给你，记住哈✅忙的时候不是你能要多少就能给你多少的，
😋口味:烤什么吃什么，味道很好

📍：熊老二老贵阳铁钎烤肉(城基路店)
😋口味:牛黄金比其他的更为惊艳一些。吃得出牛肉的那种奶香味，口味就是贵阳人喜欢吃的折耳根蘸水烤肉
性价比:他家的烤肉系列这些都是按份数来卖，一份20，相当于也是1元一串烤肉✅

📍店名：王刚竹签烤肉
口味：肉串都很新鲜，很多价格还不贵，0.7元一串，肉基本很都是老板自己手工现串的✅

📍店名：牛X铁签烤牛肉(石油小区店）
牛肉：新鲜牛肉现烤的，主要是那个酱汁的味道很浓郁。
还推荐那个臭豆腐，和脑花一样绵密，非常独特。其他菜也都很好吃😋#烤肉店[话题]# #居民区里的美食[话题]# #城市里的烟火气小店[话题]# #人间烟火烧烤气[话题]# #贵州美食[话题]# #铁签烤肉[话题]# #贵州旅游[话题]# #值得打卡[话题]#",顺友烤肉,混合贴候选,,"👉对咯，这家店听说周日休息，不要跑空了额

📍店名:顺友烤肉
记得第一来吃他们家，是同事带来吃午饭，我从来没想过这个咔咔里面还有烤肉
烤串😋能吃的出来肉是好的猪肉，他家是按数量烤的烤上来的不退不换，每串烤肉都是两三个烤肉一片筋，0.8/串",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-DEB2EB9DA7810ABB,POICAND-18647C29E4C08A9B,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,顺友烤肉,6a8318770000000005020cea,贵阳会一直带好朋友去的10家。。。（平价,https://www.xiaohongshu.com/explore/6a8318770000000005020cea?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳真的是反反复复来了很多次！建议一定要空腹来，不然真的会后悔！
👍美食推荐
1️⃣红牌铁板烧
2️⃣一烙锅
3️⃣黄杰辣子鸡
4️⃣君君牛肉火锅
5️⃣周记留一手特色烤鱼
6️⃣金顶山小耳朵清水烫
7️⃣马老三烤吧
8️⃣丝恋丝娃娃
9️⃣顺友烤肉
🔟俞记安顺破酥包
#贵阳美食#大声安利本地美食#条条小路都好吃#贵阳小吃#贵阳旅游攻略#贵阳吃喝玩乐#饭搭子#贵阳烙锅#一烙锅#贵阳探店",顺友烤肉,混合贴候选,,"7️⃣马老三烤吧
8️⃣丝恋丝娃娃
9️⃣顺友烤肉
🔟俞记安顺破酥包
#贵阳美食#大声安利本地美食#条条小路都好吃#贵阳小吃#贵阳旅游攻略#贵阳吃喝玩乐#饭搭子#贵阳烙锅#一烙锅#贵阳探店",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-2265E2C70CA03BF4,POICAND-C84D94B68F822E76,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,香味园老字号肠旺面,6a951bf60000000025025b94,贵阳美食推荐,https://www.xiaohongshu.com/explore/6a951bf60000000025025b94?xsec_token_redacted=1&xsec_source=pc_dots,"香味园贵阳老字号肠旺面
肠旺面真的好好吃，我就是在路上走着随便进了一家（其实是看吃的人蛮多[暗中观察R]），店面不大，也没有团购，要的软哨肠旺面，大肠好香还不腻，血旺好嫩好滑（鄙人从来没有吃过这么嫩滑的血旺[哇R]），不过面是碱黄色的，偏硬，可以跟老板说煮软一点，我没有说，想尝尝初始配置的口味，面不太适合我，下次试试肠旺粉。
配料还有辣子鸡，猪排什么的，看起来也很香[色色R]

巧八角·冰浆·冰粉（黔灵东路店）
吃到惊为天人，好好吃，没吃之前我以为是冰碴子来着来着[doge]
点的芒果白糯米冰浆，以为不带花生，额外点了一包（完全没有必要，自带的已经很多了，参照图5），可以放花生碎和豌豆粉（建议拌一拌再吃，粉呛嗓子[捂脸R]），要的少糖，甜度对我来说刚刚好。
一份量好大大大，里面糯米好多好多，感觉可以两个人吃[赞R]

这一条街吃的小店超级多，建议多个人一块逛吃[大笑R]

今日美食都给打十分推荐！[色色R][色色R][色色R]",香味园,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-ACE118F2B210DE8C,POICAND-286A5D2A18190EDC,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,黔岭苗乡酸汤牛肉,680b4910000000000d0152d2,避雷贵阳这家酸汤牛肉哈！,https://www.xiaohongshu.com/explore/680b4910000000000d0152d2?xsec_token_redacted=1&xsec_source=pc_dots,"上周和朋友们去贵阳特种兵，说是尝一下贵州的好吃的！前边都很开心，吃到的每一家都很好吃(因为都是有认真做攻略的。
最后一天我们要走了，说去小吃街买点洋芋片什么的带回去，当然本来想去吃玉珍酸笋酸汤的因为第一天排队太多没吃到。结果玉珍不支持线上排队了，我们就说开盲盒附近大众点评找一家可以做酸笋的吃
P2:当时我们搜出来这家店看到有酸笋我们就去了，去了之后我问服务员能不能加酸笋，她说可以，我们就验了券，验了券问另外一位服务员告诉我们加不了…ok fine！那就当酸汤牛肉吃吧，
P3:结果卫生做得超级差，小料台很脏，每个碗全是油渍！最生气的是虾滑不给我们下就算了，要个勺子至少要了好几次，每位服务员看起来都戾气很重的样子。
于是很不爽地我朋友让叫来了店长，店长一顿解释，根本没有解释出个所以然，一会是员工换班，一会又是碗是洗碗机洗的阿姨没检查，然后主动要求全额退款，还阴阳问我们说相信你们也不是为了全额退款才反馈这些事情的，我说我们是来旅游的，他说你们可能以后也不会再来吧巴拉巴拉的恶心说辞！
P4:最后说赠送糯米酒给我们，让我们删除评论，我们没有回应，最后走的时候没有删差评反而变成我们主动要挟全额退款换取差评了，你们店是真的会本末倒置倒打一耙的哈！你们店4.5评分就是这么来的吧？真的是恶心透了
有朋友要去贵阳玩的千万别去这家店，又脏服务又差，还不让客人说实话的哈[微笑R]#避雷店铺[话题]# #贵阳[话题]# #黔岭苗乡酸汤牛肉[话题]#",黔岭苗乡酸汤牛肉,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-CCE82DE0CA21B6FB,POICAND-EAA42D897E99AB1A,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,旺相羊肉粉,69ef01ca000000001f004f98,这两家羊肉粉是贵阳天花板了吗,https://www.xiaohongshu.com/explore/69ef01ca000000001f004f98?xsec_token_redacted=1&xsec_source=pc_dots,"旺相羊肉粉的这条街都关门完了就只剩他家，这样角度看他很强，一人撑起一条街，味道不错，略带一点羊膻味，羊肉汤很爽！
思南羊肉粉人气非常炸裂，好像13:30就不卖了，我都感觉要一直排队到关门，辣椒有老干妈的感觉，粉是方形的很有特色！
这两家不知道贵阳本地人更爱吃哪家，我感觉都很好吃！#贵阳[话题]# #贵阳探店[话题]# #贵阳美食[话题]# #羊肉粉[话题]#",旺相羊肉粉,混合贴候选,,"旺相羊肉粉的这条街都关门完了就只剩他家，这样角度看他很强，一人撑起一条街，味道不错，略带一点羊膻味，羊肉汤很爽！
思南羊肉粉人气非常炸裂，好像13:30就不卖了，我都感觉要一直排队到关门，辣椒有老干妈的感觉，粉是方形的很有特色！
这两家不知道贵阳本地人更爱吃哪家，我感觉都很好吃！#贵阳[话题]# #贵阳探店[话题]# #贵阳美食[话题]# #羊肉粉[话题]#",待审核,候选混合贴：核实是否描述多个可定位实体；若是，只保留当前POI连续原文片段。
EV-FCAD326E30B90E20,POICAND-CE95376D2515574B,GYTRAVEL-S4-F021,1,20260914_贵阳特色热门美食体验_六区一市,九化李记老火锅,69e75de60000000022003b71,清镇最好吃的酸汤火锅🍲,https://www.xiaohongshu.com/explore/69e75de60000000022003b71?xsec_token_redacted=1&xsec_source=pc_dots,📍清镇九化李记老火锅，好想来对面，25元/人，锅底有猪脚软哨排骨肉圆子，蔬菜随便吃，主要味道好👍#清镇美食[话题]##清镇九化[话题]# #火锅爱好者[话题]# #贵州酸汤火锅[话题]#,九化李记老火锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
