行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
清迈府,餐饮美食,Deck One,景观餐厅,deck one - all day eatery,萍河边,景观用餐/拍照休闲,0,既有全量候选,https://www.xiaohongshu.com/explore/6a15a285000000003700c1d6?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：在清迈，幸福感来自于萍河边的一顿晚餐
正文：大概是容易被环境感动吧，进入这家餐厅的时候刚好是落日黄昏时，柔美的光线从萍河对岸照进餐厅，一下子就喜欢上了，波光粼粼太浪漫了，而且餐厅在好几颗大树之间，周边环境与餐厅和谐共生在一起，就特别喜欢，点的菜也很合口味，（但确实比普通餐厅贵一点点，为了环境也是值得的）以前会嫌弃萍河的水黄，但此刻在光的映衬下它也是极美的，喜欢这种浪漫感的小伙伴可以去试试，它离古城也不远，打车很方便、吃完还能在附近逛逛，附近有几家不错的店，隔壁的酒吧我也进去看了一眼，氛围感也可以，可以去看看#泰国菜[话题]# #带你去吃隐藏美食[话题]# #私藏小众餐厅[话题]#
地址：Deck One - All Day Eatery
营业时间：08:00-22:00
交通：打车，骑车，开车",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Early Owls,咖啡馆,Early Owls,古城内,咖啡休闲/轻食,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a7144740000000033013d1e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b2757500000000090209bf?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈古城内5家咖啡按顺序来不绕路轻松拿下
正文：5.Early Owls
网上说的躺平席子已经没有了，可以，树下有插自己拿个凳子随意坐，树下可以充电，整体氛围很松弛。
都在古城内，不用赶路

「2*混合贴」
标题：清迈🇹🇭chill 咖啡店推荐
正文：📍Early Owls
这家很舒服很治愈 妥妥躺平圣地 坐户外的话都给给你一个凉席和一个小桌子，适合放松和享受悠闲时光，拍照非常出片 ！是我会二刷的一家店 价格也很合理 虽然算是网红店 ，但是一杯饮品加一块蛋糕也就40人名币左右。
我看大家都是带着一本书过去看👍，去的那天还遇到了一位爸爸给老婆庆祝研究生毕业 荣幸送花🥹因为当时已经是下午六七点了 店员都一起出来帮他们拍照 好幸福～",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Early Owls Cafe,咖啡馆,early owls cafe,距塔佩门古城约2公里,咖啡休闲/轻食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a8ac4a2000000003a02edd1?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：清迈咖啡店| Early owls
正文：一个大型的绿色能量场🌳
在清迈Early Owls咖啡店可以开启躺平模式
无论是室内 楼上 树荫下 池塘边 草坪上视野都很舒服

与大自然的能量交换 来这里感受自然的呼吸 躺在草席上喝咖啡 晒太阳 发呆 太chill了

店内有咖啡 简餐 小甜点

📍:Early owls cafe
⏰:9:00-18:30(周三店休日）
距离塔佩门古城打车大概两公里左右 #清迈咖啡店[话题]#
#清迈放松推荐[话题]# #清迈旅行[话题]# #清迈[话题]# #清迈拍照地[话题]# #松弛感[话题]# #清迈探店[话题]# #清迈咖啡[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Ekachan The Wisdom of Ethnic Thai Cuisine,泰式与本地餐厅,เอกฉันท์,长康路片区,泰式美食/地方风味,0,既有全量候选,"https://www.xiaohongshu.com/explore/69d728bf000000001a020df2?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d39a8c000000001f00222a?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：在清迈！🇹🇭人均不到百元的米其林泰餐餐厅～
正文：清迈必吃！湄平河畔百年老屋米其林泰餐✨
谁懂啊！在清迈挖到了藏在湄平河畔的宝藏泰餐
Ekachan真的把泰北菜的精致和浪漫焊死了😭
1867年的百年仓库改造成的兰纳高脚木屋
推开门就是满院绿植+河景露台
木质结构+泰式雕花，氛围感直接拉满
随便拍都是复古大片，约会聚餐都超合适
✅必点招牌不踩雷
▫️柚子蟹肉沙拉
新鲜柚子果肉+饱满蟹肉，泰式草本酸辣调味
一口下去清爽解腻，开胃到停不下来
▫️黄咖喱虾
浓郁椰奶咖喱裹着Q弹大虾
拌米饭直接炫两碗，香到舔盘
▫️秘制炸鸡翅
外皮酥脆到掉渣，内里嫩到爆汁
泰式香料腌制，越吃越上头
▫️墨汁小卷
鲜辣入味，口感弹牙，泰北特色必尝
连续多年米其林必比登推荐真的不是吹
每道菜都能吃出主厨的用心
传统兰纳风味+创意改良，好吃又出片
📍Ekachan The Wisdom of Ethnic Thai Cuisine
🕒11:00-21:30
💰人均100+
💡Tips：河景位超火，一定要提前预约！
#清迈美食[话题]# #清迈米其林[话题]# #清迈泰餐[话题]# #清迈旅行[话题]# #泰国旅游[话题]# #清迈探店[话题]# #湄平河[话题]# #泰北菜[话题]# #清迈必吃[话题]# #Ekachan[话题]#

「2」
标题：清迈如果只推荐一家餐厅…
正文：那必须是Ekachan，清迈最夯的米其林，太好吃了😭
第一天没吃上想吃的咖喱蟹第二天又来二刷了。。生日当天餐厅还送了一道甜品🍮
没预约 很幸运walkin等了一小会儿就吃到啦，不过保险起见还是建议宝子们GM预约下。

1.鱼露香茅炸鸡翅🍗：入口酥酥脆脆又甜甜的，炸香茅是精髓。
2.冬阴功汤🍲：曾经不爱冬阴功汤的人都因为这一碗而从此改观，各种香料赋予酸酸辣辣的口感，还有椰奶香，超绝。
3.咖喱虾/咖喱鸡/咖喱蟹🍛：更推荐咖喱虾，汤汁拌米饭谁不爱，是带有浓浓的椰奶香的咖喱。
4.凉拌牛肉沙拉🥗：很开胃很清爽，一口一块牛肉上桌10min被干完…
5.米饭可以选常规米饭和糯米饭，糯米饭是用荷叶包着的趣味性很强，也很好吃😋

[向右R]：Ekachan The Wisdom of Ethnic Thai Cuisine เอกฉันท์
📍：95 chang khlan Rd, Tambon Chang Khlan, Amphoe Mueang Chiang Mai, Chiang Mai 50100泰国

#泰国菜[话题]# #清迈[话题]# #清迈旅居[话题]# #宝藏餐厅分享[话题]# #下次还会再去的店[话题]# #餐厅推荐[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Fern Forest,景观咖啡馆,Fern Forest,古城内,景观咖啡/拍照休闲,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a7144740000000033013d1e?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：清迈古城内5家咖啡按顺序来不绕路轻松拿下
正文：4.Fern Forest
超治愈的花园庭院店。大树环绕氛围超好，蛋糕和甜品很出片，可以刷支付宝，微信",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,fimue,咖啡馆,fimue；ฟิมูเอ,宁曼路；未确认片区,咖啡休闲/轻食,2,既有全量候选,"https://www.xiaohongshu.com/explore/6a8968e80000000025006919?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2bdd0f0000000017028e65?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/699bd0cb000000000c034815?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69b7696e00000000220011d4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8ea8fa000000001f0024fa?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈｜游古城&喂大象&逛集市
正文：-fimue有卖各种贝壳餐具，很好看，门口也有卖咖啡甜品

可能是住宁曼路，感觉人超多，全世界各地的人，没有想象中的松弛感。喜欢各种体验活动的应该会喜欢清迈。
Ps：不要错过路边卖冰淇淋的小车，好吃又划算！

「2*混合贴」
标题：清迈☕️好吃好喝又漂亮的咖啡馆List📝
正文：✔️fimue：吃的一般但店里好看，氛围也好

「3*混合贴」
标题：我一天在清迈打卡了9️⃣家咖啡店后没失眠
正文：3️⃣fimue
我的快乐老家，也在宁曼路附近，很多人推荐，确实也很值得去。一进去就是满满的货架，陈列非常舒适，可以来办公，位置很多，提拉米苏还行，可能是我去的时候是傍晚了，提拉米苏有点软踏踏。这家店也非常好逛，我在里面买了20000多珠，店员打包都花了半个多小时。

「4*混合贴」
标题：FIMUE 不止咖啡，是藏在宁曼路的手作天堂
正文：📍FIMUE（宁曼路附近）
地址：64 Siri Mangkalajarn Rd, Suthep, Mueang Chiang Mai District, Chang Wat Chiang Mai 50300泰国.
⏰建议下午去，光线柔和更好出片

「5」
标题：清迈小店推荐 | Fimue 慢下来享受
正文：旅居途中挖到一家私藏神仙小众咖啡馆Fimue✨
集合：咖啡，黑胶，二手书，首饰，艺术

摆满复古小众摆件，超多贝壳制品小物件可以买
门口有DJ台播放黑胶唱片
慵懒松弛的氛围感直接拉满
坐一下午发呆、办公、拍照都超合适

✨ 点餐推荐
🍰 提拉米苏 180🐷
☕ Dirty 100🐷
🥪听说早上还有brunch 60🐷一份

🏠店名：Fimue
📍google搜位置：fimue 64 Siri Mangkalajarn Rd Nimmanhaemin Suthep, Mueang Chiang Mai District, Chang Wat Chiang Mai 50300
⏰营业时间：08:00-20:00
✅可久坐｜氛围安静｜可淘手信
如需停车可去对面PT公寓

#清迈探店[话题]# #清迈咖啡馆[话题]# #宁曼路探店[话题]# #清迈旅行[话题]# #泰国小众咖啡馆[话题]# #清迈旅居[话题]#  #Fimue咖啡馆[话题]# #清迈小众打卡地[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,FLO COFFEE,咖啡馆,FLO COFFEE,古城/闹市区,咖啡休闲/轻食,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a7144740000000033013d1e?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：清迈古城内5家咖啡按顺序来不绕路轻松拿下
正文：2. FLO COFFEE冠军咖啡

藏在闹市区，门头很低调。必点热手冲。用的泰国本地豆子，回甘超舒服，性价比超高，工业风还很出片。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Forest Bake,甜品与烘焙,ฟอเรสท์ เบค,古城内,甜品小吃/休闲打卡,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a7144740000000033013d1e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a576d30000000000c003001?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈古城内5家咖啡按顺序来不绕路轻松拿下
正文：1.FOREST BAKE
精致小店，有甜品、咖啡和简餐区，还卖手工瓷器。建议中午之后再来，面包甜品才会全部出齐。

「2*混合贴」
标题：来清迈旅行， 这7家高颜值咖啡馆一定要收藏！📸☕
正文：2️⃣ Forest Bake 🍞
充满温馨感的手工烘焙店，
复古花园风格，
每天都有新鲜现烤面包和甜点。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,ginger farm kitchen,泰式与本地餐厅,ginger farm kitchen,宁曼路,泰式美食/地方风味,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a7f41a800000000270239d9?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：🇹🇭清迈米其林不踩雷餐厅（川妹子鉴定版）
正文：和老公吃了好多清迈米其林，一家比一家不合口味，我是四川人，老公是山西人，我俩吃了四五家吧，每次满怀期待都是失望而归，搞得我俩都不敢吃米其林了，每次都会踩雷。
敲重点！！！！！！这家我们一致同意好吃不踩雷，南北口味皆OK！必须马上安利给来清迈的朋友～
位置：宁曼路（清迈小资一条街）
店名：ginger farm kitchen
菜品推荐：1️⃣凉拌三文鱼，我想说对于四川人来讲，终于吃到不甜的凉拌菜是有多高兴，每家店我必点这道菜，他们家能排上前三名好吃的了2️⃣炸鱼（好像是鲈鱼）他们家的炸鱼是我在清迈吃的很很很新鲜的了，没有什么香料的腌制和掩盖，完全的鲜味，给了两个味道的调料，青色我喜欢，因为不甜，但其实空口吃也很棒！！3️⃣青菜（不知道什么菜）蛋炒虾仁，这个菜我老公觉得很不错，对于我，还是有甜味，一般棒吧！4️⃣芒果冰淇淋糯米饭，老公点的菜，我把芒果和冰淇淋炫完了才看到下面有糯米饭哈哈哈🤣芒果微酸，冰淇淋很甜，就很好吃，没那么腻，糯米饭糯叽叽，感觉很yummy
重点来了，四川人不要点慎点“咖喱面”，老公看每一桌都有面，所以它也点了，吃了一口我们都沉默了，甜的发齁，山西人喜欢吃面，也受不了那碗面，里面的棍棍我以为是我们四川的伞子，但是不脆，不香没味道，所以最后这碗面，浪费了
ps：超级喜欢这家店的环境，感觉很简单但是又很有设计感，总之非常推荐，我肯定是还回去的，下次帮你们试其他菜品啦！#清迈[话题]# #米其林餐厅[话题]# #清迈生活[话题]# #清迈美食[话题]# #成都[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Gopuek Godum Chiangmai,早餐与早午餐,gopuek godum chiangmai,Chang Phueak,早餐早午餐/轻松用餐,0,既有全量候选,https://www.xiaohongshu.com/explore/6a8be042000000001600a20a?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：在清迈一落地就会去吃的早餐店🍳
正文：来清迈两三回了 每次都会去吃的一家
店老板态度很好 而且物价特别便宜
点了整整一桌才花了60r➕
培根煎蛋一上来就自己炫光了
斑斓吐司很好吃 但是不建议打包
给朋友打包回民宿没有到店的好吃
一定要点粉条 好像加了木薯粉还是什么糯糯的顺着汤喝特别舒服ww
🏠：Gopuek Godum Chiangmai โกเผือกโกดำ
📍： Chang Phueak, Mueang Chiang Mai District, Chiang Mai  50300泰国
#清迈旅行[话题]# #清迈美食[话题]# #早餐[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,GRAPH CAFE,咖啡馆,graph cafe nimman,宁曼路,咖啡休闲/轻食,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a558c13000000001c024513?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a4622d90000000017008582?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d607cb0000000022000eb2?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈咖啡｜GRAPH×Blue Coffee×  lot
正文：☕第一站：GRAPH CAFE（宁曼路店）
宁曼路老牌网红咖啡馆，工业复古砖墙+绿植庭院氛围感直接拉满
点了三杯招牌特调，每杯颜值和口感双在线：

「2*混合贴」
标题：这次清迈真的玩爽了！附上攻略！亲测不踩雷！
正文：☕ 回上海前还去了 GRAPH Cafe
说是清迈排名第一的，点了活性炭咖啡味道很奇特
最后带着满满的快乐回上海啦✈️～
⸻
📝清迈旅行Tips
✅ 打车Bolt比Grab便宜一点
✅ 夜市记得准备现金
✅ JJ Market只有周末营业
✅ 清迈按摩便宜，几乎每天都可以安排
✅ 粘粘瀑布一定不要错过！！

「3」
标题：在清迈，终于到了傍晚的顶楼露台～
正文：清迈三日超详细攻略

Day 1 古城文化+狂欢
07:30-08:30 早餐
去瓦洛洛市场或古城巷口，打卡泰北灵魂美食Khao Soi咖喱面（50-60泰铢），椰浆咖喱汤底浓郁，配脆面与炸蛋；搭配蝶豆花茶解腻，开启清爽一天。
09:00-12:00 古城三寺巡礼
- 契迪龙寺（门票50泰铢）：清迈地标，16世纪残塔宏伟震撼，红砖墙配蓝天超出片，需着装遮肩过膝。
- 帕辛寺：清迈等级最高寺庙，兰纳风格木雕与壁画精美，清晨金光璀璨，可听僧侣诵经 。
- 塔佩门：古城唯一完整红砖城门，拍照打卡
12:30-14:00 午餐+午休
去护城河边Blue Noodle，尝12小时慢炖牛肉船面，配龙眼冰解腻；饭后回酒店休息，避开正午烈日。
14:30-17:30 文艺放松
- 草编街：淘手工椰壳包、麻织品等小众伴手礼。
- 找一家当地的泰式按摩，选择很多，性价比超高，缓解步行疲劳。
18:00-22:00 夜市盛宴
逢周日逛周日夜市（塔佩门至帕辛寺），全长1公里，手工艺品、街头表演云集；必吃芒果糯米饭（20泰铢）、烤猪颈肉、泰北香肠。非周日则去长康路夜市，美食与纪念品齐全。
Day 2 素贴山全景+宁曼文艺+自然体验
08:00-12:00 素贴山双龙寺+悟孟寺
双条车上山，爬309级阶梯或乘缆车登顶。寺庙全金装饰，供奉佛舍利，可360°俯瞰清迈全城，清晨云海绝美 。下山顺路逛悟孟寺，森林古寺静谧清幽。
12:30-14:00 宁曼路午餐
打卡Ka Soi Nimman吃咖喱面，或Graph Cafe喝氮气咖啡，感受泰北融合风味。
14:30-17:30 文艺/自然二选一
- 文艺线：逛宁曼路彩色墙与设计师店，去MAYA商场顶楼观景台看城景。
- 自然线：大象自然公园（不骑象），喂食、给大象洗澡，了解救助故事
18:00-21:00 晚餐+夜景
去宁曼路网红餐厅吃泰北菜，饭后逛艾美酒店屋顶泳池，无边泳池俯瞰古城与远山
Day 3 近郊自然+手工体验+返程
08:00-12:00 因他侬国家公园或粘粘瀑布（可选）
包车往返（约2000泰铢/天），车程1.5小时，山路较多需备晕车药。打卡国王皇后双塔，看连绵云海；走安卡鲁昂自然步道，逛苔藓森林；探访瓦奇拉坦瀑布，感受30米落差水声 。
12:30-14:00 午餐
在公园内餐厅吃泰北家常菜，或自带简餐，感受山间清凉。
14:30-17:00 手工体验
去博桑伞村，体验手绘伞制作，淘特色伞艺与手作 。顺路逛瓦洛洛市场，买果干、香料等伴手礼。
17:30-19:00 清迈门市场晚餐
必试凤飞飞猪脚饭（40泰铢）、瓦罐小火锅、泰式Suki火锅，人均30元吃到撑
#泰国[话题]# #清迈[话题]# #傍晚时分的松弛感[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Graph One Nimman,咖啡馆,กราฟ วันนิมมาน,宁曼路One Nimman,咖啡休闲/轻食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a7ed6e90000000028030020?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：清迈6家超好拍的必喝咖啡店！（涵盖全城）
正文：1. Graph One Nimman｜咖啡特调艺术
店内暗黑空间不大但氛围感满分，是值得为空间打卡的一家店",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Graph X店,咖啡馆,กราฟ เอกซ์,古城东侧昌莫路,咖啡休闲/轻食,0,既有全量候选,https://www.xiaohongshu.com/explore/6a7dadfc0000000025016ede?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：清迈咖啡巨头☕️竟然还有烘焙工坊+艺术画廊
正文：📍店名：GRAPH X店
🚩地址：198 M.2 Chang Moi Rd 昌莫路，古城东侧，离Kaprao Nueanuea、草编街、瓦洛洛很近，可以顺路打卡别错过（图18）
⏰营业时间：09:00‑17:00⚠️傍晚关门，别跑空
💰人均：120‑180泰铢

✅点单推荐",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Graph咖啡,咖啡馆,graph,艺术村内,咖啡休闲/轻食,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a558c13000000001c024513?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8cf2710000000029024d23?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a86b593000000002202ce4c?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈咖啡｜GRAPH×Blue Coffee×  lot
正文：清迈咖啡｜GRAPH×Blue Coffee×  lot

来清迈直接把咖啡当水喝，3家本地顶流咖啡馆一次性打卡全攻略✨

「2*混合贴」
标题：清迈五大集市对比
正文：🍑艺术村（Baan Kang Wat）P1-3：类似一个休闲社区，吃喝玩乐设施齐全，适合闲逛，走走停停拍拍喝喝。Graph咖啡没喝懂[失望R]
🍏JJ集市（Jing Jai Market）：算是最大的集市，摊位非常多，最适合来买东西，浅逛了一个半小时就逛完惹～淘到了P1的裙[得意R]

「3*混合贴」
标题：不耗年假！普吉岛旅游攻略｜交通+完整时间线
正文：☕喝：Graph Phuket，重点喝冷萃特调！No.18是公认的第一名，盲点的两杯都很不错
🛒买：Sitao Studio，Frutta、Mother Joo's…沿街到处都是小店",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Guay Jub Chang Moi Tat Ma,餐厅与本地美食,ก๋วยเตี๋ยวมีชัยหน้าไปรษณีย์ช้างคลาน,古城东侧/长康路,正餐/地方美食,0,本轮定向补采新增,"https://www.xiaohongshu.com/explore/6a8ebb13000000002903773e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8bd76d0000000037034c97?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈吃遍 5 家宝藏｜包含米其林😭不踩雷清单
正文：🐷Guay Jub Chang Moi Tat Ma
古城东侧街边老店✨
整趟清迈旅行记忆点拉满！脆皮五花肉绝了，猪皮脆到咔嚓响，搭配甜咸秘制酱汁，一口沦陷。

清迈旅行，一半风景一半美食🌴
去泰国别只知道冬阴功，这些本地馆子才是灵魂！

「2*混合贴」
标题：🇹🇭“清迈必吃榜” 我心中的top5🖐🏻🍲
正文：5️⃣ ก๋วยเตี๋ยวมีชัยหน้าไปรษณีย์ช้างคลาน
在长康路吃了无数次的船面 已经成我的宵夜食堂了！",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Hot Pot By Jay So,火锅与烧烤,Hot Pot By Jay So,未确认,火锅烧烤/多人聚餐,0,本轮定向补采新增,https://www.xiaohongshu.com/explore/6a85af12000000002201403e?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：清迈美食 03｜一个火锅爱好者连吃4顿
正文：[一R] Hot Pot By Jay So
📷 图 2-8
🔥 有两种火锅都可以试试
⏰ 最好下午5点左右去
这家在小红书上很多人推荐，排队的人也是真的多。
我那天大概5点多到，当时排队的人还不算多。等到6点多，外面感觉已经排了上百个人。
店里有两种锅，我看两种都有人点，可以直接看图选。我吃的那种汤越煮越好喝，再配上蘸料，确实很好吃。肉的口味也不错。图里的生腌虾也可以试一下。
店里好像有服务员会一点中文。
这家我吃了一次，最后一天本来还想再吃一顿，但要赶飞机，身上又正好没有现金，临时也取不出来，也没厚着脸皮问旁边的人借，最后就没吃上，只能留到下次了。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Huen Muan Jai,泰式与本地餐厅,huen muan jai,古城附近,泰式美食/地方风味,0,既有全量候选,https://www.xiaohongshu.com/explore/6906d59800000000070222db?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：📍🇹🇭清迈泰北菜肴🇹🇭米其林餐厅📍
正文：有来到泰国清迈，可以来试看这间餐厅,来到泰国北部，一定要试看当地的菜肴，没吃过就等于没来过🤣

📍Huen Muan Jai📍
这里的食物都不错吃别有风味，味道与泰国中部,泰国南部都不一样，各有各的风味，味道也不一样

每个人的口味口感都不一样哦
另外来说,这里的价钱也合理，不会说很贵

这里也算是网红餐厅，不过对小编而言，他们的食物不错吃，所以推荐可来这边吃
小编点了小食拼盘，里面有猪皮，咖喱猪肉，腊肠，还有些不知道该怎么形容的食物🤣,另外再点菜汤解腻。

食物：⭐️⭐️⭐️⭐️
环境：⭐️⭐️⭐️⭐️
价钱：⭐️⭐️⭐️⭐️

餐厅：Huen Muan Jai
地址：24 Ratchaphuek Alley, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand
#假期去哪玩[话题]# #泰国清迈[话题]# #泰国攻略[话题]# #泰国旅行[话题]# #清迈美食[话题]# #清迈旅行[话题]# #清迈餐厅[话题]# #清迈探店[话题]# #泰国菜[话题]# #清迈攻略[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Joost Smoothies,咖啡甜品与景观餐吧,จูสต์ สมูทตี้ส์,未确认片区,咖啡甜品/观景社交,0,既有全量候选+本轮定向补采增强,"https://www.xiaohongshu.com/explore/6973a654000000001a02c84a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2bdd0f0000000017028e65?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈吃吃喝喝的日常
正文：p7 [放大镜R]Joost Smoothies
宁曼路上的鲜榨果汁冰沙，山竹是季节限定
p9 [放大镜R]马里奥明星猪脚饭
不知道这个马里奥是不是那个马里奥[看R]
在宁曼一号小吃街上，本吃货认证是我在清迈吃过最好吃的猪脚饭[赞R]
p11 酒店附近garb上点的嘎抛，爬山回来饿了一天，打开外卖盒子的一瞬间就香飞了，一个中国胃在泰国受尽甜口折磨，这个算是我旅居期间吃的最多的食物了[扶额R]不过最好点4.5分以上的
p12 古城附近一家西餐厅的招牌菜炸章鱼沙拉，配啤酒还不赖🍺
p13 周日夜市的烤排骨，看着很香吃到嘴又是甜口的，生胖气！味道神似厚切的猪肉脯……
p14 [放大镜R]mintnimal
塔佩门附近的薄荷主题甜品店，小店很有设计感，拍照很出片，味道就是那个牙膏味，不过好多漂亮妹妹来拍照🤩
p15 [放大镜R] หมูจุ่มเจ้โส
泰北泥炉火锅和bbq的大排档，好多本地人来吃，6点到已经在排长队了，小火锅真的不错，酸辣口味，食材也很新鲜，推荐猪颈肉、猪肝和鱼，点了满满一大桌子，结账85，惊呆了，是我有史以来见过最性价比的餐厅，没有之一

「2*混合贴」
标题：清迈☕️好吃好喝又漂亮的咖啡馆List📝
正文：✔️Joost Smoothies：虽然很多人说山竹冰贵，但山竹本身就很贵啊啊，我觉得很好喝，跟朋友连着喝了三天，上面会放3",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,餐饮美食,Kalm,咖啡馆,คาล์ม,艺术中心内部,咖啡休闲/轻食,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a69da3c000000001101dbe7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5f1ed90000000011018289?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：相信我！清迈古城周日逛（附路线图）
正文：📍5 卡尔姆村Kalm Village
逛累了的中途歇脚点，老城里面超有质感的艺术文创村落，用回收老柚木打造泰北风格建筑，集合了艺术展厅、手作织物商店、咖啡馆和泰北家常菜馆。顶楼玻璃凉亭视野很好，能远眺契迪龙寺佛塔，周三固定闭馆别跑空。

「2*混合贴」
标题：泰国🇹🇭我在清迈喝到的那些细糠☕️
正文：6️⃣Kalm
意外撞见的宝藏冷门店，开在艺术中心内部。
木质结构融合现代设计，随处摆放工艺美术作品，环境安静人少。等打抛饭的空档进来吹空调喝咖啡，惬意感拉满。
去二楼溜达了一下，非常适合自己一个人坐一下午看一下午书",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
