行政区,POI业务类型,POI名称,POI细分类型,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
观山湖区,餐饮美食,安纳果（阿云朵仓店）,融合餐厅,观山湖区阿云朵仓,阿云朵仓正餐/薄荷牛肉与黑松露炒饭,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a802b760000000026034b2b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：观山湖土著掏心窝子！
正文：🍲 安纳果
刚开业时是我的“薄荷牛肉专供店”，每次去就冲这一道。薄荷的清凉和牛肉的香辣搭得刚好，独特又上瘾。黑松露炒饭也推荐！可惜菜单偏少，更新慢，最近去得少了。但如果你是第一次去，薄荷牛肉一定要点上，值回票价。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,布衣梅姐地摊火锅,地摊火锅店,贵阳奥体中心周边（具体门牌待地图事实层复核）,演唱会前后正餐或宵夜/鲜切土猪肉、野菜自助与拌饭,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a8839f10000000017003039?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：徐良演唱会5分钟圈 · 贵阳站美食限定
正文：🔥布衣梅姐地摊火锅
📍地址:导航搜索直达
⏰时间：11:00-23:00
💰人均：40+
💥必吃暴击：
✔️「鲜切土猪肉」码得整整齐齐，舀上汤汁拌饭，连干三大碗！
✔️12元/人野菜自助｜应季野菜随便拿，解辣又解腻🎉",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,彝大锅·砂锅羊肉粉（会展城总店）,贵州羊肉粉店,观山湖区中天会展城B6组团银行北街1-12-13号,早餐、正餐或宵夜/威宁黑山羊汤与多种贵州米粉,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6932555f000000001b023f11?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：冬天去哪玩📍 小叙在贵阳观山湖等你来～🎈🎈
正文：2、彝大锅·砂锅羊肉粉(会展城总店)🥘🍜🍜🍜
贵阳羊肉粉菜品榜第1名
24小时营业👍
选用威宁黑山羊
每天现宰现用🍇🍇🍇
羊肉细嫩无膻味
汤底用新鲜羊肉、羊骨慢火炖煮3小时⌛️⌛️⌛️
汤汁浓郁香醇
除了标配毕节细米粉
还首创加入金沙米皮、贵阳酸粉、铜仁绿豆粉
一锅羊汤煮贵州四种特色米粉😍😍😍
地址📍
观山湖区中天会展城B6组团银行北街1-12-13号
营业时间🕰
24小时营业",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,烧堡（阿云朵仓过道小车）,汉堡餐车,观山湖区阿云朵仓过道,阿云朵仓逛吃或简餐/脆哨汉堡与安格斯牛肉汉堡,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a802b760000000026034b2b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：观山湖土著掏心窝子！
正文：🍔 烧堡（过道小车）
就两款汉堡，小哥做得认真。强烈推荐41块的脆哨汉堡——里面混了本地脆哨，焦香酥脆，跟肉饼形成反差口感，绝了！可以加蛋加菠萝。健身党点安格斯牛堡，跟小哥说“免酱”，纯肉香足够过瘾。汉堡会贴心对半切，朋友分着吃刚好。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,玉珍酸笋火锅（观山湖店）,酸笋火锅店,观山湖区七米路国际会展中心商业1号,酸笋火锅体验/正文实测认为酸笋味重、排队久且不推荐，炸茄子获得肯定,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a819cb50000000005030e2e?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳美食｜风很大的贵阳玉珍酸笋火锅？？
正文：晚上8:50取号，10点才吃上的玉珍酸笋火锅～
那么多人排队，为啥？不理解～感觉大多数是外地人。
先说酸汤的味道，本地人吃下来已经没有酸汤的味道了，全是酸笋味，很重。吃不来。
再说蘸水，一开始看两个蘸水，还挺新奇，红色那个，有点油，也辣～传统蘸水，没有其他麻辣烫的好吃。
最后值得点赞的是炸茄子，外脆里嫩，茄子炸起来很好吃去，还洒了一层辣椒面，就很贵州。
但是还是想问问，1.玉珍家怎么火起来的，是我们本地的火锅吗？
2.只是观山湖的味道不咋滴还是其他店也是？
3.大家觉得好吃吗？
分享美食是按照本人个人实际感受进行描述，好吃就是好吃，不好吃也不会硬Q。

tips：
店名：玉珍酸笋火锅（观山湖店）📍
地址：观山湖区七米路国际会展中心商业1号📍
人均：60元左右
推荐指数：说实话完全不推荐

会持续分享贵州本地美食，旅行中美食美景的幸运小李。✨✨✨✨✨
#吃辣喝酸尝鲜[话题]# #排队也要吃[话题]# #干饭人排队魂[话题]# #酸汤自然发酵的传承者[话题]# #玉珍酸笋火锅[话题]# #排队王[话题]# #贵阳美食[话题]# #观山湖美食[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,符老二烙锅时代,贵州烙锅店,贵阳北站附近（位置较隐蔽，具体门牌待地图事实层复核）,北站周边正餐或夜宵/多种辣椒面、桃酥碎蘸料与烙小肠,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/68baf7db000000001b03f678?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳北这家烙锅🥺真的便宜又好吃
正文：店名：符老二烙锅时代（位置不太好找，可以给老板打电话，我第一次去找了老半天了）
去贵州旅游发现的这家店，就在贵阳北站附近！
我们两个人才吃了70多，味道很不错，而且吃得很饱
在贵州玩了三天，有两天都去了这家吃[大笑R]（和朋友在黄果树瀑布玩的时候都想着晚上要去吃这家烙锅）
他家特色就是辣椒面种类特别多！！（划重点了）
他家的辣椒面真的是我的神！我超爱！
随便一配都特好吃，强烈推荐加桃酥碎，特别香
他家的辣椒面真的让人念念不忘，吃辣星人狂喜
第二次吃加了小肠，慢慢烤，烤得脆脆的，巨好吃！
后面去昆明又吃了一次烙锅，特别失望
才发现辣椒面真的是烙锅的精髓[哭惹R]
#贵阳北站[话题]# #烙锅[话题]# #贵州美食[话题]##贵阳[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,织金姐妹烙锅·土烙锅,贵州烙锅店,观山湖区（具体门牌待地图事实层复核）,朋友夜宵聚餐/坨坨肉、屯堡小肠、八步臭豆腐与折耳根蘸水,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a8c91810000000020039fba?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳观山湖｜地道织金土烙锅✨臭豆腐无限续
正文：📍织金姐妹烙锅·土烙锅（观山湖区）

贵阳夜宵又挖到宝！店里生意超级火爆，内外都坐满食客🔥上菜速度很快，老板和店员都特别热情，还会主动帮忙翻炒烙锅，不用自己动手，体验感直接拉满。
环境是街边夜宵大排档的氛围，有室内座位也有室外外摆，晚上坐外面吹晚风吃烙锅氛围感十足，烟火气满满。
🍲我们点的套餐菜品
荤菜：秘制坨坨肉、鸡杂、安顺屯堡小肠
素菜：韭菜、土豆片，八步臭豆腐可以无限免费续！
还有绿豆汤小汤圆可以无限畅饮。
坨坨肉烙到外皮焦香，油香十足；鸡杂、屯堡小肠处理得很干净，在铁锅上烙完香气扑鼻。
土豆片煎得边缘微微焦脆，韭菜吸满油香。
重点夸八步臭豆腐！可以无限续，煎到外皮鼓鼓的，外酥内里软嫩，越吃越上头。
🥣灵魂折耳根蘸水
蘸水种类很齐全，折耳根、糊辣椒、干碟全都有，蘸上烙好的食材，贵州味道直接拿捏。
吃腻了还有无限畅饮的绿豆汤、冰粉小汤圆，清爽解辣解腻。
全程有人帮忙烤，只管大口吃，菜品丰富，还能续臭豆腐、喝冰饮，一顿吃下来超级满足，很适合朋友夜宵聚餐！

#织金姐妹烙锅[话题]#  #织金姐妹[话题]#土烙锅 #贵阳必吃烙锅推荐[话题]#  #夜宵推荐[话题]#  #有锅气更有烟火气[话题]# #臭豆腐[话题]# #八步臭豆腐[话题]#  #烙锅[话题]#  #贵阳哪里好吃[话题]#  #贵阳美食推荐官[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,老凯里酸汤鱼（夜郎国店）,酸汤鱼餐厅,观山湖区甲秀北路235号7组团4栋、贵阳北站西广场对面,贵阳北站到离站正餐/苗家发酵酸汤鱼、黄辣丁或江团,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69f97920000000003601e335?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳北站附近美食推荐
正文：1. 老凯里酸汤鱼（夜郎国店）
地址：贵阳市观山湖区甲秀北路235号7组团4栋（贵阳北站西广场对面）
特色菜：苗家古法发酵酸汤鱼（黄辣丁、江团），酸汤浓香开胃，鱼肉鲜嫩。非物质文化遗产餐饮名店，人气极高。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,胡慢慢（阿云朵仓店）,热烤三明治店,观山湖区阿云朵仓,阿云朵仓简餐/鱼腥草风味或辣番茄爆浆鸡排热烤三明治,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a802b760000000026034b2b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：观山湖土著掏心窝子！
正文：🥪 胡慢慢
爱吃鱼腥草的直接冲贵阳way热烤三明治，香而不腻，越嚼越香。怕油就点辣番茄爆浆鸡排三明治，酸甜微辣，汁水足。堂食会配水果，外卖没有，建议到店吃。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,自野咖啡（阿云朵仓店）,精品咖啡店,观山湖区阿云朵仓,阿云朵仓咖啡休息/中浅烘花果香咖啡与抹茶冰淇淋,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a802b760000000026034b2b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：观山湖土著掏心窝子！
正文：🌺 自野咖啡
阿云朵仓咖啡店不少，但我最常来这家。中浅烘豆子为主，花果香调性很突出，喝得出豆子本身的明媚风味。他家的抹茶冰淇淋也是我的私心top1，抹茶和奶味平衡得刚好，不苦不甜，吃完咖啡来一个，完美收尾。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,西柚家糯米饭,贵州糯米饭店,观山湖区金阳街道诚信路金阳文化商业步行街E区负1层1号,早餐/油润糯米饭搭配折耳根、酸萝卜与脆哨,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a8839f10000000017003039?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：徐良演唱会5分钟圈 · 贵阳站美食限定
正文：🍚西柚家糯米饭
📍地址：观山湖区金阳街道诚信路金阳文化商业步行街E区负1层1号
⏰时间：07:00-10:00
💰人均：8+
💥必吃暴击：
▪️观山湖最软糯油润的糯米饭！油辣椒很香，裹着折耳根、酸萝卜、脆哨，一口下去咸香+脆爽+软糯！",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,西装爆厨辣子鸡,贵州辣子鸡餐厅,观山湖区远大商街（具体门牌待地图事实层复核）,正餐硬菜/干香麻辣的贵州辣子鸡,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69eb56d90000000035028743?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：五一来贵阳🌶️观山湖顺路吃攻略
正文：西装爆厨辣子鸡
来贵阳必吃的招牌硬菜！
大火猛炒，鸡肉干香入味
麻辣醇厚越嚼越香，地道黔味，肉食脑袋狂喜",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,贵厨酸汤牛肉（美的悦然广场店）,酸汤牛肉火锅店,观山湖区美的悦然广场,商场正餐或多人聚餐/番茄酸汤、鲜切牛肉与丰富配菜，饭点宜错峰,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a7b22c60000000008013622?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵州贵阳美食全攻略｜早中晚小吃饮品全覆盖
正文：2.贵厨酸汤牛肉(美的悦然广场店) ⭐⭐⭐⭐⭐
📍地址：贵阳市观山湖区美的悦然广场
贵阳网红酸汤牛肉，番茄酸汤开胃解腻，鲜切牛肉涮9秒即可，肉质鲜嫩。配菜种类丰富，土豆、贡菜、毛肚样样齐全。唯一小缺点饭点排队久，建议错峰到店，美团线上可取号节省时间。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,贵水渔村乌江豆腐鱼（观山湖店）,乌江豆腐鱼火锅店,观山湖区长岭南路17号,冬季或多人正餐/水库鱼、乌江豆腐与麻辣鱼火锅,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6932555f000000001b023f11?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：冬天去哪玩📍 小叙在贵阳观山湖等你来～🎈🎈
正文：1、贵水渔村乌江豆腐鱼(观山湖店)🐟🐟🐟
观山湖区火锅好评榜第1名🎉
主打非遗传承鱼火锅
招牌超级麻辣乌江豆腐鱼用高压锅焖煮🍲(╯ε╰)
搭配现点现杀的水库鱼和乌江本地特色豆腐
豆腐雪白滑嫩、久煮不老😍
环境独特
有贵阳首家蜂巢式卡座、网红泡泡屋和星空包房
还有专业歌手驻唱🎤
地址📍
观山湖区长岭南路17 号",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,赵记无骨辣鸡米皮,遵义辣鸡米皮店,观山湖区诚信南路文化商业步行街,早餐或午间小吃/无骨辣鸡、爽滑米皮与香辣口味,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a8839f10000000017003039?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：徐良演唱会5分钟圈 · 贵阳站美食限定
正文：🍜赵记无骨辣鸡米皮
📍地址：观山湖区诚信南路文化商业步行街
⏰时间：08:00-14:00
💰人均：12+
💥必吃暴击：
▪️遵义人认证的观山湖最牛辣鸡米皮！鸡肉无骨，辣椒香而不燥，米皮爽滑吸汁",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,逮火烤鸡,炭火烤鸡店,观山湖区长岭北路中天会展城A9组团1-5栋负3层10B,晚餐或宵夜/整只炭火烤鸡、薄荷鸡皮与鸡杂，建议提前预约并堂食,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69758e7b000000000e03d44d?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：逮火烤鸡，一口封神！本地人私藏的宵夜天花板🔥
""来贵阳不吃烤鸡等于白来！每天下
正文：逮火烤鸡，一口封神！本地人私藏的宵夜天花板🔥
""来贵阳不吃烤鸡等于白来！每天下午5点半开门，鲜鸡碳烤等餐半小时起步，但真的值得！""
🍗 必点推荐：
- 整只烤鸡：外皮焦香酥脆，肉质鲜嫩多汁，撒上秘制辣椒，香到舔手指！
- 薄荷鸡皮：单独烤的鸡皮才是灵魂，焦香不腻，一口下去满嘴油香，配上薄荷，瞬间又变得很清爽的口感！
- 鸡菌鸡肝：鸡菌火候刚好，Q弹有嚼劲，芥末鸡肝像冰淇淋的口感，绝对的下酒神器！
🌶️ 灵魂蘸料：
秘制鸡汤辣椒水+油泼辣椒（加葵花籽花生小火慢炒），双重暴击！直接封神！
💰 人均：50-80元，整只鸡才160+，份量充足，性价比你来了就知道。[赞R]
📍 位置：贵阳市观山湖区长岭北路中天•会展城A9组团1-5栋负3层10B（具体店名私信我，怕你们找不到）
⚠️ 小贴士：
1. 建议提前电话预约，不然真的等很久。
2. 不建议外带，堂食才有炭火气。
贵阳美食 #贵阳烤鸡[话题]# #宵夜必吃[话题]# #贵阳美食[话题]# #美食探店[话题]# #贵阳旅游[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,野灶·贵州香辣虾蟹蛙（奥体中心店）,香辣蛙锅餐厅,贵阳奥体中心周边（具体门牌待地图事实层复核）,朋友小聚或演出前后正餐/香辣蛙锅与花甲,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a8713cc000000003302064c?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳奥体中心终于有好吃的美蛙啦！！！
正文：刷到很多朋友都在说他家的美蛙好吃，过来打卡，没有踩雷！香辣蛙锅真的香，肉质紧实，辣度很符合贵州口味。花甲炒得入味，没有沙子。环境简简单单干干净净，服务也不敷衍，朋友小聚吃饭很合适，下次还会再来
人均消费：50
地理位置：📍野灶·贵州香辣虾蟹蛙(奥体中心店)
#吃牛蛙到美蛙[话题]# #辣得过瘾潮得够味[话题]# #美蛙鱼头[话题]# #川菜[话题]# #吃蛙爱好者[话题]# #必打卡的小龙虾店[话题]# #牛蛙火锅[话题]# #川菜掌门人负责口味[话题]# #牛蛙[话题]# #藏在巷子里的品质川菜[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,陈氏人家豆米火锅（会展城店）,豆米火锅店,观山湖区会展城（具体门牌待地图事实层复核）,多人正餐/绵密豆米锅底、酥肉与特色凉粉,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a7b22c60000000008013622?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵州贵阳美食全攻略｜早中晚小吃饮品全覆盖
正文：1.陈氏人家豆米火锅(会展城店) ⭐⭐⭐⭐⭐
📍地址：贵阳市观山湖区会展城
地道贵州豆米火锅，豆米锅底绵密浓稠。搭配酥肉、特色凉粉配菜，菜品新鲜，锅底可以续加豆米，多人聚餐性价比拉满。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,黔大毕烙锅（合肥路店）,贵州烙锅店,观山湖区合肥路72号恒大中央广场,正餐或烙锅聚餐/八步臭豆腐、焦香小肠与腌罗非鱼,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/68d9fa9f000000001101ecd2?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：🔥贵阳美食推荐，7家烙锅选择攻略！
正文：1. 黔大毕烙锅（观山湖区合肥路店）
📍地址：贵阳观山湖区合肥路72号恒大中央广场
💰人均：54元
🌟推荐理由：炭烤烙锅yyds！菜籽油烙什么都很香，回头客超多
🍳特色：从织金八步直运的臭豆腐，外酥里嫩会爆浆
必点：八步臭豆腐、焦香小肠、云南腌罗非鱼",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,黔婆婆贵州夺夺粉火锅（贵阳北站店）,夺夺粉火锅店,观山湖区阳关大道北大资源梦想城6号地块S01栋1单元1楼47号门面,贵阳北站到离站正餐/酸辣夺夺粉火锅、米豆腐与贵州蘸水,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69f97920000000003601e335?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳北站附近美食推荐
正文：2.黔婆婆贵州夺夺粉火锅（贵阳北站店）
地址：阳关大道北大资源梦想城6号地块S01栋1单元1楼47号门面
距离与交通：靠近贵阳北站，步行可达；近白鹭湖地铁站（1号线）
特色菜：夺夺粉（米豆腐）火锅，锅底酸辣开胃，米豆腐软糯吸汁，搭配贵州特色蘸水。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,餐饮美食,黔布衣贵州辣子鸡（会展城店）,贵州菜馆,国际会议中心附近,贵州菜正餐/辣子鸡与少数民族风情环境,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a2fc1630000000007029c2c?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：不开玩笑。。。贵阳前三。。。。。。
正文：朋友暑假过来玩带他来吃被夸得不行。。。
他家主打黔味贵州特色菜！蛮好吃的
属于本地人私藏系列！！！
分量比较足！吃起很干净✌️
价格也公道～节假日和暑假来旅游的宝们别错过了
位置就在国际会议中心附近去哪都方便！

两层楼！从入门到透明厨房到饭桌
都充满了特色黔味！
少数民族风情的装饰🎍
还有穿着民族服装的小姐姐给上菜
朋友夸体验很好👍

菜的话可以闭眼点基本不踩雷！
辣子鸡是招牌必点！！！味道真的有点东西
🐟猪手煲和糟辣梅子肉也巨下饭！
还有茶香肉🥩！！特别有特色
干干的茶叶子很解腻！！！
🚗：黔布衣贵州辣子鸡（会展城店）

#贵阳吃喝玩乐[话题]##贵阳旅游[话题]##贵州旅游[话题]##贵阳美食攻略[话题]##贵阳特色美食[话题]##贵州菜[话题]##辣子鸡[话题]##贵阳辣子鸡[话题]##洋芋国[话题]##黔布衣辣子鸡[话题]##观山湖美食[话题]##来贵阳必吃的辣子鸡[话题]##贵阳美食[话题]##贵阳美食攻略[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,住宿酒店,丽怡酒店（贵阳北站观山湖区店）,中端连锁酒店,贵阳北站附近（具体门牌待地图事实层复核）,高铁站周边住宿/预约接送站、洗衣与健身设施；非独栋且走廊声音可能可闻,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/69e6132400000000230208e3?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳｜研究生酒店测评5️⃣丽怡酒店
正文：🏨店名：丽怡酒店(贵阳北站观山湖区店)
⏰开业时间：2025年8月
⭐评分：4.25/5（含早餐）

❤️优点：
✅前台：P6-7有咖啡机，热水机和果茶等
✅服务：态度比较好，淡季人少升级了房型，有伴手礼（气垫梳、蒸汽眼罩）
✅设施：有观景窗和窗台，沙发🛋️和茶几比较舒适还有小茶壶，有漱口水，✨高速吹风机，✨有外卖机器人
✅洗浴：🛁卫浴分离，恒温的水温很舒服，有顶喷，水压合适（✨有护发素）
✅床品：🛏️床垫舒服，有软枕和荞麦枕✨
✅洗衣房和健身房：p8🫧两台洗衣机
✅隔音：还可以，没有很大噪音，能听到走廊说话交谈声
✅交通：p9离贵阳北站比较近，有接送站服务，✨专车接送，而且时间可以自己定，司机态度很好

💔缺点
❎洗衣机有点难操作，洗完有点闷闷的味道
❎洗发水洗完头皮屑好多[可怜R]
❎不是独栋，和其他酒店共用一栋楼

🍱早餐：没有购买，也没有送早餐券

#酒店爱好者[话题]# #舒适感酒店[话题]# #高品质酒店[话题]# #贵阳北站[话题]# #贵阳[话题]# #贵阳酒店[话题]# #贵阳旅游[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,住宿酒店,如一酒店（贵阳喀斯特公园奥林匹克中心店）,设计型酒店,贵阳奥体中心步行约5分钟、喀斯特公园附近,演唱会或奥体周边住宿/复式客房、夜景、健身房、乒乓球室与早餐,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/68e6dcd200000000070014bd?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳演唱会住宿｜如一酒店离奥体超近！
正文：这次来看黄霄雲贵阳演唱会时，入住了【如一酒店（贵阳喀斯特公园奥林匹克中心店）】。

地理位置超级方便，离奥体中心步行只要5分钟，演唱会结束后直接回酒店真的太舒服了✨

房间选择了【Tea Rhyme Duplex Villa Room】，
挑高两层的设计感非常棒，落地窗外能看到贵阳的夜景🌃
室内干净、宽敞又安静，床也超大超舒服！

酒店设施也很完善：
🏋️♀️ 健身房、🏓 乒乓球室、🍽️ 早餐种类丰富
而且新开业不久，装修都很新，服务态度也很好👍
整体来说性价比非常高～
无论是来看演唱会还是来贵阳旅游，都非常推荐！

#贵阳[话题]# #如一酒店[话题]# #贵阳如一酒店[话题]#  #茅台酒[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
观山湖区,住宿酒店,美居酒店（贵阳悦然广场店）,中高端连锁酒店,观山湖区悦然广场、阿云朵仓对面,阿云朵仓与观山湖游览住宿/商场配套、较新客房与外卖机器人；隔音一般且离地铁较远,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a9511ad000000001102237d?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳平价酒店测评-观山湖悦然广场
正文：自费无广。
本期介绍 悦然广场美居酒店

暑期旺季尾的周五晚入住价格：
387 标准大床房

位置：悦然广场，离阿云朵仓很近
评分：夯

优点：
1.酒店楼下是商场，对面就是阿云朵仓，去贵阳北打车差不多10min。除了离地铁较远，位置还是不错。
2.2026年新开业的酒店所以大堂和客房设施很新。
3.需要刷房卡到达酒店楼层，安全有保障。
4.可以和前台商量延迟退房，15点退房。
5.外卖有机器人送到房间。
6.房间有小冰箱。

不足
1.隔音一般，噪音敏感的uu需注意‼️
2.洗衣房总是没有洗衣袋[笑哭R]
3.影视会员太贵了，19.9看一天[捂脸R]，好在可以投屏。

总结：
适合想去阿云朵仓逛街的朋友们，观山湖附近会比贵阳老城区新净很多。

#酒店颜值控[话题]# #平价酒店[话题]# #酒店爱好者[话题]# #性价比高酒店[话题]# #舒适感酒店[话题]# #贵阳[话题]# #贵阳旅游[话题]##旅行小抄howto[话题]# #华住会[话题]# #美居酒店[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
