Google地点ID,地点名称,站点名称,线路ID,线路名称,线路简称,交通机构名称,交通机构网址,票价网址,车辆类型
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJAfTtdwaZ4jARFAlgVo2yjZE,Suanphak - Thanon Tok,4-68 EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJhZFOnAqD4jARQQx1V1BcbU4,Thammasat University Rangsit Campus - Sanam Luang (Expressway),1-9E EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJH2JEUSqc4jARDbwtmOv0rEc,Kheha Khlong Chan - Tha Tien,44 EV (2-42),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJpz5xjgiZ4jARFpEzjKGnNxA,Circle : Sao Chingcha - Tha Phra,42 EV (4-10),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJPcp2dsKh4jAR7yoxjtiMTbY,Paknam - Saphan Phut,2 EV (3-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJzaa9Er-Y4jARwUXtK-UlvJI,Phra Pradaeng - Bang Lamphu,6 EV (4-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJPUpCHmif4jARARRCtojtZaA,Puchao Samingprai - Saphan Phut (Expressway),2E EV (3-2E),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJwZgwZROZ4jARaSo6KUCG0Xo,After Democracy Monument,หลังอนุสาวรีย์ประชาธิปไตย,ChIJt2n-tCuc4jARvVrT4QG52r4,Pattavikorn - Rama 8 Park,1-63 EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJnY_cvjSD4jARWViQy69fGD8,Rangsit - Sanam Luang (Expressway),1-7E REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJJ86z9ypgHTERkEglonDsH2o,Suvarnabhumi Airport - Sanam Luang (Expressway),S1 AC,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJJWSGzdyd4jARp2Buie2VkCg,Siam Park - MRT Sanam Chai,60 REG (1-38),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJJ86z9ypgHTER7y_YOUp2nJk,Suvarnabhumi Airport - Sanam Luang (Expressway),S1 NGV,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJKSO_rCej4jAR0AnR9Y7LktY,Wat Saha Thammaram - Bang Lamphu,68 REG (4-12),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJOUqQIZOZ4jARaCo8YaPFTKY,Wong Charoen Market - Ratchaprasong,79 AC (4-42),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJETRinQ-i4jAROxFD9y0NWOM,Samutprakan Crocodile Farm - Southern Bus Terminal (Taling Chan) (Expressway),511 AC (3-22E),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJETRinQ-i4jARZYsRyh59Ueg,Samutprakan Crocodile Farm - Southern Bus Terminal (Taling Chan) (Expressway),511 NGV (3-22E),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJqzd7et6Y4jARSBrA8YCDtXk,Circle : BRT Ratchaphruek - Bang Lamphu,15 REG (4-2),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJETRinQ-i4jARvau6kEyhrzM,Samutprakan Crocodile Farm - Southern Bus Terminal (Taling Chan),511 AC,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJ01zrRLC94jAR6Le7lZN9HKM,Samut Sakhon - Bang Lamphu,68 REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJLUJ5MsOd4jARQzZpX2AlaGM,Siam Park - MRT Sanam Chai,60 NGV (1-38),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJldtLftWY4jARVvSvt-EY8wg,Bangkok Port (Khlong Toei) - Bangkok Department of Land,47 REG (3-41),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJgeGOngCY4jARVIHuSzCzIhw,Samae Dam - Bang Lamphu,68 REG (4-12),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJpSSpMsOd4jARdgfY-94p52k,Siam Park - MRT Sanam Chai (Expressway),1-80E REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJgaypGZKc4jARgVUi99EkPIs,Don Mueang Airport - Sanam Luang (Expressway),A4 NGV,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJgeGOngCY4jARRW9bLJH8uIc,Samae Dam - Bang Lamphu,68 AC (4-12),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJqzd7et6Y4jARuXFmMfb6Ew0,Circle : BRT Ratchaphruek - Bang Lamphu,15 AC (4-2),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJjWIm-YSb4jAR6Lb_0GIXWdw,Pracha Niwet 3 - Sanam Luang,70 AC (2-14),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJEWxx7g-i4jARPGKvHmWyyjE,Samutprakan Crocodile Farm - Southern Bus Terminal (Taling Chan),511 NGV,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJjWIm-YSb4jARzz2dypi9qqg,Pracha Niwet 3 - Sanam Luang,70 REG (2-14),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJrWm5-ISb4jAReszhqsQGnXo,Pracha Niwet 3 - Sanam Luang (Expressway),2-32E REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJTzhQXJWZ4jARMbZQBmAFBQ8,Setthakit Village - Mochit 2,509 AC (4-60),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJ9fXcvjSD4jARd57DjJA4JvI,Rangsit - Sanam Luang,59 AC (1-8),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJ1dkmK8uc4jARrnxN2uBDyDQ,Rangsit - Sanam Luang,59 REG (1-8),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJAfTtdwaZ4jARFAlgVo2yjZE,Suanphak - Thanon Tok,4-68 EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJz4Wf55Ca4jARcCuCPbwwvjI,Bang Bua Thong - Bang Lamphu,127 EV (2-19),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJhZFOnAqD4jARQQx1V1BcbU4,Thammasat University Rangsit Campus - Sanam Luang (Expressway),1-9E EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJH2JEUSqc4jARDbwtmOv0rEc,Kheha Khlong Chan - Tha Tien,44 EV (2-42),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJPcp2dsKh4jAR7yoxjtiMTbY,Paknam - Saphan Phut,2 EV (3-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJPUpCHmif4jARARRCtojtZaA,Puchao Samingprai - Saphan Phut (Expressway),2E EV (3-2E),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJ39rMQmWY4jARnY1Y6C8Gxg0,Kheha Thonburi - Bang Lamphu,35 EV (4-8),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJXUweZhOZ4jARUrRbdZjqEUE,Before Democracy Monument,ก่อนอนุสาวรีย์ประชาธิปไตย,ChIJt2n-tCuc4jARvVrT4QG52r4,Pattavikorn - Rama 8 Park,1-63 EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJYevJxZ2X4jARfGdLYmWeJCI,Sanam Luang 2 - Sanam Luang,91ก REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJpSSpMsOd4jARdgfY-94p52k,Siam Park - MRT Sanam Chai (Expressway),1-80E REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJJWSGzdyd4jARp2Buie2VkCg,Siam Park - MRT Sanam Chai,60 REG (1-38),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJ-UTl_lOZ4jARVZUO1kbgx-I,Krung Thep Aphiwat - Khlong San,3 REG (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJXzqgfFOa4jARxj89GrEZb1k,Tha It - Sanam Luang,203 REG (2-23),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJ-UTl_lOZ4jAReylwoJ02IK8,Krung Thep Aphiwat - Khlong San,3 AC (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJIbmMXYKX4jAR7Xakcb8S-RE,Setthakit Village - Sanam Luang,91 AC,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJLUJ5MsOd4jARQzZpX2AlaGM,Siam Park - MRT Sanam Chai,60 NGV (1-38),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJ9fXcvjSD4jARd57DjJA4JvI,Rangsit - Sanam Luang,59 AC (1-8),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJs04MA1Wa4jAR4ou6XuIXWgU,Tha It - Sanam Luang,203 AC (2-23),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJ1dkmK8uc4jARrnxN2uBDyDQ,Rangsit - Sanam Luang,59 REG (1-8),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJzZ2ALsCX4jARlbZfaKpq3lU,Wat Si Nuan Thamma Wimon - Sanam Luang,80 AC (4-43),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJzZ2ALsCX4jARkyS6o_aOxe4,Wat Si Nuan Thamma Wimon - Sanam Luang,80 REG (4-43),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJTwi3_MSY4jAR1QG8EF3l5l4,Central Rama 3 - Sanam Luang,1 EV (3-35),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJPcp2dsKh4jAR7yoxjtiMTbY,Paknam - Saphan Phut,2 EV (3-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJAxHa9_SW4jARId-pov19FXM,Om Yai - Sanam Luang,123 EV (4-50),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJub8XtqyZ4jARb_vs7FPYIwk,Kanlapaphruek - Sam Sen Railway Station,9 EV (4-37),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJRaM46LmY4jARCF1hAi_yAQk,Samrong - Southern Bus Terminal (Taling Chan),507 EV (3-13),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJu1cvcvyX4jARyWU59Xi8W0Y,Suksanari 2 School - Thewet,43 EV (4-11),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJzaa9Er-Y4jARwUXtK-UlvJI,Phra Pradaeng - Bang Lamphu,6 EV (4-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJW5ClpcGb4jARpcA_oie1xiE,Wat Paknam Nonthaburi - Southern Bus Terminal (Pinklao),30 EV (2-4),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJQz5IfzOa4jARDtOOZtPS2XQ,Ministry of Public Health - Sanam Luang,64 EV (2-11),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJXTYIHNCW4jARDcF6W9YYrtU,Baan Eua Athon Salaya - Sanam Luang,124 EV (4-51),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJDVG08-eY4jAR1ta9_4qx4pA,Thanon Tok - Sanam Luang,1 EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJPUpCHmif4jARARRCtojtZaA,Puchao Samingprai - Saphan Phut (Expressway),2E EV (3-2E),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJAVx7RKuX4jARwrrS6gQREVM,Om Noi - Sanam Luang,81 EV (4-45),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJlbquxw2Z4jARGwd-bRMNF80,Sanamluang (Opposite Supreme Court ),สนามหลวง (ตรงข้ามศาลฎีกา),ChIJhZFOnAqD4jARQQx1V1BcbU4,Thammasat University Rangsit Campus - Sanam Luang (Expressway),1-9E EV,THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,สวนเจ้าเชตุ,ChIJ-UTl_lOZ4jAReylwoJ02IK8,Krung Thep Aphiwat - Khlong San,3 AC (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,สวนเจ้าเชตุ,ChIJ-UTl_lOZ4jARVZUO1kbgx-I,Krung Thep Aphiwat - Khlong San,3 REG (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,สวนเจ้าเชตุ,ChIJAXmXr7ae4jARaFzkWe-T5bc,Thailand Cultural Center - Bangkok Department of Lands,12 EV (3-37),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,สวนเจ้าเชตุ,ChIJzaa9Er-Y4jARwUXtK-UlvJI,Phra Pradaeng - Bang Lamphu,6 EV (4-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJpzyaPQWZ4jARQ9OalYEn4gA,Chao Chetu Garden,สวนเจ้าเชตุ,ChIJub8XtqyZ4jARb_vs7FPYIwk,Kanlapaphruek - Sam Sen Railway Station,9 EV (4-37),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,โรงเรียนสวนกุหลาบวิทยาลัย,ChIJu1cvcvyX4jARyWU59Xi8W0Y,Suksanari 2 School - Thewet,43 EV (4-11),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJfxhJnhuZ4jARGIqpDLtARIM,Suankularb Wittayalai School,โรงเรียนสวนกุหลาบวิทยาลัย,ChIJzaa9Er-Y4jARwUXtK-UlvJI,Phra Pradaeng - Bang Lamphu,6 EV (4-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJmciQp_6b4jARx6Ccd1CP9HQ,Kamphaengphet Depot - Saphan Phut,5 REG,Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJ-UTl_lOZ4jAReylwoJ02IK8,Krung Thep Aphiwat - Khlong San,3 AC (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJV2x_CdeZ4jARsUSJHC4KPQk,Borommaratchachonnani - Phahurat,7ก REG (4-48),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJeRdpCxaZ4jARdTPjXjLDJL0,Circle : Sanam Luang - Thewet,53 REG (2-9),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJQYqS4GSe4jARfKIO24fmWMk,Baan Eua Arthon Buengkum - Saphan Phut,73 AC (2-45),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJ-UTl_lOZ4jARVZUO1kbgx-I,Krung Thep Aphiwat - Khlong San,3 REG (2-37),Bangkok Mass Transit Authority(BMTA),http://www.bmta.co.th/en,,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJPcp2dsKh4jAR7yoxjtiMTbY,Paknam - Saphan Phut,2 EV (3-1),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJpz5xjgiZ4jARFpEzjKGnNxA,Circle : Sao Chingcha - Tha Phra,42 EV (4-10),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJPUpCHmif4jARARRCtojtZaA,Puchao Samingprai - Saphan Phut (Expressway),2E EV (3-2E),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJWaNQM4Ce4jARxo_qcQrIjSM,Happy Land - Saphan Phut,8 EV (2-38),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
ChIJ_zXgUxuZ4jARCW3D9CFVGHA,Pak Klong Talad,ปากคลองตลาด,ChIJi0P16b-Y4jARawnLPwKSwGI,Phra Pradaeng Pier - Bang Lamphu,82 EV (4-15),THAI SMILE BUS,https://thaismilebus.com/,https://thaismilegroup.com/?page_id=12793,BUS
