审核行ID,证据序号,问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,机器分流状态,分店或位置上下文命中,游客语境线索,攻略清单风险,商家营销风险,经营状态风险,疑似协同营销,近重复组ID,可用字段范围,待审核原文上下文,直接指向实体,分店确认,游客亲历,独立用户,可用体验断言,风险复核结论,目标字段,断言值,连续引文,审核决定,审核说明,审核人,审核时间
xhs-review-10ba2fe0d60c170002ccb4c3,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6a7d35f5000000002202d94b,"贵阳甲秀楼去啦,有问题可以直接问!",云朵游玩儿,2026-08-13,https://www.xiaohongshu.com/explore/6a7d35f5000000002202d94b?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳甲秀楼去啦,有问题可以直接问!
贵阳甲秀楼夜游攻略!不堵车+绝美机位+美食路线,直接抄作业!(但是超级多人,如果不想太多人的可以早上去,想看夜景的话就只能委屈自己堵一堵了[害羞R][害羞R][害羞R])实在不想堵的小伙伴可以找我要图(不嫌弃的话[害羞R][害羞R][害羞R])
交通避坑指南(划重点!!)
首选地铁2号线宝山南路站",,,,,,,,,,,,,
xhs-review-5403773fe2c6f9c7177f810b,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6a7e7810000000003300e06e,"从甲秀楼,逛到贵阳最野烟火人间地!吃吃",行走秋池,2026-08-14,https://www.xiaohongshu.com/explore/6a7e7810000000003300e06e?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"从甲秀楼,逛到贵阳最野烟火人间地!吃吃
来贵阳,第一站绕不开甲秀楼。
这座三层三檐的木阁楼,自明万历二十六年(1598年)起就立在南明河心的“鳌矶石”上。
楼不大,连上浮玉桥和翠微园,一小时足够。
门票免费,周二到周日9:00到18:00开放。

但真正的惊艳在傍晚19:30亮灯,暖黄灯光打上朱红楼阁,倒映在河面,随手一拍就是",,,,,,,,,,,,,
xhs-review-a23bb7f4aa2efb5cf012a75e,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6a8b7fa5000000001801954f,甲秀楼夜景最佳机位在哪里?,觅团一家子,2026-08-24,https://www.xiaohongshu.com/explore/6a8b7fa5000000001801954f?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"甲秀楼夜景最佳机位在哪里?
甲秀楼的夜景确实很出片,给你一些拍夜景的实用参考:

最佳拍摄机位
- ​​南明河对岸步道​​:甲秀楼+水面倒影的对称构图,这是拍夜景的第一机位。手机可以倒过来拿,镜头贴近水面,倒影更完整。
- ​​浮玉桥中段​​:站在桥上回身拍,能把楼和桥的弧线一起收进画面,夜景氛围感很强。
- ​​翠微园一侧​​:人少,适合慢",,,,,,,,,,,,,
xhs-review-08134388d21862bd49f04efe,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6a96dbba000000001203508c,​贵阳城市地标——甲秀楼,璧,2026-09-01,https://www.xiaohongshu.com/explore/6a96dbba000000001203508c?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"​贵阳城市地标——甲秀楼
​贵阳城市地标——甲秀楼
地址:贵阳市南明区翠微巷8号(南明河河心鳌矶石上)
历史:明万历二十六年(1598年)始建,寓意科甲挺秀、人才辈出;现存建筑为1909年重建,全国重点文保单位
建筑:三层四角攒尖木阁楼,建在河中巨石上,九孔浮玉桥连接两岸,配套涵碧亭、翠微园、城南胜迹牌坊
甲秀楼长联(现存悬挂版本,清·刘韫良",,,,,,,,,,,,,
xhs-review-c66f95ab5ef15aab9d974050,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6aa3be750000000028035e91,"总要在夜晚,看一次甲秀楼的灯火吧",全季贵阳医科大学附属医院酒店,2026-09-11,https://www.xiaohongshu.com/explore/6aa3be750000000028035e91?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"总要在夜晚,看一次甲秀楼的灯火吧
都说“不到甲秀楼,枉到贵阳城”
贵阳最具代表性的城市地标
四百余年风雨伫立南明河畔
白天古韵清幽,夜晚灯火璀璨
这才是贵阳最温柔的人间烟火

超省心游玩干货|新手零踩雷
▪门票:全程免费!无需预约
▪时间:白天9:00–17:00逛古楼|19:00准时亮灯(夜景封神)
▪游玩时长:1–2小时轻松逛完,不累不赶趟

必",,,,,,,,,,,,,
xhs-review-b80fbd38171cd4abaa9dbe8b,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6aa67a6200000000260212ae,甲秀楼-攻略(1),J.,2026-09-13,https://www.xiaohongshu.com/explore/6aa67a6200000000260212ae?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"甲秀楼-攻略(1)
动线:主入口广场 → 城南胜迹石牌坊(远景机位)→ 七孔浮玉桥 → 涵碧亭(桥上核心拍楼机位)→ 甲秀主楼→ 后侧连通门进入翠微园 → 翠微园内环线游览 → 翠微园北门出 → 南明河滨河步道(蓝调夜景机位)

没有所谓的什么南门北门,直接就从这个南城这个门口进就可以,然后从这个口出,出之后可以在绕湖边走一",,,,,,,,,,,,,
xhs-review-98a2b984ffe4610ca5241cff,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6aa94996000000002802ce9a,Howto拍爆甲秀楼夜景|隐藏机位不踩坑,Bill你一下,2026-09-15,https://www.xiaohongshu.com/explore/6aa94996000000002802ce9a?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"Howto拍爆甲秀楼夜景|隐藏机位不踩坑
贵阳夜晚citywalk路线

青云市集吃完逛完,步行15分钟直达甲秀楼。
古楼灯火,河水倒影,贵阳夜晚的浪漫都在这里。

拍照小技巧:
面对甲秀楼,走右侧河道边的步道!
避开大部队人群,这个角度拍出来画面干净,楼阁倒影全都能框进去。

晚上不用门票,散步过来吹吹晚风太舒服。
#甲秀楼夜景[话题]# ",,,,,,,,,,,,,
xhs-review-33c0d3b525b1a1df8cbf5402,1,GYTRAVEL-HV-20260916-0106,sa_412694,ScenicArea,甲秀楼,南明区,6aaa6418000000000f039800,收藏!甲秀楼一日游最强指南,粗心糙仁,2026-09-16,https://www.xiaohongshu.com/explore/6aaa6418000000000f039800?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"收藏!甲秀楼一日游最强指南
带家人来甲秀楼这样安排最省心
早上9点前到甲秀楼,光线柔和人也不多,老人小孩都走得动
甲秀楼加浮玉桥是必打卡点,傍晚亮灯后比白天更出彩
中午就钻进大南门附近的小巷子吃本地菜,豆腐圆子、糟辣鱼、肠旺面都很合适老人小孩,不能吃辣的朋友选丝娃娃或者清汤类
下午去翠微园逛逛,免费又出片,园林控爱了
累了就找家茶馆歇脚,来一杯",,,,,,,,,,,,,
xhs-review-9b72dcfdb105f19aae1a9331,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,687fc446000000002400b706,神仙公园!贵阳20min直达绿野仙踪吸氧,新华有字典-,2025-07-23,https://www.xiaohongshu.com/explore/687fc446000000002400b706?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"神仙公园!贵阳20min直达绿野仙踪吸氧
打工人急需“光合作用”续命?周末不想人挤人? 挖到贵阳市区旁的神仙宝地—— 贵阳森林公园!真·城市后花园,一脚油门/公交就能拥抱整片森林!治愈值拉满,拍照绝绝子,速来抄作业!

位置超友好:
就在南明区!市区出发自驾/打车20分钟左右,公交(如240路直达)也很方便!对无车党太友好了吧!
导航:贵阳森林公园(龙洞堡片区)

体验亮点 & 拍照打卡攻略:

1. 闯入“绿野仙踪”秘境:
参天古树遮天蔽日,阳",,,,,,,,,,,,,
xhs-review-69e38fb25e935848a5804f43,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,69d627ba0000000023017c67,"贵阳总算出太阳了,周末去猴子咖啡拍照遛娃",林隐新,2026-04-08,https://www.xiaohongshu.com/explore/69d627ba0000000023017c67?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳总算出太阳了,周末去猴子咖啡拍照遛娃
周末和朋友去森林公园,又挖到了一家环境很好的咖啡店
位置:猴子咖啡(南明区-云关乡园林路67号,森林公园内) 夏天来了,周末带孩子或朋友来这里真的很棒!可以先在森林公园慢慢逛逛、呼吸新鲜空气,再去咖啡馆休息,也可以直接开车到咖啡馆,停车非常方便🅿。  交通指南:地铁2号线到【贵阳森林公园站】,D口出站步行约20-30分钟即可到公园大门,自驾可直接开到咖啡馆,免门票。
场地宽敞又出片 猴子咖啡全木质小屋,被丛林环绕,仿佛置身清迈部落。山上还有大片小菊花,色彩鲜艳,非常适合拍照。同时还能俯瞰城市景观,无论白天还是傍晚光线都很棒。
适合放空和休闲 大人可以慢慢坐着喝咖啡放松,小孩可以在草地上跑跑玩玩。不过悬崖",,,,,,,,,,,,,
xhs-review-38756481968651994a855afe,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,69f205c3000000003502ace6,"贵阳森林公园 | 春夏交替,只此春绿",金城钥Kerry,2026-04-29,https://www.xiaohongshu.com/explore/69f205c3000000003502ace6?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳森林公园 | 春夏交替,只此春绿
去过森林公园好几次,每一次都有截然不同的玩法和体验。更难得的是,每一次来总能唤起灵感,收获全新的感受。满眼蓬勃盎然的绿意,足以舒缓积攒的压力;失落与期望的交替,也可以当成前行的动力......

贵阳市森林公园,占地149公顷,2008年起免费开放,是新中国首个以“森林公园”命名的城市森林公园",,,,,,,,,,,,,
xhs-review-ae83bbda6c9ff2108cf0af98,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a65671b0000000001032364,贵阳-森林公园之山寻斑斓咖啡,芝士李李🧀,2026-07-26,https://www.xiaohongshu.com/explore/6a65671b0000000001032364?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳-森林公园之山寻斑斓咖啡
可以说是贵阳拍照圣地
全动态原图直出
进去就是东南亚风情 一整个穿越了
门票是有低消68/位 儿童半价
都包含了一杯咖啡or奶茶or精酿or果汁
也有漂亮饭(图18) 但我们去的正好不巧说是厨房筐瓢了啥吃的都没有

原本以为是一个喝咖啡的好去处
因为就在市里的公园就顺路去了
谁承想居然那么大一个拍照打卡的地儿
不开玩笑至少有100+漂亮小姐姐在拍照
全!部!都!在!拍!照!
每个女孩子都好有自信
(感觉有超多博主)
只有我是真的去遛娃喝咖啡的
(猛捶大腿怎么就素面朝天没有整个妆造去拍照)
真就没几个纯来喝咖啡的
又一次骗了我
另外咖啡和饮料都很普通 选择也很少
外面9.9的水准
非要喝的话推荐白桃精酿
",,,,,,,,,,,,,
xhs-review-b3ad2c21fa20442b5e0abc47,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a6b2fc1000000003302f916,7.28实况贵阳|藏在森林公园里的清迈咖啡馆,小u梨,2026-07-30,https://www.xiaohongshu.com/explore/6a6b2fc1000000003302f916?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"7.28实况贵阳|藏在森林公园里的清迈咖啡馆
一直很喜欢清迈雨林咖啡馆
来贵阳打卡山寻斑斓像来到清迈郊外的雨林
机位超多,随便拍都很出片
拍到根本停不下来

地址:山寻·斑斓(贵阳森林公园内)
🅿停车:门口有停车场 (1小时/1R)
门票:68/人 (一杯咖啡/饮品)

#生活薯[话题]# #薯队长[话题]# #深圳拍照[话题]# #贵阳[话题]# #贵阳山寻斑斓[话题]# #热带雨林风情[话题]# #小清迈咖啡馆[话题]# #贵阳旅游[话题]# #贵阳咖啡馆[话题]# #贵阳拍照打卡[话题]#",,,,,,,,,,,,,
xhs-review-e585d42560f358742422aeea,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a787970000000003301c787,"贵阳避暑|躲过人潮,寻一处城市森林秘境",戏剧人生,2026-08-09,https://www.xiaohongshu.com/explore/6a787970000000003301c787?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳避暑|躲过人潮,寻一处城市森林秘境
贵阳森林公园才是躲避避暑游客的最好去处。
到贵阳避暑,大多人涌向热闹的黔灵山,而本地人私藏的后花园,藏在贵阳森林公园里。
不必奔赴拥挤的人潮,走进这片山林,喧嚣便被层层林木隔绝开来。草木繁盛,空气里漫着草木的清香,满目苍翠,清风穿林而过,凉意漫遍周身。
这里也有灵动的猴群出没,性情相对温顺,可以远远近距离静静相望,少了黔灵山猴子的几分凌厉,多了几分山野温柔",,,,,,,,,,,,,
xhs-review-0343919d28f6477e5f994bc4,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a871cdc0000000017008e40,贵阳森林公园非常值得,仙子,2026-08-20,https://www.xiaohongshu.com/explore/6a871cdc0000000017008e40?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳森林公园非常值得
不需要门票,是本地人休闲游玩之地。人少,地大,猴子多。推荐徒步,登山,露营,山上也有咖啡店。想看猴子做好攻略出发,不需要去黔灵山人挤人了。这里人少可以慢慢拍照,慢慢游玩不着急~
#贵阳[话题]# #贵阳森林公园[话题]# #贵阳猴子[话题]#",,,,,,,,,,,,,
xhs-review-84f40d88618d26bd9d13d4a5,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a8a4a6b0000000029019128,带娃打卡贵阳吃喝玩,亦庄brina,2026-08-23,https://www.xiaohongshu.com/explore/6a8a4a6b0000000029019128?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"带娃打卡贵阳吃喝玩
贵阳森林公园有一小块树林里全是猴子 真的是太多了
这里的猴子跟大连的海鸥一样剽悍 它们会盯着你手里的东西径直跑过来抢走 太吓人了
亲眼看到一个猴子 从一位妈妈推的婴儿车上挂的袋子里熟练的掏出蜜雪冰城饮料抢走
——
tips
森林公园全部免费 打车到门口进就成
森林公园很大 带娃的话 随便在森林公园里溜达一圈也不错 空气很好 很多地方有树荫也不晒 人不多",,,,,,,,,,,,,
xhs-review-0a32bb546f0dab1e80547a15,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6a917266000000000b026413,南明|贵阳市森林公园吃喝玩乐全攻略,南明文旅,2026-08-28,https://www.xiaohongshu.com/explore/6a917266000000000b026413?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"有停车场,共计停车位669
详情可看P16

公共厕所(可看P16)
共有10个,分布在各景点和主要建筑周边

商家优惠活动可看17

贵阳市森林公园
一半治愈山林,一半人文烟火
吸氧漫步、静坐品茶、团建聚餐...
来贵阳南明
解锁属于你的Chill森系慢生活!

#南明文旅[话题]# #爽爽贵阳甲秀南明[话题]# #贵阳森林公园[话题]# #千园之城[话题]# #贵州[话题]#",,,,,,,,,,,,,
xhs-review-7e8f98ccf969e4928330b85e,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6aa36e68000000002802cc54,"打卡贵阳山寻斑斓实测|美是真的,狼狈也是真",一颗小石头,2026-09-11,https://www.xiaohongshu.com/explore/6aa36e68000000002802cc54?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"阳山寻斑斓实测|美是真的,狼狈也是真
在贵阳打卡泰式雨林,直接撞上大暴雨
森林公园一下子安静下来,雨天氛围感独有,很好拍
大雨笼罩森林公园,褪去平日喧嚣
林间水雾氤氲,安静得只剩雨声
镜头里是治愈的泰式雨林,现实里步履狼狈
取舍建议:
为拍照而来,雨天是小众氛围感;
为咖啡而来,大可不必。
山寻斑斓
#贵阳小众打卡 #贵阳森林拍照[话题]# #热带雨林风情[话题]#",,,,,,,,,,,,,
xhs-review-1ad5b11feb256c0287c11a8a,1,GYTRAVEL-HV-20260916-0107,scenic_amap_B035301FIE,ScenicArea,贵阳森林公园,南明区,6aa574ac000000002a0077d3,谁说男孩不能拍氛围感?|贵阳森林公园,贵阳家庭摄影师马力,2026-09-12,https://www.xiaohongshu.com/explore/6aa574ac000000002a0077d3?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"谁说男孩不能拍氛围感?|贵阳森林公园
安利一个贵阳超适合遛娃的宝藏地——贵阳森林公园!不用跑远,市区自驾15分钟直达,森林覆盖率超高,夏天进去就是天然大空调,娃撒欢、大人躺平两不误~
基础信息
· 导航:贵阳森林公园(北门/西北门都可)
· 门票:无门票,免费入园
· 交通:地铁2号线“森林公园站”D口出,步行约1.3公里;自驾市区出发15分钟,园内有免",,,,,,,,,,,,,
xhs-review-01793ccbee3e37199ebfff7a,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,651acbb0000000001a023726,逛吃贵阳来文化地标孔学堂感受传统文化魅力,顺时针的旅行日记,2023-10-02,https://www.xiaohongshu.com/explore/651acbb0000000001a023726?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"逛吃贵阳来文化地标孔学堂感受传统文化魅力
贵阳市南郊的孔学堂,建筑形制和一般的孔庙差异不大,但却十分现代化,这里东毗大成山,西临花溪河,可以俯瞰花溪十里河滩湿地公园,是贵州省文化学术交流平台和传习研修基地,相对于一般景点来说,这里显得很小众,游客不多,正是错峰出行的好地方。
了解它:孔学堂不仅仅是一座仿古建筑,而是一组仿古建筑群,主体建筑群由“礼轴、风轴、行",,,,,,,,,,,,,
xhs-review-409a82171fe9d8e3d4973071,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,65f69cca000000001400488b,"贵阳十里河滩,孔学堂",哦哈哈go,2024-03-17,https://www.xiaohongshu.com/explore/65f69cca000000001400488b?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳十里河滩,孔学堂
春日,踏青。地铁3号线孔学堂站下车B出口往回走,或者坐2字头的公交车到孔学堂站下去就是。孔学堂有书画展(看不懂),图书馆有5层楼,较安静光线及氛围都不错。出来就是十里河滩,有租自行车供骑行游玩,2人骑的那种40元一天,就是必须原租地还车,有路边摊小吃洋芋烤肠之类的,十里河滩很长从南到北,可以铺个野餐垫休息#一头扎进春",,,,,,,,,,,,,
xhs-review-dfc84bffca4f9c01882b7a2b,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6820a0b70000000021005f99,Vlog|周末遛娃~贵阳『孔学堂』,Mrs.钡,2025-05-11,https://www.xiaohongshu.com/explore/6820a0b70000000021005f99?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"Vlog|周末遛娃~贵阳『孔学堂』
#vlog[话题]# #贵阳遛娃[话题]# #小众遛娃地[话题]# #体验传统文化[话题]# #遛娃好去处[话题]# #家有小学生[话题]# #文化体验游[话题]# #感受文化魅力[话题]#",,,,,,,,,,,,,
xhs-review-5a9f30be1698ff9dfa02317c,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,684c1251000000002300ef38,6月13日花溪十里河滩孔学堂荷花实拍,皮皮Pp,2025-06-13,https://www.xiaohongshu.com/explore/684c1251000000002300ef38?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"6月13日花溪十里河滩孔学堂荷花实拍
#周末去哪儿[话题]# #花情实况播报[话题]# #贵阳周边游[话题]# #荷叶[话题]# #赏荷正当时[话题]# #荷花盛开如此美丽[话题]# #荷花出淤泥而不染[话题]# #荷塘美景如诗如画[话题]# #荷花写真[话题]# #遇一场细雨赏一池荷花[话题]# #荷花摄影[话题]# #荷花拍照[话题]# #小荷才露尖",,,,,,,,,,,,,
xhs-review-7d1c2f60db8400a0a800df9d,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,68a13ffd000000001d02edce,"贵州孔学堂 | 穿越千年,邂逅汉唐风雅!
在贵阳花溪十里河滩,藏着一座恢弘大",旅拍小达人,2025-08-17,https://www.xiaohongshu.com/explore/68a13ffd000000001d02edce?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州孔学堂 | 穿越千年,邂逅汉唐风雅!
在贵阳花溪十里河滩,藏着一座恢弘大
贵州孔学堂 | 穿越千年,邂逅汉唐风雅!
在贵阳花溪十里河滩,藏着一座恢弘大气的文化地#标——孔学堂!这里不是普通的孔庙,而是融合汉唐风骨与贵州山水的大型文化综合体,免费开放哦!
漫步棂星门,跨过泮桥,拾级而上,9.28米高的孔子像巍然矗立,仿佛带你回",,,,,,,,,,,,,
xhs-review-9fc1a9703d0248ce3248f4e5,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,68a679ad000000001d034bb6,贵阳|十里河滩旅游区,小杨的快乐星球,2025-08-21,https://www.xiaohongshu.com/explore/68a679ad000000001d034bb6?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"12月4日,国家住房和城乡建设部批准以十里河滩为主体的花溪城市湿地公园为国家城市湿地公园,2011年9月正式免费开放。此外,十里河滩内的麦翁布依古寨已有600年历史,保留了一定的民族特色,可体验布依族风情。

主要景点
十里花溪步道:沿花溪河蜿蜒5公里,四季皆景,水上栈桥在晨雾中宛若仙境,秋季的芦苇荡是摄影绝佳之地。
孔学堂:为汉唐风格建筑群,免费开放,可登高俯瞰河滩全景,周末有时会举办国学讲座、传统礼仪展演等活动。
生态观鸟基地:湿地浅滩设隐蔽观鸟台,常见白鹭、翠鸟等鸟类,建议携带望远镜。
麦翁布依古寨:位于河滩中段,可品尝现打糍粑,听村民自发演出的古歌,还能体验扎染DIY。

游玩路线
半日休闲版:北入口→骑行花溪步道(30分钟)→孔",,,,,,,,,,,,,
xhs-review-cb320041ce624452b8ddb232,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,68db74a000000000070330a9,中秋去哪玩?“地铁城市隐藏菜单”请收好!,贵阳地铁,2025-09-30,https://www.xiaohongshu.com/explore/68db74a000000000070330a9?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"亮点:小河片区老字号,传统老手艺味道

人文之约・3 场古风游园会(沉浸式过节)
1. 多彩贵州城(摇滚 + 美食双狂欢)
路线:2 号线云盘站 A1 口,步行约1200 米
时间:摇滚电音嘉年华:10.2-3 18:30-22:30,生态美食市集:10.1-8 9:00-20:00
亮点:边吃非遗美食边听摇滚
2. 孔学堂(传统中秋雅集)
路线:3 号线孔学堂站 B 口,步行约1000 米
时间:10.6-8 10:00-16:00
亮点:文艺展演 + 手作体验 + 游园打卡
3. 青岩古镇(大明国风穿越)
路线:3 号线浪风关站 D 口,步行约150 米转 203/18/1 路公交到青岩站
时间:10.1-8 全天
亮点:状元游街、榜",,,,,,,,,,,,,
xhs-review-5371fa086a33e62d426249d2,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,68eb777a0000000003010bdb,打卡贵阳4A十里河滩·孔学堂,Dr土而奇,2025-10-12,https://www.xiaohongshu.com/explore/68eb777a0000000003010bdb?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"打卡贵阳4A十里河滩·孔学堂
11日,晴,20~28度。
出门右转,便是十里河滩国家湿地公园,朔花溪北上,塑胶跑道上印有里程正计数与倒计数,逾7000米,一个依山傍水的大型健身市民公园,壮者纠纠,长者悠悠......或石矴曲折,或芦苇荡荡,逾往北溪水逾清,几分意趣。图1~4。
过了花溪大桥,便来到孔学堂。2013年1月1日,孔学堂教化区正式开放。",,,,,,,,,,,,,
xhs-review-972dcc5feac9856e3ec61fb8,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,68f889a00000000007038efa,贵州孔学堂,日照南山,2025-10-22,https://www.xiaohongshu.com/explore/68f889a00000000007038efa?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州孔学堂
#地方文化传承[话题]# 贵州孔学堂在贵阳市花溪区董家堰十里河滩风景区。
春夏秋风景宜人,适合旅游。
可以在十里河滩租自行车骑行,老幼皆适。
带上一家大小,或者带上恋人,是最适合不过了。
十里河滩与花溪公园相接,不要门票。
#传承弘扬中华传统文化[话题]# #传承中华古建筑文化[话题]# #历史文化底蕴[话题]# #",,,,,,,,,,,,,
