酒店ID,政策ID,政策分组,政策分类,政策名称,政策内容,排序,来源URL
701065,policy_da7b0651d9d683334df7,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_8593973c2be799bb27e9,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_82673d01e612cafb8e57,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_bbfc6b30362a5907ff49,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_bee7e0c89fed41deed71,酒店政策,早餐,类型,类型：固定套餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_22a849c29b86aa9fcbe0,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 1,000（约¥202.53）。",8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701065,policy_56e61094b75c48889e13,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701065&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_b4d87668535c32cf345c,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_9b286d1a13c826e24820,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_fa2360d903c7e7ccc4ca,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_c17c1065e1bd8d0f890f,酒店政策,接待提示,年龄限制,入住办理人无年龄限制,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_7e608a37f249662c014a,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_eb6fa32c5ef46cdce6b2,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_8222c8ca542b91f484f8,酒店政策,早餐,类型,类型：单点,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_a2e1f222dbabba8bce9c,酒店政策,收费说明,政策说明,住宿方不收取押金,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701084,policy_9056e25c796a3bd650b5,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_c1af30fd2391f5815209,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_17005f62392ccf1fdb5e,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_33d473a702f16d26f959,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_d3449a08999538a2a203,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_9da235d020f04f14584d,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_732ad5e058b5db76c8c2,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_e08c5941e802d508a4e3,酒店政策,收费说明,政策说明,押金收取方式：固定收取THB 500（约¥101.14）。,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701087,policy_c53615b3f8167705687f,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701087&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_2ee4a8c446bd0dfe05c0,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_fcad114611987a798bd5,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_f6b8c3f67f9569e9b7c5,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_825ee031208174e2f1fa,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_8aea7c1b52a52ab38a04,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_7b510cd11ac0814a06dc,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_ae145c5664edd2b09bd7,酒店政策,早餐,政策说明,总额不包括额外早餐费用，追加详情请于酒店咨询，按需另行支付。,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_550f2eac4df93a115cee,酒店政策,收费说明,政策说明,住宿方不收取押金,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701102,policy_9facf02f8fd7f061205f,酒店政策,儿童及加床,婴儿床及加床政策,部分房型欢迎携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_71f2876e8589be6dd167,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_a6164b9076b1c0696328,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_4ba682b4e5d4fbff703b,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_19a20b821933e223f5ad,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_af33f926a697e765f8b5,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_ec42b6bf3eaf628222af,酒店政策,服务型动物,政策说明,允许携带服务型动物（需提前联系酒店）,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_91010ae57d0c520d025a,酒店政策,早餐,政策说明,酒店不提供早餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701106,policy_4db5da8d5f0a8b803c9e,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701106&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_18ed6bda3113b04466fa,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_519c62aa1f0be6e1fe57,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_31037908afeb4c3ea032,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_adc0dc80f668f12bf973,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_512ea24c6c49862f39d8,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_4ee2cbcefd45282c76a4,酒店政策,早餐,类型,类型：自助餐,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701125,policy_44484cc0d6ae0122f5b5,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701125&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_a52effc433af9a8ba8bd,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_4f0fb86abd86a9df512a,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_e92ceef6981898a14c70,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_92fc6e1c0fc7c09ba1e8,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_880620c150af5d8eb6dd,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_5080ce4096c32f84293c,酒店政策,早餐,类型,类型：自助餐,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701166,policy_d90fd936f32961bc44ed,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_5aed6c26cd7dc9f17eed,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_42615cdc4a600c53f8b9,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_09c4fb1d9c43625fa049,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_2074790b67a3732c5628,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_3dc6c536fe937df1ff1d,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_8a99472f1dbad1a57ff7,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_18c8f16199cdd8c0b0bc,酒店政策,早餐,类型,类型：固定套餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_adbfb758d78c298e28a5,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 1,000（约¥202.15）。",8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701174,policy_187c21b5bc88aec4a339,酒店政策,儿童及加床,婴儿床及加床政策,不可携带儿童入住,9,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701174&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_1d62e23ee3f3f60b327d,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_6e66970f187684eaf12a,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_d62ef653247ee036a48b,酒店政策,入住提示,前台服务,前台营业时间：24小时营业,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_f2eb571559aa73926033,酒店政策,接待提示,年龄限制,入住办理人需年满18岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_173bf1faa620b3e2839a,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_277da702472d4e93890e,酒店政策,早餐,政策说明,酒店不提供早餐,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_b60f115a02ae41a76741,酒店政策,收费说明,政策说明,"押金收取方式：固定收取THB 1,000（约¥203.93）。",7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701178,policy_d71c500ce0c2bde8b3a6,酒店政策,儿童及加床,婴儿床及加床政策,欢迎携带儿童入住,8,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701178&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_0f869db7917a580385c8,酒店政策,入离时间,入住时间,入住时间： 14:00后 退房时间： 12:00前,1,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_6424caf451e7ccc417e9,酒店政策,预订提示,政策说明,订单需等酒店或供应商确认后生效，订单确认结果以平台短信、邮件或app通知为准。,2,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_86783af2debca6ee7a54,酒店政策,入住提示,提前联系,预订后，请提前联系酒店。同时酒店需要您额外提供入住时间,3,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_8484027c80f4135cd077,酒店政策,接待提示,年龄限制,入住办理人需年满16岁,4,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_72acf321aec17ff45b41,酒店政策,宠物,政策说明,不可携带宠物,5,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_3275d1eaec182ddd1618,酒店政策,服务型动物,政策说明,不可携带服务型动物,6,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
701445,policy_65bf5b85fdbc91cb0576,酒店政策,早餐,类型,类型：自助餐,7,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
