清单序号,酒店ID,酒店名称,采集状态,缺失模块,房型数量,售卖方案数量,原因代码,原因说明,待补采,补采状态,记录时间,入住日期,离店日期,详情URL
238,1457601,曼谷暹罗智选假日酒店(Holiday Inn Express BANGKOK SIAM by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:21:37,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1457601&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
630,1463080,曼谷 LiT 酒店(LiT BANGKOK Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:58:36,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1463080&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
667,14968718,素万那普九号公园酒店(The Park Nine Hotel Suvarnabhumi),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:09:06,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=14968718&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
525,1497031,诺富特暹罗广场酒店(Novotel Bangkok on Siam Square),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:52:13,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1497031&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
295,1509537,曼谷莎玛素坤逸服务式公寓(Shama Sukhumvit Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:45:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1509537&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
545,1509548,"二三家温馨酒店(Twothree, a Homely Hotel)",部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:59:09,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1509548&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
346,1509635,B2曼谷诗纳卡琳精品经济酒店(B2 Bangkok Srinakharin Boutique & Budget Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:08:28,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1509635&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
224,1513095,曼谷寰庭氛围诗娜卡琳酒店(Cross Vibe Bangkok Srinakarin),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:16:04,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1513095&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
533,1517786,曼谷万怡酒店(Courtyard by Marriott Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:54:33,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1517786&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
209,1518072,"曼谷沙通维斯塔万豪行政公寓(Sathorn Vista, Bangkok - Marriott Executive Apartments)",部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:06:59,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1518072&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
334,1518301,曼谷水门伯克利酒店(The Berkeley Hotel Pratunam Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:04:31,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1518301&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
588,1520088,曼谷素坤逸11号智选假日酒店(Holiday Inn Express BANGKOK SUKHUMVIT 11 by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:47:34,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1520088&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
266,1522040,拉差达Mybed酒店(MyBed Ratchada),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:31:55,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1522040&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
364,1530599,UMA公寓酒店(Uma Residence),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:14:55,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1530599&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
211,1530982,曼谷湄南河畔华美达广场酒店(Ramada Plaza by Wyndham Bangkok Menam Riverside),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:07:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1530982&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
221,15834247,旅行者旅舍(Travelier Hostel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:11:13,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=15834247&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
596,1619365,曼谷琶拉帝詩酒店(Paradox Bangkok Sukhumvit),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:49:50,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1619365&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
464,1619469,曼谷隆比尼公园皇冠假日酒店(Crowne Plaza BANGKOK LUMPINI PARK by IHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:31:13,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1619469&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
188,1684999,素坤逸13巷城市别致酒店-康帕斯酒店集团(Citichic Sukhumvit 13 by Compass Hospitality),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 20:58:37,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1684999&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
204,1696592,莫诺梅尔青年旅馆(Monomer Hostel Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:05:19,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1696592&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
249,1698017,曼谷素坤逸 15 瑞享饭店(Mövenpick Hotel Sukhumvit 15 Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:26:22,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1698017&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
191,1708378,曼谷地铁站酒店(Metro Point Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:00:00,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708378&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
581,1708428,黄丝带山精品套房公寓(Yellow Ribbon Hills Boutique Suites),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:45:06,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708428&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
469,1708490,曼谷迈阿密酒店(Miami Hotel Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:32:34,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708490&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
666,1708512,萨拜沙通酒店式公寓(Sabai Sathorn Service Apartment),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:08:57,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708512&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
419,1709504,曼谷素拉旺G精品店(G Boutique Silom Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:39:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1709504&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
306,1712519,沙吞iCheck酒店公寓(ICheck Inn Residences Sathorn Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:50:14,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1712519&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
607,1713796,维罗妮卡公寓(Veronica Residence),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:53:35,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1713796&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
197,17284407,乍都节标志酒店(Iconic Hotel Chatuchak),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:01:36,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=17284407&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
579,1734150,曼谷爵士酒店(Jazzotel Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:44:30,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1734150&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
299,1735732,大塔酒店-沙吞(Grand Tower Inn Sathorn Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:47:24,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1735732&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
354,1761540,曼谷京华大酒店(Hotel Royal Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:11:56,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1761540&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
321,1827628,汤姆森华马克酒店(Thomson Hotel Huamark),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:58:00,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1827628&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
277,19829156,木材青年旅馆(Timber Hostel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:36:46,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=19829156&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
571,21330578,"曼谷纳瓦敏S酒店(S Bangkok Hotel, Navamin)",部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:33:25,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21330578&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
587,21683727,曼谷梅斯泰尔车库酒店(MeStyle Garage Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:47:20,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21683727&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
223,21806177,曼谷素坤逸 4 巷诺富特酒店(Novotel Bangkok Sukhumvit 4),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:15:48,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21806177&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
561,2197002,浪漫酒店-素坤逸97号(Romance Hotel Sukhumvit 97),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 03:03:31,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2197002&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
540,2199041,金玉素万那普酒店(Golden Jade Suvarnabhumi),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:56:28,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2199041&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
532,2199501,曼谷利特酒店(LiT BANGKOK Residence),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-01 02:54:15,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2199501&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
575,22135305,艾里四分之一UHG酒店(The Quarter Ari by UHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:34:33,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22135305&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
200,22151818,Quarter 拉普罗酒店 - UHG(The Quarter Ladprao by UHG),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:02:27,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22151818&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
363,22154999,莫克梅克72酒店(MOK MEK 72),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:14:33,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22154999&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
423,2266767,德维拉素万那普酒店(Dwella Suvarnabhumi),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:41:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2266767&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
242,23504927,迷失旅馆-BKK(Lost Inn BKK),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:22:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=23504927&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
230,23510962,曼谷素坤逸 4 巷宜必思尚品酒店(Ibis Styles Bangkok Sukhumvit 4),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:19:17,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=23510962&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
645,23513875,曼谷阿索克盛捷宅邸酒店(Somerset Maison Asoke Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:03:22,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=23513875&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
683,24738513,素坤逸钥匙精品酒店(The Key Premier Hotel Sukhumvit Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:13:33,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=24738513&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
586,2507748,快乐3号酒店(Happy 3),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:47:01,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2507748&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
690,25657104,考山和平之地酒店(Peace Land Khaosan),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:14:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=25657104&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
276,25926172,汪茶塔之家曼谷住宅酒店(Baan Wanchart),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:36:25,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=25926172&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
457,27215837,曼谷拉差达宜必思尚品酒店(Ibis Styles Bangkok Ratchada),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:56:16,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=27215837&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
278,2841466,立方旅舍-是隆(The Cube Hostel Silom),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 21:37:05,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2841466&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
594,28559691,德理阿楠酒店(De Prime@Rangnam),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 01:49:13,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=28559691&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
333,2865243,景观酒店与公寓(Viewplace Hotel&Residence),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:04:11,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2865243&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
343,28821649,卡萨豪华酒店及公寓(Casaluxe Hotel Ratchada),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:07:30,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=28821649&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
349,29492318,斯拉姆休闲酒店(S Ram Leisure Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:10:23,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=29492318&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
684,3003104,伊丽莎白酒店(Elizabeth Hotel),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-09-04 02:13:44,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3003104&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
415,31600529,尤萨拜酒店-(U Sabai Hotel Bangkok),部分完成,房型|售卖方案|房型图片,0,0,203,携程对应接口返回 203，已跳过不可信模块,是,待补,2026-08-31 22:37:47,2026-09-28,2026-09-29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=31600529&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
