酒店ID,地点ID,地点分类,地点类型,地点名称,距离,交通时间,排序,来源URL
22118795,dom_place_5i9x59,周边,,HIDE.Selected,1.1千米,,21,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_qs6hyx,周边,,Healthy Valley,1.2千米,,22,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_l3u9z2,周边,,扎度扎周末市场,1.6千米,,23,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_yr5lyx,周边,,Metro Mall,1.9千米,,24,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_hqwhni,周边,,镰仓衬衫泰国弹出式商店,1.3千米,,25,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_f5ebam,周边,,Mixt Chatuchak,1.7千米,,26,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_x1b70k,周边,,3Brothers Chatuchak K3,1.3千米,,27,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_4q3tsb,周边,,ako & sila section 24,1.3千米,,28,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_vye5hb,周边,,乍都节七七广场,1.7千米,,29,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_p8r5xh,周边,,Halo Craft,1.6千米,,30,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_mvfnei,周边,,Siam rare books,1.5千米,,31,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_mysl7n,周边,,恰图恰花卉市场,1.6千米,,32,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_q0jqoo,周边,,Jatujak Plaza,1.5千米,,33,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_s2j3cy,周边,,VILA Homeware & Decoration,1.5千米,,34,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_qfxyv9,周边,,Mango Siam Furniture Store,1.5千米,,35,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_85kjyr,周边,,洽图洽周末市集,1.5千米,,36,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_oegesd,周边,,JJHall,1.7千米,,37,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_w0nqh6,周边,,泰国曼谷 · 金允植&朴时宇 粉丝见面会,1.7千米,,38,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_9miy1m,周边,,曼谷射击场,1.7千米,,39,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_8jmrfv,周边,,泰国曼谷 · Maho Rasop Series: Caribou (Live) by HAVE YOU HEARD?,1.5千米,,40,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_y669it,周边,,胜利纪念碑,2.6千米,,41,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_lqrlda,周边,,泰国曼谷 · Klear 专场演出,2.9千米,,42,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_9uiw0d,周边,,泰国曼谷 · Silly Fools 专场演出,2.9千米,,43,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_l63ls9,周边,,泰国曼谷 · The Parkinson & Atom 拼盘演出,2.9千米,,44,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_34aha6,周边,,泰国曼谷 · Polycat & KIKI 拼盘演出,2.9千米,,45,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_wz4m2h,周边,,泰国曼谷 · Lomosonic & Bedroom Audio 拼盘演出,2.9千米,,46,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_hyxj4t,周边,,泰国曼谷 · Paradox and Slur at Bangkok Soundscape,2.9千米,,47,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_1jqqa8,周边,,泰国曼谷 · Lonely Loud Fest 音乐节 2026,3.4千米,,48,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_g8h2lc,周边,,泰国曼谷 · LOUDLY PREFER Presents Tigers Jaw live in Bangkok 2026,3.5千米,,49,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_x0ej05,周边,,泰国曼谷 · Pixxie live at Bangkok Soundscape,3.5千米,,50,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_2t5maj,周边,,泰国曼谷 · Pixxie 演唱会,3.5千米,,51,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_sqbl3u,周边,,泰国曼谷 · FLOW 2026《NARUTO THE ROCK》世界巡演,3.5千米,,52,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_mlgkeh,周边,,泰国曼谷 · Cö shu Nie 2026《SATURATED IN MONOCHROME》巡演,3.5千米,,53,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_prn82i,周边,,泰国曼谷 · VOLUME PHASE 8 VOL.78 拼盘演出,3.5千米,,54,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_exu9sx,周边,,泰国曼谷 · I LOVE 70'S : THE A-B-C 慈善演唱会,4.6千米,,55,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_gcc588,周边,,泰国曼谷 · 第28届曼谷国际舞蹈音乐节（Bangkok 28th International Festival of Dance & Music）,3.9千米,,56,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_102pia,周边,,Vivienne Westwood《她和她的珠宝展》 (Vivienne Westwood & Jewellery Exhibition),4.8千米,,57,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_7fp3a5,周边,,金东尼人妖秀,3.5千米,,58,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_c68b7,周边,,惠恭王夜市,3.2千米,,59,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_z9b48d,周边,,泰国曼谷 · BE:FIRST 2026 世界巡演,6.2千米,,60,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_yb7gr2,周边,,泰国曼谷 · 曼谷国际卡牌展 2026,6.2千米,,61,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_5jrtdf,周边,,泰国曼谷 · MSIG FAN FEST 2026 拼盘演唱会,6.2千米,,62,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_ct831k,周边,,2026神奇曼谷马拉松,5千米,,63,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_i7uaqn,周边,,曼谷大象观光巴士,4.6千米,,64,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_4uo4l4,周边,,MELAND(Bangkok SIAM PARAGON),4.7千米,,65,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_l45e5n,周边,,lay lao - Ari,652米,,66,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_kalxvx,周边,,Soei Restaurant,935米,,67,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_3hdb9d,周边,,Chim by Siam Wisdom,2.8千米,,68,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_3722wq,周边,,Factory Coffee(曼谷店),3.6千米,,69,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_eq6cyo,周边,,光海鲜,3.5千米,,70,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_y74i9w,周边,,曼谷彩虹云宵酒店·斯特拉宫殿,3.7千米,,71,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_flm5yx,周边,,Ban Khun Mae,4.9千米,,72,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_tnc8m1,周边,,YenlyYours # Central World,4.6千米,,73,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_p72hwh,周边,,Inter Restaurants,5千米,,74,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_38jbxl,周边,,紫桂轩,4.9千米,,75,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_m9gjcu,周边,,IGNIV Bangkok,5.3千米,,76,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_fawwu7,周边,,Som Som Seafood,5.1千米,,77,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_tcs4iu,周边,,建兴酒家(尚泰领使商场分店),4.9千米,,78,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_z21kru,周边,,Jeh O Chula,5.6千米,,79,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_ngg3gl,周边,,Raan Jay Fai,5.8千米,,80,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_f4n1os,周边,,Samrub Samrub Thai,6.8千米,,81,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_93iscz,周边,,Restaurant POTONG,6.7千米,,82,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_vz9tij,周边,,Le Du,7.2千米,,83,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_uwj7vm,周边,,Haoma,5.5千米,,84,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22118795,dom_place_rzo0x3,周边,,NAAM 1608,6.9千米,,85,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=22118795&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg
22135305,64285407,交通,7,地铁: 阿里地铁站,"步行距离560米,约8分钟",,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,64279859,交通,7,地铁: 水牛桥地铁站,"步行距离1.2公里,约17分钟",,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,141575626,交通,3,火车站: Pra Dipat,"驾车距离3.1公里,约9分钟",,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,79154987,交通,3,火车站: SAM SEN,"驾车距离3.2公里,约9分钟",,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,13099857,交通,2,机场: 曼谷廊曼国际机场,"驾车距离15.7公里,约20分钟",,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,97364540,景点,5,洽图洽周末市集,直线距离1.8公里,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,31981223,景点,5,曼谷射击场,直线距离1.5公里,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,149853294,景点,5,胜利纪念碑,直线距离2.4公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,150890907,景点,5,JJHall,直线距离2公里,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156473188,景点,5,泰国曼谷 · 金允植&朴时宇 粉丝见面会,直线距离2公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155111596,景点,5,泰国曼谷 · Silly Fools 专场演出,直线距离2.6公里,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155039771,景点,5,泰国曼谷 · The Parkinson & Atom 拼盘演出,直线距离2.6公里,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155039823,景点,5,泰国曼谷 · Klear 专场演出,直线距离2.6公里,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155026859,景点,5,泰国曼谷 · Polycat & KIKI 拼盘演出,直线距离2.6公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156368408,景点,5,泰国曼谷 · Lomosonic & Bedroom Audio 拼盘演出,直线距离2.6公里,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156409056,景点,5,泰国曼谷 · Paradox and Slur at Bangkok Soundscape,直线距离2.6公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156377939,景点,5,泰国曼谷 · Maho Rasop Series: Caribou (Live) by HAVE YOU HEARD?,直线距离1.2公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155055495,景点,5,泰国曼谷 · Lonely Loud Fest 音乐节 2026,直线距离3.6公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156643922,景点,5,泰国曼谷 · I LOVE 70'S : THE A-B-C 慈善演唱会,直线距离4.4公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156463221,景点,5,Vivienne Westwood《她和她的珠宝展》 (Vivienne Westwood & Jewellery Exhibition),直线距离4.5公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156453824,景点,5,泰国曼谷 · LOUDLY PREFER Presents Tigers Jaw live in Bangkok 2026,直线距离3.1公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156453886,景点,5,泰国曼谷 · Pixxie live at Bangkok Soundscape,直线距离3.1公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156440990,景点,5,泰国曼谷 · Pixxie 演唱会,直线距离3.1公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156414158,景点,5,泰国曼谷 · 第28届曼谷国际舞蹈音乐节（Bangkok 28th International Festival of Dance & Music）,直线距离3.5公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,77017,景点,5,四面佛,直线距离4.5公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,154258927,景点,5,泰国曼谷 · Fujii Kaze Prema World Tour in Bangkok,直线距离4.9公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155115569,景点,5,泰国曼谷 · FLOW 2026《NARUTO THE ROCK》世界巡演,直线距离3.1公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,155055459,景点,5,泰国曼谷 · BE:FIRST 2026 世界巡演,直线距离6公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156453551,景点,5,泰国曼谷 · 曼谷国际卡牌展 2026,直线距离6公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156422172,景点,5,泰国曼谷 · MSIG FAN FEST 2026 拼盘演唱会,直线距离6公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156445966,景点,5,2026神奇曼谷马拉松,直线距离4.8公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,156452741,景点,5,泰国曼谷 · Cö shu Nie 2026《SATURATED IN MONOCHROME》巡演,直线距离3.1公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,136007534,景点,5,暹罗百丽宫,直线距离4.5公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,153412577,景点,5,MELAND(Bangkok SIAM PARAGON),直线距离4.5公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,134087196,景点,5,曼谷大象观光巴士,直线距离4.3公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,19649926,美食,10,lay lao - Ari,直线距离480米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,19648872,美食,10,Soei Restaurant,直线距离1.2公里,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
22135305,52553778,美食,10,Factory Coffee(曼谷店),直线距离3.3公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
