Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJAcfq1jWZ4jARut-bQJPMHwA,美食餐饮,ก๋วยเตี๋ยวเย็นตาโฟ ยายแหลม เจ้าเก่าบางลำภู,,noodle_shop,面馆,,,,"Unnamed Road QF6X+GW3, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761272,100.499799,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=8950657094246330&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJodTM4R2Z4jARKqtVO3kNF2c,美食餐饮,ก๋วยเตี๋ยวเรือคุณหลุยส์,,noodle_shop,面馆,,,,"156/1 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754285,100.501229,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=7428420924708596522&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJDXgNPACZ4jARLb6fz3DBf-E,美食餐饮,ก๋วยเตี๋ยวเรือถูกปาก x ส้มตำเลิฟเวอร์,,noodle_shop,面馆,,,,"QGC2+HG6, Krung Kasem Rd, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.771332,100.50126,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=16248918670839889453&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJNXB3VQCZ4jARBNzI1HF1B7c,美食餐饮,ก๋วยเตี๋ยวเรือพริกผัด,,noodle_shop,面馆,,,,"26 Thanon Chakkraphatdi Phong, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.758956,100.50895,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=13188639165539474436&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJJ1RCj6YxEBERZfi0fOQhxpk,美食餐饮,ก๋วยเตี๋ยวเรือศรีอยุธยา (เทเวศร์) Sri Ayutthaya Noodle,,noodle_shop,面馆,,,,"224 Thanon Si Ayutthaya, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.770424,100.506109,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=11080581198420179045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJT_oRmqiZ4jARDNrCAr2V9sU,美食餐饮,ก๋วยเตี๋ยวเรือเจ้อ้วน,,noodle_shop,面馆,,,,"Trok Anuwat, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.743712,100.510458,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=14264753508770306572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMX8AeS-Z4jARnxffCLuiGhw,美食餐饮,ก๋วยเตี๋ยวเรือเหงื่อตก (วัดเทพศิรินทร์),ก๋วยเตี๋ยวเรือเหงื่อตก (วัดเทพศิรินทร์),noodle_shop,面馆,4.4,9,PRICE_LEVEL_INEXPENSIVE,"89 Thanon Yukol 2, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748205,100.511557,邦巴沙都拍县,Wat Thep Sirin,星期一: 09:00–16:00 | 星期二: 09:00–15:30 | 星期三: 09:00–15:30 | 星期四: 09:00–15:30 | 星期五: 09:00–15:30 | 星期六: 09:00–15:30 | 星期日: 休息,+66 92 479 3981,https://www.wongnai.com/restaurants/570643fB-%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B9%80%E0%B8%AB%E0%B8%87%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%95%E0%B8%81-%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,外带|配送|堂食,,https://maps.google.com/?cid=2025109906647881631&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyWSxDwCZ4jARHFR47ShoDTQ,美食餐饮,ก๋วยเตี๋ยวเรือแม่แป๊วผักไห่ วัดโสมนัสฯ,,noodle_shop,面馆,,,,"QG66+GF9, Krung Kasem Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.761261,100.511294,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=3750768589661557788&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJu1FXjhqZ4jARwu6h77wnjs8,美食餐饮,ก๋วยเตี๋ยวเสียวตก,ก๊วยเตี๋ยวเสียวตก,noodle_shop,面馆,4.5,19,,"Thanon Ban Mo, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746576,100.498164,拍那空县,三王府区,星期一: 08:00–15:30 | 星期二: 08:00–15:30 | 星期三: 08:00–15:30 | 星期四: 08:00–15:30 | 星期五: 08:00–15:30 | 星期六: 08:00–15:30 | 星期日: 休息,+66 97 925 0522,,外带|堂食,,https://maps.google.com/?cid=14955935104971697858&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJZyGjMwCZ4jAR6i-Ty5vovJc,美食餐饮,ก๋วยเตี๋ยวแชมป์,,noodle_shop,面馆,,,,"Nakhon Sawan Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.760705,100.513537,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=10933869751181717482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC7OyYgCZ4jARil0SYqxxFww,美食餐饮,ก๋วยเตี๋ยวแห้ง บะหมี่คลุกห่อละ20,,noodle_shop,面馆,,,,"51 Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75771,100.499739,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=871290038113164682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ036QVQBfHTERCwgCxqYtaZI,美食餐饮,ก๋วยเตี๋ยวโก๋เก่ง,,noodle_shop,面馆,,,,"1 11 Trok Sathien, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755205,100.488885,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=10550013796401940491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ035mUgCZ4jAR2TXR9gWmrBA,美食餐饮,ก๋วยเตี๋ยวไก่มะระ(เจ้าเก่าดิโอลด์),,noodle_shop,面馆,,,,"91 Tri Phet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744562,100.499302,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=1201517745147033049&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB8he1ZeZ4jARolN7GXu-A58,美食餐饮,ก๋วยเตี๋ยว​หลอดทรงเครื่องเจ๊อ๋าสะพานหัน,,noodle_shop,面馆,,,,"เลขที่ 110 Yaowarat 33, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.743216,100.502188,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=11458211312878441378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ00yPDWuZ4jARBpdt5ASBkWY,美食餐饮,ก๋วยเตี๋ยว​เรือปิ๋ว วัดบางยี่ขัน,,noodle_shop,面馆,,,,"1063 Thanon Arun Amarin, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.770997,100.489337,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=7390830321503934214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ29nEvECZ4jARPqbmErVQf_s,美食餐饮,ขนมผักกาดเจ๊เกี้ยนางเลิ้ง,,noodle_shop,面馆,,,,"29, 31 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759097,100.511635,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=18122292164198573630&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJTa56JQCZ4jAR04rX0EQActw,美食餐饮,ข้าวซอย เจ้าเก่า สูตรเชียงใหม่,,noodle_shop,面馆,,,,"เลขที่ 385/15 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75546,100.514847,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=15884759131250723539&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ5bJtRfGZ4jARLYIQVcVepiY,美食餐饮,ข้าวซอยพระอาทิตย์ Khaosoi Phraarthit,,noodle_shop,面馆,,,,"102/1 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763024,100.494974,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=2785017621203943981&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJj_8gbxqZ4jARt41n94arX8g,美食餐饮,จวงผัดไทย,จวงผัดไทย,noodle_shop,面馆,4.4,63,PRICE_LEVEL_INEXPENSIVE,"PFWX+GRR, Trok Phanumat, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746367,100.499516,拍那空县,三王府区,星期一: 休息 | 星期二: 10:30–16:00 | 星期三: 10:30–16:00 | 星期四: 10:30–16:00 | 星期五: 10:30–16:00 | 星期六: 10:30–16:00 | 星期日: 休息,+66 83 263 6422,https://www.facebook.com/juangpadthai/,外带|配送|堂食,,https://maps.google.com/?cid=14438447526537825719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ7wU4tGuZ4jARJKJqXVSSpso,美食餐饮,จันทบุรี ก๋วยเตี๋ยวลูกชิ้นปลา,,noodle_shop,面馆,,,,"446 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762715,100.504037,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=14602519732837589540&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJpzMzQtuZ4jARz-GFiWo9fJo,美食餐饮,จั๊ว บะหมี่ไข่เยาวราช,,noodle_shop,面馆,,,,"Samphanthawong, Bangkok 10100",13.741866,100.509476,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=11131839906736103887&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2QBfoDGZ4jARntz1O73oQi0,美食餐饮,จ้วง ก๋วยเตี๋ยวเรือ,,noodle_shop,面馆,,,,"ตลาดวังหลัง ชั้น 1 ห้องหมายเลข D23 24 Soi Trok Watrakhang, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755834,100.486317,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=3261424979622091934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhVXHiROZ4jARbCGI6wYJHAw,美食餐饮,จ้าวแห่งลูกชิ้นปลา / King of fish balls,จ้าวแห่งลูกชิ้นปลา / King of fish balls,noodle_shop,面馆,3.6,112,PRICE_LEVEL_INEXPENSIVE,"40 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754964,100.501421,拍那空县,大秋千区,星期一: 10:00–20:00 | 星期二: 10:00–20:00 | 星期三: 10:00–20:00 | 星期四: 10:00–20:00 | 星期五: 10:00–20:00 | 星期六: 10:00–20:00 | 星期日: 10:00–20:00,+66 2 215 5967,,外带|堂食,,https://maps.google.com/?cid=872582353129054572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJIztXaaGZ4jARDpZvqcSqOy8,美食餐饮,ชาย ก๋วยเตี๋ยวลูกชิ้นปลาเยาวราช,,noodle_shop,面馆,,,,"868 Soi Phanu Rangsi, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746114,100.502116,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=3403501705041516046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJU9Z24XmZ4jARK5A6auw4gfw,美食餐饮,ชายสี่ หมี่เกี๊ยว,,noodle_shop,面馆,,,,"QFCQ+9M6, Soi Arun Ammarin 34, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.770912,100.489148,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=18194886557599174699&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJu2PsC_2Z4jARjPwacAlCuBI,美食餐饮,ตั้งโชคดีบะหมี่เกี๊ยว,ตั้งโชคดีบะหมี่เกี๊ยว,noodle_shop,面馆,4.8,28,PRICE_LEVEL_INEXPENSIVE,"PGX2+56Q, Soi Na Wang, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747953,100.500611,拍那空县,三王府区,星期一: 休息 | 星期二: 13:00–21:30 | 星期三: 13:00–21:30 | 星期四: 13:00–21:30 | 星期五: 13:00–21:30 | 星期六: 13:00–21:30 | 星期日: 13:00–21:30,+66 81 726 3689,,外带|配送|堂食,,https://maps.google.com/?cid=1348900696700419212&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJJw7XT1uZ4jARcz6msuVG1CM,美食餐饮,ตี๋น้อย ชวนกิน (อาหาร ตามวัน),,noodle_shop,面馆,,,,"Plaeng Nam Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741358,100.510029,邦巴沙都拍县,Pom Prap,,,,,,https://maps.google.com/?cid=2581766438748831347&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJnTMIBnuZ4jARgcYJC9Y2G7A,美食餐饮,ต๋อยเตี๋ยวป๊อกๆรถถีบ เวิ้งซอย4,,noodle_shop,面馆,,,,"PGV3+PMW เวิ้งนครเกษม ซอย4 Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74436,100.504204,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=12689796667982595713&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJv6e95RGZ4jARxuwT-97QUMY,美食餐饮,ท้าว ก๋วยเตี๋ยวหมูแพร่งนรา,,noodle_shop,面馆,,,,"8 Phraeng Nara Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752311,100.496475,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=14290151273760287942&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJb3BxkzCZ4jAREVcoJ2V0UMM,美食餐饮,นกยูง ก๋วยเตี๋ยวเรืออยุธยาเจ้าเก่าตลาดนางเลิ้ง,,noodle_shop,面馆,,,,"246 Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759096,100.511869,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=14073876813330274065&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJfZ9jfwCZ4jARlW4heXf7cdI,美食餐饮,นายอ้วนก๋วยเตี๋ยวเนื้อตุ๋นสองพี่น้อง..,,noodle_shop,面馆,,,,"26 นางเลิ้ง Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10400",13.759249,100.508681,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=15164177910885084821&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJo7-3exGZ4jAR_bRU8sOfCuo,美食餐饮,นายอ้วนเย็นตาโฟ เสาชิงช้า,นายอ้วนเย็นตาโฟ เสาชิงช้า,noodle_shop,面馆,4.2,2183,PRICE_LEVEL_INEXPENSIVE,"41 Trok Nawa, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752707,100.499232,拍那空县,大秋千区,星期一: 09:00–20:00 | 星期二: 09:00–20:00 | 星期三: 09:00–20:00 | 星期四: 09:00–20:00 | 星期五: 09:00–20:00 | 星期六: 09:00–17:00 | 星期日: 09:00–17:00,+66 89 778 7770,https://www.naiuanyentafo.com/,有洗手间|外带|配送|堂食|供应甜品,,https://maps.google.com/?cid=16864467418575320317&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJe2PgZAWZ4jARkqq_fjnnC7I,美食餐饮,นายอ้วนเย็นตาโฟบะเต็งเสาชิงช้า สาขารศ.168,,noodle_shop,面馆,,,,"136 Thanon Mahannop, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753374,100.50059,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=12829602197620632210&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJz_VqJCKZ4jARSMqWd-Cj1vo,美食餐饮,นายฮุย ก๋วยเตี๋ยวลูกชิ้นปลา Nai Hui Fish Ball Noodles,,noodle_shop,面馆,,,,"155 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74175,100.508953,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=18074814338972437064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJp_T9TgCZ4jAR6oGoxkg5130,美食餐饮,บะหนีเทีขว,บะหนีเทีขว,noodle_shop,面馆,,,,"218 Thanon Atsadang, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.742939,100.495274,拍那空县,三王府区,,,,外带,,https://maps.google.com/?cid=9067779359467143658&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ1wYdZACZ4jARCIj-a8FOQa0,美食餐饮,บะหมี่ก้ำเก,บะหมี่ก้ำเก,noodle_shop,面馆,4.0,2,,"333 Mangkon Rd, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.745423,100.510794,邦巴沙都拍县,Pom Prap,,,,外带,,https://maps.google.com/?cid=12484346234695223304&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJEyBkZGiZ4jARpEP7Wx5J--I,美食餐饮,บะหมี่ปู วังแดง,,noodle_shop,面馆,,,,"21 Soi Luk Luang 13, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.769109,100.504783,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=16355746866467128228&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQZIJggWZ4jAR8kz8rNFl8Ro,美食餐饮,บะหมี่เกี๊ยวแซ่บ×4 / 35 บาท ซอยเทวีวรญาติ,,noodle_shop,面馆,,,,"121 Thanon Yukol 2, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748753,100.510116,邦巴沙都拍县,Wat Thep Sirin,,,,,,https://maps.google.com/?cid=1941444865598180594&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZULqZnaZ4jARpARICicJ-r0,美食餐饮,บุญทวี บะหมี่ปิ่นเกล้า สาขาปิ่นเกล้า,,noodle_shop,面馆,,,,"109/29 ถนนสมเด็จพระปิ่นเกล้า Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.766266,100.486974,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=13689264080626910372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJo-E_JEiZ4jAR4zvIoZkXYvg,美食餐饮,บ้านท่าก๋วยเตี๋ยวเรือ,,noodle_shop,面馆,,,,"No.18 Riverside zone of Amulet maket Khwaeng Phra Borom Maha Ratchawang, Phranakorn Krung Thep Maha Nakhon 10200",13.755662,100.488598,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=17897893817735461859&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhz3aVrOZ4jARA6ZuYZDbEwQ,美食餐饮,บ้านเสา ก๋วยเตี๋ยวต้มยำ,,noodle_shop,面馆,,,,"452 Thanon Mahannop, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753689,100.499918,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=293819813865629187&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2Q5z9nSZ4jAR7xNaaiA8UEc,美食餐饮,"ปราง ก๋วยจั๊บน้ำใส, น้ำข้น",,noodle_shop,面馆,,,,"QF5X+WGG, Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759843,100.498832,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=5138673284750644207&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJW8eAbgCZ4jARDDTjiRb4OME,美食餐饮,ปั้นชามก๋วยเตี๋ยวเรือ(เทเวศร์),,noodle_shop,面馆,,,,"304 Thanon Samsen, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7691,100.503361,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=13923151023702225932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJv8csJnSZ4jARoPV0UrBGpLg,美食餐饮,ผัดไทนายแว่น ปิ่นเกล้า15,,noodle_shop,面馆,,,,"Arun Amarin, Bangkok Noi, Bangkok 10700",13.764875,100.488107,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=13304836922270872992&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJadvvztyZ4jARqEq984aoIFU,美食餐饮,ฝนก๋วยเตี๋ยวน้ำตก @ศูนย์อาหารปากคลอง,ฝนก๋วยเตี๋ยวน้ำตก @ศูนย์อาหารปากคลอง,noodle_shop,面馆,,,,"ศูนย์อาหาร ปาก คลองตลาด - วัดกัลยาณมิตร, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.742072,100.495465,拍那空县,三王府区,星期一: 10:00–18:00 | 星期二: 10:00–18:00 | 星期三: 10:00–18:00 | 星期四: 10:00–18:00 | 星期五: 10:00–18:00 | 星期六: 10:00–18:00 | 星期日: 10:00–18:00,+66 97 339 2124,https://lin.ee/B1OtZ39,外带,,https://maps.google.com/?cid=6134087990046968488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJudGsu6aZ4jARcJsyijP7MZ8,美食餐饮,ฟลุ๊ค บะหมี่ เกี๊ยว,,noodle_shop,面馆,,,,"เลขที่ 00 ซอย 6 ถนนสมเด็จพระปิ่นเกล้า Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.769902,100.485766,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=11471225924669840240&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
