Google地点ID,地点名称,服务属性,是否支持
ChIJwRAK_ROZ4jARWU9_PMXsGxc,清心丸,无障碍停车,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,适合儿童,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,适合观看体育,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,有洗手间,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,外带,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,配送,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,堂食,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,路边取餐,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应早餐,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应早午餐,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应午餐,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应咖啡,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应甜品,是
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,现场音乐,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,无障碍入口,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,无障碍停车,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,无障碍座位,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,供应晚餐,否
ChIJEaEgTciZ4jARvfLcTotjQqY,Heiwa Kissa,无障碍洗手间,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,有洗手间,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,外带,是
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,配送,是
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,堂食,是
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应早餐,是
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应早午餐,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应午餐,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应甜品,是
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应啤酒,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应鸡尾酒,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,供应葡萄酒,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,无障碍入口,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,无障碍停车,否
ChIJWZU0mRGZ4jARFdWbuetBFRo,K. Panich Sticky Rice,可预约,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,适合儿童,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,适合观看体育,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,有洗手间,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,户外座位,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,外带,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,配送,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,堂食,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,路边取餐,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应早午餐,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应午餐,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应咖啡,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应啤酒,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应鸡尾酒,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应葡萄酒,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,现场音乐,否
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,适合团体,是
ChIJ4bKx4ymZ4jARDJgMkAYFKGw,Dim sum zai,供应晚餐,是
ChIJuXuaKmmZ4jARBjQskgg7sjU,Tinn feng,可预约,是
ChIJ0zW2RyKZ4jARGEFNs2z1XY0,和成豐,无障碍入口,否
ChIJ0zW2RyKZ4jARGEFNs2z1XY0,和成豐,无障碍停车,否
ChIJ0zW2RyKZ4jARGEFNs2z1XY0,和成豐,可预约,是
ChIJOdVuNyKZ4jAR7c071SJ47V4,Hua Seng Hong Yaowarat Old Market （和成丰）,无障碍停车,否
ChIJJeX27hmZ4jAR_cNwDIXJvLA,Chicken Fried Noodle Chae Hua Khua Kai,无障碍座位,否
ChIJMUHLwRCZ4jARRseViD_DhvM,Jae Pook Clear Soup with Pork Blood,无障碍入口,否
ChIJMUHLwRCZ4jARRseViD_DhvM,Jae Pook Clear Soup with Pork Blood,无障碍停车,否
ChIJfR9ITj2Z4jAROm2gmLmsDbg,ข้าวหมูแดงนครสนุก สี่แยกวรจักร,无障碍停车,否
ChIJ6ydnZBSZ4jARLbL82mkDWOU,ต้มเลือดหมูศาลเจ้าพ่อเสือ,无障碍入口,是
ChIJ6ydnZBSZ4jARLbL82mkDWOU,ต้มเลือดหมูศาลเจ้าพ่อเสือ,无障碍停车,是
ChIJ3wJOGSKZ4jARmUiJgWKmM3I,肯德基,无障碍入口,是
ChIJ3wJOGSKZ4jARmUiJgWKmM3I,肯德基,无障碍停车,是
ChIJBxZWTxqZ4jARsWkRLw21jjI,肯德基,无障碍入口,是
ChIJBxZWTxqZ4jARsWkRLw21jjI,肯德基,无障碍停车,是
ChIJBxZWTxqZ4jARsWkRLw21jjI,肯德基,无障碍洗手间,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,适合儿童,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,有洗手间,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,户外座位,否
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,外带,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,配送,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,堂食,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应早餐,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应午餐,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应咖啡,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应甜品,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应啤酒,否
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应葡萄酒,否
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,允许携带宠物,否
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,适合团体,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,供应晚餐,是
ChIJ9bT1nxSZ4jARwm-mmZPS82Y,麦当劳,无障碍洗手间,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,适合儿童,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,有洗手间,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,户外座位,否
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,外带,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,配送,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,堂食,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应早餐,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应午餐,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应咖啡,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应甜品,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应啤酒,否
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应葡萄酒,否
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,无障碍入口,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,允许携带宠物,否
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,适合团体,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,供应晚餐,是
ChIJZ7ypIhqZ4jARoO1dpr_QC5k,麦当劳,无障碍洗手间,是
ChIJp5a91RKZ4jARZYnm5tXU63c,麦当劳,无障碍洗手间,是
ChIJe_d6d0OZ4jARL0uQgNHQRPI,Nusara,可预约,是
ChIJX3aTlQuZ4jARuBMJ5me3lUY,The Deck by Arun Residence,无障碍入口,否
ChIJX3aTlQuZ4jARuBMJ5me3lUY,The Deck by Arun Residence,无障碍停车,否
ChIJX3aTlQuZ4jARuBMJ5me3lUY,The Deck by Arun Residence,无障碍座位,否
ChIJX3aTlQuZ4jARuBMJ5me3lUY,The Deck by Arun Residence,可预约,是
ChIJX3aTlQuZ4jARuBMJ5me3lUY,The Deck by Arun Residence,无障碍洗手间,是
ChIJy5eJGBuZ4jARG_FNE-caKnQ,Burin Burger & Steak,无障碍入口,否
ChIJy5eJGBuZ4jARG_FNE-caKnQ,Burin Burger & Steak,无障碍停车,否
ChIJy5eJGBuZ4jARG_FNE-caKnQ,Burin Burger & Steak,无障碍座位,否
ChIJy5eJGBuZ4jARG_FNE-caKnQ,Burin Burger & Steak,可预约,是
ChIJxdZW4BmZ4jAR9LMNu0OjKm0,POM Bakehouse Burger,无障碍入口,否
ChIJxdZW4BmZ4jAR9LMNu0OjKm0,POM Bakehouse Burger,无障碍停车,否
ChIJxdZW4BmZ4jAR9LMNu0OjKm0,POM Bakehouse Burger,无障碍座位,否
ChIJxdZW4BmZ4jAR9LMNu0OjKm0,POM Bakehouse Burger,无障碍洗手间,否
ChIJEz-YytSZ4jARmVFNKRldzU0,The Fat Cow Yaowarat,无障碍入口,是
ChIJEz-YytSZ4jARmVFNKRldzU0,The Fat Cow Yaowarat,无障碍停车,否
ChIJEz-YytSZ4jARmVFNKRldzU0,The Fat Cow Yaowarat,无障碍座位,否
ChIJEz-YytSZ4jARmVFNKRldzU0,The Fat Cow Yaowarat,可预约,是
ChIJEz-YytSZ4jARmVFNKRldzU0,The Fat Cow Yaowarat,无障碍洗手间,否
ChIJo1gkbiGZ4jARQIttKdUSZko,Texas Suki,无障碍入口,是
ChIJo1gkbiGZ4jARQIttKdUSZko,Texas Suki,无障碍座位,是
ChIJo1gkbiGZ4jARQIttKdUSZko,Texas Suki,可预约,是
ChIJo1gkbiGZ4jARQIttKdUSZko,Texas Suki,无障碍洗手间,是
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,适合儿童,是
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,有洗手间,否
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,外带,是
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,供应咖啡,否
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,无障碍入口,否
ChIJ5VJGvhGZ4jARSBZl5Kc7a2k,Nuttaporn Ice Cream,无障碍停车,否
ChIJOfe-YBmZ4jARQzMxgfh2Vms,"Mama Restaurant | Best Indian Food Restaurant Bangkok, Thailand | Top-Rated, Famous, Nonthai, Indian Chef Punjabi Restaurants",无障碍入口,是
ChIJOfe-YBmZ4jARQzMxgfh2Vms,"Mama Restaurant | Best Indian Food Restaurant Bangkok, Thailand | Top-Rated, Famous, Nonthai, Indian Chef Punjabi Restaurants",无障碍停车,否
ChIJOfe-YBmZ4jARQzMxgfh2Vms,"Mama Restaurant | Best Indian Food Restaurant Bangkok, Thailand | Top-Rated, Famous, Nonthai, Indian Chef Punjabi Restaurants",可预约,是
ChIJyTQZYBmZ4jARio5xtaxdJfM,Royal India Phahurat,无障碍入口,否
ChIJyTQZYBmZ4jARio5xtaxdJfM,Royal India Phahurat,无障碍停车,否
ChIJyTQZYBmZ4jARio5xtaxdJfM,Royal India Phahurat,可预约,是
ChIJ3RqpyRuZ4jARcxjO7RUjGXM,Royal Rasoi,无障碍停车,否
ChIJ3RqpyRuZ4jARcxjO7RUjGXM,Royal Rasoi,可预约,是
ChIJcWDPTW2Z4jARLKFgGEosdyY,Taste of India Bangkok,无障碍入口,否
ChIJcWDPTW2Z4jARLKFgGEosdyY,Taste of India Bangkok,无障碍停车,否
ChIJcWDPTW2Z4jARLKFgGEosdyY,Taste of India Bangkok,无障碍座位,否
ChIJcWDPTW2Z4jARLKFgGEosdyY,Taste of India Bangkok,可预约,是
ChIJL4XJg_6Z4jARCVEPNFZkNNw,The Indian Spice And Herbs,可预约,是
ChIJ_8tKmWaZ4jARQ7Eafuw47Jw,Zafran Eatery (Indian Food),无障碍座位,否
ChIJ_8tKmWaZ4jARQ7Eafuw47Jw,Zafran Eatery (Indian Food),可预约,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,适合儿童,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,适合观看体育,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,有洗手间,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,户外座位,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,配送,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,堂食,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应早餐,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应早午餐,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应午餐,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应咖啡,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应甜品,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应啤酒,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应鸡尾酒,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应葡萄酒,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,现场音乐,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,无障碍入口,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,无障碍停车,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,可预约,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,允许携带宠物,否
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,适合团体,是
ChIJAdpVtRKZ4jARE9d1st_zPYg,Mulligans Irish Bar,供应晚餐,是
ChIJBTEBVQ2Z4jARb9C7Moe9QwM,Ranee's Velo Restaurant,无障碍停车,否
ChIJBTEBVQ2Z4jARb9C7Moe9QwM,Ranee's Velo Restaurant,无障碍座位,是
ChIJBTEBVQ2Z4jARb9C7Moe9QwM,Ranee's Velo Restaurant,可预约,是
ChIJZ4Qypz-Z4jARGp7oxo3MMqQ,Seven Spoons,无障碍入口,否
ChIJZ4Qypz-Z4jARGp7oxo3MMqQ,Seven Spoons,无障碍停车,否
ChIJZ4Qypz-Z4jARGp7oxo3MMqQ,Seven Spoons,可预约,是
ChIJy0eMgASZ4jARKKimWSqQwwE,Vicecity khaosan,可预约,是
ChIJXYKPQjuZ4jARL5W1S-jf9-E,NAGIYA Yodpiman Riverwalk,无障碍入口,是
ChIJXYKPQjuZ4jARL5W1S-jf9-E,NAGIYA Yodpiman Riverwalk,无障碍停车,是
ChIJXYKPQjuZ4jARL5W1S-jf9-E,NAGIYA Yodpiman Riverwalk,无障碍座位,是
ChIJXYKPQjuZ4jARL5W1S-jf9-E,NAGIYA Yodpiman Riverwalk,可预约,是
ChIJXYKPQjuZ4jARL5W1S-jf9-E,NAGIYA Yodpiman Riverwalk,无障碍洗手间,是
ChIJX-pR_WOZ4jARPFWIHY1eJlw,Hinata at Yodpiman,可预约,是
ChIJDZrLNDJgHTER3F-8uWheFbE,Holy Fish Japanese Restaurant,无障碍入口,否
ChIJtbcHLJCZ4jARtUoRp5Z2J0A,สวยแซ่บออนไลน์ by may (ยำแซ่บแม่เมย์),无障碍入口,是
ChIJtbcHLJCZ4jARtUoRp5Z2J0A,สวยแซ่บออนไลน์ by may (ยำแซ่บแม่เมย์),无障碍停车,是
ChIJtbcHLJCZ4jARtUoRp5Z2J0A,สวยแซ่บออนไลน์ by may (ยำแซ่บแม่เมย์),可预约,是
ChIJafAYy9-Z4jAReIDh-vyqE6Q,โจ้กับแกล้ม JoeGubglam,可预约,是
ChIJsaGUmRmZ4jAR10vT_WZky4I,ข้าวแกงตาเหน่ง,无障碍停车,否
ChIJsaGUmRmZ4jAR10vT_WZky4I,ข้าวแกงตาเหน่ง,无障碍座位,否
ChIJq6erISKZ4jARF4ApKvF8k50,紅姐,无障碍停车,否
ChIJq6erISKZ4jARF4ApKvF8k50,紅姐,无障碍座位,否
ChIJP05uSiOZ4jARd53xV1UgGp8,Ann Guay Tiew Kua Gai,无障碍入口,否
ChIJP05uSiOZ4jARd53xV1UgGp8,Ann Guay Tiew Kua Gai,无障碍停车,否
ChIJMz6-zTyZ4jARhZlPwWu2p2Q,Aroy Rim Tang,无障碍入口,否
ChIJMz6-zTyZ4jARhZlPwWu2p2Q,Aroy Rim Tang,无障碍停车,否
ChIJ_f2SjiGZ4jARZ_oV924fllg,Guay Jub Ouan Pochana,无障碍入口,否
ChIJ_f2SjiGZ4jARZ_oV924fllg,Guay Jub Ouan Pochana,无障碍停车,否
ChIJiweh9AqZ4jARJVs-PQJMpKI,Jae Malee Noodles,无障碍入口,否
ChIJiweh9AqZ4jARJVs-PQJMpKI,Jae Malee Noodles,无障碍停车,否
ChIJyU44_BqZ4jAR6mBb2D5P5k8,Jeng Kung Fish Ball Noodle,无障碍入口,否
ChIJyU44_BqZ4jAR6mBb2D5P5k8,Jeng Kung Fish Ball Noodle,无障碍停车,否
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,有洗手间,否
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,外带,是
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,配送,是
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,堂食,是
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,供应甜品,否
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,无障碍入口,否
ChIJAeSw3ROZ4jARDkZrxFVX6JI,Kolun.h,无障碍停车,否
ChIJy-v0q2qZ4jARqlQO1q-2LjI,Kuay Teow Kua Gai Aunty Pien,有洗手间,否
ChIJy-v0q2qZ4jARqlQO1q-2LjI,Kuay Teow Kua Gai Aunty Pien,外带,是
ChIJy-v0q2qZ4jARqlQO1q-2LjI,Kuay Teow Kua Gai Aunty Pien,堂食,是
ChIJy-v0q2qZ4jARqlQO1q-2LjI,Kuay Teow Kua Gai Aunty Pien,供应甜品,否
ChIJy-v0q2qZ4jARqlQO1q-2LjI,Kuay Teow Kua Gai Aunty Pien,无障碍停车,否
ChIJR0Vx-zyZ4jARbLPfIkQ5gYU,Kuay Tiew Kua Kai Jae Keng Jae Ngim,无障碍入口,否
ChIJR0Vx-zyZ4jARbLPfIkQ5gYU,Kuay Tiew Kua Kai Jae Keng Jae Ngim,无障碍停车,否
ChIJaUWDSSOZ4jAROEEYgiZgP8U,Kuaytiaw Khua Kai Suan Mali Chicken Noodle at Klang Hospital Junction,无障碍入口,否
ChIJaUWDSSOZ4jAROEEYgiZgP8U,Kuaytiaw Khua Kai Suan Mali Chicken Noodle at Klang Hospital Junction,无障碍停车,否
ChIJ5a5-eBaZ4jARZPKdlOZ_o3g,Lueng Pha Pad Thai,无障碍入口,否
ChIJ5a5-eBaZ4jARZPKdlOZ_o3g,Lueng Pha Pad Thai,无障碍停车,否
ChIJqf3idSGZ4jAR2rKmc655Qmk,Nai Ek Roll Noodle,无障碍入口,否
ChIJqf3idSGZ4jAR2rKmc655Qmk,Nai Ek Roll Noodle,无障碍停车,否
ChIJ0eCVmRqZ4jARFS10bMedgUY,Nai Khong Noodle,无障碍停车,否
ChIJgwy3RCKZ4jAR_ojj9w1vhVQ,Nai Mao Duck Noodles,无障碍入口,否
ChIJgwy3RCKZ4jAR_ojj9w1vhVQ,Nai Mao Duck Noodles,无障碍停车,否
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),有洗手间,是
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),外带,是
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),配送,是
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),堂食,是
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),供应甜品,否
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),无障碍入口,否
ChIJJy7IpBSZ4jARJOWMygJHVfM,Pad Thai Fai Ta Lu (Dinso Rd),无障碍停车,否
ChIJFzOMODyZ4jARhDkNsbpwVWc,Saab-Bae Fish Ball Noodle,无障碍入口,否
ChIJFzOMODyZ4jARhDkNsbpwVWc,Saab-Bae Fish Ball Noodle,无障碍停车,否
ChIJFzOMODyZ4jARhDkNsbpwVWc,Saab-Bae Fish Ball Noodle,无障碍洗手间,否
ChIJn0oTEhCZ4jARVI4NHD1YXxk,Sung Phochana,无障碍入口,否
ChIJn0oTEhCZ4jARVI4NHD1YXxk,Sung Phochana,无障碍停车,否
ChIJTSZLYxaZ4jARG79bKajHx1Q,Tee Yen Ta Fo ตี๋เย็นตาโฟรสเด็ด สำราญราษฎร์,无障碍入口,否
ChIJTSZLYxaZ4jARG79bKajHx1Q,Tee Yen Ta Fo ตี๋เย็นตาโฟรสเด็ด สำราญราษฎร์,无障碍停车,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,适合儿童,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,适合观看体育,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,有洗手间,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,户外座位,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,外带,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,配送,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,堂食,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,供应甜品,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,无障碍停车,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,无障碍座位,是
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,可预约,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,允许携带宠物,否
ChIJxU5YeBaZ4jARvm8EVZYGjGk,Thipsamai Padthai Pratoopee,无障碍洗手间,是
ChIJjWPOGSCZ4jARctTxAhspEIk,Yen Ta Fo Thiam Charoen,无障碍停车,否
ChIJvZMbTjuZ4jARMZgeBZx2CBI,ก๋วยเตี๋ยวคั่วไก่สวนมะลิ เจ๊ทิพย์,无障碍入口,否
ChIJvZMbTjuZ4jARMZgeBZx2CBI,ก๋วยเตี๋ยวคั่วไก่สวนมะลิ เจ๊ทิพย์,无障碍停车,否
ChIJj_8gbxqZ4jARt41n94arX8g,จวงผัดไทย,无障碍停车,否
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,有洗手间,是
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,外带,是
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,配送,是
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,堂食,是
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,供应甜品,是
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,无障碍入口,否
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,无障碍停车,否
ChIJo7-3exGZ4jAR_bRU8sOfCuo,นายอ้วนเย็นตาโฟ เสาชิงช้า,允许携带宠物,否
ChIJMQjUMBiZ4jARoQNXjOL2DW8,มาดามตั้งโต๊ะสี ลูกชิ้นปลาอินทรีย์แท้ 100%,无障碍入口,否
ChIJMQjUMBiZ4jARoQNXjOL2DW8,มาดามตั้งโต๊ะสี ลูกชิ้นปลาอินทรีย์แท้ 100%,无障碍停车,否
ChIJJdAk00-Z4jAR1fUZi2RZ_Vk,ราชาก๋วยเตี๋ยวเป็ด ป้อมจักรวรรดิ,无障碍入口,否
ChIJJdAk00-Z4jAR1fUZi2RZ_Vk,ราชาก๋วยเตี๋ยวเป็ด ป้อมจักรวรรดิ,无障碍停车,否
ChIJFeXd3SKZ4jARyMdMCGXUhF0,หลีเฮง เย็นตาโฟ สาขารพ.กลาง,无障碍入口,否
ChIJFeXd3SKZ4jARyMdMCGXUhF0,หลีเฮง เย็นตาโฟ สาขารพ.กลาง,无障碍停车,否
ChIJcyQ7SB-Z4jARd8Kxqb386Po,เฮียปิง ก๋วยเตี๋ยวต้มยำน้ำพริกเผาไข่ยางมะตูม สาขาราชวงศ์,无障碍入口,否
ChIJcyQ7SB-Z4jARd8Kxqb386Po,เฮียปิง ก๋วยเตี๋ยวต้มยำน้ำพริกเผาไข่ยางมะตูม สาขาราชวงศ์,无障碍停车,否
ChIJb7VreoyZ4jARA-hnvxeLsZ0,โลงผีหมี่เกี๊ยว ข้างโรงเรียนวัดสระเกศ,无障碍入口,否
ChIJb7VreoyZ4jARA-hnvxeLsZ0,โลงผีหมี่เกี๊ยว ข้างโรงเรียนวัดสระเกศ,无障碍停车,否
ChIJ-WLr9CGZ4jARupTfwI9F3wg,亚绿粿汁,无障碍入口,否
ChIJ-WLr9CGZ4jARupTfwI9F3wg,亚绿粿汁,无障碍停车,否
ChIJ-WLr9CGZ4jARupTfwI9F3wg,亚绿粿汁,可预约,否
ChIJ5_2cYBmZ4jARtheEXfE6csM,Tony's,无障碍停车,否
ChIJ5_2cYBmZ4jARtheEXfE6csM,Tony's,可预约,否
