源行号,酒店ID,标准平台ID,原始平台名称,是否官网,URL链接,记录哈希,采集批次ID,源文件,源文件SHA256,酒店主键存在,平台映射状态,审计结果,问题说明
3217,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,trip,Trip.com,否,https://us.trip.com/hotels/redirect?hotelid=8415699&city=359&shoppingid=MWkv1zUwkQAr&adult=2&children=0&ages=&checkin=2026-09-27&checkout=2026-09-28&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=27_09_2026_1_mapresults_8415699_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuHov3X6CJvFb8EAjhmMly83suxgZLrIKLLO_WHVFC2Hh4weD6uAHH2HF4wnNu9_y7iAhXEh69kzIMDgIMXjG55dZlgVWp4d6FikwKjx8OmTK2wejEFsBkaOrk6mUTJczCEeToI_um9OChU8ZS_FHBrsovhERPbk0_tSDkmsqXm6ocEZXWJdjEwejKsY2bmYDYyMBJg-MfIjmxtvbDCJidEQAEvuOQW1AAAA]fgt[1]&br=15.64&tf=2.35&display=exavg&locale=en_us&crn=1&roomid=1754459407&allianceid=15214&sid=1209572,eaf485523ff01b28a5451cd86cccf4c8012a7cc7cab8a63181326cad756fc659,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3218,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,priceline,Priceline,否,https://www.priceline.com/r/?channel=meta&product=hotel&theme=Google-L&refid=PLGOOGLEMSS&refclickid=US_HP%7C382828903_mapresults_1%7C20260927%7Cdesktop%7Cdefaultdate|international|||24%7C2%7C0|0|EN&hotelid=382828903&checkin=20260927&checkout=20260928&rooms=1&cur=USD&POSCountryCode=US&taxDisplayMode=BP&cityID=3000040033&adults=2&land=L&metaid=GipkWcSj54gFkyJhqDRorLOHFpt6mEiJQ3qMPJbgd_plhEMGq6E44em7ATgivkko3fb44bLDxUOSCQsqQv3RuwkUco0zngIObE5Mkh4PzpdxfQyygF8hMwSLi0gUsFpNGU7kxG3QJTQeoHr9YnHoSYnmkdXA-vQXtyxxmex7cZixDwvUrDJQegHoMTrIDBcAFr7YONMsxyyr88Ut3Dxa6hitNh2fKP2mELSQAhJXKISJWwa9uRHWDJlsYeFrwrw3meG7JYQoi5Zu7VO3Wme9GbDYLuJgpn9al5NgtAUKUwFbp-jy68auPVd6lYsJqYGHJeGYthaIe6hNcbARJ5dyEbWvpqew_Z4HxDgAf0ga4vretUfD9DyVVFlrvADaXJgFIpk9VObhKQUsXGVarAJRxKaDBaq-R6oablLmoplBHcFML7fS2RbtHPHxxNAOpVxUlUTc4ppUN0Pe8TAx_9YR5NAAmCUZrFRHv2AWJh-HqH0&dblcnt=true&hc=1&pdtax=1.05&pdf=0.00&pdt=15.96&locale=en-us&ad-src=&numChild=0&aid=&selAdults=2,19ece90d8143f449b6d84d5268fba447d8fdef34ad05aedccc64ae7e5fe5216a,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3219,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,tripadvisor,Tripadvisor.com,否,https://www.tripadvisor.com/HotelHighlight?detail=15189828&m=66081&staydates=2026_09_27_2026_09_28&uguests=1_2_&supdv=desktop&supbl=mapresults&supkl=default&supuc=US&supul=en&supia=0&supip=0&supmb=IrTZGvH1zCKtJr0kCK-OO43hBx9yGGV3wus5uJgcAYJOrP74ivUN-rk66nkjvW0xJlRAbm-4F8Ne7Dya9ZknJ6ZKz_MhiEnEf656rPZsRAcl3c_HrAxr8w-dfyFmnpMc1IbV4hhFkFInDlkkV8NlpzE8BnmPTvNEF4flfOFtnDZ8v2nc5rKainNDt_qpOi&supmc=EJFdwG4LVDJMVdHkqfkNDkwyQHeVCRP61qZOz78LltYFPjpX_L5CeDR3TJ1OeaY&supts=&supey=m|110581|PL_GPC_query&supcd=&suptp=Qoj5faOlxVOBx5_CABEBIznuo2xyToGgGWYdsvwlhBCDsPJZ6Aj2FwPGac0Pafvo4kqtp3nkRkyKSeUeqBH9-oD8xWagbZ-mLYQUVpScDA1W2IaFpoEvhJuaB57aCqbDkHra36B0lVl7dZMk9aQhBs4ZFOlkaDeh8vEDFOIU_SAw4VwZC0uyso1IUswOhe&supas=,bc90748e1322c6ba31a240c0079f80ffb3f1faf5b9ce54dafadd032771148309,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3220,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,traveloka,Traveloka.com,否,https://www.traveloka.com/en-en/hotel/search?spec=27-09-2026.28-09-2026.1.1.HOTEL_GEO.10000045.Bangkok.2&hotelId=4000001057957&contexts=%7B%22accessCode%22:%2290975GHAD1305desktop%22%2C%22metasearchRequestId%22%3A%225e355f6d-5241-49d2-b3d2-d6b00615db80%22%2C%22dateSelectionType%22%3A%22default%22%2C%22plc%22%3A%22pZmswx5msIQpgWgxJNu5JBJbpXuDlRgSaAn3I2%2FTXhOzvhPcrU0RBM%2Fdm5UWMpTGmann%2FuhxuEQ8USeIOhwCtA%3D%3D%22%2C%22pvlc%22%3A%22skRwQxV9%2Bb%2FYaO%2F24d%2BmYC81YpN6z60hzPV7jdcFkc8rBh%2BpAJJbWgnOsGXobiOs%22%7D&metasearchId=GoogleHotelAdsUser&metasearchRateId=desktop&metasearchRatekey_redacted=1&priceDisplay=NIGHT&metasearchRefid=12345678910abcdefghijk@-&adType=0&PPA=0&hotelCampaign=1&cur=USD,6a97c1fa7289f36a8d96fb39ec8d70f3375cb0ce5f30367a06d0d0f6c7953c04,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3221,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,expedia,Expedia.com,否,https://www.expedia.com/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.29836751.20260927.20260928.DDT.24.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=16.90&mpj=2.54&mpr=1.44&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=29836751&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=282089728&mpm=24&mpn=219324793&mpo=HC&mpp=1,e8883fc70090eb020e714d83470a02444f7d4fc14c53fbefe9522b5982bcda24,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3222,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-27%26checkOut%3D2026-09-28%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D4515282%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D15.64%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D4515282%2526day%253D27%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D15.64%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dawf2QOp9YvIVSRMpChAIsQoQjgEYXSIDVVNEUgEyEhoVFR6ovBoLb2N3WjJKemhQMWMoAzDCuuTUBg,a729e50ca2bfd8f4bda2494cd41b30ad3d502d0cd6025c22f643ec8d821cbb16,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3223,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,hotels,Hotels.com,否,https://www.hotels.com/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.29836751.20260927.20260928.DDT.24.CID..AUDID.&adults=2&children=&mctc=10&mpf=16.90&mpg=USD&mpl=USD&mpj=2.54&mpr=1.44&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.29836751USen-20260927-D-ABW=24-camp=-aud=-N&rateplanid=282089728&mpm=24&mpn=219324793&mpo=HC&mpp=1&locale=en_US&siteid=300000001,0a2a1f0e0a5853e9a51881e548c2d94b9bd64066b594c550998bfe47f99f00a3,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3224,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-27%26checkOut%3D2026-09-28%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D4515282%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D15.64%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D4515282%2526day%253D27%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D15.64%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dawf2QOp9YvIVSRMpChAIsQoQjgEYXSIDVVNEUgEyEhoVFR6ovBoLb2N3WjJKemhQMWMoAzDCuuTUBg,eb67b50e404373e62d3d89ce13ad9230d1695af50cb7b561f26d61f7fd934029,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3225,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,orbitz,Orbitz.com,否,https://www.orbitz.com/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&adults=2&children=&MDPCID=ORBITZ-US.META.HPA.ORGANIC-desktop.HOTEL&MDPDTL=htl.29836751.20260927.20260928.DDT.24.CID..AUDID..mapresults&mpg=USD&mpf=16.90&mpj=2.54&mpr=1.44&mctc=10&rateplanid=282089728&mpm=24&mpn=219324793&mpo=HC&mpp=1,dc8add1060225f33b4c74d16cc4162cea48dc51920edadffd83b253837443241,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3226,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,travelocity,Travelocity.com,否,https://www.travelocity.com/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&adults=2&children=&MDPCID=travelocity-US.META.HPA.ORGANIC.HOTEL&MDPDTL=HTL.29836751.20260927.20260928.DDT.24.CID..AUDID..mapresults&mpg=USD&mpf=16.90&mpj=2.54&mpr=1.44&mctc=10&rateplanid=282089728&mpm=24&mpn=219324793&mpo=HC&mpp=1,c7be74bc19972b786a8ea835ff322738b1a07b38d8dc224b271b37d9f40834df,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3227,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,cheaptickets,CheapTickets.com,否,https://www.cheaptickets.com/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&MDPCID=CHEAPTICKETS-US.META.HPA.ORGANIC-desktop.HOTEL&langid=1033&adults=2&children=&MDPDTL=htl.29836751.20260927.20260928.DDT.24.CID..AUDID..mapresults&mpg=USD&mpf=16.90&mpj=2.54&mpr=1.44&mctc=10&rateplanid=&rateplanid=282089728&mpm=24&mpn=219324793&mpo=HC&mpp=1,4bb398026186f7138d9559a94bb25cdb44ed0fb3d2cbf0c17fa846de4c3ba441,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3228,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,etrip,Etrip.net,否,https://deals.etrip.net/?sig=e9cc68956712e1e5d60f579a67e54afadd83f5d631dc9782cc50d47864de2f2c2d32303330363031313335&turl=https%3A%2F%2Fsearch.etrip.net%2FHotel%2FSearch%3FcheckIn%3D2026-09-27%26checkOut%3D2026-09-28%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D4515282%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D15.64%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D4515282%2526day%253D27%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D15.64%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3Dawf2QOp9YvIVSRMpChAIsQoQjgEYXSIDVVNEUgEyEhoVFR6ovBoLb2N3WjJKemhQMWMoAzDCuuTUBg,6b09fc15ebb0a395743348c45ea02c37386a91545250321b1cdbee44b5ca8546,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3229,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,edreams,eDreams,否,https://accommodation.edreams.net/Hotel-Search?selected=29836751&startDate=2026-09-27&endDate=2026-09-28&adults=2&children=&mpf=16.85&cur=USD&mpj=2.53&MDPCID=eDreams-US.DPS.Edreams.MetaSearch-GHA.HOTEL&mpl=USD&numberOfRooms=1&locale=en_US&rffrid=h4p.hcom.US.ghaodigeo.000.000.kwrd=&pos=EDREAMS_US&rateplanid=&mctc=10&utm_medium=metasearch&utm_campaign=955776032&utm_term=hotel&utm_source=FREEBOOKING,7030a3948918f93e844b4d4aa1449c7c4f8a3db7f4ecc0869107a2d4e0c347ff,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3230,ChIJERuZcW6Z4jARBm4Gjz5Kzr8,dealbase,dealbase.com,否,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-27%26checkOut%3D2026-09-28%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D4515282%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D16.90%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D4515282%2526day%253D27%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D16.90%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DnL8-uSAIrPsVSRMpCg4InAsY_gEiA1VTRFIBMhIaFdjluRYaCzlja1AyaVAxTGNJKAIwneLj1AY,288e563b8043b784fcc0a714f3b8e52a33e380f8da3cc644b1bb60b65e111722,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3231,ChIJQXIEMt2Y4jAR23Ds4j-qJDo,booking,Booking.com,否,https://www.booking.com/searchresults.en.html?dest_id=2113378&highlighted_hotels=2113378&dest_type=hotel&checkin=2026-09-05&checkout=2026-09-06&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03031406&ext_price_total=54.41&ext_price_tax=8.81&xfc=THB&hca=m&group_children=0&req_children=0&&ts=1788409078&no_rooms=1&edgtid=-VUDIeV-T4mr5_kxIqcr7A&efpc=F5S4eheUuHp2&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-2113378&utm_content=dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ACA$Yg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B&aid=2127489&label=metagha-link-MRUS-hotel-2113378_dev-desktop_los-1_bw-2_dow-Saturday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-_mcid-50_bc-ACA$Yg_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260905_ppt-B,44eb101f7a32def6d7b0bada226fb7ac2c1578e5215f6415b0676de556b513cb,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3232,ChIJQXIEMt2Y4jAR23Ds4j-qJDo,agoda,Agoda,否,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=05&CkInMonth=09&CkInYear=2026&CkOutDay=06&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=2&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=3095260&RoomID=&masterRoomId=12313196&PriceTotal=60.63&PriceTax=8.81&PriceFee=5.18&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=3038&booking_source=cpc&adType=0&mpt=Z0ZSZVU3bEQ4eDV0dE1XL3I3UEtOc2hsOWpiTGd3M2p0Uml0TnZJSGYvK2U0K1QyQzFLWFFoT1pPUjFHNXgyZEJDbkJTOWxlWHhOVg&original_rr=&gaClickSrc=&clickType=hotel&lang=en&pkgId=,04d3d164211ca108b8db12ab3365f35bcaf8203b1e1b671d1d301a9ef0510c4b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3233,ChIJQXIEMt2Y4jAR23Ds4j-qJDo,tripadvisor,Tripadvisor.com,否,https://www.tripadvisor.com/HotelHighlight?detail=12001604&m=66081&staydates=2026_09_05_2026_09_06&uguests=1_2_&supdv=desktop&supbl=mapresults&supkl=default&supuc=US&supul=en&supia=0&supip=0&supmb=j99YuVkfOLLCGiwszWOJZARCRlTM_ZX2U-dYJ-BGeQ1es95wBwvBl9gJI2JdIvqS5-89_PeXWrTwXlXHylitnP3Yui0qDU5DNSn0q7GWS8KJPkKFvbLUkIYmfBEk9pYiHyA5FigV5LuyPxLfhP30O8SJIeSPB8_nq2iqAjDOQloNtGuucNplucSPy8zExR&supmc=pL_nYMlFNweK1qZUNCKTiqQLlT66mFoIVKN_90SA-SJ3arx-totAUDdvoYYjxPAn3w&supts=&supey=m|108054|PL_GPC_query&supcd=&suptp=FBYpp-wDpqdozmv-ABEBIznuo2xyToGgGWYdsvwlhLPd05HTHcqhodkWoYJN2aQPMtGEm82YOhIzmQNZW_hFKixDc3ssa_lcQFNkVXjED3C6uKP-ZrJ-S18yPDpxRapVeZULJks807RaDQWjI5QKeVnWuPIC6Tmrs7qhYyxu7n1_3NY_a_fMCm2KKoMHHx&supas=,ca3a0638aea1a3c5da30491ac1cb004010929aa81899a9cca56f5961cd1849b8,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3234,ChIJQXIEMt2Y4jAR23Ds4j-qJDo,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-05%26checkOut%3D2026-09-06%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D3159922%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D60.13%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D3159922%2526day%253D05%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D60.13%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DVfemCwKjJWieV2s8ChEIkygQggQY6AIiA1VTRFIBMhIaFaGHz-saC0VWd19aTE1TZWVJKAQwu7_k1AY,9f3ea930e2aa50fc01925f60c2223b5e564b632c8dabef758db5f268093a75b1,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
3235,ChIJQXIEMt2Y4jAR23Ds4j-qJDo,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-05%26checkOut%3D2026-09-06%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D3159922%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D60.13%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D3159922%2526day%253D05%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D60.13%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DVfemCwKjJWieV2s8ChEIkygQggQY6AIiA1VTRFIBMhIaFaGHz-saC0VWd19aTE1TZWVJKAQwu7_k1AY,b8f6a514ad0693b021ee2fb025053f7fee97e53e0812db539704bfc275ce0b38,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
