酒店ID,标准平台ID,原始平台名称,是否官网,采集通道,采集优先级,URL解析状态,房型采集状态,房型数量,售卖方案数量,结构核验状态,可达性核验状态,身份核验状态,机器质量等级,是否可进入比价,阻断原因,最近采集时间,采集批次ID,记录哈希
ChIJa6YDWoGZ4jARmohB275bhqs,reserving,Reserving,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9d827617543d4cd2ef57dc668e4d6b049be2b31514c83c56aa46e05b12b45208
ChIJa6YDWoGZ4jARmohB275bhqs,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,03e727e42e34496ea46e5290d90709aafc057df1bfd5eeee901665560de5550d
ChIJa6YDWoGZ4jARmohB275bhqs,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2a33507c0de74916908865398aa0b86eb703ce21eea9e085864637b05a50cfa1
ChIJa6YDWoGZ4jARmohB275bhqs,travelup,TravelUP,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,90aa1b87a2797c85c4ca9ee5ef964dba2c5d62e8cff77b9aa4bb5e36d4062788
ChIJa6YDWoGZ4jARmohB275bhqs,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ccb44c14fa2705e51a4e8a820e0bbd45dfd30f395fbc6565df3f8cb8fe9f29ff
ChIJa6YDWoGZ4jARmohB275bhqs,vio,Vio.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3e5b431c740b3959681863f51dfa376e38d005b826462d3f42a056ed401c7cb4
ChIJaUEJCgCZ4jARYnnoBhyOhJQ,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8c8946148dcc295b60b63768be8d8159a38bc19d8cd792186143198b8e95cda0
ChIJaUEJCgCZ4jARYnnoBhyOhJQ,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,d83d9dc873be40b8a3370954fd007101713fbe2b7365073fe94c584e788ca6ab
ChIJaUEJCgCZ4jARYnnoBhyOhJQ,travelup,TravelUP,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,ebf77283810b1e499619619b260f88ff0e0c761436e03d25e2da994cc8c41ec9
ChIJaVThRPWZ4jARrDvEP1YiZ1A,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,60c8e9a57f11dc174268dc0c5d0d8a2c92542625e669942d2831ab15826d20b9
ChIJaVThRPWZ4jARrDvEP1YiZ1A,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,760bd0f26275835e3bf923c4feaed70f01b7a4743d11193734712eeb89600473
ChIJaVThRPWZ4jARrDvEP1YiZ1A,dealbase,dealbase.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,912ce33098f6cfb6a8ef79b5f841a2c5a0f5ecfef879804a55ddd056af76a602
ChIJaVThRPWZ4jARrDvEP1YiZ1A,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1edec8e9e9241a863963058d3bba24277bdd5592b896cf7d694b08b957bc06e5
ChIJaVThRPWZ4jARrDvEP1YiZ1A,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e096831bdada06c15f3a4adc84294b498c6f218a18057f9a9945550ead903fda
ChIJaVThRPWZ4jARrDvEP1YiZ1A,etrip,Etrip.net,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e7e171b3030dadeecbec03df79d87c3b978a159ff6ac60121ff2c614fb9eeb2f
ChIJaVThRPWZ4jARrDvEP1YiZ1A,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,32b625cecb65d8ee77936779936999a8b2fb42deb40a7e850e497135a5c2fbda
ChIJaVThRPWZ4jARrDvEP1YiZ1A,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3e5d156fa127cf43d67c867b18d898107bf7c26845796a77ef7fe78de77b6061
ChIJaVThRPWZ4jARrDvEP1YiZ1A,klook,klook,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0394e6dbe0b8909492971fbe26ee5ac5897b0a6e4f2f3d14210dd8c8d05ab6a0
ChIJaVThRPWZ4jARrDvEP1YiZ1A,official_cloudbeds,Bangkok Cozy Home @Khaosan Road,是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,c303582fe29beccc88bcbed93bb63eabab6da011cb97adc469ecf5d08e43020e
ChIJaVThRPWZ4jARrDvEP1YiZ1A,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b2ededdaca5d931d5b7da3a02c334a7e10bcd19d6a9acd65c9d92121a679ba9c
ChIJaVThRPWZ4jARrDvEP1YiZ1A,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,87a4e3abe4bfe34e3797c4e8a69273852e0f5e6dfe19c8cdffa64039f9304f5a
ChIJaVThRPWZ4jARrDvEP1YiZ1A,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5715789e1a5d54ff440d1b4e3b0a177c720f16ba4cd3daa6deacc6e8e083541c
ChIJaVThRPWZ4jARrDvEP1YiZ1A,tripadvisor,Tripadvisor.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,071e6fb93e9ac348c3d28aac02d3892ed748e7090d3becba34bcca389a7719c0
ChIJaVThRPWZ4jARrDvEP1YiZ1A,tripening,Tripening Hotels,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,404b449dd4b379af5cedd6494b6d57fa47df1577d33d34f92c0cfc5385c3ca98
ChIJaXWGmBOZ4jAR0we87SA7sGA,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a66c4c7a3c510425f4b97de4f44c2cb4d5dd14f4a72473c580167da8841865ed
ChIJaXWGmBOZ4jAR0we87SA7sGA,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1b654ddc24c1a96a3a603150705cca4516da7b683b96a3b39b53c896ca0f5cca
ChIJaXWGmBOZ4jAR0we87SA7sGA,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,80f8ef99e02da4a85958fd7a6e6a3a7fd5b8234641bb1d7318cb6c4ec8657ac7
ChIJaXWGmBOZ4jAR0we87SA7sGA,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ad0cb10cb7032c38420875c8947ebf2718ac6fecf05d5fa0182906a84c4cf192
ChIJaXWGmBOZ4jAR0we87SA7sGA,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ac3bc27f1538d963a1d1c60ab6c1eb8584e49f7a1f12185605c4051af5c21351
ChIJaXWGmBOZ4jAR0we87SA7sGA,etrip,Etrip.net,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ddb661141b17c2af2032195741b048aef394a239069bf332147455caafa57e3d
ChIJaXWGmBOZ4jAR0we87SA7sGA,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6b6f1f17a2ef8e7fb1aea04978f565ae82d1bf7b31701f4b944dca74deae422f
ChIJaXWGmBOZ4jAR0we87SA7sGA,goseek,goseek.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a7b6cb370c76146bc7deeefc22ffb7c0f46ffd771616868703bb279f0f0a5d73
ChIJaXWGmBOZ4jAR0we87SA7sGA,hostelworld,Hostelworld,否,precision,first,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,7236bd1f60e6f2dfb9fbbd511bbc3274947fc90bbc9884c9a679bab44982e6a3
ChIJaXWGmBOZ4jAR0we87SA7sGA,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,63074d753aa6b264b1bad3ac2acf12f058e42436a9bba68299d318bb723c6871
ChIJaXWGmBOZ4jAR0we87SA7sGA,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7f1e4f7a166bc20d0b2b06a45b2be14fb2c2a0e5fddef48b561255310bc8e411
ChIJaXWGmBOZ4jAR0we87SA7sGA,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3479244b395021219c882dfb48bb7903b481d6296d220a09e532bf0867afbfc5
ChIJaXWGmBOZ4jAR0we87SA7sGA,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,75f24346e6a35a189b9fc9c1fda4df122f64729ef1d1db80fdc051725ae31ce3
ChIJaXWGmBOZ4jAR0we87SA7sGA,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,86824057c4dfd361823d214855b73e907cb703cb53712b1597aaf0c9e5febca9
ChIJaXWGmBOZ4jAR0we87SA7sGA,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e1a0268075a4d76667e4a2193f021a602e46d38fed43a072acbaf942b98a01a2
ChIJaXWGmBOZ4jAR0we87SA7sGA,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,0620383a803d344c3afe202e656c87855bf65eacefe94ccd44e62286b478fa58
ChIJaXWGmBOZ4jAR0we87SA7sGA,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b4bd9e44e47eadbc8d3ecf623d733f2b4817d8d5caf6f15a072e71e06d868e16
ChIJaXWGmBOZ4jAR0we87SA7sGA,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,826659e1244082a52fd590d079841263cdb93467ad4a49264a53138763a207da
ChIJaXWGmBOZ4jAR0we87SA7sGA,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5cbba1a09cbbfd430245fc21ff15a72d7fdb62891d87dde80ca3ee6b794d2d63
ChIJaXWGmBOZ4jAR0we87SA7sGA,vio,Vio.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7b3d7bdadc8290494802412fbed360634e5154a9ba3803a970970b0b2a0775f5
ChIJaazn5cqe4jARzV9F3JWE6Mk,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,eaa397e7f81c760a1e07cb4477e138d3dd0b0e620b0f73abe5190885c2e585d0
ChIJaazn5cqe4jARzV9F3JWE6Mk,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d7267ab1c5f93fc75e152d03cf62d6163888a957d10f249955676be496888dd1
ChIJaazn5cqe4jARzV9F3JWE6Mk,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,90aa270e360b511d5d53d510fa7fd083b74c82e23d132f4cad58892c5ee65c33
ChIJaazn5cqe4jARzV9F3JWE6Mk,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a5a3f0d4d64a7e3c51fd515e8fe9838f8ca247ea8a5fd4098464f9667b7ce322
ChIJaazn5cqe4jARzV9F3JWE6Mk,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,31ccab3162b84158ddc7cae5d57502f672d77970fd9d46d6f2d80499d826774c
ChIJaazn5cqe4jARzV9F3JWE6Mk,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,03cf2dd9d9e3cd927c711610a623b2f3cce7c21fc8ee8c506b946beec7a7e523
ChIJaazn5cqe4jARzV9F3JWE6Mk,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3be0ec34c8b7889c3b0e28a53b4417bb52bcfa607394e8fac3067e0cdf8579a5
ChIJaazn5cqe4jARzV9F3JWE6Mk,tripadvisor,Tripadvisor.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8845a8032f11e01426d8b2edff5f73de8699e3f91de8f9a10b6ea12b72bd3362
ChIJaazn5cqe4jARzV9F3JWE6Mk,tripening,Tripening Hotels,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,70bd00c4b5ea14b1c493570853fb494d8ebce701e1fafb61b643f1e8a069673a
ChIJaazn5cqe4jARzV9F3JWE6Mk,wego,Wego,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e0af6cfe35731949569afd85d9d6686eddce8f71da3b271a28ce70eca8904f3c
ChIJabWJSASZ4jARPcdaAXzr_UM,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e2ce05e3aa0943dd83a6afe3cb71227238bae28242edeaae4cda2fcc656e96d0
ChIJabWJSASZ4jARPcdaAXzr_UM,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a99280067a000a1b241fd649a1ab61ff69823c49e4064e5153535d91e503b06f
ChIJabWJSASZ4jARPcdaAXzr_UM,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,67471da20ee05bb8cfa775152dee2ede68abe29921554043bd3784db2853f989
ChIJabWJSASZ4jARPcdaAXzr_UM,dealbase,dealbase.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7138ffc1b37b305e65fae4234576ae13241f85565f6262e0e318661777b5537e
ChIJabWJSASZ4jARPcdaAXzr_UM,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e6d39648d87cc3de139b9abd65babc24665f9b163262997240dfec186f56d8f7
ChIJabWJSASZ4jARPcdaAXzr_UM,etrip,Etrip.net,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5d5dee8fb1e7dda42072e29b137ebd0b10d01721b817fe3d8aa070ff60548787
ChIJabWJSASZ4jARPcdaAXzr_UM,evendo,Evendo,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,c2bfe0aed8d518f8bba62cb03025d1d157ea84ae315d5ee394e6434e4113e214
ChIJabWJSASZ4jARPcdaAXzr_UM,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,26ec7e5132b6c3e919321c898c63937b3ef5e75308dd4a07d9a4778cd3f125e1
ChIJabWJSASZ4jARPcdaAXzr_UM,goseek,goseek.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0a2c0cd51f86dac32bb212c3aa851a75123aac6bdeed6516e05f7ff2e6f9ff62
ChIJabWJSASZ4jARPcdaAXzr_UM,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,099e0d0d27fe3e07955d22435ab827bf616e4329fe702ed0d57012ec9d1c74fa
ChIJabWJSASZ4jARPcdaAXzr_UM,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,dd7a7614e3d9883c169cf105cbb3e2cdc48371d1cd6285f9f62b7072ceab6a19
ChIJabWJSASZ4jARPcdaAXzr_UM,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,92447d0091aa5088d60dbf62b5cf1af245eaa2445ef7663bfb09737c063741c3
ChIJabWJSASZ4jARPcdaAXzr_UM,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1835c1cd699c5f49842bcb16826e8cf9149e4e11b47095235395c04ee54f7b49
ChIJabWJSASZ4jARPcdaAXzr_UM,kiwi,Kiwi.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0447c6904f29d785090f14446c7d3c78d7e2629ca12cbda6f5227f221bb5a1cf
ChIJabWJSASZ4jARPcdaAXzr_UM,klook,klook,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,bb69cbddf67cb84dd0b718ddc5e9663e21027aee3fa0c42ff1de8d91cf21ad2f
ChIJabWJSASZ4jARPcdaAXzr_UM,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ce4aaccd9daebbed56280436c73f04b4e474fe348875f039c7d6037d4939fb35
ChIJabWJSASZ4jARPcdaAXzr_UM,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3830d195030c03a4a51c3f4c9ed2d3e122fb19dce4e61a972c5056fc2847bde7
ChIJabWJSASZ4jARPcdaAXzr_UM,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,eb909c3e12f8dcbe8272b58c6aabad02fccdd2d73426e3823f801265ebf3687d
ChIJabWJSASZ4jARPcdaAXzr_UM,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,faad6f6521f48b90989b633f33253ed4c2952c81263c9c2f534b1bd7327e6c5e
ChIJabWJSASZ4jARPcdaAXzr_UM,stayforlong,Stayforlong.com,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,e2daae4d5164bee8b5d5980ae6c6ff9e63a71cfc59f92c786a04e57c00e11697
ChIJabWJSASZ4jARPcdaAXzr_UM,travelko,TRAVELKO,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3c3eb23d56de13ad3e12f4c99ab30919a017d97393a2794c0e800f982ef93b67
ChIJabWJSASZ4jARPcdaAXzr_UM,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,94869bbce20848f0b812156e54a9b055d286473d94f17e4cadde42ca1e247f68
ChIJabWJSASZ4jARPcdaAXzr_UM,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,669732f8551ab5eec887239f84c95fe531922e538d3bb8ed6c6e42aa47144f56
ChIJabWJSASZ4jARPcdaAXzr_UM,travelup,TravelUP,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,5a8494a205434794a71d6a64d9cf79d3cda892869c3c3efa6576758b5664eec0
ChIJabWJSASZ4jARPcdaAXzr_UM,vio,Vio.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,82217fc7e89468245a33b195a2c4bc16b38a78e371fa76f998a2b7df274e5363
ChIJad3QF22Z4jARALLY-F6zmug,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,30f845a2a039000d0becb9c526d0ed03109dfc2eeaa5ff1793ca78c9f9a0e7c9
ChIJad3QF22Z4jARALLY-F6zmug,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1c60acfccf30f68ac155f15f2960dfbc4f3d60fdacf95f52da76ea3c7bebff96
ChIJad3QF22Z4jARALLY-F6zmug,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,49f8858d55bd4d01c5df266634fe0d2145e8bdc8003bc4b537575c68f0a96621
ChIJad3QF22Z4jARALLY-F6zmug,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d62f7405e3ead4b12d72ec180216d509d86c52d11640ff856872f30111f335f2
ChIJad3QF22Z4jARALLY-F6zmug,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0907a1b6e692d2ec733000d07875ed7b36eb1c993e381450327efacf5fa59b15
