酒店ID,详情URL,失败原因,尝试次数,时间
703080,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703080&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:09:08
126910332,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=126910332&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:09:15
47093615,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=47093615&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:09:23
14121045,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=14121045&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:09:30
112094533,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112094533&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:12:35
134166485,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134166485&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:12:45
116718432,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=116718432&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:12:54
701842,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701842&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:13:00
5612802,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=5612802&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:13:09
996682,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996682&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:13:19
700726,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700726&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:28:50
6206028,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6206028&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:28:59
21132724,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21132724&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:29:33
119802552,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=119802552&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:29:41
996680,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996680&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:29:50
996746,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996746&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:29:57
702954,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702954&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:30:03
123707817,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123707817&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:30:12
996640,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996640&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 11:30:26
3066067,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3066067&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:03:38
928337,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=928337&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:03:45
11627081,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=11627081&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:04:17
1708359,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1708359&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:04:25
996280,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996280&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:04:34
100332179,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=100332179&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:04:43
702565,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702565&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:04:52
4122995,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=4122995&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:05:00
702502,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702502&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:13:41
701023,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701023&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:13:50
996701,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996701&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:13:57
100911424,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=100911424&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:14:03
122925890,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=122925890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:14:11
132594981,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132594981&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:14:21
702311,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702311&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:29:55
703141,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703141&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:30:04
60668033,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=60668033&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:30:11
1716070,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1716070&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:30:20
701166,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701166&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:30:30
64033445,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=64033445&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 12:46:03
703072,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703072&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:15:03
134967076,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134967076&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:15:11
8041567,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=8041567&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:15:18
702051,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702051&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:30:52
25825890,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=25825890&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:02
6657721,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6657721&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:08
701674,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701674&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:17
702313,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702313&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:26
10993819,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=10993819&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:34
110521219,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=110521219&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:46
2075417,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2075417&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:31:55
996691,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996691&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:02
8719595,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=8719595&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:09
996343,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996343&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:16
112903102,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112903102&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:24
112951438,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112951438&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:38
56711110,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=56711110&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:45
703084,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703084&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:51
703011,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703011&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:32:58
700733,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=700733&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 13:33:08
127627998,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=127627998&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:15:42
113526499,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=113526499&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:15:50
996752,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996752&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:15:57
112502334,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=112502334&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:16:06
129335221,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=129335221&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:16:15
5033550,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=5033550&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:31:48
3802657,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3802657&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:31:55
97713726,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=97713726&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:32:01
3289967,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=3289967&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:32:09
103247597,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=103247597&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:32:15
123919148,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=123919148&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:32:23
702123,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702123&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:32:31
702085,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702085&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:04
110089274,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=110089274&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:13
702490,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702490&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:19
21092707,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=21092707&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:29
702904,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702904&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:36
759927,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=759927&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 14:48:46
113031415,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=113031415&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 15:04:19
131315759,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=131315759&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 15:04:25
702028,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702028&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,"PageDisconnectedError: 
与页面的连接已断开。
版本: 4.2.0b2",1,2026-09-01 15:18:06
