行政区,POI业务类型,POI名称,POI细分类型,外文/地图名,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
清迈府,购物商业,Bamboo Family Market,夜市与市集,Bamboo Family Market,Mueang Chiang Mai 区,夜市逛吃/本地体验,3,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/6a2ecf2e000000001702acba?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8059460000000025017fb6?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/680ceaed000000000e005a71?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：清迈集市
正文：还有一个相对小众的地方——Bamboo Family Market。
相比前两个市集，这里知道的人明显少很多。整个市场大量使用竹子搭建，从入口开始就有一种穿越回旧时泰北乡村的感觉。阳光透过竹棚洒下来，随手拍照都很好看。
市集中央经常会有现场音乐演出，大家坐在草地或者竹棚下听歌聊天，氛围特别放松。我去的时候甚至听到了中文歌曲，瞬间有种熟悉又奇妙的感觉。
这里的摊位虽然不算特别多，但手工艺品和特色小物价格反而更加友好，也没有太浓的商业气息，更像是当地人的周末聚会场所。
很多人觉得清迈就是咖啡馆和寺庙，但我觉得这些市集才是真正能感受到城市温度的地方。
我自己整理了一份《清迈旅游攻略》，包含住宿区域推荐、美食地图、市集合集、咖啡馆清单、夜市攻略和周边一日游路线，需要的话可以直接参考，第一次来清迈照着玩基本不会踩坑。#清迈[话题]# #清迈旅游攻略[话题]##清迈打卡[话题]##清迈咖啡馆[话题]# #清迈美食[话题]# #清迈旅游[话题]##清迈探店[话题]# #清迈旅居[话题]# #清迈酒店[话题]# #清迈生活[话题]#

「2*混合贴」
标题：一天搞定｜文艺控必冲的清迈三大市集全攻略
正文：③ 12:00｜竹林市集 Bamboo Market
打车短途可达，整片竹林秘境🎋建筑多用竹子搭建，零塑环保市集（主页有详细攻略🔍）慢悠悠散步很治愈。
💡贴士：可以自带环保布袋淘手信

「3*混合贴」
标题：在清迈，3天3个市集，迷失在质朴的泰北美学里
正文：1️⃣Bamboo family market 竹林里的乌托邦（图2-8）
🎋在荷花池边的竹屋市集，注重手工样品和自然风格，淳朴感拉满～ 摊位不算太多，但每一家都充满惊喜！入手了手作的银饰，二手泰国杂志📕《ONE DAY》，老奶奶手编的南洋风毛毯，真的是一针一线的出品……
⏰每周六日8:00-16:00
很好玩的是，中午12点整，全市场会敲响竹梆——所有交易暂停10分钟，集体给竹子喷水降温！
🥤图8的缅甸拉茶正宗好喝！可选茶浓度和甜度",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,JJ Market,夜市与市集,jing jai market,清迈市,夜市逛吃/本地体验,8,既有全量候选,"https://www.xiaohongshu.com/explore/6a8e84bc000000001f01d318?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a4a5c0f00000000170293dd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a8e81150000000007007c4e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a93069600000000080129c5?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a79ca42000000002203096f?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：分享一下在清迈好吃的食物（JJ market）
正文：早上我们去了jj market，因为考虑到那边有吃的也有的逛，还可以拍照，一举三得！

「2」
标题：清迈JJ Market｜临走前的疯狂扫货日记🛍️
正文：在清迈的最后一天，马上要飞回北京，刚好撞上周六，心心念念的JJ真心市集终于安排上
我们收拾好行李，退房后，中午12点赶到，现场氛围特别好，几乎所有的摊位都在，所有摊主也很热情，会笑眯眯的和你说话，介绍自己的饰品

‼️虽然一直说的两点钟关门，其实我们逛到两点半，依旧很多小摊都在，不过泰国人上班都很佛系是真的[新月R]最好建议大家还是在结束的提前一个小时去

整个市场摆满手工摊，各式各样的编织小包、可爱小挂件、棉麻连衣裙，看了一下大部分单品均价200元左右

在一家手工编织包小摊挖到了我的人生编织包！芭乐撞色巨适合夏天，看中直接大胆砍价，从990铢砍到900铢[太阳R]在我后面结账的小姐姐就没有砍价，990铢拿下的！
大家一定要大胆开麦啊！

goodgood款式也很多，不过和其他摊位相比略贵，但确实很好看！

另外！网上爆火的老奶奶鼻通人挤人，放眼望去基本都是国内游客，我硬生生排队快半小时才进到选购区，轮到我的时候只剩3个款式，小遗憾😭不过均价10元左右，和win bigc 711那种普通鼻通相比，略贵 但是胜在可爱！做伴手礼很合适

临走拎着满满一大袋战利品，下次来清迈逛市集一定要留半天给JJ！！！
#清迈[话题]# #jjmarket[话题]# #清迈旅行[话题]# #泰国市集[话题]# #清迈购物[话题]##泰国[话题]# #清迈旅游攻略[话题]#

「3*混合贴」
标题：清迈旅行真的别瞎逛！！
正文：✅JJ Market，雨林集市&艺术村，推荐[赞R]
去之前建议大家可以去宁曼路周日夜市啥的先逛逛，我在JJ雨林买的一些手工艺品我在宁曼路发现了同款🤣甚至价格还要便宜！
✅周六夜市、清迈大学夜市、周日夜市[向右R]选一个去即可！
几个夜市大同小异，但是更推荐周日夜市，因为实在是太太太大了，仿佛没有尽头的大[抽泣R]
✅生姜农场
建议报上午场，不算太热，其次小朋友活动会多一个大米的讲解和染色米饭，中午的话会包一个午餐。午餐就是农场自己种植的蔬菜瓜果等，还蛮好吃的。门票🎫可以去某🐟看看，会更便宜。
✅打铁
我们去了古城很火的那家，按照他们教的步骤就可以开始打铁啦[哇R]手残党也别担心[doge]最后他们会帮你调整一下的。
✅素贴山徒步：小朋友最好稍微大点并且有一些徒步基础！！⚠️
很多帖子都说了路程很短大约5km，可能会有很多家长就会带着小朋友直接无脑冲[爆炸R]，但是说真的有段路线真的不好爬，很多大人都爬的颤颤巍巍，别说小朋友了。徒步推荐两步路，直接搜索查找路线就行了。
❌清迈夜间动物园&大象粑粑造纸厂
这两个我觉得都有点无聊，属于可去可不去，造纸厂如果去的话，几百米附近还有一个可以喂卡皮吧啦和丁满的咖啡馆。

「4」
标题：清迈JJ Market
正文：周末落地清迈的人真的有福啦⭐️🤤🫶🏻🥰
📍Jing Jai Market （Grab可以直接搜这个定位）
只有在周六周日才会营业的集市！工作日不要跑空啦💫
⚠️注意：只营业到下午两点（三点大家已经在陆陆续续收摊了）
📎画画的摊位在goodsgoods门口！去的早可以拍的早！个人肖像画是100泰铢，外加一个宠物的话是50泰铢
📎goodsgoods🈵2000泰铢可以退税！不过记得一定要拿护照～
📎很多小店都特别好逛，好几家手工艺品都是摊主自己现场手织
📎🍽️不用担心午饭的问题，集市里有很多小吃都集中在最中间的地方～🤤🥢

#goodsgoods[话题]# #jjmarket[话题]# #清迈[话题]# #清迈jjmarket[话题]# #清迈伴手礼[话题]# #清迈集市[话题]#

「5*混合贴」
标题：在清迈 去了三个市集
正文：1️⃣jj market （p1-6）营业时间：周六周日
周六去的市集，可以是三家中最成熟的市集了。天气很不错，以室外为主，还是热热的，好多亚麻、牛仔等制品，价格100~200不等，热的没有想要试穿的欲望。
有一个很大的吃饭区域，抹茶卷饼很好吃，鸡汤面很不错！其他不推荐~里面有一家很大的goodgoods，之前在泰国逛过太多次了，这次就买了个清凉膏。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,Maya购物中心,商场与购物中心,maya lifestyle shopping center,宁曼路,购物/餐饮/休闲,0,既有全量候选,"https://www.xiaohongshu.com/explore/6a7ebc7c0000000032023498?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6adc370000000002003c00?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6703a0000000001101336d?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：暑期清迈之旅1⃣️
正文：因为时间的原因，我们选择从昆明转机，到清迈也就一个半小时，清迈和国内时差是1小时。
🎨出行前的准备
来之前，提前三天填好TDAC电子入境卡，丝滑入镜。值得提醒的是，在微信小程序上搜到的TDAC，填写后要收手续费，所以最好去官网填写，免费。
来之前，最好打印好住宿和航班，境外保险的英文单。
🎨关于住宿
我们因为带了两个小朋友，清迈很多酒店一个房间只允许两个人，部分酒店还拒绝携带儿童。再加上，两个小男生特别活跃，所以我们选择了民宿，在爱彼迎上提前预定，非常方便。
前三天我们住在老城区，入住的民宿Host 是个英国人，非常nice，主动接机送机，在民宿还准备了一份非常完善的清迈攻略。
前两天，我们的目标就是熟悉清迈这个城市，尤其是老城区，做下massage和spa。
老城区有非常多的寺庙，我个人还是推荐我们民宿门口的帕辛寺和不远处的契迪龙寺。后面跟豌豆妈妈吃饭时，她给我极力推荐了罗摩利寺，(他们已经在清迈旅居了一个半月)夜景特别美，我们因为时间的关系，没有打卡。
吃饭反复踩雷，个人觉得老城区的餐饮还是比较适合老外，口味让我不太适应。
直到第三天，我们约了豌豆妈妈，带我们去吃了当地非常有名的泰式火锅~Mooyim JimJum Hotpot Restaurant ，不想排队一定要5:00开门就去占位，
价廉物美，我们四大三小吃到撑，200人民币不到。
后面又溜达着去他们住的地方，吃了好吃的泰式刨冰和吐司，三小只还一起玩了一会switch，对孩子们来说，这才是快乐的旅行。
推荐古城附近的Maya购物中心，非常好逛，推荐一家烤肉店，6楼，上去左边走出商场门那家，味道不错，最好在国内带上六婆辣椒面，价格真的喜人。
后面两天的住宿我们选择了antra sky river公寓。为的就是150米长的大泳池。公寓旁边就有711和肯德基，想打卡Local美食，需要打车前往。
这个公寓带小朋友出行的，一定推荐，无边泳池特别棒，在楼顶能俯瞰整个清迈市区。
温馨提示：公寓下午3:00才能入住，房间比较紧凑，第二天11:00就需要退房。
温馨提示：
在塔佩门附近有一家迷你型迪卡龙，旁边是蜜雪冰城，对面有一家兰州拉面，还有中国超市。

#清迈[话题]# #契迪龙寺[话题]# #帕辛寺[话题]##周末夜市[话题]#

「2*混合贴」
标题：这座寺庙也太美了吧！✨
正文：从 MAYA Lifestyle Shopping Center 出发，大约38公里，车程约46分钟。

如果来清迈已经去过很多热门景点了，不妨来这里看看～安静地逛一座山上的寺庙，真的会有不一样的感觉🤍🌿

「3*混合贴」
标题：清迈｜逛街从夯到拉排名！（仅代表个人观点）
正文：宁曼路+Maya购物中心
宁曼路聚集了大量设计师品牌、香氛店和网红咖啡馆。还有一家很大的美妆日化店，类似于屈臣氏+丝芙兰。宁曼路入口就是maya商场，怕热的可以去，里面有pp代言的journal、panpuri等泰国本土香氛品牌

长康路夜市：每日开放，旅游商店发源地，小吃众多

NPC[害羞R][害羞R][害羞R]
瓦洛洛市场：每日白天开放，一站式购齐特产（芒果干、茶叶、炸猪皮），周边有毛线辅料店

塔佩门夜市：逛的小店还不错，比较有特色，但不密集，需要人找找一下

拉[汗颜R][汗颜R][汗颜R]
清迈大学夜市：吃的比较多，逛的不行，质量太差，卖相也丑，全都是户外，人多还热，非常不推荐",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,One Ninman,商场市场与夜市街区,One Ninman,Suthep 区,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/66f58385000000002c0151f1?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：中秋小假｜清迈之旅·一些真话
正文：清迈的攻略有非常多，但是对于三天两夜的行程、参考太多很容易挑花了眼，时间太短不适宜走马观花，否则刚放松下来就要离开了。所以想挑几个我非常喜欢的地方也供大家参考一下：我们俩的关键词是#咖啡脑袋[话题]# #怕晒怕热[话题]# #喜欢买手信[话题]# #不喜欢探险[话题]#/太原始的地方 #大厂打工人[话题]#都是脆皮只想躺

只说红榜：🔴 The Baristro Asian Style
日式风格的咖啡馆，环境、咖啡都很棒，禅意十足，有很多数字游民会在咖啡馆工作学习，气氛不错。他们家的咖啡挂耳可以当手信，30～50THB/pcs 遍历花香/果香/酒香以及不同烘烤程度的咖啡豆，在办公室冲泡时咖啡香真的弥漫整个工区、味道也很棒。

🔴宁曼路 One Ninman
是一个买手店+集市+餐饮一体的地方，可以在这里找到棉麻衣服、手工香皂、草鞋或者饺子包等等代表性的手信。虽然很多人都说老城的衣服比宁曼路便宜很多，但事实上宁曼路的店选品更有质感和设计感、节省了很多挑选的时间，也不是出了清迈就无法穿着的衣服，丰俭由人。
- 推荐 One Ninman 二楼的集合店，百元内就能买到耐穿的棉麻背心 / 裙 / 裤；
- One Ninman 对面也有不少饺子包，基本上都是孤品，样式齐全。
- One Ninman / Maya 对面也有一条日本街，有一家“playworks”卖创意类手信比如手绘清迈 / 类Patagonia的山野露营风各类衣服 / 包袋周边。

🔴我们住的酒店 - 安隐兰纳度假花园·ANYIN Lanna Villa Resort
据说是中国人开的酒店，是独立联排房间，有干净的游泳池、贴心的客房服务和好吃的早餐，晚上时周边安静，离水果摊、咖啡店、便利店都不远，700～1,200元/一间房性价比很高。

🔴推荐两家餐厅，都在One Ninman的泰餐：
- Nara 🍴红咖喱蟹真的一绝，猛扒了一碗饭下肚，也是将“紫色”贯彻到餐具和装潢的一家店，对眼睛很友好～
- Kiew Kai Ka 米其林餐厅🍴白咖喱蟹肉煲、椰子冰都是不错的选择。

🔴Baan Kang Wat集市
本次旅行难得让我松下心情的地方，围绕着一个下沉的大广场建着很多手工匠人的店，有手作陶器、银器可售，如果有时间也可以DIY制作。",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,POP MART MAYA清迈,商场市场与夜市街区,POP MART Official Store MAYA Chiang Mai,MAYA商场G层,购物/夜市/伴手礼,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a0a7f2f0000000007013230?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：清迈MAYA泡泡玛特旗舰店来啦！
正文：喜欢潮流玩具的朋友们请注意，清迈MAYA商场这次和 POP MART 联手搞了个大动作。泰北地区首家、同时也是面积最大的官方概念店 —— “POP MART Official Store @ MAYA Chiang Mai” 终于要正式落户了。清迈的玩家们，准备好在家门口迎接这场潮玩风暴吧。

🎨 当潮流文化遇上“艺术之城”
这家概念店在设计上可以说是诚意满满。不仅保留了 POP MART 标志性的多色调潮酷风格，还特别融入了清迈本地的“艺术之城”独有底蕴。最让人期待的是，店内还设置了专为清迈这一家门店定制的专属艺术装置。不管是去搜罗盲盒，还是单纯去打卡拍照，视觉体验这一块直接拉满。

📈 国际化大都市的“潮流排面”
作为泰北的经济与旅游核心，清迈在2025年就创下了超过1114亿泰铢的旅游收入。随着2026年旅游业的持续升温，大批来自中国、韩国和中国台湾等地区的国际游客涌入，清迈已经具备了比肩一线潮流城市的消费实力。POP MART 选择在此落户，无疑是给清迈的潮流文化和夜生活目的地又增加了重要一站。

📅 定好闹钟，现场见！
开业日期：2026年5月22日
具体位置：清迈 MAYA Lifestyle Shopping Center，G层

#泡泡玛特[话题]#  #清迈MAYA[话题]#  #清迈旅游[话题]# #清迈探店[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,SANPAKOI 限定市集,夜市与市集,SANPAKOI Market,塔佩门附近,夜市逛吃/本地体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a6f2fbf0000000006005e4d?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：✨偶遇清迈每月一次的SANPAKOI限定市集！
正文：幸运值爆棚的一天！竟然被我们赶上了清迈一个月才办一次的【SANPAKOI 市集】🎉！
市集不算太长，吃吃逛逛留出 2小时 就完全足够啦！相比于普通大夜市，这里超有本地生活气息。

📍 实用干货/打卡攻略：
⏰ 营业时间：每月第一个周日 8:00 - 13:00
⏳ 建议时长：市集不大，逛+吃 2小时 足矣，适合当作周日早上的悠闲第一站～
🗺️ 位置：距离塔佩门不到 1km+，🚖打车直接定位到 Sukjai by Pata Obasan 即可，这家店门口刚好就是市集的起点，老奶奶炸香蕉摊（p17-18）就在这，下车就能直接开始逛啦！

🍫 著名的手工巧克力大叔（p3-p6）
一走进市集就能看到大叔的摊位！手工打磨的浓郁纯可可，口感层次超丰富，巧克力控千万别错过！少糖哦，支持扫码支付很方便。
🍞 JOKO 面包（p15-16）
人气王担当！队伍排得超级长，号码牌要等好久所以就没买。
🥩 炭烤盘肠 + 猪颈肉（p7-8）
这个强烈推荐！远远就被炭火的焦香味吸引住了，盘肠外脆内嫩，是典型的泰北风味，有点辣，值得试试。烤猪肉很香，小朋友吃的停不下来。
☕️ FLO COFFEE BREWERS（p9-14）
冠军手冲咖啡店！店面是工业复古与暖色木质调结合，氛围松弛。逛累了来一杯手冲，如果你喜欢喝浅烘、手冲，追求干净明亮的风味层次，一定来试一下。
#清迈市集[话题]#  #清迈SANPAKOI市集[话题]# #清迈美食[话题]# #清迈探店[话题]# #清迈旅行[话题]# #清迈打车攻略[话题]# #冠军手冲咖啡[话题]# #手工巧克力[话题]# #清迈周末去哪儿[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,Tops Care Ruamchok,商场与购物中心,Tops Care Ruamchok Mall Chiang Mai,Ruamchok Mall,购物/餐饮/休闲,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/6a7443000000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：Tops Care 罗勇幸运广场（Ruamchok Mall)
正文：🇨🇳 小红书文案｜Tops Care 罗勇幸运广场（Ruamchok Mall）开业

📍清迈 Ruamchok Mall 新开了一家超方便的药妆健康店！💙

Tops Care 正式开业啦！🎉
无论是日常用药、保健品、维他命，还是健康咨询，都可以一站搞定！

👨⚕️ 店内常驻专业药剂师，可以提供用药建议、健康咨询，让购物更安心、更专业。

🎁 开业优惠活动（限时）
✨ 单笔消费满 100 泰铢，送 60 泰铢优惠券
🛍️ 单笔消费满 800 泰铢，免费赠送 Tops Care 环保购物袋
💸 在 Tops Care 单笔消费满 600 泰铢，并出示 Tops Ruamchok 的购物小票，即可立减 100 泰铢（活动详情以店内规定为准）

📅 活动时间：2026年8月6日 – 9月5日
⏰ 营业时间：10:00 - 22:00

来清迈逛街的时候，别忘了顺便来 Tops Care，为自己和家人准备一份健康保障吧！💙

📍Tops Care @ Ruamchok Mall, Chiang Mai

#清迈[话题]# #清迈生活[话题]# #清迈旅游[话题]# #清迈购物[话题]# #泰国药妆[话题]# #泰国药店[话题]# #TopsCare[话题]# #RuamchokMall[话题]# #健康生活[话题]# #保健品[话题]# #维他命[话题]# #ChiangMai[话题]# #ThailandTravel[话题]# #泰国自由行[话题]# #清迈攻略[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,รวมโชคมอลล์夜市 (Michael Plus夜市),夜市与市集,รวมโชค มอลล์,FaHam片区(距古城约5公里),夜市逛吃/本地体验,0,既有全量候选,https://www.xiaohongshu.com/explore/6a8d6e9b000000002a03e514?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：远离游客，清迈只在周一周二开的宝藏夜市
正文：รวมโชคมอลล์夜市
FaHam片区的本地夜市
⚠️只有周一、周二晚上才有
就在商场外围马路边
以小吃美食为主，购物摊位不多
基本没有外来游客物价贴近本地日常消费周中想避开各大观光夜市可以过来感受真实市井烟火#泰国[话题]# #清迈[话题]# #清迈生活[话题]# #生活烟火气藏在夜市里[话题]# #隐藏式美食[话题]# #夜市[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
清迈府,购物商业,清迈尚泰,商场与购物中心,Central Festival,,购物餐饮/雨天休闲,2,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/69c0f5f2000000001a02131f?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69bdfb21000000002202578b?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：宋干节不只是泼水！清迈地道玩法全攻略
正文：3️⃣ 尚泰 Central Festival
⭐室内外泼水舞台、DJ、亲子区、安全可控
✅带娃、怕太疯、想轻松玩

「2*混合贴」
标题：2026清迈宋干节全攻略
正文：3. 氛围派：One Nimman（4.11-15，15:00-22:00）有艺人演出；Central Festival（4.18-19）收官EDM派对，适合年轻人。
4. 文化派：4.6-17每日上午，各大寺庙可体验浴佛、堆沙塔、洒水礼等兰纳传统仪式，适合想深度感受文化的人。
📅 核心活动速览",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
沙没沙空府,购物商业,美功铁道市场,本地市场,Maeklong Railway Market,美功区,本地采购/生活体验,1,20260831小红书点点AI增量采集,https://www.xiaohongshu.com/explore/670bd120000000001b02c9fb?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：火车集市🚂｜我愿称之曼谷最值得来的地方💞
正文：【🚉去程】：路线图见P2
1⃣️Wongwian Yai火车站- Maha Chai 火车站
去窗口买票后直接上车，车上有人检票10株/人
2⃣️Maha Chai火车站-Ferry Pier码头
下火车后穿过海鲜市场尽头左转坐轮渡3株/人
3⃣️Ferry Pier码头- Ban lean train station火车站
下船后右转走10min到达火车站，坐到终点站即可

【🙌击掌】：场景见P3
快到美功铁道市场的时候列车员会提醒乘客，准备好手机相机，可以和下面的朋友击掌，可以和他们热情的打招呼，你一定会被这里的氛围所感染！

【🥯逛吃】：
这里的美食非常多，一下来我就选择了一家打抛饭，因为是中午到的这里，游客很多，等了10多分钟，着急的小伙伴可以再多走一走，都很便宜！还有卖一些小饰品衣服的店铺，可以逛一下～

【🤳拍照】：
1⃣️在火车上选一个靠窗的位置可以拍拍拍，有足够的时间出片，见P4、P9
2⃣️下火车之后火车会停在这里，大家可以在这个时候拍照，可以在车门处拍照，强烈推荐火车头的位置，机位侧一些拍到火车车身哦，见P5

【🚌返程】：
因为美功铁道集市的发车时间只有6:20、9:00、11:30、15:30，上午来的基本只能等15:30，回去有点慢也有点折腾，我选择了走10min坐minibus，100株/人

#泰国[话题]# #火车集市[话题]# #泰国旅行[话题]# #曼谷[话题]# #曼谷旅行[话题]# #打抛饭[话题]# #美攻铁路市场[话题]#",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
宋卡府,购物商业,11-Jul,商场市场与夜市街区,7-Eleven Hatyai (最大的一家),市区,购物/夜市/伴手礼,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
宋卡府,购物商业,ASEAN Night Market,夜市,ASEAN Night Market Hatyai,市区,夜市爱好者,2,20260901二三线目的地缺口续采,"https://www.xiaohongshu.com/explore/67ee68f4000000001c03c039?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6be9c40000000006007b44?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：Greenway夜市闲逛，顺便晚餐在Food Court
正文：终于明白，为什么这2天在合艾某些旅游景点，看到的大马人如此少。比如，ASEAN Night Market, Khlong Hae Floating Market， 就算是Lee Garden Night Market, 也感觉少了几吧。原来，大家都涌进来Greenway了。当然，斋戒期间，少了马来同胞，也是其一。
在Greenway ，就能看到人山人海的游客。
Greenway 卖的东西比较年轻化，俗称跟上潮流。大致上分几个区域。
大马路进来，右手边是Food Court，Zone A是露天的，都是卖衣服。Main Plaza (Zone E/D/J) 是各式各样的潮流物品。Zone I 是二手，Zone M 有pedicure，首饰，包包，等等。在后面点就要Vintage clothing 。还有Zone F，是有店铺的，只注意到有间卖动漫周边产品，还有间按摩店。还有还有，Zone Pop up 给摆摊地上二手。
Greenway 应该是全合艾最大最潮的夜市了。价钱稍微高，但选择比其他的合艾夜市或市场多，我推荐你来这里购物，如果你没时间或金钱去曼谷 😜

「2*混合贴」
标题：大马留子|🇹🇭合艾➕宋卡4D3N自由行（自用版）
正文：11:00 HATYAI（🇹🇭时间）",名称在本题引用小红书正文中直接命中；该计数用于名称证据审核，不代表全网提及量或游客热度
宋卡府,购物商业,Big C,商场与购物中心,Big C Hatyai,市区,购物/餐饮/休闲,0,20260831小红书点点AI增量采集,,,小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
宋卡府,购物商业,Greenway Night Market,夜市与市集,Greenway Night Market,市区,夜市逛吃/本地体验,4,20260831小红书点点AI增量采集,"https://www.xiaohongshu.com/explore/68b7078e000000001d02a17e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a1aae270000000035021f09?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6832059c000000002001c30b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66c0679c000000001e019d8d?xsec_token_redacted=1&xsec_source=pc_dots","「1*混合贴」
标题：🔥别冲曼谷了！合艾才是泰兰德性价比隐藏王！
正文：🩷4.合艾夜市Greenway Night Market
很local！逛吃首选：芒果糯米饭（30泰铢/份）、火山排骨（200泰铢/小份）、炸昆虫（敢试的宝子可以冲），还有100泰铢3件的T恤，砍价空间超大。
🩷5.宋卡老街：距离合艾60公里，时间宽裕可以去！

「2」
标题：🇹🇭合艾🔛宋卡
正文：18张图装不下对这个小城的喜爱
非常地道的南洋风情
200泰铢可以massage一个小时惊人物价！！
本地船面也试了 和曼谷有不一样我觉得更好吃
十分推荐宋卡古城
很久没看到艺术成分这么高的地方了…
我近几年去的最推荐的实打实可以叫老街的老街 很适合扫街 每一处都是惊喜 相机手机dji里面几百张照片都不知道发哪张什么都好看 这里的人也是感觉特别佛系特别好 [流泪]
里面还有些买手店都值得逛一逛

合艾也很好买 物价感人 基本要买的711货都很全
彩妆类可以去eveandboy也能便宜买到 就是很适合短期来玩[喝奶茶R][喝奶茶R]

比较推荐的⬇️
greenway night market ✅（夜市大差不差 推荐这家是因为它规划的比较好逛的不累 但是东西不好吃）
宋卡夜市✅
eveandboy ✅ （比711屈臣氏便宜）
宋卡古城✅
the library hatyat✅

#sg[话题]# #新加坡生活[话题]# #泰国[话题]# #合艾[话题]# #合艾旅游[话题]# #宋卡[话题]# #宋卡古城[话题]##新加坡[话题]#

「3*混合贴」
标题：来合艾不再只会逛Leegarden,central超好逛
正文：好玩，central的对面有makro hatyai 最大的批发超市，各种各类的泰国零食和食品全是批发价。步行5分钟就可以走到greenway night market服饰，美甲都是全合艾当地价格最实惠之一的夜市。大家记得一起来购物吧🛍️✨

「4*混合贴」
标题：🇹🇭合艾 | 三天两夜小攻略 🤍
正文：📌Greenway Night Market
去做了💅🏻美甲 请认准图中的小姐姐美甲师 人很可爱很有耐心 主要手工很好 价钱也很便宜 除了美甲这地方也有很多吃的和逛的琳琅满目",小红书名称候选；名称证据不是游客热度，尚未核验Place ID、坐标、地址、营业状态或评分
